timestamp, clocks.current.sm [MHz], temperature.gpu, power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/09/23 07:39:57.126, 2347 MHz, 36, 90.55 W, 7 %, 5939 MiB
2026/09/23 07:39:57.376, 2347 MHz, 36, 90.48 W, 7 %, 6867 MiB
2026/09/23 07:39:57.626, 2347 MHz, 36, 90.47 W, 7 %, 7731 MiB
2026/09/23 07:39:57.876, 2347 MHz, 36, 90.53 W, 7 %, 8659 MiB
2026/09/23 07:39:58.127, 2347 MHz, 36, 90.46 W, 8 %, 9523 MiB
2026/09/23 07:39:58.377, 2347 MHz, 36, 90.43 W, 7 %, 10419 MiB
2026/09/23 07:39:58.627, 2347 MHz, 36, 90.42 W, 7 %, 11347 MiB
2026/09/23 07:39:58.877, 2347 MHz, 36, 90.40 W, 7 %, 12211 MiB
2026/09/23 07:39:59.127, 2347 MHz, 36, 90.44 W, 7 %, 13139 MiB
2026/09/23 07:39:59.377, 2347 MHz, 36, 90.39 W, 7 %, 14003 MiB
2026/09/23 07:39:59.627, 2347 MHz, 36, 93.27 W, 7 %, 16627 MiB
2026/09/23 07:39:59.877, 2415 MHz, 47, 212.53 W, 99 %, 16627 MiB
2026/09/23 07:40:00.127, 2415 MHz, 43, 261.13 W, 94 %, 16627 MiB
2026/09/23 07:40:00.377, 2415 MHz, 48, 378.55 W, 99 %, 16627 MiB
2026/09/23 07:40:00.627, 2415 MHz, 43, 433.71 W, 96 %, 16659 MiB
2026/09/23 07:40:00.877, 2407 MHz, 49, 428.04 W, 99 %, 16659 MiB
2026/09/23 07:40:01.127, 2407 MHz, 44, 432.06 W, 93 %, 16691 MiB
2026/09/23 07:40:01.378, 2400 MHz, 49, 424.87 W, 96 %, 16691 MiB
2026/09/23 07:40:01.628, 2400 MHz, 44, 430.07 W, 99 %, 16691 MiB
2026/09/23 07:40:01.878, 2407 MHz, 49, 423.21 W, 100 %, 19381 MiB
2026/09/23 07:40:02.128, 2407 MHz, 51, 451.10 W, 100 %, 19381 MiB
2026/09/23 07:40:02.378, 2422 MHz, 51, 463.94 W, 100 %, 19381 MiB
2026/09/23 07:40:02.628, 2422 MHz, 51, 488.15 W, 100 %, 19381 MiB
2026/09/23 07:40:02.878, 2422 MHz, 47, 495.30 W, 88 %, 19381 MiB
2026/09/23 07:40:03.128, 2422 MHz, 45, 457.11 W, 95 %, 19381 MiB
2026/09/23 07:40:03.378, 2422 MHz, 44, 401.33 W, 95 %, 19381 MiB
2026/09/23 07:40:03.628, 2422 MHz, 44, 367.35 W, 95 %, 19381 MiB
2026/09/23 07:40:03.878, 2377 MHz, 41, 286.24 W, 0 %, 19379 MiB
2026/09/23 07:40:04.128, 2377 MHz, 40, 246.62 W, 39 %, 593 MiB
2026/09/23 07:40:04.378, 2355 MHz, 40, 178.93 W, 1 %, 595 MiB
2026/09/23 07:40:04.628, 2355 MHz, 40, 129.62 W, 0 %, 2003 MiB
2026/09/23 07:40:04.879, 2347 MHz, 39, 96.64 W, 7 %, 2867 MiB
2026/09/23 07:40:05.129, 2347 MHz, 39, 92.95 W, 7 %, 3795 MiB
2026/09/23 07:40:05.379, 2347 MHz, 39, 92.44 W, 7 %, 4659 MiB
2026/09/23 07:40:05.629, 2347 MHz, 39, 92.25 W, 7 %, 5587 MiB
2026/09/23 07:40:05.879, 2355 MHz, 39, 92.16 W, 7 %, 6515 MiB
2026/09/23 07:40:06.129, 2355 MHz, 39, 92.08 W, 7 %, 7443 MiB
2026/09/23 07:40:06.379, 2347 MHz, 39, 91.99 W, 8 %, 8307 MiB
2026/09/23 07:40:06.629, 2347 MHz, 39, 91.96 W, 7 %, 9203 MiB
2026/09/23 07:40:06.879, 2347 MHz, 39, 91.89 W, 7 %, 10099 MiB
2026/09/23 07:40:07.129, 2347 MHz, 39, 91.90 W, 7 %, 10995 MiB
2026/09/23 07:40:07.379, 2347 MHz, 39, 91.93 W, 7 %, 11859 MiB
2026/09/23 07:40:07.630, 2347 MHz, 39, 91.83 W, 7 %, 12787 MiB
2026/09/23 07:40:07.880, 2355 MHz, 39, 91.88 W, 7 %, 13651 MiB
2026/09/23 07:40:08.130, 2355 MHz, 39, 91.91 W, 7 %, 15667 MiB
2026/09/23 07:40:08.380, 2370 MHz, 47, 157.42 W, 87 %, 16179 MiB
2026/09/23 07:40:08.630, 2370 MHz, 44, 206.17 W, 96 %, 16179 MiB
2026/09/23 07:40:08.880, 2407 MHz, 45, 294.34 W, 96 %, 16179 MiB
2026/09/23 07:40:09.130, 2407 MHz, 46, 343.32 W, 91 %, 16211 MiB
2026/09/23 07:40:09.380, 2415 MHz, 44, 360.16 W, 98 %, 16211 MiB
2026/09/23 07:40:09.630, 2415 MHz, 49, 375.37 W, 94 %, 17493 MiB
2026/09/23 07:40:09.880, 2415 MHz, 50, 405.33 W, 100 %, 17493 MiB
2026/09/23 07:40:10.130, 2415 MHz, 46, 415.30 W, 90 %, 17493 MiB
2026/09/23 07:40:10.380, 2422 MHz, 45, 398.94 W, 95 %, 17493 MiB
2026/09/23 07:40:10.630, 2422 MHz, 45, 383.51 W, 95 %, 17493 MiB
2026/09/23 07:40:10.881, 2422 MHz, 44, 324.57 W, 96 %, 17493 MiB
2026/09/23 07:40:11.131, 2422 MHz, 45, 301.55 W, 96 %, 17493 MiB
2026/09/23 07:40:11.381, 2422 MHz, 44, 293.56 W, 95 %, 17493 MiB
2026/09/23 07:40:11.631, 2422 MHz, 44, 284.91 W, 96 %, 17493 MiB
2026/09/23 07:40:11.881, 2422 MHz, 45, 288.30 W, 97 %, 17525 MiB
2026/09/23 07:40:12.131, 2422 MHz, 44, 281.40 W, 97 %, 17525 MiB
2026/09/23 07:40:12.381, 2422 MHz, 44, 285.46 W, 95 %, 17525 MiB
2026/09/23 07:40:12.631, 2422 MHz, 44, 290.89 W, 95 %, 17525 MiB
2026/09/23 07:40:12.881, 2400 MHz, 42, 272.36 W, 19 %, 17525 MiB
2026/09/23 07:40:13.131, 2400 MHz, 41, 242.51 W, 20 %, 1 MiB
2026/09/23 07:40:13.382, 2347 MHz, 41, 181.23 W, 2 %, 595 MiB
2026/09/23 07:40:13.632, 2347 MHz, 40, 139.59 W, 0 %, 1651 MiB
2026/09/23 07:40:13.882, 2347 MHz, 40, 97.10 W, 7 %, 2579 MiB
2026/09/23 07:40:14.132, 2347 MHz, 40, 94.40 W, 7 %, 3443 MiB
2026/09/23 07:40:14.382, 2347 MHz, 40, 92.85 W, 7 %, 4371 MiB
2026/09/23 07:40:14.632, 2347 MHz, 40, 92.95 W, 7 %, 5235 MiB
2026/09/23 07:40:14.882, 2347 MHz, 40, 92.70 W, 7 %, 6163 MiB
2026/09/23 07:40:15.132, 2347 MHz, 40, 92.66 W, 7 %, 7027 MiB
2026/09/23 07:40:15.382, 2347 MHz, 40, 92.65 W, 7 %, 7923 MiB
2026/09/23 07:40:15.632, 2347 MHz, 40, 92.62 W, 7 %, 8851 MiB
2026/09/23 07:40:15.883, 2347 MHz, 40, 92.56 W, 7 %, 9779 MiB
2026/09/23 07:40:16.133, 2347 MHz, 40, 92.55 W, 7 %, 10707 MiB
2026/09/23 07:40:16.383, 2347 MHz, 40, 92.46 W, 7 %, 11571 MiB
2026/09/23 07:40:16.633, 2347 MHz, 39, 92.43 W, 7 %, 12499 MiB
2026/09/23 07:40:16.883, 2347 MHz, 39, 92.51 W, 7 %, 13395 MiB
2026/09/23 07:40:17.133, 2347 MHz, 39, 92.48 W, 7 %, 14323 MiB
2026/09/23 07:40:17.383, 2340 MHz, 43, 121.32 W, 21 %, 15667 MiB
2026/09/23 07:40:17.633, 2340 MHz, 44, 170.66 W, 95 %, 15699 MiB
2026/09/23 07:40:17.883, 2422 MHz, 44, 233.27 W, 94 %, 15699 MiB
2026/09/23 07:40:18.133, 2422 MHz, 44, 273.97 W, 94 %, 15699 MiB
2026/09/23 07:40:18.383, 2422 MHz, 44, 306.99 W, 95 %, 16341 MiB
2026/09/23 07:40:18.633, 2422 MHz, 44, 300.94 W, 95 %, 16341 MiB
2026/09/23 07:40:18.884, 2422 MHz, 44, 303.95 W, 95 %, 16341 MiB
2026/09/23 07:40:19.134, 2422 MHz, 41, 283.18 W, 19 %, 16339 MiB
2026/09/23 07:40:19.384, 2347 MHz, 41, 226.44 W, 24 %, 23 MiB
2026/09/23 07:40:19.634, 2347 MHz, 40, 184.55 W, 2 %, 595 MiB
2026/09/23 07:40:19.884, 2347 MHz, 40, 120.09 W, 16 %, 1907 MiB
2026/09/23 07:40:20.134, 2347 MHz, 40, 96.67 W, 7 %, 2835 MiB
2026/09/23 07:40:20.384, 2347 MHz, 40, 93.28 W, 7 %, 3763 MiB
2026/09/23 07:40:20.634, 2347 MHz, 40, 92.66 W, 6 %, 4659 MiB
2026/09/23 07:40:20.884, 2347 MHz, 40, 92.57 W, 7 %, 5587 MiB
2026/09/23 07:40:21.135, 2347 MHz, 40, 92.54 W, 8 %, 6515 MiB
2026/09/23 07:40:21.385, 2347 MHz, 40, 92.53 W, 7 %, 7443 MiB
2026/09/23 07:40:21.635, 2347 MHz, 39, 92.57 W, 6 %, 8339 MiB
2026/09/23 07:40:21.885, 2347 MHz, 39, 92.55 W, 8 %, 9267 MiB
2026/09/23 07:40:22.135, 2347 MHz, 39, 92.56 W, 8 %, 10195 MiB
2026/09/23 07:40:22.385, 2347 MHz, 39, 92.41 W, 7 %, 11091 MiB
2026/09/23 07:40:22.635, 2347 MHz, 39, 92.31 W, 6 %, 12019 MiB
2026/09/23 07:40:22.885, 2347 MHz, 39, 92.24 W, 7 %, 12947 MiB
2026/09/23 07:40:23.135, 2347 MHz, 39, 92.18 W, 7 %, 13843 MiB
2026/09/23 07:40:23.385, 2347 MHz, 39, 92.63 W, 7 %, 15667 MiB
2026/09/23 07:40:23.636, 2347 MHz, 44, 139.08 W, 83 %, 15667 MiB
2026/09/23 07:40:23.886, 2370 MHz, 44, 210.58 W, 94 %, 15699 MiB
2026/09/23 07:40:24.136, 2370 MHz, 44, 255.57 W, 95 %, 15699 MiB
2026/09/23 07:40:24.386, 2392 MHz, 44, 320.14 W, 94 %, 16341 MiB
2026/09/23 07:40:24.636, 2392 MHz, 44, 317.83 W, 95 %, 16341 MiB
2026/09/23 07:40:24.886, 2422 MHz, 44, 313.04 W, 95 %, 16341 MiB
2026/09/23 07:40:25.136, 2422 MHz, 44, 311.59 W, 95 %, 16341 MiB
2026/09/23 07:40:25.386, 2347 MHz, 41, 253.94 W, 0 %, 0 MiB
2026/09/23 07:40:25.636, 2347 MHz, 40, 211.56 W, 33 %, 595 MiB
2026/09/23 07:40:25.886, 2347 MHz, 40, 144.80 W, 0 %, 1459 MiB
2026/09/23 07:40:26.137, 2347 MHz, 40, 105.24 W, 8 %, 2387 MiB
2026/09/23 07:40:26.387, 2347 MHz, 40, 94.30 W, 8 %, 3315 MiB
2026/09/23 07:40:26.637, 2347 MHz, 40, 92.47 W, 7 %, 4211 MiB
2026/09/23 07:40:26.887, 2347 MHz, 39, 92.75 W, 7 %, 5139 MiB
2026/09/23 07:40:27.137, 2347 MHz, 40, 92.46 W, 7 %, 6067 MiB
2026/09/23 07:40:27.387, 2347 MHz, 39, 92.41 W, 6 %, 6931 MiB
2026/09/23 07:40:27.637, 2347 MHz, 39, 92.35 W, 7 %, 7827 MiB
2026/09/23 07:40:27.887, 2347 MHz, 39, 92.32 W, 8 %, 8691 MiB
2026/09/23 07:40:28.137, 2347 MHz, 39, 92.36 W, 6 %, 9619 MiB
2026/09/23 07:40:28.387, 2347 MHz, 39, 92.28 W, 8 %, 10547 MiB
2026/09/23 07:40:28.637, 2347 MHz, 39, 92.34 W, 6 %, 11411 MiB
2026/09/23 07:40:28.887, 2347 MHz, 39, 92.36 W, 6 %, 12339 MiB
2026/09/23 07:40:29.138, 2347 MHz, 39, 92.27 W, 7 %, 13203 MiB
2026/09/23 07:40:29.388, 2347 MHz, 39, 92.32 W, 7 %, 14099 MiB
2026/09/23 07:40:29.638, 2347 MHz, 39, 99.19 W, 7 %, 16627 MiB
2026/09/23 07:40:29.888, 2415 MHz, 50, 214.47 W, 99 %, 16627 MiB
2026/09/23 07:40:30.138, 2415 MHz, 44, 255.33 W, 94 %, 16627 MiB
2026/09/23 07:40:30.388, 2415 MHz, 51, 380.47 W, 99 %, 16627 MiB
2026/09/23 07:40:30.638, 2415 MHz, 45, 418.61 W, 95 %, 16659 MiB
2026/09/23 07:40:30.888, 2415 MHz, 51, 415.50 W, 99 %, 16659 MiB
2026/09/23 07:40:31.138, 2415 MHz, 46, 422.27 W, 94 %, 16691 MiB
2026/09/23 07:40:31.388, 2415 MHz, 52, 412.84 W, 99 %, 16691 MiB
2026/09/23 07:40:31.638, 2415 MHz, 46, 418.96 W, 98 %, 19381 MiB
2026/09/23 07:40:31.888, 2422 MHz, 53, 415.68 W, 100 %, 19381 MiB
2026/09/23 07:40:32.138, 2422 MHz, 53, 446.26 W, 100 %, 19381 MiB
2026/09/23 07:40:32.388, 2422 MHz, 53, 463.37 W, 100 %, 19381 MiB
2026/09/23 07:40:32.639, 2422 MHz, 53, 492.53 W, 100 %, 19381 MiB
2026/09/23 07:40:32.889, 2422 MHz, 48, 493.23 W, 85 %, 19381 MiB
2026/09/23 07:40:33.139, 2422 MHz, 47, 454.51 W, 95 %, 19381 MiB
2026/09/23 07:40:33.389, 2422 MHz, 46, 397.37 W, 95 %, 19381 MiB
2026/09/23 07:40:33.639, 2422 MHz, 46, 360.51 W, 95 %, 19381 MiB
2026/09/23 07:40:33.889, 2400 MHz, 43, 279.31 W, 0 %, 19379 MiB
2026/09/23 07:40:34.139, 2400 MHz, 42, 238.63 W, 39 %, 561 MiB
2026/09/23 07:40:34.390, 2347 MHz, 42, 173.31 W, 2 %, 595 MiB
2026/09/23 07:40:34.640, 2347 MHz, 42, 129.48 W, 0 %, 1971 MiB
2026/09/23 07:40:34.890, 2347 MHz, 41, 98.24 W, 7 %, 2835 MiB
2026/09/23 07:40:35.140, 2347 MHz, 41, 94.69 W, 7 %, 3731 MiB
2026/09/23 07:40:35.390, 2347 MHz, 41, 93.75 W, 7 %, 4627 MiB
2026/09/23 07:40:35.640, 2347 MHz, 41, 93.52 W, 6 %, 5491 MiB
2026/09/23 07:40:35.890, 2347 MHz, 41, 93.39 W, 6 %, 6419 MiB
2026/09/23 07:40:36.140, 2347 MHz, 41, 93.30 W, 8 %, 7283 MiB
2026/09/23 07:40:36.390, 2347 MHz, 41, 93.26 W, 7 %, 8147 MiB
2026/09/23 07:40:36.640, 2347 MHz, 41, 93.21 W, 7 %, 9075 MiB
2026/09/23 07:40:36.891, 2347 MHz, 41, 93.11 W, 7 %, 9939 MiB
2026/09/23 07:40:37.141, 2347 MHz, 41, 93.01 W, 7 %, 10803 MiB
2026/09/23 07:40:37.391, 2347 MHz, 40, 93.06 W, 7 %, 11731 MiB
2026/09/23 07:40:37.641, 2347 MHz, 40, 92.95 W, 8 %, 12595 MiB
2026/09/23 07:40:37.891, 2347 MHz, 40, 92.89 W, 7 %, 13459 MiB
2026/09/23 07:40:38.141, 2347 MHz, 40, 92.95 W, 7 %, 14387 MiB
2026/09/23 07:40:38.391, 2370 MHz, 47, 135.14 W, 21 %, 16179 MiB
2026/09/23 07:40:38.641, 2370 MHz, 45, 186.91 W, 99 %, 16179 MiB
2026/09/23 07:40:38.891, 2407 MHz, 49, 272.60 W, 99 %, 16179 MiB
2026/09/23 07:40:39.141, 2407 MHz, 45, 314.04 W, 93 %, 16211 MiB
2026/09/23 07:40:39.391, 2415 MHz, 47, 360.48 W, 99 %, 16211 MiB
2026/09/23 07:40:39.642, 2415 MHz, 49, 359.68 W, 93 %, 17493 MiB
2026/09/23 07:40:39.892, 2415 MHz, 52, 393.49 W, 100 %, 17493 MiB
2026/09/23 07:40:40.142, 2415 MHz, 49, 416.68 W, 92 %, 17493 MiB
2026/09/23 07:40:40.392, 2422 MHz, 46, 398.32 W, 95 %, 17493 MiB
2026/09/23 07:40:40.642, 2422 MHz, 46, 395.54 W, 95 %, 17493 MiB
2026/09/23 07:40:40.892, 2422 MHz, 46, 334.01 W, 98 %, 17493 MiB
2026/09/23 07:40:41.142, 2422 MHz, 46, 306.89 W, 95 %, 17493 MiB
2026/09/23 07:40:41.392, 2422 MHz, 46, 296.87 W, 97 %, 17493 MiB
2026/09/23 07:40:41.642, 2422 MHz, 46, 289.51 W, 95 %, 17493 MiB
2026/09/23 07:40:41.892, 2422 MHz, 46, 292.97 W, 95 %, 17525 MiB
2026/09/23 07:40:42.142, 2422 MHz, 46, 285.01 W, 97 %, 17525 MiB
2026/09/23 07:40:42.392, 2422 MHz, 46, 286.13 W, 95 %, 17525 MiB
2026/09/23 07:40:42.643, 2422 MHz, 46, 290.77 W, 95 %, 17525 MiB
2026/09/23 07:40:42.893, 2422 MHz, 45, 284.06 W, 83 %, 17525 MiB
2026/09/23 07:40:43.143, 2422 MHz, 43, 247.77 W, 0 %, 0 MiB
2026/09/23 07:40:43.393, 2347 MHz, 42, 193.46 W, 0 %, 595 MiB
2026/09/23 07:40:43.643, 2347 MHz, 42, 153.07 W, 0 %, 1459 MiB
2026/09/23 07:40:43.893, 2347 MHz, 42, 97.52 W, 7 %, 2323 MiB
2026/09/23 07:40:44.143, 2347 MHz, 42, 97.04 W, 7 %, 3251 MiB
2026/09/23 07:40:44.393, 2347 MHz, 41, 93.67 W, 7 %, 4147 MiB
2026/09/23 07:40:44.643, 2347 MHz, 41, 93.96 W, 7 %, 5043 MiB
2026/09/23 07:40:44.894, 2347 MHz, 41, 93.50 W, 7 %, 5939 MiB
2026/09/23 07:40:45.144, 2347 MHz, 41, 93.46 W, 7 %, 6867 MiB
2026/09/23 07:40:45.394, 2355 MHz, 41, 93.34 W, 7 %, 7731 MiB
2026/09/23 07:40:45.644, 2355 MHz, 41, 93.23 W, 7 %, 8659 MiB
2026/09/23 07:40:45.894, 2347 MHz, 41, 93.17 W, 8 %, 9555 MiB
2026/09/23 07:40:46.144, 2347 MHz, 41, 93.16 W, 7 %, 10483 MiB
2026/09/23 07:40:46.394, 2347 MHz, 41, 93.14 W, 7 %, 11347 MiB
2026/09/23 07:40:46.644, 2347 MHz, 41, 93.11 W, 7 %, 12307 MiB
2026/09/23 07:40:46.895, 2347 MHz, 41, 93.14 W, 7 %, 13203 MiB
2026/09/23 07:40:47.145, 2347 MHz, 41, 93.10 W, 7 %, 14099 MiB
2026/09/23 07:40:47.395, 2355 MHz, 40, 92.91 W, 7 %, 14515 MiB
2026/09/23 07:40:47.645, 2355 MHz, 41, 108.57 W, 0 %, 17491 MiB
2026/09/23 07:40:47.895, 2422 MHz, 51, 225.01 W, 100 %, 17491 MiB
2026/09/23 07:40:48.145, 2422 MHz, 52, 303.15 W, 100 %, 17491 MiB
2026/09/23 07:40:48.395, 2377 MHz, 44, 324.95 W, 2 %, 17491 MiB
2026/09/23 07:40:48.645, 2377 MHz, 45, 359.45 W, 96 %, 17491 MiB
2026/09/23 07:40:48.895, 2422 MHz, 50, 318.68 W, 78 %, 17491 MiB
2026/09/23 07:40:49.145, 2422 MHz, 51, 321.29 W, 100 %, 17491 MiB
2026/09/23 07:40:49.396, 2422 MHz, 52, 392.74 W, 100 %, 17491 MiB
2026/09/23 07:40:49.646, 2422 MHz, 43, 354.70 W, 3 %, 17491 MiB
2026/09/23 07:40:49.896, 2422 MHz, 46, 345.88 W, 95 %, 17491 MiB
2026/09/23 07:40:50.146, 2422 MHz, 47, 313.83 W, 75 %, 17491 MiB
2026/09/23 07:40:50.396, 2415 MHz, 52, 322.61 W, 99 %, 17491 MiB
2026/09/23 07:40:50.646, 2415 MHz, 53, 390.75 W, 99 %, 17491 MiB
2026/09/23 07:40:50.896, 2400 MHz, 46, 343.67 W, 31 %, 17491 MiB
2026/09/23 07:40:51.146, 2400 MHz, 46, 343.90 W, 96 %, 17491 MiB
2026/09/23 07:40:51.396, 2422 MHz, 52, 315.07 W, 96 %, 18901 MiB
2026/09/23 07:40:51.646, 2422 MHz, 53, 320.01 W, 100 %, 18901 MiB
2026/09/23 07:40:51.897, 2422 MHz, 53, 417.86 W, 100 %, 18901 MiB
2026/09/23 07:40:52.147, 2422 MHz, 54, 449.65 W, 100 %, 18901 MiB
2026/09/23 07:40:52.397, 2422 MHz, 54, 489.96 W, 100 %, 18901 MiB
2026/09/23 07:40:52.647, 2422 MHz, 54, 490.64 W, 100 %, 18901 MiB
2026/09/23 07:40:52.897, 2422 MHz, 55, 476.76 W, 100 %, 18901 MiB
2026/09/23 07:40:53.147, 2422 MHz, 45, 400.80 W, 2 %, 18901 MiB
2026/09/23 07:40:53.397, 2422 MHz, 47, 350.11 W, 96 %, 18901 MiB
2026/09/23 07:40:53.647, 2422 MHz, 46, 313.69 W, 96 %, 18933 MiB
2026/09/23 07:40:53.897, 2422 MHz, 54, 323.30 W, 100 %, 18933 MiB
2026/09/23 07:40:54.147, 2422 MHz, 54, 401.62 W, 100 %, 18933 MiB
2026/09/23 07:40:54.397, 2422 MHz, 55, 457.67 W, 100 %, 18933 MiB
2026/09/23 07:40:54.648, 2422 MHz, 55, 490.54 W, 96 %, 18933 MiB
2026/09/23 07:40:54.898, 2422 MHz, 56, 491.52 W, 100 %, 18933 MiB
2026/09/23 07:40:55.148, 2422 MHz, 56, 492.09 W, 100 %, 18933 MiB
2026/09/23 07:40:55.398, 2422 MHz, 45, 397.45 W, 2 %, 18933 MiB
2026/09/23 07:40:55.648, 2422 MHz, 54, 392.02 W, 74 %, 18933 MiB
2026/09/23 07:40:55.898, 2415 MHz, 55, 386.80 W, 99 %, 18933 MiB
2026/09/23 07:40:56.148, 2415 MHz, 50, 363.22 W, 95 %, 18933 MiB
2026/09/23 07:40:56.398, 2422 MHz, 49, 408.69 W, 93 %, 18933 MiB
2026/09/23 07:40:56.648, 2422 MHz, 54, 405.23 W, 74 %, 18933 MiB
2026/09/23 07:40:56.898, 2422 MHz, 55, 408.87 W, 100 %, 18933 MiB
2026/09/23 07:40:57.148, 2422 MHz, 48, 383.51 W, 39 %, 18933 MiB
2026/09/23 07:40:57.398, 2422 MHz, 55, 388.67 W, 43 %, 19541 MiB
2026/09/23 07:40:57.649, 2422 MHz, 55, 403.08 W, 100 %, 19541 MiB
2026/09/23 07:40:57.899, 2422 MHz, 55, 409.39 W, 100 %, 19541 MiB
2026/09/23 07:40:58.149, 2422 MHz, 56, 448.64 W, 100 %, 19541 MiB
2026/09/23 07:40:58.399, 2422 MHz, 52, 484.30 W, 100 %, 19541 MiB
2026/09/23 07:40:58.649, 2422 MHz, 50, 452.36 W, 94 %, 19541 MiB
2026/09/23 07:40:58.899, 2422 MHz, 47, 370.15 W, 21 %, 0 MiB
2026/09/23 07:40:59.196, 2422 MHz, 45, 255.22 W, 37 %, 595 MiB
2026/09/23 07:40:59.446, 2422 MHz, 45, 187.54 W, 2 %, 595 MiB
2026/09/23 07:40:59.696, 2422 MHz, 45, 115.09 W, 7 %, 2067 MiB
2026/09/23 07:40:59.946, 2422 MHz, 44, 92.89 W, 7 %, 2995 MiB
2026/09/23 07:41:00.196, 2422 MHz, 44, 89.50 W, 7 %, 3955 MiB
2026/09/23 07:41:00.446, 2415 MHz, 44, 90.29 W, 7 %, 4819 MiB
2026/09/23 07:41:00.696, 2355 MHz, 44, 91.67 W, 7 %, 5779 MiB
2026/09/23 07:41:00.946, 2355 MHz, 44, 92.67 W, 7 %, 6675 MiB
2026/09/23 07:41:01.196, 2355 MHz, 44, 94.32 W, 7 %, 7603 MiB
2026/09/23 07:41:01.447, 2355 MHz, 44, 94.96 W, 8 %, 8499 MiB
2026/09/23 07:41:01.697, 2355 MHz, 43, 94.79 W, 7 %, 9427 MiB
2026/09/23 07:41:01.947, 2355 MHz, 43, 94.78 W, 8 %, 10323 MiB
2026/09/23 07:41:02.197, 2355 MHz, 43, 94.72 W, 7 %, 11251 MiB
2026/09/23 07:41:02.447, 2355 MHz, 43, 94.66 W, 7 %, 12179 MiB
2026/09/23 07:41:02.697, 2355 MHz, 43, 94.60 W, 7 %, 13043 MiB
2026/09/23 07:41:02.947, 2355 MHz, 43, 94.63 W, 7 %, 13971 MiB
2026/09/23 07:41:03.197, 2355 MHz, 43, 94.46 W, 7 %, 14515 MiB
2026/09/23 07:41:03.447, 2355 MHz, 43, 94.61 W, 0 %, 17491 MiB
2026/09/23 07:41:03.697, 2407 MHz, 53, 211.02 W, 100 %, 17491 MiB
2026/09/23 07:41:03.948, 2422 MHz, 54, 288.80 W, 100 %, 17491 MiB
2026/09/23 07:41:04.198, 2422 MHz, 44, 313.47 W, 5 %, 17491 MiB
2026/09/23 07:41:04.448, 2422 MHz, 47, 352.88 W, 73 %, 17491 MiB
