timestamp, index, utilization.gpu [%], utilization.memory [%], clocks.current.sm [MHz], power.draw [W], memory.used [MiB]
2026/08/08 21:01:38.362, 0, 26, 13, 2332, 226.59, 47025
2026/08/08 21:01:38.362, 1, 51, 31, 2325, 268.24, 57139
2026/08/08 21:01:38.462, 0, 26, 13, 2385, 226.67, 47025
2026/08/08 21:01:38.462, 1, 51, 31, 2295, 272.20, 57139
2026/08/08 21:01:38.562, 0, 0, 0, 2385, 226.45, 47025
2026/08/08 21:01:38.562, 1, 91, 57, 2295, 275.11, 57139
2026/08/08 21:01:38.662, 0, 0, 0, 2385, 226.45, 47025
2026/08/08 21:01:38.662, 1, 91, 57, 2295, 274.80, 57139
2026/08/08 21:01:38.762, 0, 0, 0, 2415, 226.45, 47025
2026/08/08 21:01:38.762, 1, 92, 55, 2287, 266.16, 57139
2026/08/08 21:01:38.862, 0, 0, 0, 2415, 231.40, 47025
2026/08/08 21:01:38.862, 1, 92, 55, 2287, 266.05, 57139
2026/08/08 21:01:38.962, 0, 48, 13, 2385, 210.92, 47025
2026/08/08 21:01:38.962, 1, 53, 25, 2302, 281.96, 57139
2026/08/08 21:01:39.062, 0, 48, 13, 2385, 184.39, 47025
2026/08/08 21:01:39.062, 1, 53, 25, 2302, 298.33, 57139
2026/08/08 21:01:39.162, 0, 37, 11, 2385, 166.77, 47025
2026/08/08 21:01:39.162, 1, 46, 22, 2302, 311.80, 57139
2026/08/08 21:01:39.262, 0, 37, 11, 2370, 152.15, 47025
2026/08/08 21:01:39.262, 1, 46, 22, 2295, 319.27, 57139
2026/08/08 21:01:39.362, 0, 64, 25, 2370, 183.75, 47025
2026/08/08 21:01:39.362, 1, 36, 16, 2295, 291.46, 57139
2026/08/08 21:01:39.462, 0, 64, 25, 2347, 219.56, 47025
2026/08/08 21:01:39.462, 1, 36, 16, 2310, 258.22, 57139
2026/08/08 21:01:39.563, 0, 91, 42, 2347, 252.12, 47025
2026/08/08 21:01:39.563, 1, 0, 0, 2310, 222.04, 57139
2026/08/08 21:01:39.663, 0, 91, 42, 2347, 284.44, 47025
2026/08/08 21:01:39.663, 1, 0, 0, 2310, 189.75, 57139
2026/08/08 21:01:39.763, 0, 46, 23, 2340, 286.52, 47025
2026/08/08 21:01:39.763, 1, 31, 19, 2325, 193.21, 57139
2026/08/08 21:01:39.863, 0, 46, 23, 2340, 275.12, 47025
2026/08/08 21:01:39.863, 1, 31, 19, 2325, 214.54, 57139
2026/08/08 21:01:39.963, 0, 0, 0, 2400, 263.05, 47025
2026/08/08 21:01:39.963, 1, 91, 58, 2287, 235.33, 57139
2026/08/08 21:01:40.063, 0, 0, 0, 2400, 248.90, 47025
2026/08/08 21:01:40.063, 1, 91, 58, 2287, 254.20, 57139
2026/08/08 21:01:40.163, 0, 0, 0, 2400, 235.82, 47025
2026/08/08 21:01:40.163, 1, 91, 60, 2287, 264.87, 57139
2026/08/08 21:01:40.263, 0, 0, 0, 2415, 231.12, 47025
2026/08/08 21:01:40.263, 1, 91, 60, 2302, 265.72, 57139
2026/08/08 21:01:40.363, 0, 40, 11, 2415, 211.89, 47025
2026/08/08 21:01:40.363, 1, 49, 23, 2302, 276.25, 57139
2026/08/08 21:01:40.463, 0, 40, 11, 2362, 193.31, 47025
2026/08/08 21:01:40.463, 1, 49, 23, 2295, 294.72, 57139
2026/08/08 21:01:40.563, 0, 47, 14, 2362, 173.42, 47025
2026/08/08 21:01:40.563, 1, 57, 27, 2295, 310.40, 57139
2026/08/08 21:01:40.663, 0, 47, 14, 2362, 151.48, 47025
2026/08/08 21:01:40.663, 1, 57, 27, 2295, 323.62, 57139
2026/08/08 21:01:40.763, 0, 57, 19, 2362, 175.15, 47025
2026/08/08 21:01:40.764, 1, 48, 22, 2295, 299.51, 57139
2026/08/08 21:01:40.864, 0, 57, 19, 2362, 210.81, 47025
2026/08/08 21:01:40.864, 1, 48, 22, 2295, 265.22, 57139
2026/08/08 21:01:40.964, 0, 92, 43, 2332, 239.64, 47025
2026/08/08 21:01:40.964, 1, 0, 0, 2317, 229.77, 57139
2026/08/08 21:01:41.064, 0, 92, 43, 2332, 272.94, 47025
2026/08/08 21:01:41.064, 1, 0, 0, 2317, 195.66, 57139
2026/08/08 21:01:41.164, 0, 66, 32, 2332, 285.98, 47025
2026/08/08 21:01:41.164, 1, 11, 7, 2317, 192.59, 57139
2026/08/08 21:01:41.264, 0, 66, 32, 2362, 276.20, 47025
2026/08/08 21:01:41.264, 1, 11, 7, 2310, 212.68, 57139
2026/08/08 21:01:41.364, 0, 0, 0, 2362, 264.89, 47025
2026/08/08 21:01:41.364, 1, 91, 58, 2310, 232.10, 57139
2026/08/08 21:01:41.464, 0, 0, 0, 2407, 253.18, 47025
2026/08/08 21:01:41.464, 1, 91, 58, 2287, 250.67, 57139
2026/08/08 21:01:41.564, 0, 0, 0, 2407, 239.40, 47025
2026/08/08 21:01:41.564, 1, 91, 59, 2287, 264.48, 57139
2026/08/08 21:01:41.664, 0, 0, 0, 2407, 233.81, 47025
2026/08/08 21:01:41.664, 1, 91, 59, 2287, 265.52, 57139
2026/08/08 21:01:41.764, 0, 47, 14, 2392, 220.07, 47025
2026/08/08 21:01:41.764, 1, 56, 26, 2310, 278.65, 57139
2026/08/08 21:01:41.864, 0, 47, 14, 2392, 198.27, 47025
2026/08/08 21:01:41.864, 1, 56, 26, 2310, 294.34, 57139
2026/08/08 21:01:41.964, 0, 42, 12, 2355, 174.80, 47025
2026/08/08 21:01:41.964, 1, 47, 22, 2295, 304.71, 57139
2026/08/08 21:01:42.065, 0, 42, 12, 2355, 153.00, 47025
2026/08/08 21:01:42.065, 1, 47, 22, 2295, 325.01, 57139
2026/08/08 21:01:42.165, 0, 37, 12, 2355, 156.20, 47025
2026/08/08 21:01:42.165, 1, 47, 21, 2295, 314.18, 57139
2026/08/08 21:01:42.265, 0, 37, 12, 2362, 165.88, 47025
2026/08/08 21:01:42.265, 1, 47, 21, 2295, 292.89, 57139
2026/08/08 21:01:42.365, 0, 43, 12, 2362, 180.47, 47025
2026/08/08 21:01:42.365, 1, 54, 24, 2295, 272.54, 57139
2026/08/08 21:01:42.465, 0, 43, 12, 2362, 192.13, 47025
2026/08/08 21:01:42.465, 1, 54, 24, 2295, 251.33, 57139
2026/08/08 21:01:42.565, 0, 48, 14, 2362, 206.77, 47025
2026/08/08 21:01:42.565, 1, 54, 25, 2295, 240.32, 57139
2026/08/08 21:01:42.665, 0, 48, 14, 2362, 206.34, 47025
2026/08/08 21:01:42.665, 1, 54, 25, 2295, 229.17, 57139
2026/08/08 21:01:42.765, 0, 0, 0, 2370, 194.59, 47025
2026/08/08 21:01:42.765, 1, 7, 4, 2302, 215.53, 57139
2026/08/08 21:01:42.865, 0, 0, 0, 2370, 183.96, 47025
2026/08/08 21:01:42.865, 1, 7, 4, 2302, 199.59, 57139
2026/08/08 21:01:42.965, 0, 0, 0, 2407, 171.36, 47025
2026/08/08 21:01:42.965, 1, 0, 0, 2325, 183.50, 57139
2026/08/08 21:01:43.065, 0, 0, 0, 2407, 157.35, 47025
2026/08/08 21:01:43.065, 1, 0, 0, 2325, 170.58, 57139
2026/08/08 21:01:43.165, 0, 0, 0, 2407, 147.41, 47025
2026/08/08 21:01:43.165, 1, 0, 0, 2325, 154.80, 57139
2026/08/08 21:01:43.266, 0, 0, 0, 2415, 133.52, 47025
2026/08/08 21:01:43.266, 1, 0, 0, 2325, 140.24, 57139
2026/08/08 21:01:43.366, 0, 0, 0, 2415, 121.53, 47025
2026/08/08 21:01:43.366, 1, 0, 0, 2325, 125.89, 57139
2026/08/08 21:01:43.466, 0, 0, 0, 2415, 106.29, 47025
2026/08/08 21:01:43.466, 1, 0, 0, 2325, 110.12, 57139
2026/08/08 21:01:43.566, 0, 0, 0, 2415, 94.78, 47185
2026/08/08 21:01:43.566, 1, 0, 0, 2325, 95.68, 57267
2026/08/08 21:01:43.666, 0, 0, 0, 2415, 117.43, 47185
2026/08/08 21:01:43.666, 1, 0, 0, 2325, 85.87, 57267
2026/08/08 21:01:43.766, 0, 91, 46, 2377, 150.78, 47185
2026/08/08 21:01:43.766, 1, 0, 0, 2325, 85.68, 57267
2026/08/08 21:01:43.866, 0, 91, 46, 2377, 186.48, 47185
2026/08/08 21:01:43.866, 1, 0, 0, 2325, 85.61, 57331
2026/08/08 21:01:43.966, 0, 91, 43, 2332, 226.42, 47185
2026/08/08 21:01:43.966, 1, 0, 0, 2325, 85.56, 57331
2026/08/08 21:01:44.066, 0, 91, 43, 2332, 229.40, 47185
2026/08/08 21:01:44.066, 1, 0, 0, 2325, 120.57, 57331
2026/08/08 21:01:44.166, 0, 0, 0, 2332, 226.87, 47185
2026/08/08 21:01:44.166, 1, 92, 58, 2325, 155.68, 57331
2026/08/08 21:01:44.266, 0, 0, 0, 2385, 229.66, 47185
2026/08/08 21:01:44.267, 1, 92, 58, 2295, 189.83, 57331
2026/08/08 21:01:44.367, 0, 0, 0, 2385, 229.74, 47185
2026/08/08 21:01:44.367, 1, 91, 57, 2295, 221.01, 57331
2026/08/08 21:01:44.467, 0, 0, 0, 2407, 227.12, 47633
2026/08/08 21:01:44.467, 1, 91, 57, 2295, 248.91, 57779
2026/08/08 21:01:44.567, 0, 5, 3, 2407, 246.91, 47633
2026/08/08 21:01:44.567, 1, 93, 36, 2295, 257.45, 57779
2026/08/08 21:01:44.667, 0, 5, 3, 2407, 259.55, 47633
2026/08/08 21:01:44.667, 1, 93, 36, 2295, 257.57, 57779
2026/08/08 21:01:44.767, 0, 91, 45, 2355, 263.99, 47633
2026/08/08 21:01:44.767, 1, 0, 0, 2325, 254.43, 57779
2026/08/08 21:01:44.867, 0, 91, 45, 2355, 258.87, 47633
2026/08/08 21:01:44.867, 1, 0, 0, 2325, 257.72, 57843
2026/08/08 21:01:44.967, 0, 91, 44, 2340, 241.45, 47633
2026/08/08 21:01:44.967, 1, 0, 0, 2317, 276.08, 57843
2026/08/08 21:01:45.067, 0, 91, 44, 2340, 236.06, 47633
2026/08/08 21:01:45.067, 1, 0, 0, 2317, 275.16, 57843
2026/08/08 21:01:45.167, 0, 0, 0, 2340, 238.83, 47633
2026/08/08 21:01:45.167, 1, 91, 57, 2317, 271.43, 57843
2026/08/08 21:01:45.267, 0, 0, 0, 2392, 235.89, 47633
2026/08/08 21:01:45.267, 1, 91, 57, 2287, 276.16, 57843
2026/08/08 21:01:45.367, 0, 0, 0, 2392, 238.78, 47633
2026/08/08 21:01:45.367, 1, 91, 59, 2287, 276.72, 57843
2026/08/08 21:01:45.468, 0, 0, 0, 2407, 239.24, 47633
2026/08/08 21:01:45.468, 1, 91, 59, 2302, 267.28, 57843
2026/08/08 21:01:45.568, 0, 33, 11, 2407, 240.03, 47633
2026/08/08 21:01:45.568, 1, 68, 26, 2302, 269.75, 57843
2026/08/08 21:01:45.668, 0, 33, 11, 2407, 214.60, 47633
2026/08/08 21:01:45.668, 1, 68, 26, 2302, 285.47, 57843
2026/08/08 21:01:45.768, 0, 37, 11, 2362, 185.89, 47633
2026/08/08 21:01:45.768, 1, 45, 21, 2295, 304.94, 57843
2026/08/08 21:01:45.868, 0, 37, 11, 2362, 167.19, 47633
2026/08/08 21:01:45.868, 1, 45, 21, 2295, 322.48, 57843
2026/08/08 21:01:45.968, 0, 41, 12, 2362, 156.19, 47633
2026/08/08 21:01:45.968, 1, 52, 23, 2295, 315.96, 57843
2026/08/08 21:01:46.068, 0, 41, 12, 2362, 192.96, 47633
2026/08/08 21:01:46.068, 1, 52, 23, 2295, 285.16, 57843
2026/08/08 21:01:46.168, 0, 92, 47, 2362, 225.41, 47633
2026/08/08 21:01:46.168, 1, 0, 0, 2295, 250.92, 57843
2026/08/08 21:01:46.268, 0, 92, 47, 2340, 262.23, 47633
2026/08/08 21:01:46.268, 1, 0, 0, 2317, 220.26, 57843
2026/08/08 21:01:46.368, 0, 91, 43, 2340, 288.73, 47633
2026/08/08 21:01:46.368, 1, 0, 0, 2317, 192.21, 57843
2026/08/08 21:01:46.468, 0, 91, 43, 2362, 285.87, 47633
2026/08/08 21:01:46.468, 1, 0, 0, 2310, 201.90, 57843
2026/08/08 21:01:46.568, 0, 0, 0, 2362, 272.88, 47633
2026/08/08 21:01:46.568, 1, 91, 57, 2310, 222.07, 57843
2026/08/08 21:01:46.669, 0, 0, 0, 2362, 261.84, 47633
2026/08/08 21:01:46.669, 1, 91, 57, 2310, 242.93, 57843
2026/08/08 21:01:46.769, 0, 0, 0, 2400, 249.93, 47633
2026/08/08 21:01:46.769, 1, 93, 60, 2287, 261.87, 57843
2026/08/08 21:01:46.869, 0, 0, 0, 2400, 235.88, 47633
2026/08/08 21:01:46.869, 1, 93, 60, 2287, 267.35, 57843
2026/08/08 21:01:46.969, 0, 17, 6, 2400, 236.71, 47633
2026/08/08 21:01:46.969, 1, 78, 28, 2310, 270.17, 57843
2026/08/08 21:01:47.069, 0, 17, 6, 2400, 212.49, 47633
2026/08/08 21:01:47.069, 1, 78, 28, 2310, 285.93, 57843
2026/08/08 21:01:47.169, 0, 42, 12, 2400, 190.40, 47633
2026/08/08 21:01:47.169, 1, 53, 24, 2310, 298.21, 57843
2026/08/08 21:01:47.269, 0, 42, 12, 2362, 170.32, 47633
2026/08/08 21:01:47.269, 1, 53, 24, 2295, 317.35, 57843
2026/08/08 21:01:47.369, 0, 48, 14, 2362, 150.79, 47633
2026/08/08 21:01:47.369, 1, 55, 26, 2295, 324.56, 57843
2026/08/08 21:01:47.469, 0, 48, 14, 2355, 182.34, 47633
2026/08/08 21:01:47.469, 1, 55, 26, 2302, 296.23, 57843
2026/08/08 21:01:47.569, 0, 90, 45, 2355, 213.95, 47633
2026/08/08 21:01:47.569, 1, 0, 0, 2302, 263.76, 57843
2026/08/08 21:01:47.669, 0, 90, 45, 2355, 249.48, 47633
2026/08/08 21:01:47.669, 1, 0, 0, 2302, 227.30, 57843
2026/08/08 21:01:47.769, 0, 91, 43, 2340, 283.91, 47633
2026/08/08 21:01:47.769, 1, 0, 0, 2317, 192.22, 57843
2026/08/08 21:01:47.870, 0, 91, 43, 2340, 290.48, 47633
2026/08/08 21:01:47.870, 1, 0, 0, 2317, 201.70, 57843
2026/08/08 21:01:47.970, 0, 0, 0, 2377, 278.68, 47633
2026/08/08 21:01:47.970, 1, 91, 57, 2302, 221.93, 57843
2026/08/08 21:01:48.070, 0, 0, 0, 2377, 268.51, 47633
2026/08/08 21:01:48.070, 1, 91, 57, 2302, 239.45, 57843
2026/08/08 21:01:48.170, 0, 0, 0, 2377, 255.87, 47633
2026/08/08 21:01:48.170, 1, 91, 57, 2302, 252.51, 57843
2026/08/08 21:01:48.270, 0, 0, 0, 2400, 241.85, 47633
2026/08/08 21:01:48.270, 1, 91, 57, 2317, 257.70, 57843
2026/08/08 21:01:48.370, 0, 8, 3, 2400, 239.48, 47633
2026/08/08 21:01:48.370, 1, 92, 34, 2317, 261.27, 57843
2026/08/08 21:01:48.470, 0, 8, 3, 2385, 224.74, 47633
2026/08/08 21:01:48.470, 1, 92, 34, 2332, 274.07, 57843
2026/08/08 21:01:48.570, 0, 48, 13, 2385, 204.37, 47633
2026/08/08 21:01:48.570, 1, 55, 25, 2332, 290.83, 57843
2026/08/08 21:01:48.670, 0, 48, 13, 2385, 184.13, 47633
2026/08/08 21:01:48.670, 1, 55, 25, 2332, 306.06, 57843
2026/08/08 21:01:48.770, 0, 40, 12, 2362, 152.70, 47633
2026/08/08 21:01:48.770, 1, 45, 21, 2295, 320.01, 57843
2026/08/08 21:01:48.870, 0, 40, 12, 2362, 158.88, 47633
2026/08/08 21:01:48.870, 1, 45, 21, 2295, 302.12, 57843
2026/08/08 21:01:48.970, 0, 39, 11, 2362, 175.26, 47633
2026/08/08 21:01:48.970, 1, 48, 24, 2295, 281.24, 57843
2026/08/08 21:01:49.071, 0, 39, 11, 2362, 183.48, 47633
2026/08/08 21:01:49.071, 1, 48, 24, 2295, 266.56, 57843
2026/08/08 21:01:49.171, 0, 45, 13, 2362, 195.32, 47633
2026/08/08 21:01:49.171, 1, 56, 25, 2295, 251.41, 57843
2026/08/08 21:01:49.271, 0, 45, 13, 2355, 212.75, 47633
2026/08/08 21:01:49.271, 1, 56, 25, 2295, 242.52, 57843
2026/08/08 21:01:49.371, 0, 47, 14, 2355, 213.35, 47633
2026/08/08 21:01:49.371, 1, 52, 24, 2295, 242.06, 57843
2026/08/08 21:01:49.471, 0, 47, 14, 2362, 213.91, 47633
2026/08/08 21:01:49.471, 1, 52, 24, 2302, 243.47, 57843
2026/08/08 21:01:49.571, 0, 36, 11, 2362, 213.46, 47633
2026/08/08 21:01:49.571, 1, 45, 22, 2302, 242.86, 57843
2026/08/08 21:01:49.671, 0, 36, 11, 2362, 212.05, 47633
2026/08/08 21:01:49.671, 1, 45, 22, 2302, 244.99, 57843
2026/08/08 21:01:49.771, 0, 42, 12, 2362, 212.20, 47633
2026/08/08 21:01:49.771, 1, 53, 24, 2302, 246.68, 57843
2026/08/08 21:01:49.871, 0, 42, 12, 2362, 214.12, 47633
2026/08/08 21:01:49.871, 1, 53, 24, 2302, 245.29, 57843
2026/08/08 21:01:49.971, 0, 48, 14, 2355, 214.16, 47633
2026/08/08 21:01:49.971, 1, 56, 26, 2302, 247.63, 57843
2026/08/08 21:01:50.071, 0, 48, 14, 2355, 213.84, 47633
2026/08/08 21:01:50.071, 1, 56, 26, 2302, 247.35, 57843
2026/08/08 21:01:50.171, 0, 40, 12, 2355, 215.27, 47633
2026/08/08 21:01:50.172, 1, 45, 21, 2302, 245.80, 57843
2026/08/08 21:01:50.272, 0, 40, 12, 2362, 213.77, 47633
2026/08/08 21:01:50.272, 1, 45, 21, 2302, 247.56, 57843
2026/08/08 21:01:50.372, 0, 38, 11, 2362, 214.65, 47633
2026/08/08 21:01:50.372, 1, 49, 23, 2302, 246.68, 57843
2026/08/08 21:01:50.472, 0, 38, 11, 2362, 214.28, 47633
2026/08/08 21:01:50.472, 1, 49, 23, 2295, 246.47, 57843
2026/08/08 21:01:50.572, 0, 48, 14, 2362, 215.15, 47633
2026/08/08 21:01:50.572, 1, 57, 27, 2295, 248.94, 57843
2026/08/08 21:01:50.672, 0, 48, 14, 2362, 216.79, 47633
2026/08/08 21:01:50.672, 1, 57, 27, 2295, 248.05, 57843
2026/08/08 21:01:50.772, 0, 43, 13, 2362, 216.03, 47633
2026/08/08 21:01:50.772, 1, 48, 23, 2302, 246.52, 57843
2026/08/08 21:01:50.872, 0, 43, 13, 2362, 215.14, 47633
2026/08/08 21:01:50.872, 1, 48, 23, 2302, 247.45, 57843
2026/08/08 21:01:50.972, 0, 36, 10, 2362, 217.50, 47633
2026/08/08 21:01:50.972, 1, 46, 21, 2302, 247.54, 57843
2026/08/08 21:01:51.072, 0, 36, 10, 2362, 215.86, 47633
2026/08/08 21:01:51.072, 1, 46, 21, 2302, 247.86, 57843
2026/08/08 21:01:51.172, 0, 46, 14, 2362, 215.04, 47633
2026/08/08 21:01:51.172, 1, 57, 26, 2302, 248.72, 57843
2026/08/08 21:01:51.272, 0, 46, 14, 2355, 215.42, 47633
2026/08/08 21:01:51.272, 1, 57, 26, 2295, 248.01, 57843
2026/08/08 21:01:51.373, 0, 46, 14, 2355, 216.12, 47633
2026/08/08 21:01:51.373, 1, 51, 24, 2295, 247.73, 57843
2026/08/08 21:01:51.473, 0, 46, 14, 2362, 215.87, 47633
2026/08/08 21:01:51.473, 1, 51, 24, 2295, 247.54, 57843
2026/08/08 21:01:51.573, 0, 36, 11, 2362, 216.28, 47633
2026/08/08 21:01:51.573, 1, 45, 22, 2295, 245.63, 57843
2026/08/08 21:01:51.673, 0, 36, 11, 2362, 214.82, 47633
2026/08/08 21:01:51.673, 1, 45, 22, 2295, 245.41, 57843
2026/08/08 21:01:51.773, 0, 43, 12, 2362, 215.29, 47633
2026/08/08 21:01:51.773, 1, 53, 23, 2302, 246.87, 57843
2026/08/08 21:01:51.873, 0, 43, 12, 2362, 215.76, 47633
2026/08/08 21:01:51.873, 1, 53, 23, 2302, 244.08, 57843
2026/08/08 21:01:51.973, 0, 48, 14, 2362, 214.49, 47633
2026/08/08 21:01:51.973, 1, 54, 25, 2302, 244.75, 57843
2026/08/08 21:01:52.073, 0, 48, 14, 2362, 216.12, 47633
2026/08/08 21:01:52.073, 1, 54, 25, 2302, 244.89, 57843
2026/08/08 21:01:52.173, 0, 38, 11, 2362, 215.30, 47633
2026/08/08 21:01:52.173, 1, 45, 21, 2302, 242.35, 57843
2026/08/08 21:01:52.273, 0, 38, 11, 2362, 216.80, 47633
2026/08/08 21:01:52.273, 1, 45, 21, 2302, 247.01, 57843
2026/08/08 21:01:52.373, 0, 40, 12, 2362, 216.34, 47633
2026/08/08 21:01:52.373, 1, 51, 23, 2302, 246.29, 57843
2026/08/08 21:01:52.473, 0, 40, 12, 2355, 216.23, 47633
2026/08/08 21:01:52.473, 1, 51, 23, 2302, 246.12, 57843
2026/08/08 21:01:52.574, 0, 48, 14, 2355, 215.29, 47633
2026/08/08 21:01:52.574, 1, 57, 25, 2302, 248.64, 57843
2026/08/08 21:01:52.674, 0, 48, 14, 2355, 214.01, 47633
2026/08/08 21:01:52.674, 1, 57, 25, 2302, 248.23, 57843
2026/08/08 21:01:52.774, 0, 41, 12, 2362, 215.73, 47633
2026/08/08 21:01:52.774, 1, 46, 21, 2302, 245.86, 57843
2026/08/08 21:01:52.874, 0, 41, 12, 2362, 213.95, 47633
2026/08/08 21:01:52.874, 1, 46, 21, 2302, 248.49, 57843
2026/08/08 21:01:52.974, 0, 37, 11, 2362, 217.72, 47633
2026/08/08 21:01:52.974, 1, 47, 22, 2302, 246.81, 57843
2026/08/08 21:01:53.074, 0, 37, 11, 2362, 215.81, 47633
2026/08/08 21:01:53.074, 1, 47, 22, 2302, 245.49, 57843
2026/08/08 21:01:53.174, 0, 47, 13, 2362, 215.25, 47633
2026/08/08 21:01:53.174, 1, 57, 24, 2302, 246.73, 57843
2026/08/08 21:01:53.274, 0, 47, 13, 2355, 217.89, 47633
2026/08/08 21:01:53.274, 1, 57, 24, 2295, 244.07, 57843
2026/08/08 21:01:53.374, 0, 45, 13, 2355, 216.14, 47633
2026/08/08 21:01:53.374, 1, 50, 23, 2295, 242.88, 57843
2026/08/08 21:01:53.474, 0, 45, 13, 2362, 215.32, 47633
2026/08/08 21:01:53.474, 1, 50, 23, 2295, 243.91, 57843
2026/08/08 21:01:53.574, 0, 35, 10, 2362, 215.92, 47633
2026/08/08 21:01:53.574, 1, 45, 21, 2295, 244.16, 57843
2026/08/08 21:01:53.674, 0, 35, 10, 2362, 216.03, 47633
2026/08/08 21:01:53.674, 1, 45, 21, 2295, 243.26, 57843
2026/08/08 21:01:53.775, 0, 43, 12, 2362, 216.48, 47633
2026/08/08 21:01:53.775, 1, 53, 22, 2302, 243.76, 57843
2026/08/08 21:01:53.875, 0, 43, 12, 2362, 218.31, 47633
2026/08/08 21:01:53.875, 1, 53, 22, 2302, 242.19, 57843
2026/08/08 21:01:53.975, 0, 48, 14, 2362, 218.21, 47633
2026/08/08 21:01:53.975, 1, 54, 25, 2295, 244.10, 57843
2026/08/08 21:01:54.075, 0, 48, 14, 2362, 217.19, 47633
2026/08/08 21:01:54.075, 1, 54, 25, 2295, 246.16, 57843
2026/08/08 21:01:54.175, 0, 39, 11, 2362, 217.66, 47633
2026/08/08 21:01:54.175, 1, 45, 22, 2295, 244.18, 57843
2026/08/08 21:01:54.275, 0, 39, 11, 2362, 215.24, 47633
2026/08/08 21:01:54.275, 1, 45, 22, 2302, 244.74, 57843
2026/08/08 21:01:54.375, 0, 19, 10, 2362, 203.89, 47633
2026/08/08 21:01:54.375, 1, 39, 20, 2302, 231.57, 57843
2026/08/08 21:01:54.475, 0, 19, 10, 2385, 191.63, 47633
2026/08/08 21:01:54.475, 1, 39, 20, 2302, 216.90, 57843
2026/08/08 21:01:54.575, 0, 0, 0, 2385, 177.27, 47633
2026/08/08 21:01:54.575, 1, 0, 0, 2302, 199.96, 57843
2026/08/08 21:01:54.675, 0, 0, 0, 2385, 166.71, 47633
2026/08/08 21:01:54.675, 1, 0, 0, 2302, 184.74, 57843
2026/08/08 21:01:54.775, 0, 0, 0, 2400, 154.89, 47633
2026/08/08 21:01:54.775, 1, 0, 0, 2317, 169.64, 57843
2026/08/08 21:01:54.875, 0, 0, 0, 2400, 143.01, 47633
2026/08/08 21:01:54.876, 1, 0, 0, 2317, 152.49, 57843
2026/08/08 21:01:54.976, 0, 0, 0, 2400, 126.72, 47633
2026/08/08 21:01:54.976, 1, 0, 0, 2317, 137.34, 57843
2026/08/08 21:01:55.076, 0, 0, 0, 2400, 104.89, 47633
2026/08/08 21:01:55.076, 1, 0, 0, 2317, 121.99, 57843
2026/08/08 21:01:55.176, 0, 0, 0, 2400, 104.89, 47825
2026/08/08 21:01:55.176, 1, 0, 0, 2317, 105.18, 57971
2026/08/08 21:01:55.276, 0, 0, 0, 2400, 133.32, 47825
2026/08/08 21:01:55.276, 1, 0, 0, 2317, 88.32, 57971
2026/08/08 21:01:55.376, 0, 73, 32, 2347, 166.98, 47825
