timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz], temperature.gpu
2026/09/13 18:15:24.696, 36 %, 3552 MiB, 116.77 W, 2917 MHz, 49
2026/09/13 18:15:24.946, 36 %, 6080 MiB, 116.77 W, 2917 MHz, 49
2026/09/13 18:15:25.196, 26 %, 10304 MiB, 93.06 W, 2917 MHz, 49
2026/09/13 18:15:25.446, 26 %, 10432 MiB, 93.06 W, 2917 MHz, 49
2026/09/13 18:15:25.697, 98 %, 10432 MiB, 144.72 W, 2917 MHz, 55
2026/09/13 18:15:25.947, 98 %, 10432 MiB, 144.72 W, 2917 MHz, 55
2026/09/13 18:15:26.197, 99 %, 10432 MiB, 284.78 W, 2902 MHz, 56
2026/09/13 18:15:26.447, 99 %, 10688 MiB, 284.78 W, 2902 MHz, 56
2026/09/13 18:15:26.697, 90 %, 10688 MiB, 423.57 W, 2857 MHz, 58
2026/09/13 18:15:26.947, 90 %, 10688 MiB, 423.57 W, 2857 MHz, 58
2026/09/13 18:15:27.197, 0 %, 2 MiB, 355.96 W, 2895 MHz, 50
2026/09/13 18:15:27.448, 0 %, 2 MiB, 355.96 W, 2895 MHz, 50
2026/09/13 18:15:27.698, 0 %, 544 MiB, 207.30 W, 2917 MHz, 49
2026/09/13 18:15:27.948, 0 %, 544 MiB, 207.30 W, 2917 MHz, 49
2026/09/13 18:15:28.198, 0 %, 2304 MiB, 95.88 W, 2917 MHz, 49
2026/09/13 18:15:28.448, 0 %, 4800 MiB, 95.88 W, 2917 MHz, 49
2026/09/13 18:15:28.698, 26 %, 8000 MiB, 94.57 W, 2917 MHz, 48
2026/09/13 18:15:28.949, 26 %, 10304 MiB, 94.57 W, 2917 MHz, 48
2026/09/13 18:15:29.199, 0 %, 10400 MiB, 93.55 W, 2640 MHz, 56
2026/09/13 18:15:29.449, 0 %, 10400 MiB, 93.55 W, 2640 MHz, 56
2026/09/13 18:15:29.699, 99 %, 10400 MiB, 237.91 W, 2902 MHz, 56
2026/09/13 18:15:29.949, 99 %, 10688 MiB, 237.91 W, 2902 MHz, 56
2026/09/13 18:15:30.199, 93 %, 10688 MiB, 415.33 W, 2902 MHz, 58
2026/09/13 18:15:30.449, 93 %, 10688 MiB, 415.33 W, 2902 MHz, 58
2026/09/13 18:15:30.699, 31 %, 10688 MiB, 408.83 W, 2887 MHz, 52
2026/09/13 18:15:30.950, 31 %, 508 MiB, 408.83 W, 2887 MHz, 52
2026/09/13 18:15:31.200, 1 %, 544 MiB, 266.05 W, 2917 MHz, 49
2026/09/13 18:15:31.450, 1 %, 1504 MiB, 266.05 W, 2917 MHz, 49
2026/09/13 18:15:31.700, 36 %, 4128 MiB, 108.60 W, 2917 MHz, 49
2026/09/13 18:15:31.950, 36 %, 6592 MiB, 108.60 W, 2917 MHz, 49
2026/09/13 18:15:32.201, 27 %, 10304 MiB, 93.11 W, 2917 MHz, 50
2026/09/13 18:15:32.451, 27 %, 10400 MiB, 93.11 W, 2917 MHz, 50
2026/09/13 18:15:32.701, 99 %, 10400 MiB, 158.62 W, 2917 MHz, 55
2026/09/13 18:15:32.951, 99 %, 10400 MiB, 158.62 W, 2917 MHz, 55
2026/09/13 18:15:33.201, 99 %, 10592 MiB, 317.48 W, 2902 MHz, 57
2026/09/13 18:15:33.451, 99 %, 10688 MiB, 317.48 W, 2902 MHz, 57
2026/09/13 18:15:33.701, 99 %, 10688 MiB, 381.54 W, 2872 MHz, 58
2026/09/13 18:15:33.952, 99 %, 10688 MiB, 381.54 W, 2872 MHz, 58
2026/09/13 18:15:34.202, 0 %, 2 MiB, 357.61 W, 2887 MHz, 51
2026/09/13 18:15:34.481, 0 %, 2 MiB, 357.61 W, 2887 MHz, 51
2026/09/13 18:15:34.732, 0 %, 542 MiB, 244.83 W, 2917 MHz, 49
2026/09/13 18:15:34.982, 0 %, 544 MiB, 244.83 W, 2917 MHz, 49
2026/09/13 18:15:35.232, 0 %, 1600 MiB, 96.08 W, 2917 MHz, 49
2026/09/13 18:15:35.482, 0 %, 4224 MiB, 96.08 W, 2917 MHz, 49
2026/09/13 18:15:35.732, 27 %, 6688 MiB, 94.46 W, 2917 MHz, 49
2026/09/13 18:15:35.983, 27 %, 10304 MiB, 94.46 W, 2917 MHz, 49
2026/09/13 18:15:36.233, 4 %, 10400 MiB, 99.88 W, 2812 MHz, 49
2026/09/13 18:15:36.483, 4 %, 10400 MiB, 99.88 W, 2812 MHz, 49
2026/09/13 18:15:36.733, 99 %, 10400 MiB, 217.95 W, 2872 MHz, 56
2026/09/13 18:15:36.983, 99 %, 10592 MiB, 217.95 W, 2872 MHz, 56
2026/09/13 18:15:37.233, 38 %, 10656 MiB, 364.59 W, 2902 MHz, 55
2026/09/13 18:15:37.483, 38 %, 10656 MiB, 364.59 W, 2902 MHz, 55
2026/09/13 18:15:37.733, 85 %, 10656 MiB, 384.09 W, 2880 MHz, 59
2026/09/13 18:15:37.984, 85 %, 2 MiB, 384.09 W, 2880 MHz, 59
2026/09/13 18:15:38.260, 18 %, 544 MiB, 287.72 W, 2902 MHz, 50
2026/09/13 18:15:38.510, 18 %, 544 MiB, 287.72 W, 2902 MHz, 50
2026/09/13 18:15:38.760, 0 %, 2272 MiB, 171.14 W, 2917 MHz, 49
2026/09/13 18:15:39.010, 0 %, 4768 MiB, 171.14 W, 2917 MHz, 49
2026/09/13 18:15:39.261, 26 %, 8000 MiB, 94.76 W, 2917 MHz, 49
2026/09/13 18:15:39.511, 26 %, 10304 MiB, 94.76 W, 2917 MHz, 49
2026/09/13 18:15:39.761, 4 %, 10400 MiB, 102.97 W, 2917 MHz, 49
2026/09/13 18:15:40.011, 4 %, 10400 MiB, 102.97 W, 2917 MHz, 49
2026/09/13 18:15:40.261, 99 %, 10400 MiB, 242.40 W, 2872 MHz, 57
2026/09/13 18:15:40.511, 99 %, 10656 MiB, 242.40 W, 2872 MHz, 57
2026/09/13 18:15:40.761, 90 %, 10656 MiB, 395.42 W, 2902 MHz, 60
2026/09/13 18:15:41.012, 90 %, 10656 MiB, 395.42 W, 2902 MHz, 60
2026/09/13 18:15:41.262, 76 %, 10656 MiB, 423.53 W, 2887 MHz, 53
2026/09/13 18:15:41.512, 76 %, 2 MiB, 423.53 W, 2887 MHz, 53
2026/09/13 18:15:41.762, 0 %, 22 MiB, 278.38 W, 2910 MHz, 50
2026/09/13 18:15:42.012, 0 %, 544 MiB, 278.38 W, 2910 MHz, 50
2026/09/13 18:15:42.262, 0 %, 1344 MiB, 123.47 W, 2917 MHz, 49
2026/09/13 18:15:42.513, 0 %, 3776 MiB, 123.47 W, 2917 MHz, 49
2026/09/13 18:15:42.763, 28 %, 6304 MiB, 94.39 W, 2917 MHz, 49
2026/09/13 18:15:43.013, 28 %, 10304 MiB, 94.39 W, 2917 MHz, 49
2026/09/13 18:15:43.263, 21 %, 10400 MiB, 100.53 W, 2752 MHz, 49
2026/09/13 18:15:43.513, 21 %, 10400 MiB, 100.53 W, 2752 MHz, 49
2026/09/13 18:15:43.764, 99 %, 10400 MiB, 197.46 W, 2880 MHz, 57
2026/09/13 18:15:44.014, 99 %, 10400 MiB, 197.46 W, 2880 MHz, 57
2026/09/13 18:15:44.264, 98 %, 10656 MiB, 338.04 W, 2902 MHz, 61
2026/09/13 18:15:44.514, 98 %, 10656 MiB, 338.04 W, 2902 MHz, 61
2026/09/13 18:15:44.764, 99 %, 10656 MiB, 428.86 W, 2887 MHz, 58
2026/09/13 18:15:45.014, 99 %, 2 MiB, 428.86 W, 2887 MHz, 58
2026/09/13 18:15:45.264, 0 %, 544 MiB, 326.78 W, 2902 MHz, 51
2026/09/13 18:15:45.515, 0 %, 544 MiB, 326.78 W, 2902 MHz, 51
2026/09/13 18:15:45.765, 0 %, 1984 MiB, 182.69 W, 2917 MHz, 50
2026/09/13 18:15:46.015, 0 %, 4512 MiB, 182.69 W, 2917 MHz, 50
2026/09/13 18:15:46.265, 27 %, 7008 MiB, 96.88 W, 2917 MHz, 49
2026/09/13 18:15:46.515, 27 %, 10304 MiB, 96.88 W, 2917 MHz, 49
2026/09/13 18:15:46.765, 4 %, 10400 MiB, 103.34 W, 2917 MHz, 49
2026/09/13 18:15:47.016, 4 %, 10400 MiB, 103.34 W, 2917 MHz, 49
2026/09/13 18:15:47.266, 99 %, 10400 MiB, 230.16 W, 2842 MHz, 57
2026/09/13 18:15:47.516, 99 %, 10592 MiB, 230.16 W, 2842 MHz, 57
2026/09/13 18:15:47.766, 39 %, 10656 MiB, 337.18 W, 2902 MHz, 56
2026/09/13 18:15:48.016, 39 %, 10656 MiB, 337.18 W, 2902 MHz, 56
2026/09/13 18:15:48.266, 79 %, 10656 MiB, 386.89 W, 2880 MHz, 60
2026/09/13 18:15:48.516, 79 %, 10656 MiB, 386.89 W, 2880 MHz, 60
2026/09/13 18:15:48.767, 0 %, 2 MiB, 322.85 W, 2895 MHz, 51
2026/09/13 18:15:49.017, 0 %, 19 MiB, 322.85 W, 2895 MHz, 51
2026/09/13 18:15:49.267, 0 %, 544 MiB, 172.58 W, 2917 MHz, 50
2026/09/13 18:15:49.517, 0 %, 544 MiB, 172.58 W, 2917 MHz, 50
2026/09/13 18:15:49.767, 0 %, 3392 MiB, 95.73 W, 2917 MHz, 50
2026/09/13 18:15:50.018, 0 %, 5888 MiB, 95.73 W, 2917 MHz, 50
2026/09/13 18:15:50.268, 26 %, 10304 MiB, 94.51 W, 2917 MHz, 50
2026/09/13 18:15:50.518, 26 %, 10304 MiB, 94.51 W, 2917 MHz, 50
2026/09/13 18:15:50.768, 28 %, 10304 MiB, 106.19 W, 2685 MHz, 55
2026/09/13 18:15:51.018, 28 %, 10304 MiB, 106.19 W, 2685 MHz, 55
2026/09/13 18:15:51.268, 99 %, 10304 MiB, 269.66 W, 2902 MHz, 57
2026/09/13 18:15:51.519, 99 %, 10592 MiB, 269.66 W, 2902 MHz, 57
2026/09/13 18:15:51.769, 78 %, 10592 MiB, 382.48 W, 2902 MHz, 59
2026/09/13 18:15:52.019, 78 %, 10592 MiB, 382.48 W, 2902 MHz, 59
2026/09/13 18:15:52.269, 94 %, 10592 MiB, 397.22 W, 2887 MHz, 57
2026/09/13 18:15:52.519, 94 %, 2 MiB, 397.22 W, 2887 MHz, 57
2026/09/13 18:15:52.774, 0 %, 544 MiB, 299.86 W, 2910 MHz, 51
2026/09/13 18:15:53.024, 0 %, 544 MiB, 299.86 W, 2910 MHz, 51
2026/09/13 18:15:53.274, 0 %, 3168 MiB, 145.96 W, 2917 MHz, 50
2026/09/13 18:15:53.524, 0 %, 5728 MiB, 145.96 W, 2917 MHz, 50
2026/09/13 18:15:53.774, 26 %, 10304 MiB, 94.58 W, 2917 MHz, 50
2026/09/13 18:15:54.025, 26 %, 10304 MiB, 94.58 W, 2917 MHz, 50
2026/09/13 18:15:54.275, 4 %, 10304 MiB, 100.90 W, 2917 MHz, 55
2026/09/13 18:15:54.525, 4 %, 10304 MiB, 100.90 W, 2917 MHz, 55
2026/09/13 18:15:54.775, 99 %, 10304 MiB, 265.69 W, 2902 MHz, 58
2026/09/13 18:15:55.025, 99 %, 10592 MiB, 265.69 W, 2902 MHz, 58
2026/09/13 18:15:55.275, 99 %, 10592 MiB, 422.34 W, 2902 MHz, 60
2026/09/13 18:15:55.525, 99 %, 10592 MiB, 422.34 W, 2902 MHz, 60
2026/09/13 18:15:55.776, 50 %, 2 MiB, 421.57 W, 2887 MHz, 54
2026/09/13 18:15:56.043, 50 %, 2 MiB, 421.57 W, 2887 MHz, 54
2026/09/13 18:15:56.293, 0 %, 544 MiB, 259.13 W, 2910 MHz, 51
2026/09/13 18:15:56.543, 0 %, 544 MiB, 259.13 W, 2910 MHz, 51
2026/09/13 18:15:56.793, 0 %, 1792 MiB, 115.87 W, 2917 MHz, 50
2026/09/13 18:15:57.043, 0 %, 4384 MiB, 115.87 W, 2917 MHz, 50
2026/09/13 18:15:57.294, 27 %, 6848 MiB, 94.59 W, 2917 MHz, 50
2026/09/13 18:15:57.544, 27 %, 10304 MiB, 94.59 W, 2917 MHz, 50
2026/09/13 18:15:57.794, 6 %, 10304 MiB, 100.34 W, 2902 MHz, 49
2026/09/13 18:15:58.044, 6 %, 10304 MiB, 100.34 W, 2902 MHz, 49
2026/09/13 18:15:58.294, 99 %, 10304 MiB, 192.78 W, 2842 MHz, 57
2026/09/13 18:15:58.544, 99 %, 10592 MiB, 192.78 W, 2842 MHz, 57
2026/09/13 18:15:58.794, 88 %, 10592 MiB, 322.27 W, 2902 MHz, 59
2026/09/13 18:15:59.045, 88 %, 10592 MiB, 322.27 W, 2902 MHz, 59
2026/09/13 18:15:59.295, 95 %, 10592 MiB, 416.57 W, 2887 MHz, 60
2026/09/13 18:15:59.545, 95 %, 2 MiB, 416.57 W, 2887 MHz, 60
2026/09/13 18:15:59.795, 14 %, 544 MiB, 327.95 W, 2902 MHz, 51
2026/09/13 18:16:00.046, 14 %, 544 MiB, 327.95 W, 2902 MHz, 51
2026/09/13 18:16:00.296, 0 %, 2112 MiB, 158.56 W, 2917 MHz, 50
2026/09/13 18:16:00.546, 0 %, 4640 MiB, 158.56 W, 2917 MHz, 50
2026/09/13 18:16:00.796, 27 %, 7136 MiB, 97.43 W, 2917 MHz, 50
2026/09/13 18:16:01.046, 27 %, 10304 MiB, 97.43 W, 2917 MHz, 50
2026/09/13 18:16:01.296, 4 %, 10304 MiB, 103.80 W, 2917 MHz, 50
2026/09/13 18:16:01.547, 4 %, 10304 MiB, 103.80 W, 2917 MHz, 50
2026/09/13 18:16:01.797, 99 %, 10304 MiB, 215.90 W, 2902 MHz, 57
2026/09/13 18:16:02.047, 99 %, 10592 MiB, 215.90 W, 2902 MHz, 57
2026/09/13 18:16:02.297, 19 %, 10592 MiB, 317.31 W, 2902 MHz, 55
2026/09/13 18:16:02.547, 19 %, 10592 MiB, 317.31 W, 2902 MHz, 55
2026/09/13 18:16:02.797, 98 %, 10592 MiB, 376.50 W, 2887 MHz, 60
2026/09/13 18:16:03.047, 98 %, 10592 MiB, 376.50 W, 2887 MHz, 60
2026/09/13 18:16:03.298, 0 %, 2 MiB, 336.42 W, 2887 MHz, 52
2026/09/13 18:16:03.548, 0 %, 21 MiB, 336.42 W, 2887 MHz, 52
2026/09/13 18:16:03.798, 0 %, 544 MiB, 213.12 W, 2917 MHz, 51
2026/09/13 18:16:04.048, 0 %, 960 MiB, 213.12 W, 2917 MHz, 51
2026/09/13 18:16:04.299, 0 %, 3552 MiB, 96.06 W, 2917 MHz, 50
2026/09/13 18:16:04.549, 0 %, 6080 MiB, 96.06 W, 2917 MHz, 50
2026/09/13 18:16:04.799, 26 %, 10304 MiB, 94.63 W, 2917 MHz, 50
2026/09/13 18:16:05.049, 26 %, 10304 MiB, 94.63 W, 2917 MHz, 50
2026/09/13 18:16:05.299, 14 %, 10304 MiB, 99.54 W, 2842 MHz, 54
2026/09/13 18:16:05.549, 14 %, 10304 MiB, 99.54 W, 2842 MHz, 54
2026/09/13 18:16:05.800, 99 %, 10592 MiB, 241.48 W, 2902 MHz, 58
2026/09/13 18:16:06.050, 99 %, 10592 MiB, 241.48 W, 2902 MHz, 58
2026/09/13 18:16:06.300, 89 %, 10592 MiB, 343.48 W, 2887 MHz, 59
2026/09/13 18:16:06.550, 89 %, 10592 MiB, 343.48 W, 2887 MHz, 59
2026/09/13 18:16:06.800, 2 %, 2 MiB, 351.29 W, 2902 MHz, 53
2026/09/13 18:16:07.050, 2 %, 544 MiB, 351.29 W, 2902 MHz, 53
2026/09/13 18:16:07.301, 1 %, 544 MiB, 237.51 W, 2917 MHz, 51
2026/09/13 18:16:07.551, 1 %, 2336 MiB, 237.51 W, 2917 MHz, 51
2026/09/13 18:16:07.801, 44 %, 4800 MiB, 99.78 W, 2917 MHz, 50
2026/09/13 18:16:08.051, 44 %, 8000 MiB, 99.78 W, 2917 MHz, 50
2026/09/13 18:16:08.301, 25 %, 10304 MiB, 93.73 W, 2917 MHz, 52
2026/09/13 18:16:08.551, 25 %, 10304 MiB, 93.73 W, 2917 MHz, 52
2026/09/13 18:16:08.801, 99 %, 10304 MiB, 139.41 W, 2902 MHz, 56
2026/09/13 18:16:09.052, 99 %, 10304 MiB, 139.41 W, 2902 MHz, 56
2026/09/13 18:16:09.302, 99 %, 10592 MiB, 280.46 W, 2902 MHz, 58
2026/09/13 18:16:09.552, 99 %, 10592 MiB, 280.46 W, 2902 MHz, 58
2026/09/13 18:16:09.802, 95 %, 10592 MiB, 410.71 W, 2887 MHz, 60
2026/09/13 18:16:10.052, 95 %, 2 MiB, 410.71 W, 2887 MHz, 60
2026/09/13 18:16:10.302, 8 %, 2 MiB, 314.30 W, 2910 MHz, 52
2026/09/13 18:16:10.553, 8 %, 542 MiB, 314.30 W, 2910 MHz, 52
2026/09/13 18:16:10.803, 0 %, 544 MiB, 183.49 W, 2917 MHz, 51
2026/09/13 18:16:11.053, 0 %, 1600 MiB, 183.49 W, 2917 MHz, 51
2026/09/13 18:16:11.303, 22 %, 4224 MiB, 95.57 W, 2917 MHz, 50
2026/09/13 18:16:11.553, 22 %, 6720 MiB, 95.57 W, 2917 MHz, 50
