timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz], temperature.gpu
2026/09/13 18:44:49.963, 98 %, 10400 MiB, 429.50 W, 2865 MHz, 64
2026/09/13 18:44:50.213, 0 %, 2 MiB, 378.30 W, 2880 MHz, 56
2026/09/13 18:44:50.463, 0 %, 544 MiB, 378.30 W, 2880 MHz, 56
2026/09/13 18:44:50.714, 0 %, 544 MiB, 228.18 W, 2910 MHz, 54
2026/09/13 18:44:50.964, 0 %, 2528 MiB, 228.18 W, 2910 MHz, 54
2026/09/13 18:44:51.214, 26 %, 5024 MiB, 98.10 W, 2910 MHz, 53
2026/09/13 18:44:51.464, 26 %, 8320 MiB, 98.10 W, 2910 MHz, 53
2026/09/13 18:44:51.714, 72 %, 10304 MiB, 103.23 W, 2910 MHz, 55
2026/09/13 18:44:51.964, 72 %, 10400 MiB, 103.23 W, 2910 MHz, 55
2026/09/13 18:44:52.215, 99 %, 10400 MiB, 187.90 W, 2872 MHz, 60
2026/09/13 18:44:52.465, 99 %, 10400 MiB, 187.90 W, 2872 MHz, 60
2026/09/13 18:44:52.715, 99 %, 10400 MiB, 340.87 W, 2902 MHz, 61
2026/09/13 18:44:52.965, 99 %, 10400 MiB, 340.87 W, 2902 MHz, 61
2026/09/13 18:44:53.215, 98 %, 10400 MiB, 439.87 W, 2850 MHz, 63
2026/09/13 18:44:53.465, 98 %, 10397 MiB, 439.87 W, 2850 MHz, 63
2026/09/13 18:44:53.715, 18 %, 508 MiB, 332.83 W, 2902 MHz, 55
2026/09/13 18:44:53.966, 18 %, 544 MiB, 332.83 W, 2902 MHz, 55
2026/09/13 18:44:54.216, 0 %, 1440 MiB, 142.62 W, 2910 MHz, 53
2026/09/13 18:44:54.466, 0 %, 4000 MiB, 142.62 W, 2910 MHz, 53
2026/09/13 18:44:54.716, 26 %, 6432 MiB, 97.46 W, 2910 MHz, 53
2026/09/13 18:44:54.966, 26 %, 10304 MiB, 97.46 W, 2910 MHz, 53
2026/09/13 18:44:55.216, 4 %, 10304 MiB, 103.43 W, 2910 MHz, 53
2026/09/13 18:44:55.467, 4 %, 10304 MiB, 103.43 W, 2910 MHz, 53
2026/09/13 18:44:55.717, 99 %, 10304 MiB, 237.13 W, 2872 MHz, 60
2026/09/13 18:44:55.967, 99 %, 10304 MiB, 237.13 W, 2872 MHz, 60
2026/09/13 18:44:56.217, 98 %, 10304 MiB, 398.83 W, 2902 MHz, 65
2026/09/13 18:44:56.467, 98 %, 10304 MiB, 398.83 W, 2902 MHz, 65
2026/09/13 18:44:56.717, 98 %, 10304 MiB, 448.36 W, 2880 MHz, 64
2026/09/13 18:44:56.967, 98 %, 2 MiB, 448.36 W, 2880 MHz, 64
2026/09/13 18:44:57.217, 17 %, 544 MiB, 324.44 W, 2910 MHz, 55
2026/09/13 18:44:57.468, 17 %, 544 MiB, 324.44 W, 2910 MHz, 55
2026/09/13 18:44:57.718, 0 %, 2176 MiB, 124.74 W, 2910 MHz, 53
2026/09/13 18:44:57.968, 0 %, 4640 MiB, 124.74 W, 2910 MHz, 53
2026/09/13 18:44:58.218, 25 %, 7040 MiB, 97.99 W, 2910 MHz, 53
2026/09/13 18:44:58.468, 25 %, 10304 MiB, 97.99 W, 2910 MHz, 53
2026/09/13 18:44:58.719, 0 %, 10304 MiB, 104.68 W, 2910 MHz, 53
2026/09/13 18:44:58.969, 0 %, 10304 MiB, 104.68 W, 2910 MHz, 53
2026/09/13 18:44:59.219, 99 %, 10304 MiB, 257.29 W, 2895 MHz, 61
2026/09/13 18:44:59.469, 99 %, 10304 MiB, 257.29 W, 2895 MHz, 61
2026/09/13 18:44:59.719, 97 %, 10304 MiB, 422.03 W, 2902 MHz, 63
2026/09/13 18:44:59.969, 97 %, 10304 MiB, 422.03 W, 2902 MHz, 63
2026/09/13 18:45:00.219, 98 %, 10304 MiB, 450.48 W, 2880 MHz, 64
2026/09/13 18:45:00.469, 98 %, 2 MiB, 450.48 W, 2880 MHz, 64
2026/09/13 18:45:00.720, 0 %, 544 MiB, 302.79 W, 2910 MHz, 54
2026/09/13 18:45:00.970, 0 %, 544 MiB, 302.79 W, 2910 MHz, 54
2026/09/13 18:45:01.220, 0 %, 2592 MiB, 134.56 W, 2910 MHz, 53
2026/09/13 18:45:01.470, 0 %, 5056 MiB, 134.56 W, 2910 MHz, 53
2026/09/13 18:45:01.720, 25 %, 8256 MiB, 95.20 W, 2910 MHz, 53
2026/09/13 18:45:01.970, 25 %, 10304 MiB, 95.20 W, 2910 MHz, 53
2026/09/13 18:45:02.220, 0 %, 10464 MiB, 101.73 W, 2910 MHz, 53
2026/09/13 18:45:02.471, 0 %, 10464 MiB, 101.73 W, 2910 MHz, 53
2026/09/13 18:45:02.721, 99 %, 10464 MiB, 249.91 W, 2895 MHz, 61
2026/09/13 18:45:02.971, 99 %, 10464 MiB, 249.91 W, 2895 MHz, 61
2026/09/13 18:45:03.221, 99 %, 10464 MiB, 428.85 W, 2902 MHz, 66
2026/09/13 18:45:03.471, 99 %, 10464 MiB, 428.85 W, 2902 MHz, 66
2026/09/13 18:45:03.721, 98 %, 10464 MiB, 442.02 W, 2872 MHz, 64
2026/09/13 18:45:03.971, 98 %, 2 MiB, 442.02 W, 2872 MHz, 64
2026/09/13 18:45:04.222, 0 %, 544 MiB, 307.97 W, 2910 MHz, 54
2026/09/13 18:45:04.472, 0 %, 544 MiB, 307.97 W, 2910 MHz, 54
2026/09/13 18:45:04.722, 0 %, 2336 MiB, 112.64 W, 2910 MHz, 53
2026/09/13 18:45:04.972, 0 %, 4800 MiB, 112.64 W, 2910 MHz, 53
2026/09/13 18:45:05.222, 25 %, 7200 MiB, 95.62 W, 2910 MHz, 53
2026/09/13 18:45:05.472, 25 %, 10304 MiB, 95.62 W, 2910 MHz, 53
2026/09/13 18:45:05.723, 0 %, 10464 MiB, 104.12 W, 2910 MHz, 53
2026/09/13 18:45:05.973, 0 %, 10464 MiB, 104.12 W, 2910 MHz, 53
2026/09/13 18:45:06.223, 99 %, 10464 MiB, 244.93 W, 2880 MHz, 61
2026/09/13 18:45:06.473, 99 %, 10464 MiB, 244.93 W, 2880 MHz, 61
2026/09/13 18:45:06.723, 99 %, 10464 MiB, 420.50 W, 2902 MHz, 65
2026/09/13 18:45:06.973, 99 %, 10464 MiB, 420.50 W, 2902 MHz, 65
2026/09/13 18:45:07.223, 98 %, 10464 MiB, 442.83 W, 2872 MHz, 64
2026/09/13 18:45:07.473, 98 %, 2 MiB, 442.83 W, 2872 MHz, 64
2026/09/13 18:45:07.724, 2 %, 544 MiB, 314.95 W, 2910 MHz, 55
2026/09/13 18:45:07.974, 2 %, 544 MiB, 314.95 W, 2910 MHz, 55
2026/09/13 18:45:08.224, 0 %, 2208 MiB, 150.50 W, 2910 MHz, 54
2026/09/13 18:45:08.474, 0 %, 4704 MiB, 150.50 W, 2910 MHz, 54
2026/09/13 18:45:08.724, 26 %, 7104 MiB, 96.11 W, 2910 MHz, 53
2026/09/13 18:45:08.975, 26 %, 10304 MiB, 96.11 W, 2910 MHz, 53
2026/09/13 18:45:09.225, 0 %, 10400 MiB, 104.31 W, 2910 MHz, 53
2026/09/13 18:45:09.475, 0 %, 10400 MiB, 104.31 W, 2910 MHz, 53
2026/09/13 18:45:09.725, 99 %, 10400 MiB, 242.42 W, 2887 MHz, 61
2026/09/13 18:45:09.975, 99 %, 10400 MiB, 242.42 W, 2887 MHz, 61
2026/09/13 18:45:10.225, 98 %, 10400 MiB, 390.33 W, 2902 MHz, 64
2026/09/13 18:45:10.475, 98 %, 10400 MiB, 390.33 W, 2902 MHz, 64
2026/09/13 18:45:10.726, 66 %, 10400 MiB, 436.83 W, 2872 MHz, 64
2026/09/13 18:45:10.976, 66 %, 21 MiB, 436.83 W, 2872 MHz, 64
2026/09/13 18:45:11.226, 1 %, 544 MiB, 268.72 W, 2910 MHz, 55
2026/09/13 18:45:11.477, 1 %, 1344 MiB, 268.72 W, 2910 MHz, 55
2026/09/13 18:45:11.727, 37 %, 3648 MiB, 122.90 W, 2910 MHz, 54
2026/09/13 18:45:11.977, 37 %, 6080 MiB, 122.90 W, 2910 MHz, 54
2026/09/13 18:45:12.227, 25 %, 10304 MiB, 96.10 W, 2910 MHz, 53
2026/09/13 18:45:12.477, 25 %, 10400 MiB, 96.10 W, 2910 MHz, 53
2026/09/13 18:45:12.727, 95 %, 10400 MiB, 139.79 W, 2872 MHz, 62
2026/09/13 18:45:12.978, 95 %, 10400 MiB, 139.79 W, 2872 MHz, 62
2026/09/13 18:45:13.228, 99 %, 10400 MiB, 281.96 W, 2902 MHz, 61
2026/09/13 18:45:13.478, 99 %, 10400 MiB, 281.96 W, 2902 MHz, 61
2026/09/13 18:45:13.728, 98 %, 10400 MiB, 435.05 W, 2850 MHz, 64
2026/09/13 18:45:13.978, 98 %, 10400 MiB, 435.05 W, 2850 MHz, 64
2026/09/13 18:45:14.228, 0 %, 2 MiB, 390.98 W, 2872 MHz, 56
2026/09/13 18:45:14.478, 0 %, 544 MiB, 390.98 W, 2872 MHz, 56
2026/09/13 18:45:14.728, 0 %, 544 MiB, 217.89 W, 2910 MHz, 54
2026/09/13 18:45:14.979, 0 %, 1824 MiB, 217.89 W, 2910 MHz, 54
2026/09/13 18:45:15.229, 27 %, 4384 MiB, 97.47 W, 2910 MHz, 53
2026/09/13 18:45:15.479, 27 %, 6816 MiB, 97.47 W, 2910 MHz, 53
2026/09/13 18:45:15.729, 34 %, 10304 MiB, 95.16 W, 2910 MHz, 53
2026/09/13 18:45:15.979, 34 %, 10400 MiB, 95.16 W, 2910 MHz, 53
2026/09/13 18:45:16.229, 99 %, 10400 MiB, 154.46 W, 2722 MHz, 59
2026/09/13 18:45:16.480, 99 %, 10400 MiB, 154.46 W, 2722 MHz, 59
2026/09/13 18:45:16.730, 99 %, 10400 MiB, 301.20 W, 2902 MHz, 61
2026/09/13 18:45:16.980, 99 %, 10400 MiB, 301.20 W, 2902 MHz, 61
2026/09/13 18:45:17.230, 98 %, 10400 MiB, 434.66 W, 2850 MHz, 64
2026/09/13 18:45:17.480, 98 %, 10400 MiB, 434.66 W, 2850 MHz, 64
2026/09/13 18:45:17.730, 0 %, 2 MiB, 374.67 W, 2880 MHz, 56
2026/09/13 18:45:17.980, 0 %, 544 MiB, 374.67 W, 2880 MHz, 56
2026/09/13 18:45:18.231, 0 %, 544 MiB, 222.88 W, 2910 MHz, 54
2026/09/13 18:45:18.481, 0 %, 2688 MiB, 222.88 W, 2910 MHz, 54
2026/09/13 18:45:18.731, 27 %, 5216 MiB, 97.99 W, 2910 MHz, 53
2026/09/13 18:45:18.981, 27 %, 9248 MiB, 97.99 W, 2910 MHz, 53
2026/09/13 18:45:19.231, 76 %, 10304 MiB, 104.22 W, 2910 MHz, 55
2026/09/13 18:45:19.481, 76 %, 10400 MiB, 104.22 W, 2910 MHz, 55
2026/09/13 18:45:19.732, 99 %, 10400 MiB, 189.86 W, 2865 MHz, 60
2026/09/13 18:45:19.982, 99 %, 10400 MiB, 189.86 W, 2865 MHz, 60
2026/09/13 18:45:20.232, 99 %, 10400 MiB, 328.53 W, 2902 MHz, 61
2026/09/13 18:45:20.482, 99 %, 10400 MiB, 328.53 W, 2902 MHz, 61
2026/09/13 18:45:20.732, 98 %, 10400 MiB, 438.37 W, 2850 MHz, 64
2026/09/13 18:45:20.982, 98 %, 10400 MiB, 438.37 W, 2850 MHz, 64
2026/09/13 18:45:21.233, 0 %, 21 MiB, 349.32 W, 2887 MHz, 55
2026/09/13 18:45:21.483, 0 %, 544 MiB, 349.32 W, 2887 MHz, 55
2026/09/13 18:45:21.733, 0 %, 1344 MiB, 196.59 W, 2910 MHz, 54
2026/09/13 18:45:21.983, 0 %, 3584 MiB, 196.59 W, 2910 MHz, 54
2026/09/13 18:45:22.233, 27 %, 6048 MiB, 97.95 W, 2910 MHz, 53
2026/09/13 18:45:22.484, 27 %, 10304 MiB, 97.95 W, 2910 MHz, 53
2026/09/13 18:45:22.734, 12 %, 10304 MiB, 104.24 W, 2910 MHz, 54
2026/09/13 18:45:22.984, 12 %, 10304 MiB, 104.24 W, 2910 MHz, 54
2026/09/13 18:45:23.234, 99 %, 10304 MiB, 205.99 W, 2872 MHz, 60
2026/09/13 18:45:23.484, 99 %, 10304 MiB, 205.99 W, 2872 MHz, 60
2026/09/13 18:45:23.734, 99 %, 10304 MiB, 347.71 W, 2902 MHz, 61
2026/09/13 18:45:23.984, 99 %, 10304 MiB, 347.71 W, 2902 MHz, 61
2026/09/13 18:45:24.235, 98 %, 10304 MiB, 444.39 W, 2880 MHz, 64
2026/09/13 18:45:24.485, 98 %, 2 MiB, 444.39 W, 2880 MHz, 64
2026/09/13 18:45:24.742, 0 %, 544 MiB, 294.02 W, 2910 MHz, 55
2026/09/13 18:45:24.992, 0 %, 544 MiB, 294.02 W, 2910 MHz, 55
2026/09/13 18:45:25.243, 0 %, 2752 MiB, 139.66 W, 2910 MHz, 53
2026/09/13 18:45:25.493, 0 %, 5248 MiB, 139.66 W, 2910 MHz, 53
2026/09/13 18:45:25.743, 25 %, 9408 MiB, 95.80 W, 2910 MHz, 53
2026/09/13 18:45:25.993, 25 %, 10304 MiB, 95.80 W, 2910 MHz, 53
2026/09/13 18:45:26.243, 1 %, 10304 MiB, 101.76 W, 2910 MHz, 53
2026/09/13 18:45:26.493, 1 %, 10304 MiB, 101.76 W, 2910 MHz, 53
2026/09/13 18:45:26.744, 99 %, 10304 MiB, 268.28 W, 2902 MHz, 61
2026/09/13 18:45:26.994, 99 %, 10304 MiB, 268.28 W, 2902 MHz, 61
2026/09/13 18:45:27.244, 98 %, 10304 MiB, 435.61 W, 2895 MHz, 64
2026/09/13 18:45:27.494, 98 %, 10304 MiB, 435.61 W, 2895 MHz, 64
2026/09/13 18:45:27.744, 0 %, 2 MiB, 406.14 W, 2872 MHz, 57
2026/09/13 18:45:27.994, 0 %, 544 MiB, 406.14 W, 2872 MHz, 57
2026/09/13 18:45:28.244, 0 %, 544 MiB, 232.94 W, 2910 MHz, 54
2026/09/13 18:45:28.495, 0 %, 2272 MiB, 232.94 W, 2910 MHz, 54
2026/09/13 18:45:28.745, 27 %, 4768 MiB, 98.10 W, 2910 MHz, 53
2026/09/13 18:45:28.995, 27 %, 7200 MiB, 98.10 W, 2910 MHz, 53
2026/09/13 18:45:29.245, 49 %, 10304 MiB, 99.85 W, 2910 MHz, 53
2026/09/13 18:45:29.495, 49 %, 10432 MiB, 99.85 W, 2910 MHz, 53
2026/09/13 18:45:29.745, 99 %, 10432 MiB, 171.71 W, 2887 MHz, 60
2026/09/13 18:45:29.995, 99 %, 10432 MiB, 171.71 W, 2887 MHz, 60
2026/09/13 18:45:30.246, 99 %, 10432 MiB, 312.23 W, 2902 MHz, 61
2026/09/13 18:45:30.496, 99 %, 10432 MiB, 312.23 W, 2902 MHz, 61
2026/09/13 18:45:30.746, 98 %, 10432 MiB, 432.19 W, 2835 MHz, 64
2026/09/13 18:45:30.996, 98 %, 10432 MiB, 432.19 W, 2835 MHz, 64
2026/09/13 18:45:31.246, 0 %, 2 MiB, 374.90 W, 2880 MHz, 56
2026/09/13 18:45:31.501, 0 %, 544 MiB, 374.90 W, 2880 MHz, 56
2026/09/13 18:45:31.751, 0 %, 544 MiB, 201.77 W, 2910 MHz, 54
2026/09/13 18:45:32.001, 0 %, 3104 MiB, 201.77 W, 2910 MHz, 54
2026/09/13 18:45:32.251, 27 %, 5600 MiB, 98.38 W, 2910 MHz, 53
2026/09/13 18:45:32.502, 27 %, 10304 MiB, 98.38 W, 2910 MHz, 53
2026/09/13 18:45:32.752, 57 %, 10304 MiB, 103.42 W, 2910 MHz, 54
2026/09/13 18:45:33.002, 57 %, 10432 MiB, 103.42 W, 2910 MHz, 54
2026/09/13 18:45:33.252, 99 %, 10432 MiB, 199.13 W, 2850 MHz, 60
2026/09/13 18:45:33.502, 99 %, 10432 MiB, 199.13 W, 2850 MHz, 60
2026/09/13 18:45:33.752, 99 %, 10432 MiB, 351.84 W, 2902 MHz, 61
2026/09/13 18:45:34.002, 99 %, 10432 MiB, 351.84 W, 2902 MHz, 61
2026/09/13 18:45:34.253, 98 %, 10432 MiB, 437.58 W, 2820 MHz, 64
2026/09/13 18:45:34.503, 98 %, 10432 MiB, 437.58 W, 2820 MHz, 64
2026/09/13 18:45:34.753, 0 %, 508 MiB, 349.90 W, 2887 MHz, 55
2026/09/13 18:45:35.003, 0 %, 544 MiB, 349.90 W, 2887 MHz, 55
2026/09/13 18:45:35.253, 0 %, 1440 MiB, 198.53 W, 2910 MHz, 54
2026/09/13 18:45:35.503, 0 %, 4000 MiB, 198.53 W, 2910 MHz, 54
2026/09/13 18:45:35.754, 27 %, 6400 MiB, 98.58 W, 2910 MHz, 53
2026/09/13 18:45:36.004, 27 %, 10304 MiB, 98.58 W, 2910 MHz, 53
2026/09/13 18:45:36.254, 4 %, 10304 MiB, 103.80 W, 2910 MHz, 54
2026/09/13 18:45:36.504, 4 %, 10304 MiB, 103.80 W, 2910 MHz, 54
2026/09/13 18:45:36.754, 99 %, 10304 MiB, 213.36 W, 2902 MHz, 60
2026/09/13 18:45:37.004, 99 %, 10304 MiB, 213.36 W, 2902 MHz, 60
2026/09/13 18:45:37.255, 97 %, 10304 MiB, 363.51 W, 2902 MHz, 61
2026/09/13 18:45:37.505, 97 %, 10304 MiB, 363.51 W, 2902 MHz, 61
2026/09/13 18:45:37.755, 97 %, 10304 MiB, 430.76 W, 2872 MHz, 63
2026/09/13 18:45:38.005, 97 %, 2 MiB, 430.76 W, 2872 MHz, 63
2026/09/13 18:45:38.283, 18 %, 544 MiB, 332.71 W, 2895 MHz, 55
2026/09/13 18:45:38.533, 18 %, 544 MiB, 332.71 W, 2895 MHz, 55
2026/09/13 18:45:38.783, 0 %, 2016 MiB, 150.35 W, 2910 MHz, 54
2026/09/13 18:45:39.033, 0 %, 4576 MiB, 150.35 W, 2910 MHz, 54
2026/09/13 18:45:39.283, 26 %, 7008 MiB, 97.51 W, 2910 MHz, 53
2026/09/13 18:45:39.534, 26 %, 10304 MiB, 97.51 W, 2910 MHz, 53
2026/09/13 18:45:39.784, 4 %, 10304 MiB, 104.23 W, 2910 MHz, 53
2026/09/13 18:45:40.034, 4 %, 10304 MiB, 104.23 W, 2910 MHz, 53
2026/09/13 18:45:40.284, 99 %, 10304 MiB, 220.32 W, 2865 MHz, 60
2026/09/13 18:45:40.534, 99 %, 10304 MiB, 220.32 W, 2865 MHz, 60
2026/09/13 18:45:40.784, 97 %, 10304 MiB, 371.41 W, 2902 MHz, 62
2026/09/13 18:45:41.034, 97 %, 10304 MiB, 371.41 W, 2902 MHz, 62
2026/09/13 18:45:41.284, 97 %, 10304 MiB, 431.62 W, 2880 MHz, 64
2026/09/13 18:45:41.535, 97 %, 2 MiB, 431.62 W, 2880 MHz, 64
2026/09/13 18:45:41.787, 14 %, 544 MiB, 323.12 W, 2902 MHz, 55
2026/09/13 18:45:42.037, 14 %, 544 MiB, 323.12 W, 2902 MHz, 55
2026/09/13 18:45:42.287, 0 %, 1824 MiB, 139.33 W, 2910 MHz, 54
2026/09/13 18:45:42.537, 0 %, 4352 MiB, 139.33 W, 2910 MHz, 54
2026/09/13 18:45:42.788, 27 %, 6784 MiB, 97.15 W, 2910 MHz, 53
2026/09/13 18:45:43.038, 27 %, 10304 MiB, 97.15 W, 2910 MHz, 53
2026/09/13 18:45:43.288, 4 %, 10304 MiB, 104.48 W, 2910 MHz, 54
2026/09/13 18:45:43.538, 4 %, 10304 MiB, 104.48 W, 2910 MHz, 54
2026/09/13 18:45:43.788, 99 %, 10304 MiB, 203.14 W, 2902 MHz, 60
2026/09/13 18:45:44.038, 99 %, 10304 MiB, 203.14 W, 2902 MHz, 60
2026/09/13 18:45:44.288, 97 %, 10304 MiB, 364.41 W, 2902 MHz, 61
2026/09/13 18:45:44.539, 97 %, 10304 MiB, 364.41 W, 2902 MHz, 61
2026/09/13 18:45:44.789, 97 %, 10304 MiB, 432.39 W, 2880 MHz, 64
2026/09/13 18:45:45.039, 97 %, 32 MiB, 432.39 W, 2880 MHz, 64
2026/09/13 18:45:45.289, 0 %, 544 MiB, 293.01 W, 2910 MHz, 55
2026/09/13 18:45:45.539, 0 %, 1344 MiB, 293.01 W, 2910 MHz, 55
2026/09/13 18:45:45.790, 8 %, 3680 MiB, 103.12 W, 2910 MHz, 53
2026/09/13 18:45:46.040, 8 %, 6112 MiB, 103.12 W, 2910 MHz, 53
2026/09/13 18:45:46.290, 25 %, 10304 MiB, 94.48 W, 2910 MHz, 53
2026/09/13 18:45:46.540, 25 %, 10304 MiB, 94.48 W, 2910 MHz, 53
2026/09/13 18:45:46.790, 40 %, 10304 MiB, 111.47 W, 2910 MHz, 53
2026/09/13 18:45:47.040, 40 %, 10304 MiB, 111.47 W, 2910 MHz, 53
2026/09/13 18:45:47.290, 99 %, 10304 MiB, 256.12 W, 2902 MHz, 61
2026/09/13 18:45:47.541, 99 %, 10304 MiB, 256.12 W, 2902 MHz, 61
2026/09/13 18:45:47.791, 97 %, 10304 MiB, 398.42 W, 2895 MHz, 63
2026/09/13 18:45:48.041, 97 %, 10304 MiB, 398.42 W, 2895 MHz, 63
2026/09/13 18:45:48.291, 0 %, 2 MiB, 380.10 W, 2872 MHz, 56
2026/09/13 18:45:48.552, 0 %, 544 MiB, 380.10 W, 2872 MHz, 56
2026/09/13 18:45:48.802, 0 %, 544 MiB, 217.83 W, 2910 MHz, 54
2026/09/13 18:45:49.052, 0 %, 3008 MiB, 217.83 W, 2910 MHz, 54
2026/09/13 18:45:49.303, 26 %, 5504 MiB, 97.92 W, 2910 MHz, 53
2026/09/13 18:45:49.553, 26 %, 10304 MiB, 97.92 W, 2910 MHz, 53
2026/09/13 18:45:49.803, 57 %, 10304 MiB, 102.03 W, 2910 MHz, 54
2026/09/13 18:45:50.053, 57 %, 10304 MiB, 102.03 W, 2910 MHz, 54
2026/09/13 18:45:50.303, 99 %, 10304 MiB, 165.11 W, 2902 MHz, 59
2026/09/13 18:45:50.554, 99 %, 10304 MiB, 165.11 W, 2902 MHz, 59
2026/09/13 18:45:50.804, 99 %, 10304 MiB, 318.12 W, 2902 MHz, 61
2026/09/13 18:45:51.054, 99 %, 10304 MiB, 318.12 W, 2902 MHz, 61
2026/09/13 18:45:51.304, 97 %, 10304 MiB, 427.28 W, 2880 MHz, 63
2026/09/13 18:45:51.554, 97 %, 2 MiB, 427.28 W, 2880 MHz, 63
2026/09/13 18:45:51.804, 0 %, 544 MiB, 334.68 W, 2895 MHz, 55
2026/09/13 18:45:52.054, 0 %, 544 MiB, 334.68 W, 2895 MHz, 55
2026/09/13 18:45:52.305, 0 %, 1920 MiB, 184.60 W, 2910 MHz, 54
2026/09/13 18:45:52.555, 0 %, 4480 MiB, 184.60 W, 2910 MHz, 54
2026/09/13 18:45:52.805, 27 %, 6880 MiB, 97.00 W, 2910 MHz, 53
2026/09/13 18:45:53.055, 27 %, 10304 MiB, 97.00 W, 2910 MHz, 53
2026/09/13 18:45:53.305, 4 %, 10304 MiB, 103.98 W, 2910 MHz, 54
2026/09/13 18:45:53.555, 4 %, 10304 MiB, 103.98 W, 2910 MHz, 54
2026/09/13 18:45:53.806, 99 %, 10304 MiB, 211.43 W, 2902 MHz, 60
2026/09/13 18:45:54.056, 99 %, 10304 MiB, 211.43 W, 2902 MHz, 60
2026/09/13 18:45:54.306, 97 %, 10304 MiB, 361.83 W, 2902 MHz, 61
2026/09/13 18:45:54.556, 97 %, 10304 MiB, 361.83 W, 2902 MHz, 61
2026/09/13 18:45:54.806, 97 %, 10304 MiB, 433.54 W, 2880 MHz, 64
2026/09/13 18:45:55.057, 97 %, 38 MiB, 433.54 W, 2880 MHz, 64
2026/09/13 18:45:55.307, 0 %, 544 MiB, 295.41 W, 2910 MHz, 55
2026/09/13 18:45:55.557, 0 %, 1344 MiB, 295.41 W, 2910 MHz, 55
2026/09/13 18:45:55.807, 7 %, 3808 MiB, 137.92 W, 2910 MHz, 53
2026/09/13 18:45:56.057, 7 %, 6240 MiB, 137.92 W, 2910 MHz, 53
2026/09/13 18:45:56.308, 25 %, 10304 MiB, 94.96 W, 2910 MHz, 53
2026/09/13 18:45:56.558, 25 %, 10304 MiB, 94.96 W, 2910 MHz, 53
2026/09/13 18:45:56.808, 34 %, 10304 MiB, 110.88 W, 2910 MHz, 53
2026/09/13 18:45:57.058, 34 %, 10304 MiB, 110.88 W, 2910 MHz, 53
2026/09/13 18:45:57.308, 99 %, 10304 MiB, 271.07 W, 2902 MHz, 60
2026/09/13 18:45:57.558, 99 %, 10304 MiB, 271.07 W, 2902 MHz, 60
2026/09/13 18:45:57.808, 97 %, 10304 MiB, 396.70 W, 2895 MHz, 63
2026/09/13 18:45:58.059, 97 %, 10304 MiB, 396.70 W, 2895 MHz, 63
2026/09/13 18:45:58.309, 0 %, 22 MiB, 361.27 W, 2880 MHz, 56
2026/09/13 18:45:58.559, 0 %, 544 MiB, 361.27 W, 2880 MHz, 56
2026/09/13 18:45:58.809, 0 %, 1344 MiB, 222.10 W, 2910 MHz, 54
2026/09/13 18:45:59.059, 0 %, 3648 MiB, 222.10 W, 2910 MHz, 54
2026/09/13 18:45:59.310, 27 %, 6112 MiB, 98.06 W, 2910 MHz, 53
2026/09/13 18:45:59.560, 27 %, 10304 MiB, 98.06 W, 2910 MHz, 53
2026/09/13 18:45:59.810, 67 %, 10304 MiB, 104.34 W, 2910 MHz, 54
2026/09/13 18:46:00.060, 67 %, 10304 MiB, 104.34 W, 2910 MHz, 54
2026/09/13 18:46:00.310, 99 %, 10304 MiB, 183.99 W, 2902 MHz, 59
2026/09/13 18:46:00.560, 99 %, 10304 MiB, 183.99 W, 2902 MHz, 59
2026/09/13 18:46:00.811, 99 %, 10304 MiB, 336.26 W, 2902 MHz, 61
2026/09/13 18:46:01.061, 99 %, 10304 MiB, 336.26 W, 2902 MHz, 61
2026/09/13 18:46:01.311, 97 %, 10304 MiB, 428.38 W, 2880 MHz, 63
2026/09/13 18:46:01.561, 97 %, 2 MiB, 428.38 W, 2880 MHz, 63
2026/09/13 18:46:01.828, 17 %, 544 MiB, 299.72 W, 2910 MHz, 54
2026/09/13 18:46:02.078, 17 %, 544 MiB, 299.72 W, 2910 MHz, 54
2026/09/13 18:46:02.328, 0 %, 3008 MiB, 146.76 W, 2910 MHz, 53
2026/09/13 18:46:02.578, 0 %, 5504 MiB, 146.76 W, 2910 MHz, 53
2026/09/13 18:46:02.828, 26 %, 10304 MiB, 97.58 W, 2910 MHz, 53
2026/09/13 18:46:03.078, 26 %, 10304 MiB, 97.58 W, 2910 MHz, 53
2026/09/13 18:46:03.329, 2 %, 10304 MiB, 104.55 W, 2910 MHz, 53
2026/09/13 18:46:03.579, 2 %, 10304 MiB, 104.55 W, 2910 MHz, 53
2026/09/13 18:46:03.829, 99 %, 10304 MiB, 239.63 W, 2902 MHz, 60
2026/09/13 18:46:04.079, 99 %, 10304 MiB, 239.63 W, 2902 MHz, 60
2026/09/13 18:46:04.329, 97 %, 10304 MiB, 392.95 W, 2902 MHz, 62
2026/09/13 18:46:04.579, 97 %, 10304 MiB, 392.95 W, 2902 MHz, 62
2026/09/13 18:46:04.829, 1 %, 2 MiB, 405.56 W, 2872 MHz, 58
2026/09/13 18:46:05.079, 1 %, 544 MiB, 405.56 W, 2872 MHz, 58
2026/09/13 18:46:05.330, 1 %, 544 MiB, 245.23 W, 2910 MHz, 54
2026/09/13 18:46:05.580, 1 %, 2400 MiB, 245.23 W, 2910 MHz, 54
2026/09/13 18:46:05.830, 44 %, 4896 MiB, 101.04 W, 2910 MHz, 53
