timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/09/13 11:07:22.666, 99 %, 10400 MiB, 253.29 W, 2902 MHz, 13801 MHz, 51
2026/09/13 11:07:22.917, 99 %, 10400 MiB, 412.71 W, 2850 MHz, 13801 MHz, 54
2026/09/13 11:07:23.167, 99 %, 10400 MiB, 412.71 W, 2850 MHz, 13801 MHz, 54
2026/09/13 11:07:23.417, 30 %, 10400 MiB, 400.29 W, 2865 MHz, 13801 MHz, 50
2026/09/13 11:07:23.667, 30 %, 2 MiB, 400.29 W, 2865 MHz, 13801 MHz, 50
2026/09/13 11:07:23.932, 1 %, 544 MiB, 261.40 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:24.182, 1 %, 544 MiB, 261.40 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:24.433, 32 %, 2976 MiB, 114.99 W, 2902 MHz, 13801 MHz, 45
2026/09/13 11:07:24.683, 32 %, 5568 MiB, 114.99 W, 2902 MHz, 13801 MHz, 45
2026/09/13 11:07:24.933, 27 %, 10304 MiB, 101.96 W, 2902 MHz, 13801 MHz, 45
2026/09/13 11:07:25.183, 27 %, 10400 MiB, 101.96 W, 2902 MHz, 13801 MHz, 45
2026/09/13 11:07:25.433, 98 %, 10400 MiB, 147.72 W, 2902 MHz, 13801 MHz, 53
2026/09/13 11:07:25.683, 98 %, 10400 MiB, 147.72 W, 2902 MHz, 13801 MHz, 53
2026/09/13 11:07:25.934, 99 %, 10400 MiB, 275.48 W, 2902 MHz, 13801 MHz, 51
2026/09/13 11:07:26.184, 99 %, 10400 MiB, 275.48 W, 2902 MHz, 13801 MHz, 51
2026/09/13 11:07:26.434, 99 %, 10400 MiB, 409.24 W, 2842 MHz, 13801 MHz, 54
2026/09/13 11:07:26.684, 99 %, 10400 MiB, 409.24 W, 2842 MHz, 13801 MHz, 54
2026/09/13 11:07:26.934, 0 %, 10397 MiB, 370.95 W, 2872 MHz, 13801 MHz, 48
2026/09/13 11:07:27.184, 0 %, 544 MiB, 370.95 W, 2872 MHz, 13801 MHz, 48
2026/09/13 11:07:27.435, 0 %, 544 MiB, 231.95 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:27.685, 0 %, 1888 MiB, 231.95 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:27.935, 24 %, 4352 MiB, 104.47 W, 2902 MHz, 13801 MHz, 45
2026/09/13 11:07:28.185, 24 %, 6976 MiB, 104.47 W, 2902 MHz, 13801 MHz, 45
2026/09/13 11:07:28.435, 69 %, 10304 MiB, 110.11 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:28.686, 69 %, 10400 MiB, 110.11 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:28.936, 99 %, 10400 MiB, 186.85 W, 2850 MHz, 13801 MHz, 51
2026/09/13 11:07:29.186, 99 %, 10400 MiB, 186.85 W, 2850 MHz, 13801 MHz, 51
2026/09/13 11:07:29.436, 99 %, 10400 MiB, 311.50 W, 2902 MHz, 13801 MHz, 52
2026/09/13 11:07:29.686, 99 %, 10400 MiB, 311.50 W, 2902 MHz, 13801 MHz, 52
2026/09/13 11:07:29.936, 99 %, 10400 MiB, 411.85 W, 2850 MHz, 13801 MHz, 54
2026/09/13 11:07:30.186, 99 %, 10400 MiB, 411.85 W, 2850 MHz, 13801 MHz, 54
2026/09/13 11:07:30.436, 0 %, 2 MiB, 337.55 W, 2887 MHz, 13801 MHz, 47
2026/09/13 11:07:30.687, 0 %, 544 MiB, 337.55 W, 2887 MHz, 13801 MHz, 47
2026/09/13 11:07:30.937, 0 %, 544 MiB, 174.32 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:31.187, 0 %, 2688 MiB, 174.32 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:31.437, 26 %, 5248 MiB, 103.75 W, 2902 MHz, 13801 MHz, 45
2026/09/13 11:07:31.687, 26 %, 10304 MiB, 103.75 W, 2902 MHz, 13801 MHz, 45
2026/09/13 11:07:31.938, 23 %, 10304 MiB, 109.86 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:32.188, 23 %, 10400 MiB, 109.86 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:32.438, 99 %, 10400 MiB, 210.02 W, 2857 MHz, 13801 MHz, 51
2026/09/13 11:07:32.688, 99 %, 10400 MiB, 210.02 W, 2857 MHz, 13801 MHz, 51
2026/09/13 11:07:32.938, 99 %, 10400 MiB, 347.14 W, 2902 MHz, 13801 MHz, 52
2026/09/13 11:07:33.188, 99 %, 10400 MiB, 347.14 W, 2902 MHz, 13801 MHz, 52
2026/09/13 11:07:33.438, 99 %, 10400 MiB, 413.38 W, 2865 MHz, 13801 MHz, 54
2026/09/13 11:07:33.688, 99 %, 10399 MiB, 413.38 W, 2865 MHz, 13801 MHz, 54
2026/09/13 11:07:33.939, 18 %, 542 MiB, 317.58 W, 2902 MHz, 14001 MHz, 47
2026/09/13 11:07:34.189, 18 %, 544 MiB, 317.58 W, 2902 MHz, 14001 MHz, 47
2026/09/13 11:07:34.439, 0 %, 1536 MiB, 143.40 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:34.689, 0 %, 4032 MiB, 143.40 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:34.940, 27 %, 6656 MiB, 104.74 W, 2902 MHz, 13801 MHz, 45
2026/09/13 11:07:35.190, 27 %, 10304 MiB, 104.74 W, 2902 MHz, 13801 MHz, 45
2026/09/13 11:07:35.440, 0 %, 10400 MiB, 110.31 W, 2902 MHz, 13801 MHz, 45
2026/09/13 11:07:35.690, 0 %, 10400 MiB, 110.31 W, 2902 MHz, 13801 MHz, 45
2026/09/13 11:07:35.940, 99 %, 10400 MiB, 248.51 W, 2902 MHz, 13801 MHz, 52
2026/09/13 11:07:36.190, 99 %, 10400 MiB, 248.51 W, 2902 MHz, 13801 MHz, 52
2026/09/13 11:07:36.441, 99 %, 10400 MiB, 396.04 W, 2887 MHz, 13801 MHz, 55
2026/09/13 11:07:36.691, 99 %, 10400 MiB, 396.04 W, 2887 MHz, 13801 MHz, 55
2026/09/13 11:07:36.941, 42 %, 10400 MiB, 406.15 W, 2865 MHz, 13801 MHz, 52
2026/09/13 11:07:37.191, 42 %, 21 MiB, 406.15 W, 2865 MHz, 13801 MHz, 52
2026/09/13 11:07:37.441, 1 %, 544 MiB, 254.12 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:37.692, 1 %, 544 MiB, 254.12 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:37.942, 39 %, 3296 MiB, 104.98 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:38.192, 39 %, 5920 MiB, 104.98 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:38.442, 27 %, 10304 MiB, 102.43 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:38.692, 27 %, 10400 MiB, 102.43 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:38.942, 98 %, 10400 MiB, 152.43 W, 2895 MHz, 13801 MHz, 51
2026/09/13 11:07:39.193, 98 %, 10400 MiB, 152.43 W, 2895 MHz, 13801 MHz, 51
2026/09/13 11:07:39.443, 99 %, 10400 MiB, 299.31 W, 2902 MHz, 13801 MHz, 52
2026/09/13 11:07:39.693, 99 %, 10400 MiB, 299.31 W, 2902 MHz, 13801 MHz, 52
2026/09/13 11:07:39.943, 99 %, 10400 MiB, 415.03 W, 2850 MHz, 13801 MHz, 55
2026/09/13 11:07:40.193, 99 %, 10400 MiB, 415.03 W, 2850 MHz, 13801 MHz, 55
2026/09/13 11:07:40.443, 0 %, 2 MiB, 373.67 W, 2872 MHz, 13801 MHz, 49
2026/09/13 11:07:40.697, 0 %, 544 MiB, 373.67 W, 2872 MHz, 13801 MHz, 49
2026/09/13 11:07:40.947, 0 %, 544 MiB, 211.62 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:41.197, 0 %, 2208 MiB, 211.62 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:41.447, 24 %, 4736 MiB, 105.37 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:41.698, 24 %, 8000 MiB, 105.37 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:41.948, 74 %, 10304 MiB, 112.12 W, 2902 MHz, 13801 MHz, 48
2026/09/13 11:07:42.198, 74 %, 10432 MiB, 112.12 W, 2902 MHz, 13801 MHz, 48
2026/09/13 11:07:42.448, 99 %, 10432 MiB, 185.24 W, 2827 MHz, 13801 MHz, 52
2026/09/13 11:07:42.698, 99 %, 10432 MiB, 185.24 W, 2827 MHz, 13801 MHz, 52
2026/09/13 11:07:42.948, 99 %, 10432 MiB, 317.95 W, 2902 MHz, 13801 MHz, 53
2026/09/13 11:07:43.198, 99 %, 10432 MiB, 317.95 W, 2902 MHz, 13801 MHz, 53
2026/09/13 11:07:43.448, 99 %, 10432 MiB, 414.43 W, 2857 MHz, 13801 MHz, 55
2026/09/13 11:07:43.699, 99 %, 10432 MiB, 414.43 W, 2857 MHz, 13801 MHz, 55
2026/09/13 11:07:43.949, 0 %, 21 MiB, 326.87 W, 2895 MHz, 14001 MHz, 48
2026/09/13 11:07:44.199, 0 %, 544 MiB, 326.87 W, 2895 MHz, 14001 MHz, 48
2026/09/13 11:07:44.449, 0 %, 1344 MiB, 164.43 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:44.699, 0 %, 3520 MiB, 164.43 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:44.950, 27 %, 6112 MiB, 105.19 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:45.200, 27 %, 10304 MiB, 105.19 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:45.450, 4 %, 10432 MiB, 110.41 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:45.700, 4 %, 10432 MiB, 110.41 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:45.950, 99 %, 10432 MiB, 229.66 W, 2865 MHz, 13801 MHz, 52
2026/09/13 11:07:46.200, 99 %, 10432 MiB, 229.66 W, 2865 MHz, 13801 MHz, 52
2026/09/13 11:07:46.450, 99 %, 10432 MiB, 373.90 W, 2902 MHz, 13801 MHz, 54
2026/09/13 11:07:46.701, 99 %, 10432 MiB, 373.90 W, 2902 MHz, 13801 MHz, 54
2026/09/13 11:07:46.951, 99 %, 10432 MiB, 415.14 W, 2865 MHz, 13801 MHz, 55
2026/09/13 11:07:47.201, 99 %, 2 MiB, 415.14 W, 2865 MHz, 13801 MHz, 55
2026/09/13 11:07:47.451, 0 %, 544 MiB, 299.77 W, 2902 MHz, 14001 MHz, 47
2026/09/13 11:07:47.701, 0 %, 544 MiB, 299.77 W, 2902 MHz, 14001 MHz, 47
2026/09/13 11:07:47.951, 0 %, 2336 MiB, 149.42 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:48.202, 0 %, 4928 MiB, 149.42 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:48.452, 27 %, 8704 MiB, 103.38 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:48.702, 27 %, 10304 MiB, 103.38 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:48.952, 24 %, 10400 MiB, 118.94 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:49.202, 24 %, 10400 MiB, 118.94 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:49.452, 99 %, 10400 MiB, 270.13 W, 2902 MHz, 13801 MHz, 53
2026/09/13 11:07:49.703, 99 %, 10400 MiB, 270.13 W, 2902 MHz, 13801 MHz, 53
2026/09/13 11:07:49.953, 99 %, 10400 MiB, 413.45 W, 2857 MHz, 13801 MHz, 55
2026/09/13 11:07:50.203, 99 %, 10400 MiB, 413.45 W, 2857 MHz, 13801 MHz, 55
2026/09/13 11:07:50.453, 0 %, 2 MiB, 379.45 W, 2872 MHz, 13801 MHz, 50
2026/09/13 11:07:50.724, 0 %, 544 MiB, 379.45 W, 2872 MHz, 13801 MHz, 50
2026/09/13 11:07:50.974, 0 %, 544 MiB, 241.47 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:51.224, 0 %, 1888 MiB, 241.47 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:51.475, 25 %, 4352 MiB, 105.68 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:51.725, 25 %, 6976 MiB, 105.68 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:51.975, 51 %, 10304 MiB, 108.37 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:52.225, 51 %, 10400 MiB, 108.37 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:52.475, 99 %, 10400 MiB, 167.10 W, 2872 MHz, 13801 MHz, 52
2026/09/13 11:07:52.725, 99 %, 10400 MiB, 167.10 W, 2872 MHz, 13801 MHz, 52
2026/09/13 11:07:52.976, 99 %, 10400 MiB, 300.35 W, 2902 MHz, 13801 MHz, 53
2026/09/13 11:07:53.226, 99 %, 10400 MiB, 300.35 W, 2902 MHz, 13801 MHz, 53
2026/09/13 11:07:53.476, 99 %, 10400 MiB, 415.27 W, 2842 MHz, 13801 MHz, 56
2026/09/13 11:07:53.726, 99 %, 10397 MiB, 415.27 W, 2842 MHz, 13801 MHz, 56
2026/09/13 11:07:53.976, 18 %, 544 MiB, 317.12 W, 2902 MHz, 14001 MHz, 48
2026/09/13 11:07:54.226, 18 %, 544 MiB, 317.12 W, 2902 MHz, 14001 MHz, 48
2026/09/13 11:07:54.476, 0 %, 1696 MiB, 177.73 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:54.727, 0 %, 4224 MiB, 177.73 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:54.977, 27 %, 6848 MiB, 105.20 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:55.227, 27 %, 10304 MiB, 105.20 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:55.477, 4 %, 10496 MiB, 110.59 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:55.727, 4 %, 10496 MiB, 110.59 W, 2902 MHz, 13801 MHz, 46
2026/09/13 11:07:55.977, 99 %, 10496 MiB, 247.66 W, 2865 MHz, 13801 MHz, 53
2026/09/13 11:07:56.228, 99 %, 10496 MiB, 247.66 W, 2865 MHz, 13801 MHz, 53
2026/09/13 11:07:56.478, 99 %, 10496 MiB, 379.46 W, 2887 MHz, 13801 MHz, 59
2026/09/13 11:07:56.728, 99 %, 10496 MiB, 379.46 W, 2887 MHz, 13801 MHz, 59
2026/09/13 11:07:56.978, 99 %, 10496 MiB, 411.80 W, 2865 MHz, 13801 MHz, 56
2026/09/13 11:07:57.228, 99 %, 10493 MiB, 411.80 W, 2865 MHz, 13801 MHz, 56
2026/09/13 11:07:57.478, 0 %, 542 MiB, 303.00 W, 2895 MHz, 14001 MHz, 48
2026/09/13 11:07:57.728, 0 %, 544 MiB, 303.00 W, 2895 MHz, 14001 MHz, 48
2026/09/13 11:07:57.979, 0 %, 1536 MiB, 150.07 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:58.229, 0 %, 4032 MiB, 150.07 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:58.479, 27 %, 6656 MiB, 104.32 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:58.729, 27 %, 10304 MiB, 104.32 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:58.979, 12 %, 10496 MiB, 113.67 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:59.230, 12 %, 10496 MiB, 113.67 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:07:59.480, 99 %, 10496 MiB, 269.50 W, 2842 MHz, 13801 MHz, 53
2026/09/13 11:07:59.730, 99 %, 10496 MiB, 269.50 W, 2842 MHz, 13801 MHz, 53
2026/09/13 11:07:59.980, 100 %, 10496 MiB, 410.66 W, 2887 MHz, 13801 MHz, 58
2026/09/13 11:08:00.230, 100 %, 10496 MiB, 410.66 W, 2887 MHz, 13801 MHz, 58
2026/09/13 11:08:00.480, 99 %, 10496 MiB, 414.76 W, 2865 MHz, 13801 MHz, 56
2026/09/13 11:08:00.730, 99 %, 10496 MiB, 414.76 W, 2865 MHz, 13801 MHz, 56
2026/09/13 11:08:00.981, 18 %, 21 MiB, 313.93 W, 2895 MHz, 14001 MHz, 48
2026/09/13 11:08:01.231, 18 %, 544 MiB, 313.93 W, 2895 MHz, 14001 MHz, 48
2026/09/13 11:08:01.481, 0 %, 544 MiB, 161.75 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:08:01.731, 0 %, 3296 MiB, 161.75 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:08:01.982, 27 %, 5920 MiB, 104.82 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:08:02.232, 27 %, 10304 MiB, 104.82 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:08:02.482, 2 %, 10304 MiB, 111.52 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:08:02.732, 2 %, 10304 MiB, 111.52 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:08:02.982, 99 %, 10304 MiB, 243.12 W, 2887 MHz, 13801 MHz, 53
2026/09/13 11:08:03.232, 99 %, 10304 MiB, 243.12 W, 2887 MHz, 13801 MHz, 53
2026/09/13 11:08:03.483, 98 %, 10304 MiB, 390.54 W, 2895 MHz, 13801 MHz, 56
2026/09/13 11:08:03.733, 98 %, 10304 MiB, 390.54 W, 2895 MHz, 13801 MHz, 56
2026/09/13 11:08:03.983, 20 %, 10304 MiB, 402.45 W, 2865 MHz, 13801 MHz, 52
2026/09/13 11:08:04.233, 20 %, 2 MiB, 402.45 W, 2865 MHz, 13801 MHz, 52
2026/09/13 11:08:04.483, 1 %, 544 MiB, 250.32 W, 2902 MHz, 13801 MHz, 48
2026/09/13 11:08:04.733, 1 %, 544 MiB, 250.32 W, 2902 MHz, 13801 MHz, 48
2026/09/13 11:08:04.983, 36 %, 2624 MiB, 106.28 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:08:05.234, 36 %, 5184 MiB, 106.28 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:08:05.484, 28 %, 10304 MiB, 104.73 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:08:05.734, 28 %, 10304 MiB, 104.73 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:08:05.984, 98 %, 10304 MiB, 150.03 W, 2902 MHz, 13801 MHz, 52
2026/09/13 11:08:06.234, 98 %, 10304 MiB, 150.03 W, 2902 MHz, 13801 MHz, 52
2026/09/13 11:08:06.484, 99 %, 10304 MiB, 279.76 W, 2895 MHz, 13801 MHz, 54
2026/09/13 11:08:06.735, 99 %, 10304 MiB, 279.76 W, 2895 MHz, 13801 MHz, 54
2026/09/13 11:08:06.985, 99 %, 10304 MiB, 415.17 W, 2872 MHz, 13801 MHz, 56
2026/09/13 11:08:07.235, 99 %, 10304 MiB, 415.17 W, 2872 MHz, 13801 MHz, 56
2026/09/13 11:08:07.485, 0 %, 10301 MiB, 362.24 W, 2872 MHz, 13801 MHz, 49
2026/09/13 11:08:07.735, 0 %, 510 MiB, 362.24 W, 2872 MHz, 13801 MHz, 49
2026/09/13 11:08:07.985, 0 %, 544 MiB, 198.68 W, 2902 MHz, 13801 MHz, 48
2026/09/13 11:08:08.235, 0 %, 1472 MiB, 198.68 W, 2902 MHz, 13801 MHz, 48
2026/09/13 11:08:08.486, 24 %, 3968 MiB, 105.51 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:08:08.736, 24 %, 6592 MiB, 105.51 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:08:08.986, 74 %, 10304 MiB, 110.82 W, 2902 MHz, 13801 MHz, 49
2026/09/13 11:08:09.236, 74 %, 10400 MiB, 110.82 W, 2902 MHz, 13801 MHz, 49
2026/09/13 11:08:09.486, 99 %, 10400 MiB, 190.94 W, 2872 MHz, 13801 MHz, 53
2026/09/13 11:08:09.736, 99 %, 10400 MiB, 190.94 W, 2872 MHz, 13801 MHz, 53
2026/09/13 11:08:09.986, 99 %, 10400 MiB, 328.66 W, 2887 MHz, 13801 MHz, 54
2026/09/13 11:08:10.237, 99 %, 10400 MiB, 328.66 W, 2887 MHz, 13801 MHz, 54
2026/09/13 11:08:10.487, 99 %, 10400 MiB, 415.21 W, 2827 MHz, 13801 MHz, 57
2026/09/13 11:08:10.737, 99 %, 10400 MiB, 415.21 W, 2827 MHz, 13801 MHz, 57
2026/09/13 11:08:10.987, 11 %, 2 MiB, 331.74 W, 2880 MHz, 13801 MHz, 49
2026/09/13 11:08:11.238, 11 %, 544 MiB, 331.74 W, 2880 MHz, 13801 MHz, 49
2026/09/13 11:08:11.488, 0 %, 544 MiB, 159.89 W, 2902 MHz, 13801 MHz, 48
2026/09/13 11:08:11.738, 0 %, 2688 MiB, 159.89 W, 2902 MHz, 13801 MHz, 48
2026/09/13 11:08:11.988, 27 %, 5280 MiB, 105.95 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:08:12.238, 27 %, 10304 MiB, 105.95 W, 2902 MHz, 13801 MHz, 47
2026/09/13 11:08:12.489, 4 %, 10304 MiB, 112.16 W, 2902 MHz, 13801 MHz, 48
2026/09/13 11:08:12.739, 4 %, 10400 MiB, 112.16 W, 2902 MHz, 13801 MHz, 48
2026/09/13 11:08:12.989, 99 %, 10400 MiB, 225.85 W, 2850 MHz, 13801 MHz, 54
2026/09/13 11:08:13.239, 99 %, 10400 MiB, 225.85 W, 2850 MHz, 13801 MHz, 54
2026/09/13 11:08:13.489, 99 %, 10400 MiB, 368.20 W, 2887 MHz, 13801 MHz, 54
2026/09/13 11:08:13.739, 99 %, 10400 MiB, 368.20 W, 2887 MHz, 13801 MHz, 54
2026/09/13 11:08:13.989, 92 %, 10400 MiB, 418.70 W, 2865 MHz, 13801 MHz, 57
2026/09/13 11:08:14.240, 92 %, 2 MiB, 418.70 W, 2865 MHz, 13801 MHz, 57
2026/09/13 11:08:14.490, 0 %, 544 MiB, 287.93 W, 2902 MHz, 14001 MHz, 49
2026/09/13 11:08:14.740, 0 %, 544 MiB, 287.93 W, 2902 MHz, 14001 MHz, 49
2026/09/13 11:08:14.990, 6 %, 2080 MiB, 106.14 W, 2902 MHz, 13801 MHz, 48
2026/09/13 11:08:15.240, 6 %, 4608 MiB, 106.14 W, 2902 MHz, 13801 MHz, 48
2026/09/13 11:08:15.490, 27 %, 7200 MiB, 103.50 W, 2902 MHz, 13801 MHz, 48
2026/09/13 11:08:15.741, 27 %, 10304 MiB, 103.50 W, 2902 MHz, 13801 MHz, 48
2026/09/13 11:08:15.991, 53 %, 10400 MiB, 131.81 W, 2902 MHz, 13801 MHz, 50
2026/09/13 11:08:16.241, 53 %, 10400 MiB, 131.81 W, 2902 MHz, 13801 MHz, 50
2026/09/13 11:08:16.491, 99 %, 10400 MiB, 277.91 W, 2887 MHz, 13801 MHz, 54
2026/09/13 11:08:16.741, 99 %, 10400 MiB, 277.91 W, 2887 MHz, 13801 MHz, 54
2026/09/13 11:08:16.991, 99 %, 10400 MiB, 398.99 W, 2887 MHz, 13801 MHz, 57
2026/09/13 11:08:17.241, 99 %, 10400 MiB, 398.99 W, 2887 MHz, 13801 MHz, 57
2026/09/13 11:08:17.491, 0 %, 10400 MiB, 392.69 W, 2865 MHz, 13801 MHz, 52
