timestamp, clocks.current.sm [MHz], temperature.gpu, power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/09/23 14:19:31.586, 2100 MHz, 71, 171.80 W, 100 %, 8217 MiB
2026/09/23 14:19:31.836, 2100 MHz, 71, 171.80 W, 100 %, 8217 MiB
2026/09/23 14:19:32.086, 2152 MHz, 70, 166.09 W, 100 %, 8921 MiB
2026/09/23 14:19:32.336, 2152 MHz, 70, 166.09 W, 100 %, 8921 MiB
2026/09/23 14:19:32.587, 1980 MHz, 70, 168.62 W, 98 %, 8921 MiB
2026/09/23 14:19:32.837, 1980 MHz, 70, 168.62 W, 98 %, 8921 MiB
2026/09/23 14:19:33.087, 2010 MHz, 72, 173.95 W, 100 %, 8921 MiB
2026/09/23 14:19:33.337, 2010 MHz, 72, 173.95 W, 100 %, 8921 MiB
2026/09/23 14:19:33.588, 2152 MHz, 72, 158.51 W, 100 %, 8921 MiB
2026/09/23 14:19:33.838, 2152 MHz, 72, 158.51 W, 100 %, 8921 MiB
2026/09/23 14:19:34.088, 2100 MHz, 71, 169.84 W, 99 %, 8921 MiB
2026/09/23 14:19:34.338, 2100 MHz, 71, 169.84 W, 99 %, 8921 MiB
2026/09/23 14:19:34.588, 2002 MHz, 73, 176.20 W, 100 %, 8921 MiB
2026/09/23 14:19:34.838, 2002 MHz, 73, 176.20 W, 100 %, 8921 MiB
2026/09/23 14:19:35.089, 2107 MHz, 73, 159.83 W, 100 %, 8921 MiB
2026/09/23 14:19:35.339, 2107 MHz, 73, 159.83 W, 100 %, 8921 MiB
2026/09/23 14:19:35.589, 2032 MHz, 72, 163.91 W, 100 %, 8921 MiB
2026/09/23 14:19:35.839, 2032 MHz, 72, 163.91 W, 100 %, 8921 MiB
2026/09/23 14:19:36.090, 2025 MHz, 74, 165.43 W, 100 %, 9497 MiB
2026/09/23 14:19:36.340, 2025 MHz, 74, 165.43 W, 100 %, 9497 MiB
2026/09/23 14:19:36.590, 2025 MHz, 73, 172.99 W, 100 %, 9497 MiB
2026/09/23 14:19:36.841, 2025 MHz, 73, 172.99 W, 100 %, 9497 MiB
2026/09/23 14:19:37.091, 1792 MHz, 65, 159.56 W, 16 %, 9497 MiB
2026/09/23 14:19:37.341, 1792 MHz, 65, 159.56 W, 16 %, 15 MiB
2026/09/23 14:19:37.602, 1650 MHz, 62, 92.27 W, 1 %, 313 MiB
2026/09/23 14:19:37.852, 1650 MHz, 62, 92.27 W, 1 %, 1177 MiB
2026/09/23 14:19:38.102, 1627 MHz, 61, 35.44 W, 19 %, 2361 MiB
2026/09/23 14:19:38.353, 1627 MHz, 61, 35.44 W, 19 %, 3577 MiB
2026/09/23 14:19:38.603, 1642 MHz, 61, 31.23 W, 21 %, 4889 MiB
2026/09/23 14:19:38.853, 1642 MHz, 61, 31.23 W, 21 %, 7705 MiB
2026/09/23 14:19:39.103, 2025 MHz, 72, 63.53 W, 100 %, 8217 MiB
2026/09/23 14:19:39.354, 2025 MHz, 72, 63.53 W, 100 %, 8217 MiB
2026/09/23 14:19:39.604, 2280 MHz, 70, 131.60 W, 95 %, 8217 MiB
2026/09/23 14:19:39.854, 2280 MHz, 70, 131.60 W, 95 %, 8217 MiB
2026/09/23 14:19:40.104, 2092 MHz, 67, 163.40 W, 37 %, 8217 MiB
2026/09/23 14:19:40.354, 2092 MHz, 67, 163.40 W, 37 %, 8217 MiB
2026/09/23 14:19:40.604, 2085 MHz, 74, 169.00 W, 98 %, 8217 MiB
2026/09/23 14:19:40.855, 2085 MHz, 74, 169.00 W, 98 %, 8217 MiB
2026/09/23 14:19:41.105, 2220 MHz, 71, 156.62 W, 98 %, 8921 MiB
2026/09/23 14:19:41.355, 2220 MHz, 71, 156.62 W, 98 %, 8921 MiB
2026/09/23 14:19:41.605, 2085 MHz, 76, 172.19 W, 100 %, 8921 MiB
2026/09/23 14:19:41.855, 2085 MHz, 76, 172.19 W, 100 %, 8921 MiB
2026/09/23 14:19:42.106, 1912 MHz, 74, 172.96 W, 100 %, 8921 MiB
2026/09/23 14:19:42.356, 1912 MHz, 74, 172.96 W, 100 %, 8921 MiB
2026/09/23 14:19:42.606, 2175 MHz, 72, 160.95 W, 98 %, 8921 MiB
2026/09/23 14:19:42.856, 2175 MHz, 72, 160.95 W, 98 %, 8921 MiB
2026/09/23 14:19:43.106, 2070 MHz, 77, 171.84 W, 100 %, 8921 MiB
2026/09/23 14:19:43.357, 2070 MHz, 77, 171.84 W, 100 %, 8921 MiB
2026/09/23 14:19:43.607, 1905 MHz, 75, 173.70 W, 100 %, 8921 MiB
2026/09/23 14:19:43.857, 1905 MHz, 75, 173.70 W, 100 %, 8921 MiB
2026/09/23 14:19:44.107, 2032 MHz, 76, 158.35 W, 100 %, 8921 MiB
2026/09/23 14:19:44.357, 2032 MHz, 76, 158.35 W, 100 %, 8921 MiB
2026/09/23 14:19:44.607, 2002 MHz, 73, 166.57 W, 95 %, 8921 MiB
2026/09/23 14:19:44.858, 2002 MHz, 73, 166.57 W, 95 %, 8921 MiB
2026/09/23 14:19:45.108, 1867 MHz, 69, 164.42 W, 34 %, 9497 MiB
2026/09/23 14:19:45.358, 1867 MHz, 69, 164.42 W, 34 %, 9497 MiB
2026/09/23 14:19:45.608, 2085 MHz, 77, 171.81 W, 100 %, 9497 MiB
2026/09/23 14:19:45.858, 2085 MHz, 77, 171.81 W, 100 %, 9497 MiB
2026/09/23 14:19:46.108, 1732 MHz, 72, 166.79 W, 93 %, 9497 MiB
2026/09/23 14:19:46.359, 1732 MHz, 72, 166.79 W, 93 %, 15 MiB
2026/09/23 14:19:46.609, 1582 MHz, 66, 118.61 W, 0 %, 33 MiB
2026/09/23 14:19:46.859, 1582 MHz, 66, 118.61 W, 0 %, 313 MiB
2026/09/23 14:19:47.109, 1597 MHz, 64, 55.42 W, 28 %, 1337 MiB
2026/09/23 14:19:47.360, 1597 MHz, 64, 55.42 W, 28 %, 2425 MiB
2026/09/23 14:19:47.610, 1620 MHz, 64, 31.68 W, 16 %, 3385 MiB
2026/09/23 14:19:47.860, 1620 MHz, 64, 31.68 W, 16 %, 4345 MiB
2026/09/23 14:19:48.110, 1612 MHz, 66, 37.67 W, 60 %, 7001 MiB
2026/09/23 14:19:48.360, 1612 MHz, 66, 37.67 W, 60 %, 7001 MiB
2026/09/23 14:19:48.610, 2362 MHz, 72, 100.76 W, 91 %, 7225 MiB
2026/09/23 14:19:48.861, 2362 MHz, 72, 100.76 W, 91 %, 7225 MiB
2026/09/23 14:19:49.111, 2332 MHz, 67, 154.94 W, 7 %, 7225 MiB
2026/09/23 14:19:49.361, 2332 MHz, 67, 154.94 W, 7 %, 15 MiB
2026/09/23 14:19:49.612, 1627 MHz, 64, 92.39 W, 1 %, 313 MiB
2026/09/23 14:19:49.862, 1627 MHz, 64, 92.39 W, 1 %, 1113 MiB
2026/09/23 14:19:50.113, 1612 MHz, 64, 33.82 W, 16 %, 2105 MiB
2026/09/23 14:19:50.363, 1612 MHz, 64, 33.82 W, 16 %, 3129 MiB
2026/09/23 14:19:50.613, 1635 MHz, 64, 31.31 W, 14 %, 4025 MiB
2026/09/23 14:19:50.863, 1635 MHz, 64, 31.31 W, 14 %, 7001 MiB
2026/09/23 14:19:51.113, 2107 MHz, 74, 57.89 W, 100 %, 7641 MiB
2026/09/23 14:19:51.363, 2107 MHz, 74, 57.89 W, 100 %, 7641 MiB
2026/09/23 14:19:51.614, 2107 MHz, 73, 136.14 W, 91 %, 7705 MiB
2026/09/23 14:19:51.864, 2107 MHz, 73, 136.14 W, 91 %, 7705 MiB
2026/09/23 14:19:52.114, 1957 MHz, 76, 172.83 W, 98 %, 7705 MiB
2026/09/23 14:19:52.364, 1957 MHz, 76, 172.83 W, 98 %, 9113 MiB
2026/09/23 14:19:52.614, 2070 MHz, 78, 172.35 W, 100 %, 9113 MiB
2026/09/23 14:19:52.865, 2070 MHz, 78, 172.35 W, 100 %, 9113 MiB
2026/09/23 14:19:53.115, 1897 MHz, 76, 174.45 W, 100 %, 9113 MiB
2026/09/23 14:19:53.365, 1897 MHz, 76, 174.45 W, 100 %, 9113 MiB
2026/09/23 14:19:53.615, 2287 MHz, 74, 171.04 W, 94 %, 9113 MiB
2026/09/23 14:19:53.865, 2287 MHz, 74, 171.04 W, 94 %, 9113 MiB
2026/09/23 14:19:54.115, 1590 MHz, 66, 126.84 W, 16 %, 32 MiB
2026/09/23 14:19:54.367, 1590 MHz, 66, 126.84 W, 16 %, 313 MiB
2026/09/23 14:19:54.618, 1590 MHz, 65, 50.41 W, 29 %, 1401 MiB
2026/09/23 14:19:54.868, 1590 MHz, 65, 50.41 W, 29 %, 2649 MiB
2026/09/23 14:19:55.118, 1665 MHz, 64, 31.97 W, 19 %, 3865 MiB
2026/09/23 14:19:55.368, 1665 MHz, 64, 31.97 W, 19 %, 7001 MiB
2026/09/23 14:19:55.618, 2100 MHz, 72, 62.24 W, 98 %, 7353 MiB
2026/09/23 14:19:55.868, 2100 MHz, 72, 62.24 W, 98 %, 7385 MiB
2026/09/23 14:19:56.119, 2115 MHz, 73, 136.94 W, 93 %, 7993 MiB
2026/09/23 14:19:56.369, 2115 MHz, 73, 136.94 W, 93 %, 7993 MiB
2026/09/23 14:19:56.619, 1920 MHz, 73, 173.03 W, 87 %, 7993 MiB
2026/09/23 14:19:56.869, 1920 MHz, 73, 173.03 W, 87 %, 7993 MiB
2026/09/23 14:19:57.119, 2325 MHz, 75, 170.93 W, 97 %, 7993 MiB
2026/09/23 14:19:57.369, 2325 MHz, 75, 170.93 W, 97 %, 7993 MiB
2026/09/23 14:19:57.620, 2175 MHz, 75, 170.06 W, 100 %, 7993 MiB
2026/09/23 14:19:57.870, 2175 MHz, 75, 170.06 W, 100 %, 7993 MiB
2026/09/23 14:19:58.120, 2302 MHz, 68, 154.36 W, 0 %, 7993 MiB
2026/09/23 14:19:58.370, 2302 MHz, 68, 154.36 W, 0 %, 15 MiB
2026/09/23 14:19:58.630, 1635 MHz, 66, 89.18 W, 1 %, 313 MiB
2026/09/23 14:19:58.881, 1635 MHz, 66, 89.18 W, 1 %, 1177 MiB
2026/09/23 14:19:59.131, 1612 MHz, 65, 32.66 W, 17 %, 2361 MiB
2026/09/23 14:19:59.381, 1612 MHz, 65, 32.66 W, 17 %, 3577 MiB
2026/09/23 14:19:59.631, 1650 MHz, 65, 31.99 W, 19 %, 4889 MiB
2026/09/23 14:19:59.881, 1650 MHz, 65, 31.99 W, 19 %, 7001 MiB
2026/09/23 14:20:00.132, 2317 MHz, 74, 81.15 W, 96 %, 7001 MiB
2026/09/23 14:20:00.382, 2317 MHz, 74, 81.15 W, 96 %, 7225 MiB
2026/09/23 14:20:00.632, 2280 MHz, 73, 147.46 W, 94 %, 7225 MiB
2026/09/23 14:20:00.882, 2280 MHz, 73, 147.46 W, 94 %, 15 MiB
2026/09/23 14:20:01.149, 1582 MHz, 66, 114.35 W, 0 %, 47 MiB
2026/09/23 14:20:01.399, 1582 MHz, 66, 114.35 W, 0 %, 313 MiB
2026/09/23 14:20:01.649, 1582 MHz, 65, 41.00 W, 30 %, 1593 MiB
2026/09/23 14:20:01.899, 1582 MHz, 65, 41.00 W, 30 %, 2841 MiB
2026/09/23 14:20:02.149, 1665 MHz, 64, 31.97 W, 19 %, 4025 MiB
2026/09/23 14:20:02.400, 1665 MHz, 64, 31.97 W, 19 %, 6329 MiB
2026/09/23 14:20:02.650, 1905 MHz, 69, 40.70 W, 43 %, 7001 MiB
2026/09/23 14:20:02.900, 1905 MHz, 69, 40.70 W, 43 %, 7001 MiB
2026/09/23 14:20:03.150, 2332 MHz, 73, 107.72 W, 95 %, 7001 MiB
2026/09/23 14:20:03.401, 2332 MHz, 73, 107.72 W, 95 %, 7001 MiB
2026/09/23 14:20:03.651, 2152 MHz, 72, 174.71 W, 91 %, 7001 MiB
2026/09/23 14:20:03.901, 2152 MHz, 72, 174.71 W, 91 %, 7033 MiB
2026/09/23 14:20:04.151, 2370 MHz, 74, 171.74 W, 94 %, 7033 MiB
2026/09/23 14:20:04.401, 2370 MHz, 74, 171.74 W, 94 %, 7033 MiB
2026/09/23 14:20:04.651, 2227 MHz, 73, 172.07 W, 91 %, 7033 MiB
2026/09/23 14:20:04.901, 2227 MHz, 73, 172.07 W, 91 %, 7033 MiB
2026/09/23 14:20:05.152, 2392 MHz, 77, 170.96 W, 99 %, 7769 MiB
2026/09/23 14:20:05.402, 2392 MHz, 77, 170.96 W, 99 %, 7801 MiB
2026/09/23 14:20:05.652, 2145 MHz, 75, 162.66 W, 83 %, 7801 MiB
2026/09/23 14:20:05.902, 2145 MHz, 75, 162.66 W, 83 %, 7801 MiB
2026/09/23 14:20:06.152, 2385 MHz, 77, 156.64 W, 100 %, 7801 MiB
2026/09/23 14:20:06.403, 2385 MHz, 77, 156.64 W, 100 %, 7801 MiB
2026/09/23 14:20:06.653, 2257 MHz, 75, 160.76 W, 98 %, 7801 MiB
2026/09/23 14:20:06.903, 2257 MHz, 75, 160.76 W, 98 %, 7801 MiB
2026/09/23 14:20:07.153, 2265 MHz, 76, 171.30 W, 99 %, 7801 MiB
2026/09/23 14:20:07.404, 2265 MHz, 76, 171.30 W, 99 %, 7801 MiB
2026/09/23 14:20:07.654, 2227 MHz, 75, 171.18 W, 99 %, 7801 MiB
2026/09/23 14:20:07.904, 2227 MHz, 75, 171.18 W, 99 %, 7801 MiB
2026/09/23 14:20:08.154, 2272 MHz, 76, 169.62 W, 96 %, 7801 MiB
2026/09/23 14:20:08.404, 2272 MHz, 76, 169.62 W, 96 %, 7801 MiB
2026/09/23 14:20:08.655, 2392 MHz, 78, 171.39 W, 99 %, 8409 MiB
2026/09/23 14:20:08.905, 2392 MHz, 78, 171.39 W, 99 %, 8633 MiB
2026/09/23 14:20:09.155, 2167 MHz, 76, 167.16 W, 90 %, 8633 MiB
2026/09/23 14:20:09.405, 2167 MHz, 76, 167.16 W, 90 %, 8633 MiB
2026/09/23 14:20:09.655, 2287 MHz, 76, 170.81 W, 89 %, 8633 MiB
2026/09/23 14:20:09.905, 2287 MHz, 76, 170.81 W, 89 %, 8633 MiB
2026/09/23 14:20:10.156, 2265 MHz, 76, 170.95 W, 97 %, 8633 MiB
2026/09/23 14:20:10.406, 2265 MHz, 76, 170.95 W, 97 %, 8633 MiB
2026/09/23 14:20:10.656, 2377 MHz, 78, 170.98 W, 99 %, 8633 MiB
2026/09/23 14:20:10.906, 2377 MHz, 78, 170.98 W, 99 %, 8633 MiB
2026/09/23 14:20:11.156, 2130 MHz, 75, 162.58 W, 76 %, 8630 MiB
2026/09/23 14:20:11.407, 2130 MHz, 75, 162.58 W, 76 %, 32 MiB
2026/09/23 14:20:11.657, 1635 MHz, 68, 103.62 W, 2 %, 313 MiB
2026/09/23 14:20:11.907, 1635 MHz, 68, 103.62 W, 2 %, 1401 MiB
2026/09/23 14:20:12.158, 1635 MHz, 67, 45.72 W, 20 %, 2681 MiB
2026/09/23 14:20:12.408, 1635 MHz, 67, 45.72 W, 20 %, 3865 MiB
2026/09/23 14:20:12.658, 1627 MHz, 67, 32.33 W, 20 %, 6329 MiB
2026/09/23 14:20:12.908, 1627 MHz, 67, 32.33 W, 20 %, 7097 MiB
2026/09/23 14:20:13.158, 2055 MHz, 74, 72.64 W, 95 %, 7097 MiB
2026/09/23 14:20:13.409, 2055 MHz, 74, 72.64 W, 95 %, 7097 MiB
2026/09/23 14:20:13.659, 1950 MHz, 75, 130.37 W, 97 %, 7097 MiB
2026/09/23 14:20:13.909, 1950 MHz, 75, 130.37 W, 97 %, 7097 MiB
2026/09/23 14:20:14.159, 1905 MHz, 75, 168.41 W, 97 %, 7097 MiB
2026/09/23 14:20:14.409, 1905 MHz, 75, 168.41 W, 97 %, 7097 MiB
2026/09/23 14:20:14.660, 2010 MHz, 76, 168.47 W, 93 %, 7097 MiB
2026/09/23 14:20:14.910, 2010 MHz, 76, 168.47 W, 93 %, 7321 MiB
2026/09/23 14:20:15.160, 1995 MHz, 77, 168.80 W, 95 %, 7353 MiB
2026/09/23 14:20:15.410, 1995 MHz, 77, 168.80 W, 95 %, 7353 MiB
2026/09/23 14:20:15.661, 1830 MHz, 78, 167.68 W, 95 %, 7353 MiB
2026/09/23 14:20:15.911, 1830 MHz, 78, 167.68 W, 95 %, 7353 MiB
2026/09/23 14:20:16.161, 1897 MHz, 78, 166.33 W, 95 %, 7353 MiB
2026/09/23 14:20:16.411, 1897 MHz, 78, 166.33 W, 95 %, 7353 MiB
2026/09/23 14:20:16.661, 1920 MHz, 77, 166.38 W, 98 %, 7353 MiB
2026/09/23 14:20:16.912, 1920 MHz, 77, 166.38 W, 98 %, 7353 MiB
2026/09/23 14:20:17.162, 2077 MHz, 78, 166.14 W, 100 %, 7353 MiB
2026/09/23 14:20:17.412, 2077 MHz, 78, 166.14 W, 100 %, 7353 MiB
2026/09/23 14:20:17.662, 1935 MHz, 78, 167.98 W, 99 %, 7545 MiB
2026/09/23 14:20:17.912, 1935 MHz, 78, 167.98 W, 99 %, 7769 MiB
2026/09/23 14:20:18.162, 1800 MHz, 79, 169.00 W, 96 %, 7769 MiB
2026/09/23 14:20:18.413, 1800 MHz, 79, 169.00 W, 96 %, 7769 MiB
2026/09/23 14:20:18.663, 1912 MHz, 77, 169.28 W, 98 %, 7769 MiB
2026/09/23 14:20:18.913, 1912 MHz, 77, 169.28 W, 98 %, 7769 MiB
2026/09/23 14:20:19.163, 2152 MHz, 79, 166.07 W, 96 %, 7769 MiB
2026/09/23 14:20:19.414, 2152 MHz, 79, 166.07 W, 96 %, 7769 MiB
2026/09/23 14:20:19.664, 1800 MHz, 76, 163.84 W, 74 %, 15 MiB
2026/09/23 14:20:19.933, 1800 MHz, 76, 163.84 W, 74 %, 15 MiB
2026/09/23 14:20:20.183, 1582 MHz, 69, 104.00 W, 0 %, 15 MiB
2026/09/23 14:20:20.433, 1582 MHz, 69, 104.00 W, 0 %, 15 MiB
2026/09/23 14:20:20.684, 1582 MHz, 68, 42.36 W, 0 %, 15 MiB
2026/09/23 14:20:20.934, 1582 MHz, 68, 42.36 W, 0 %, 15 MiB
2026/09/23 14:20:21.184, 1582 MHz, 68, 31.68 W, 0 %, 15 MiB
2026/09/23 14:20:21.434, 1582 MHz, 68, 31.68 W, 0 %, 15 MiB
2026/09/23 14:20:21.684, 1582 MHz, 67, 28.44 W, 0 %, 15 MiB
2026/09/23 14:20:21.934, 1582 MHz, 67, 28.44 W, 0 %, 15 MiB
2026/09/23 14:20:22.185, 180 MHz, 66, 25.08 W, 0 %, 15 MiB
2026/09/23 14:20:22.435, 180 MHz, 66, 25.08 W, 0 %, 15 MiB
2026/09/23 14:20:22.685, 180 MHz, 66, 18.99 W, 0 %, 15 MiB
2026/09/23 14:20:22.935, 180 MHz, 66, 18.99 W, 0 %, 15 MiB
2026/09/23 14:20:23.185, 180 MHz, 66, 18.69 W, 0 %, 15 MiB
2026/09/23 14:20:23.435, 180 MHz, 66, 18.69 W, 0 %, 15 MiB
2026/09/23 14:20:23.686, 180 MHz, 65, 18.33 W, 0 %, 15 MiB
2026/09/23 14:20:23.936, 180 MHz, 65, 18.33 W, 0 %, 15 MiB
2026/09/23 14:20:24.186, 180 MHz, 65, 18.02 W, 0 %, 15 MiB
2026/09/23 14:20:24.436, 180 MHz, 65, 18.02 W, 0 %, 15 MiB
2026/09/23 14:20:24.687, 180 MHz, 65, 18.11 W, 0 %, 15 MiB
2026/09/23 14:20:24.937, 180 MHz, 65, 18.11 W, 0 %, 15 MiB
2026/09/23 14:20:25.187, 180 MHz, 65, 18.03 W, 0 %, 15 MiB
2026/09/23 14:20:25.437, 180 MHz, 65, 18.03 W, 0 %, 15 MiB
2026/09/23 14:20:25.687, 180 MHz, 65, 17.92 W, 0 %, 15 MiB
2026/09/23 14:20:25.938, 180 MHz, 65, 17.92 W, 0 %, 15 MiB
2026/09/23 14:20:26.188, 180 MHz, 64, 17.88 W, 0 %, 15 MiB
2026/09/23 14:20:26.438, 180 MHz, 64, 17.88 W, 0 %, 15 MiB
2026/09/23 14:20:26.688, 180 MHz, 64, 17.87 W, 0 %, 15 MiB
2026/09/23 14:20:26.938, 180 MHz, 64, 17.87 W, 0 %, 15 MiB
2026/09/23 14:20:27.189, 180 MHz, 64, 17.86 W, 0 %, 15 MiB
2026/09/23 14:20:27.439, 180 MHz, 64, 17.86 W, 0 %, 15 MiB
2026/09/23 14:20:27.689, 180 MHz, 64, 17.90 W, 0 %, 15 MiB
2026/09/23 14:20:27.939, 180 MHz, 64, 17.90 W, 0 %, 15 MiB
2026/09/23 14:20:28.190, 180 MHz, 64, 17.88 W, 0 %, 15 MiB
2026/09/23 14:20:28.440, 180 MHz, 64, 17.88 W, 0 %, 15 MiB
2026/09/23 14:20:28.690, 180 MHz, 64, 17.88 W, 0 %, 15 MiB
2026/09/23 14:20:28.940, 180 MHz, 64, 17.88 W, 0 %, 15 MiB
2026/09/23 14:20:29.190, 180 MHz, 63, 14.65 W, 0 %, 15 MiB
2026/09/23 14:20:29.441, 180 MHz, 63, 14.65 W, 0 %, 15 MiB
2026/09/23 14:20:29.691, 180 MHz, 63, 14.65 W, 0 %, 15 MiB
2026/09/23 14:20:29.941, 180 MHz, 63, 14.65 W, 0 %, 15 MiB
2026/09/23 14:20:30.191, 180 MHz, 63, 9.90 W, 0 %, 15 MiB
2026/09/23 14:20:30.442, 180 MHz, 63, 9.90 W, 0 %, 15 MiB
2026/09/23 14:20:30.692, 180 MHz, 63, 9.90 W, 0 %, 15 MiB
2026/09/23 14:20:30.942, 180 MHz, 63, 9.90 W, 0 %, 15 MiB
2026/09/23 14:20:31.192, 180 MHz, 62, 9.70 W, 0 %, 15 MiB
2026/09/23 14:20:31.442, 180 MHz, 62, 9.70 W, 0 %, 15 MiB
2026/09/23 14:20:31.692, 180 MHz, 62, 9.70 W, 0 %, 15 MiB
2026/09/23 14:20:31.943, 180 MHz, 62, 9.70 W, 0 %, 15 MiB
2026/09/23 14:20:32.193, 180 MHz, 62, 9.77 W, 0 %, 15 MiB
2026/09/23 14:20:32.443, 180 MHz, 62, 9.77 W, 0 %, 15 MiB
2026/09/23 14:20:32.693, 180 MHz, 62, 9.77 W, 0 %, 15 MiB
2026/09/23 14:20:32.943, 180 MHz, 62, 9.77 W, 0 %, 15 MiB
2026/09/23 14:20:33.194, 180 MHz, 62, 9.72 W, 0 %, 15 MiB
2026/09/23 14:20:33.444, 180 MHz, 62, 9.72 W, 0 %, 15 MiB
2026/09/23 14:20:33.694, 180 MHz, 62, 9.72 W, 0 %, 15 MiB
2026/09/23 14:20:33.944, 180 MHz, 62, 9.72 W, 0 %, 15 MiB
2026/09/23 14:20:34.194, 180 MHz, 62, 9.51 W, 0 %, 15 MiB
2026/09/23 14:20:34.444, 180 MHz, 62, 9.51 W, 0 %, 15 MiB
2026/09/23 14:20:34.695, 180 MHz, 62, 9.51 W, 0 %, 15 MiB
2026/09/23 14:20:34.945, 180 MHz, 62, 9.51 W, 0 %, 15 MiB
2026/09/23 14:20:35.195, 180 MHz, 61, 9.59 W, 0 %, 15 MiB
2026/09/23 14:20:35.445, 180 MHz, 61, 9.59 W, 0 %, 15 MiB
2026/09/23 14:20:35.695, 180 MHz, 61, 9.59 W, 0 %, 15 MiB
2026/09/23 14:20:35.946, 180 MHz, 61, 9.59 W, 0 %, 15 MiB
2026/09/23 14:20:36.196, 180 MHz, 61, 9.65 W, 0 %, 15 MiB
2026/09/23 14:20:36.446, 180 MHz, 61, 9.65 W, 0 %, 15 MiB
2026/09/23 14:20:36.696, 180 MHz, 61, 9.65 W, 0 %, 15 MiB
2026/09/23 14:20:36.946, 180 MHz, 61, 9.65 W, 0 %, 15 MiB
2026/09/23 14:20:37.196, 180 MHz, 61, 9.92 W, 0 %, 15 MiB
2026/09/23 14:20:37.447, 180 MHz, 61, 9.92 W, 0 %, 15 MiB
2026/09/23 14:20:37.697, 180 MHz, 61, 9.92 W, 0 %, 15 MiB
2026/09/23 14:20:37.947, 180 MHz, 61, 9.92 W, 0 %, 15 MiB
2026/09/23 14:20:38.197, 180 MHz, 60, 10.05 W, 0 %, 15 MiB
2026/09/23 14:20:38.448, 180 MHz, 60, 10.05 W, 0 %, 15 MiB
2026/09/23 14:20:38.698, 180 MHz, 60, 10.05 W, 0 %, 15 MiB
2026/09/23 14:20:38.948, 180 MHz, 60, 10.05 W, 0 %, 15 MiB
2026/09/23 14:20:39.198, 180 MHz, 60, 10.12 W, 0 %, 15 MiB
2026/09/23 14:20:39.449, 180 MHz, 60, 10.12 W, 0 %, 15 MiB
2026/09/23 14:20:39.699, 180 MHz, 60, 10.12 W, 0 %, 15 MiB
2026/09/23 14:20:39.949, 180 MHz, 60, 10.12 W, 0 %, 15 MiB
2026/09/23 14:20:40.199, 172 MHz, 60, 10.11 W, 0 %, 15 MiB
2026/09/23 14:20:40.449, 172 MHz, 60, 10.11 W, 0 %, 15 MiB
2026/09/23 14:20:40.700, 172 MHz, 60, 10.11 W, 0 %, 15 MiB
2026/09/23 14:20:40.950, 172 MHz, 60, 10.11 W, 0 %, 15 MiB
2026/09/23 14:20:41.200, 180 MHz, 60, 10.13 W, 0 %, 15 MiB
2026/09/23 14:20:41.450, 180 MHz, 60, 10.13 W, 0 %, 15 MiB
2026/09/23 14:20:41.701, 180 MHz, 60, 10.13 W, 0 %, 15 MiB
2026/09/23 14:20:41.951, 180 MHz, 60, 10.13 W, 0 %, 15 MiB
2026/09/23 14:20:42.201, 180 MHz, 59, 9.97 W, 0 %, 15 MiB
2026/09/23 14:20:42.451, 180 MHz, 59, 9.97 W, 0 %, 15 MiB
2026/09/23 14:20:42.702, 180 MHz, 59, 9.97 W, 0 %, 15 MiB
