timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz], temperature.gpu
2026/09/13 18:54:32.138, 93 %, 10592 MiB, 351.78 W, 2902 MHz, 62
2026/09/13 18:54:32.389, 86 %, 10592 MiB, 420.74 W, 2872 MHz, 63
2026/09/13 18:54:32.639, 86 %, 2 MiB, 420.74 W, 2872 MHz, 63
2026/09/13 18:54:32.889, 18 %, 544 MiB, 294.46 W, 2910 MHz, 54
2026/09/13 18:54:33.139, 18 %, 544 MiB, 294.46 W, 2910 MHz, 54
2026/09/13 18:54:33.389, 0 %, 2112 MiB, 143.71 W, 2910 MHz, 53
2026/09/13 18:54:33.639, 0 %, 4608 MiB, 143.71 W, 2910 MHz, 53
2026/09/13 18:54:33.890, 26 %, 6976 MiB, 96.16 W, 2910 MHz, 53
2026/09/13 18:54:34.140, 26 %, 10304 MiB, 96.16 W, 2910 MHz, 53
2026/09/13 18:54:34.390, 4 %, 10304 MiB, 102.47 W, 2910 MHz, 53
2026/09/13 18:54:34.640, 4 %, 10304 MiB, 102.47 W, 2910 MHz, 53
2026/09/13 18:54:34.890, 99 %, 10304 MiB, 254.76 W, 2902 MHz, 60
2026/09/13 18:54:35.140, 99 %, 10304 MiB, 254.76 W, 2902 MHz, 60
2026/09/13 18:54:35.390, 97 %, 10304 MiB, 415.26 W, 2895 MHz, 63
2026/09/13 18:54:35.641, 97 %, 10304 MiB, 415.26 W, 2895 MHz, 63
2026/09/13 18:54:35.891, 98 %, 10304 MiB, 415.51 W, 2872 MHz, 60
2026/09/13 18:54:36.141, 98 %, 21 MiB, 415.51 W, 2872 MHz, 60
2026/09/13 18:54:36.392, 0 %, 544 MiB, 251.07 W, 2910 MHz, 54
2026/09/13 18:54:36.642, 0 %, 1344 MiB, 251.07 W, 2910 MHz, 54
2026/09/13 18:54:36.892, 0 %, 3392 MiB, 98.25 W, 2910 MHz, 53
2026/09/13 18:54:37.142, 0 %, 5760 MiB, 98.25 W, 2910 MHz, 53
2026/09/13 18:54:37.392, 25 %, 10304 MiB, 95.05 W, 2910 MHz, 53
2026/09/13 18:54:37.642, 25 %, 10304 MiB, 95.05 W, 2910 MHz, 53
2026/09/13 18:54:37.893, 3 %, 10304 MiB, 133.79 W, 2842 MHz, 58
2026/09/13 18:54:38.143, 3 %, 10304 MiB, 133.79 W, 2842 MHz, 58
2026/09/13 18:54:38.393, 99 %, 10304 MiB, 295.21 W, 2902 MHz, 61
2026/09/13 18:54:38.643, 99 %, 10304 MiB, 295.21 W, 2902 MHz, 61
2026/09/13 18:54:38.893, 98 %, 10304 MiB, 425.65 W, 2880 MHz, 63
2026/09/13 18:54:39.143, 98 %, 10304 MiB, 425.65 W, 2880 MHz, 63
2026/09/13 18:54:39.393, 80 %, 10304 MiB, 408.29 W, 2872 MHz, 58
2026/09/13 18:54:39.643, 80 %, 38 MiB, 408.29 W, 2872 MHz, 58
2026/09/13 18:54:39.894, 0 %, 544 MiB, 239.24 W, 2910 MHz, 54
2026/09/13 18:54:40.144, 0 %, 1344 MiB, 239.24 W, 2910 MHz, 54
2026/09/13 18:54:40.394, 17 %, 3744 MiB, 98.80 W, 2910 MHz, 54
2026/09/13 18:54:40.644, 17 %, 6144 MiB, 98.80 W, 2910 MHz, 54
2026/09/13 18:54:40.894, 25 %, 10304 MiB, 95.24 W, 2910 MHz, 53
2026/09/13 18:54:41.145, 25 %, 10304 MiB, 95.24 W, 2910 MHz, 53
2026/09/13 18:54:41.395, 42 %, 10304 MiB, 144.21 W, 2902 MHz, 58
2026/09/13 18:54:41.645, 42 %, 10304 MiB, 144.21 W, 2902 MHz, 58
2026/09/13 18:54:41.895, 99 %, 10592 MiB, 310.92 W, 2902 MHz, 61
2026/09/13 18:54:42.145, 99 %, 10592 MiB, 310.92 W, 2902 MHz, 61
2026/09/13 18:54:42.395, 95 %, 10592 MiB, 422.70 W, 2872 MHz, 63
2026/09/13 18:54:42.645, 95 %, 10592 MiB, 422.70 W, 2872 MHz, 63
2026/09/13 18:54:42.896, 73 %, 10592 MiB, 394.22 W, 2872 MHz, 58
