epoch_ms,mem_used_mib,admission_booked_bytes,cuda_driver_free_bytes,pool_reserved,pool_used,pool_cached
1790048279637,20533,0,82021318656,19327352832,18679139400,648213432
1790048279887,20533,0,82021318656,19327352832,18679139400,648213432
1790048280137,20533,0,82021318656,19327352832,18679139400,648213432
1790048280387,20533,0,80444260352,20904411136,19198062024,1706349112
1790048280637,20533,0,80444260352,20904411136,19198062024,1706349112
1790048280887,20533,0,80444260352,20904411136,19198062024,1706349112
1790048281137,20533,0,80444260352,20904411136,19198062024,1706349112
1790048281387,20533,0,80444260352,20904411136,19198062024,1706349112
1790048281637,20533,0,80444260352,20904411136,19198062024,1706349112
1790048281887,20533,0,80444260352,20904411136,19198062024,1706349112
1790048282137,20533,0,80444260352,20904411136,19198062024,1706349112
1790048282387,20533,0,80444260352,20904411136,19198062024,1706349112
1790048282637,20533,0,80444260352,20904411136,19198062024,1706349112
1790048282887,20533,0,80444260352,20904411136,19198062024,1706349112
1790048283137,21205,0,80444260352,20904411136,19198062024,1706349112
1790048283387,21205,0,80444260352,20904411136,19198062024,1706349112
1790048283637,21205,0,80444260352,20904411136,19198062024,1706349112
1790048283887,21205,0,80444260352,20904411136,19198062024,1706349112
1790048284137,21269,0,80444260352,20904411136,19198062024,1706349112
1790048284387,21269,0,80444260352,20904411136,19198062024,1706349112
1790048284637,21269,0,80444260352,20904411136,19198062024,1706349112
1790048284887,21621,0,80444260352,20904411136,19198062024,1706349112
1790048285137,21877,0,80444260352,20904411136,19198062024,1706349112
1790048285387,21877,0,80444260352,20904411136,19198062024,1706349112
1790048285637,21877,5876827992,79034974208,22313697280,22252720920,60976360
1790048285887,21877,5876827992,79034974208,22313697280,22252720920,60976360
1790048286137,21877,5876827992,79034974208,22313697280,22252720920,60976360
1790048286387,21877,5876827992,79034974208,22313697280,22252720920,60976360
1790048286637,21877,0,79034974208,22313697280,21171993200,1141704080
1790048286887,21877,0,79034974208,22313697280,21171993200,1141704080
1790048287137,21877,0,79034974208,22313697280,21171993200,1141704080
1790048287387,21877,0,79034974208,22313697280,21171993200,1141704080
1790048287637,21877,0,79034974208,22313697280,21171993200,1141704080
1790048287887,21877,0,79034974208,22313697280,21171993200,1141704080
1790048288137,21877,0,79034974208,22313697280,21171993200,1141704080
1790048288387,21877,0,79034974208,22313697280,21171993200,1141704080
1790048288637,21877,0,79034974208,22313697280,21171993200,1141704080
1790048288887,22197,0,79034974208,22313697280,21171993200,1141704080
1790048289137,22197,0,79034974208,22313697280,21171993200,1141704080
1790048289387,24597,0,79034974208,22313697280,21171993200,1141704080
1790048289637,24597,0,79034974208,22313697280,21171993200,1141704080
1790048289887,24597,0,79034974208,22313697280,21171993200,1141704080
1790048290137,24597,0,79034974208,22313697280,21171993200,1141704080
1790048290387,24597,0,79034974208,22313697280,21171993200,1141704080
1790048290637,24597,0,79034974208,22313697280,21171993200,1141704080
1790048290887,24597,0,79034974208,22313697280,21171993200,1141704080
1790048291137,24597,0,79034974208,22313697280,21171993200,1141704080
1790048291387,24597,0,79034974208,22313697280,21171993200,1141704080
1790048291637,24629,0,79034974208,22313697280,21171993200,1141704080
1790048291887,24629,0,79034974208,22313697280,21171993200,1141704080
1790048292137,24629,0,79034974208,22313697280,21171993200,1141704080
1790048292387,24629,0,79034974208,22313697280,21171993200,1141704080
1790048292637,24629,0,79034974208,22313697280,21171993200,1141704080
1790048292887,24629,0,79034974208,22313697280,21171993200,1141704080
1790048293137,24629,0,79034974208,22313697280,21171993200,1141704080
1790048293387,24629,0,79034974208,22313697280,21171993200,1141704080
1790048293637,25461,0,79034974208,22313697280,21171993200,1141704080
1790048293887,26293,0,79034974208,22313697280,21171993200,1141704080
1790048294137,26613,0,79034974208,22313697280,21171993200,1141704080
1790048294387,26805,0,79034974208,22313697280,21171993200,1141704080
1790048294637,26805,0,79034974208,22313697280,21171993200,1141704080
1790048294887,26805,12546919456,73867591680,27481079808,27389690832,91388976
1790048295137,26805,12546919456,73867591680,27481079808,27389690832,91388976
1790048295387,26805,12546919456,73867591680,27481079808,27389690832,91388976
1790048295637,26805,12546919456,73867591680,27481079808,27389690832,91388976
1790048295887,26805,12546919456,73867591680,27481079808,27389690832,91388976
1790048296137,26805,12546919456,73867591680,27481079808,27389690832,91388976
1790048296387,26805,12546919456,73867591680,27481079808,27389690832,91388976
1790048296637,26805,0,73867591680,27481079808,23020146096,4460933712
1790048296887,26805,0,73867591680,27481079808,23020146096,4460933712
1790048297137,26805,0,73867591680,27481079808,23020146096,4460933712
1790048297387,26805,0,73867591680,27481079808,23020146096,4460933712
1790048297637,26805,0,73867591680,27481079808,23020146096,4460933712
1790048297887,26805,0,73867591680,27481079808,23020146096,4460933712
1790048298137,26805,0,73867591680,27481079808,23020146096,4460933712
1790048298387,26805,0,73867591680,27481079808,23020146096,4460933712
1790048298637,26805,0,73867591680,27481079808,23020146096,4460933712
1790048298887,26805,0,73867591680,27481079808,23020146096,4460933712
1790048299137,26805,0,73867591680,27481079808,23020146096,4460933712
1790048299387,26805,0,73867591680,27481079808,23020146096,4460933712
1790048299637,26805,0,73867591680,27481079808,23020146096,4460933712
1790048299887,26805,0,73867591680,27481079808,23020146096,4460933712
1790048300137,26805,0,73867591680,27481079808,23020146096,4460933712
1790048300387,26805,0,73867591680,27481079808,23020146096,4460933712
1790048300637,26805,0,73867591680,27481079808,23020146096,4460933712
1790048300887,26805,0,73867591680,27481079808,23020146096,4460933712
1790048301137,26805,0,73867591680,27481079808,23020146096,4460933712
1790048301387,26805,0,73867591680,27481079808,23020146096,4460933712
1790048301637,26805,0,73867591680,27481079808,23020146096,4460933712
1790048301887,26805,0,73867591680,27481079808,23020146096,4460933712
1790048302137,26805,0,73867591680,27481079808,23020146096,4460933712
1790048302387,26805,0,73867591680,27481079808,23020146096,4460933712
1790048302637,26805,0,73867591680,27481079808,23020146096,4460933712
1790048302887,26805,0,73867591680,27481079808,23020146096,4460933712
1790048303137,26805,0,73867591680,27481079808,23020146096,4460933712
1790048303387,26805,0,73867591680,27481079808,23020146096,4460933712
1790048303637,26805,0,73867591680,27481079808,23020146096,4460933712
1790048303887,26805,0,73867591680,27481079808,23020146096,4460933712
1790048304137,26805,0,73867591680,27481079808,23020146096,4460933712
1790048304387,26805,0,73867591680,27481079808,23020146096,4460933712
1790048304637,26805,0,73867591680,27481079808,23020146096,4460933712
1790048304887,26805,0,73867591680,27481079808,23020146096,4460933712
1790048305137,26805,0,73867591680,27481079808,23020146096,4460933712
1790048305387,26805,0,73867591680,27481079808,23020146096,4460933712
1790048305637,26805,0,73867591680,27481079808,23020146096,4460933712
1790048305887,26805,0,73867591680,27481079808,23020146096,4460933712
1790048306137,26805,0,73867591680,27481079808,24671392176,2809687632
1790048306387,26805,0,73867591680,27481079808,24671392176,2809687632
1790048306637,26805,0,73867591680,27481079808,24671392176,2809687632
1790048306887,26805,0,73867591680,27481079808,24671392176,2809687632
1790048307137,26805,0,73867591680,27481079808,24671392176,2809687632
1790048307387,26805,0,73867591680,27481079808,24671392176,2809687632
1790048307637,26805,0,73867591680,27481079808,24671392176,2809687632
1790048307887,26805,0,73867591680,27481079808,24671392176,2809687632
1790048308137,26805,0,73867591680,27481079808,24671392176,2809687632
1790048308387,26805,0,73867591680,27481079808,24671392176,2809687632
1790048308637,26805,0,73867591680,27481079808,24671392176,2809687632
1790048308887,27925,0,73867591680,27481079808,24671392176,2809687632
1790048309137,27925,0,73867591680,27481079808,24671392176,2809687632
1790048309387,27925,0,73867591680,27481079808,24671392176,2809687632
1790048309637,27925,0,73867591680,27481079808,24671392176,2809687632
1790048309887,27925,0,73867591680,27481079808,24671392176,2809687632
1790048310137,27925,0,73867591680,27481079808,24671392176,2809687632
1790048310387,27925,0,73867591680,27481079808,24671392176,2809687632
1790048310637,27925,0,73867591680,27481079808,24671392176,2809687632
1790048310887,27925,0,73867591680,27481079808,24671392176,2809687632
1790048311137,27925,0,73867591680,27481079808,24671392176,2809687632
1790048311387,27925,0,73867591680,27481079808,24671392176,2809687632
1790048311637,27925,0,73867591680,27481079808,24671392176,2809687632
1790048311887,27925,0,73867591680,27481079808,24671392176,2809687632
1790048312137,27925,0,73867591680,27481079808,24671392176,2809687632
1790048312387,27925,0,73867591680,27481079808,24671392176,2809687632
1790048312637,27925,0,73867591680,27481079808,24671392176,2809687632
1790048312887,28405,0,73867591680,27481079808,24671392176,2809687632
1790048313137,28853,0,73867591680,27481079808,24671392176,2809687632
1790048313387,29269,0,73867591680,27481079808,24671392176,2809687632
1790048313637,29845,0,73867591680,27481079808,24671392176,2809687632
1790048313887,30133,0,73867591680,27481079808,24671392176,2809687632
1790048314137,30133,12899225280,70377930752,30970740736,30882405776,88334960
1790048314387,30133,12899225280,70377930752,30970740736,30882405776,88334960
1790048314637,30133,12899225280,70377930752,30970740736,30882405776,88334960
1790048314887,30133,12899225280,70377930752,30970740736,30882405776,88334960
1790048315137,30133,12899225280,70377930752,30970740736,30882405776,88334960
1790048315387,30133,12899225280,70377930752,30970740736,30882405776,88334960
1790048315637,30133,12899225280,70377930752,30970740736,30882405776,88334960
1790048315887,30133,11451269480,70377930752,30970740736,30337309116,633431620
1790048316137,30133,0,70377930752,30970740736,26503805616,4466935120
1790048316387,30133,0,70377930752,30970740736,26503805616,4466935120
1790048316637,30133,0,70377930752,30970740736,26503805616,4466935120
1790048316887,30133,0,70377930752,30970740736,26503805616,4466935120
1790048317137,30133,0,70377930752,30970740736,26503805616,4466935120
1790048317387,30133,0,70377930752,30970740736,26503805616,4466935120
1790048317637,30133,0,70377930752,30970740736,26503805616,4466935120
1790048317887,30133,0,70377930752,30970740736,26503805616,4466935120
