timestamp, index, pstate, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], power.limit [W], temperature.gpu, memory.used [MiB], utilization.gpu [%]
2026/09/22 19:19:07.959, 0, P0, 2070 MHz, 14001 MHz, 172.18 W, [N/A], 82, 22462 MiB, 100 %
2026/09/22 19:19:08.961, 0, P0, 2070 MHz, 14001 MHz, 171.71 W, [N/A], 82, 22462 MiB, 99 %
2026/09/22 19:19:09.964, 0, P0, 2220 MHz, 14001 MHz, 171.20 W, [N/A], 83, 22590 MiB, 99 %
2026/09/22 19:19:10.966, 0, P0, 2100 MHz, 14001 MHz, 171.64 W, [N/A], 83, 22590 MiB, 96 %
2026/09/22 19:19:11.967, 0, P0, 2092 MHz, 14001 MHz, 171.89 W, [N/A], 83, 22590 MiB, 98 %
2026/09/22 19:19:12.977, 0, P0, 2167 MHz, 14001 MHz, 171.30 W, [N/A], 83, 22462 MiB, 99 %
2026/09/22 19:19:13.979, 0, P0, 2025 MHz, 14001 MHz, 171.84 W, [N/A], 83, 22462 MiB, 100 %
2026/09/22 19:19:14.981, 0, P0, 2017 MHz, 14001 MHz, 171.74 W, [N/A], 83, 22462 MiB, 100 %
2026/09/22 19:19:15.983, 0, P0, 2197 MHz, 14001 MHz, 170.98 W, [N/A], 83, 22590 MiB, 96 %
2026/09/22 19:19:16.985, 0, P0, 2085 MHz, 14001 MHz, 171.60 W, [N/A], 83, 22590 MiB, 98 %
2026/09/22 19:19:17.987, 0, P0, 2085 MHz, 14001 MHz, 171.43 W, [N/A], 83, 22590 MiB, 96 %
2026/09/22 19:19:18.989, 0, P0, 2152 MHz, 14001 MHz, 171.62 W, [N/A], 84, 22462 MiB, 100 %
2026/09/22 19:19:19.991, 0, P0, 2025 MHz, 14001 MHz, 171.86 W, [N/A], 84, 22462 MiB, 99 %
2026/09/22 19:19:20.993, 0, P0, 2032 MHz, 14001 MHz, 171.88 W, [N/A], 84, 22462 MiB, 100 %
2026/09/22 19:19:21.995, 0, P0, 2212 MHz, 14001 MHz, 171.02 W, [N/A], 84, 22590 MiB, 97 %
2026/09/22 19:19:22.997, 0, P0, 2085 MHz, 14001 MHz, 171.58 W, [N/A], 84, 22590 MiB, 98 %
2026/09/22 19:19:23.999, 0, P0, 2077 MHz, 14001 MHz, 171.83 W, [N/A], 84, 22590 MiB, 96 %
2026/09/22 19:19:25.001, 0, P0, 2137 MHz, 14001 MHz, 171.54 W, [N/A], 84, 22462 MiB, 99 %
2026/09/22 19:19:26.003, 0, P0, 2017 MHz, 14001 MHz, 171.83 W, [N/A], 84, 22462 MiB, 99 %
2026/09/22 19:19:27.005, 0, P0, 2040 MHz, 14001 MHz, 171.82 W, [N/A], 84, 22462 MiB, 100 %
2026/09/22 19:19:28.009, 0, P0, 1605 MHz, 14001 MHz, 104.86 W, [N/A], 77, 14070 MiB, 3 %
2026/09/22 19:19:29.010, 0, P0, 1597 MHz, 14001 MHz, 33.91 W, [N/A], 76, 15166 MiB, 0 %
2026/09/22 19:19:30.011, 0, P0, 1605 MHz, 14001 MHz, 34.56 W, [N/A], 75, 18910 MiB, 8 %
2026/09/22 19:19:31.012, 0, P0, 2070 MHz, 14001 MHz, 73.97 W, [N/A], 82, 19870 MiB, 100 %
2026/09/22 19:19:32.014, 0, P0, 1897 MHz, 14001 MHz, 171.43 W, [N/A], 82, 19870 MiB, 100 %
2026/09/22 19:19:33.016, 0, P0, 1882 MHz, 14001 MHz, 171.17 W, [N/A], 82, 19870 MiB, 100 %
2026/09/22 19:19:34.018, 0, P0, 2055 MHz, 14001 MHz, 169.42 W, [N/A], 83, 20158 MiB, 96 %
2026/09/22 19:19:35.020, 0, P0, 1867 MHz, 14001 MHz, 170.52 W, [N/A], 83, 20158 MiB, 100 %
2026/09/22 19:19:36.022, 0, P0, 1860 MHz, 14001 MHz, 171.05 W, [N/A], 83, 20158 MiB, 100 %
2026/09/22 19:19:37.024, 0, P0, 1987 MHz, 14001 MHz, 170.50 W, [N/A], 83, 20158 MiB, 100 %
2026/09/22 19:19:38.026, 0, P0, 1867 MHz, 14001 MHz, 171.57 W, [N/A], 83, 20158 MiB, 100 %
2026/09/22 19:19:39.028, 0, P0, 1867 MHz, 14001 MHz, 170.92 W, [N/A], 83, 20158 MiB, 100 %
2026/09/22 19:19:40.037, 0, P0, 1995 MHz, 14001 MHz, 170.31 W, [N/A], 84, 20286 MiB, 99 %
2026/09/22 19:19:41.038, 0, P0, 1867 MHz, 14001 MHz, 171.51 W, [N/A], 83, 20286 MiB, 100 %
2026/09/22 19:19:42.046, 0, P0, 1890 MHz, 14001 MHz, 170.74 W, [N/A], 83, 20286 MiB, 100 %
2026/09/22 19:19:43.048, 0, P0, 1897 MHz, 14001 MHz, 170.00 W, [N/A], 83, 20286 MiB, 94 %
2026/09/22 19:19:44.049, 0, P0, 1875 MHz, 14001 MHz, 170.87 W, [N/A], 84, 20286 MiB, 100 %
2026/09/22 19:19:45.051, 0, P0, 1875 MHz, 14001 MHz, 170.43 W, [N/A], 84, 20286 MiB, 100 %
2026/09/22 19:19:46.053, 0, P0, 1897 MHz, 14001 MHz, 170.72 W, [N/A], 84, 20286 MiB, 100 %
2026/09/22 19:19:47.055, 0, P0, 1935 MHz, 14001 MHz, 169.76 W, [N/A], 84, 20286 MiB, 100 %
2026/09/22 19:19:48.057, 0, P0, 1912 MHz, 14001 MHz, 170.46 W, [N/A], 84, 20286 MiB, 100 %
2026/09/22 19:19:49.059, 0, P0, 1912 MHz, 14001 MHz, 170.30 W, [N/A], 84, 20286 MiB, 98 %
2026/09/22 19:19:50.061, 0, P0, 1965 MHz, 14001 MHz, 170.85 W, [N/A], 84, 20286 MiB, 99 %
2026/09/22 19:19:51.063, 0, P0, 1905 MHz, 14001 MHz, 170.49 W, [N/A], 84, 20286 MiB, 100 %
2026/09/22 19:19:52.064, 0, P0, 1905 MHz, 14001 MHz, 170.59 W, [N/A], 85, 20286 MiB, 100 %
2026/09/22 19:19:53.065, 0, P0, 2055 MHz, 14001 MHz, 169.90 W, [N/A], 85, 20286 MiB, 99 %
2026/09/22 19:19:54.067, 0, P0, 1920 MHz, 14001 MHz, 170.24 W, [N/A], 85, 20286 MiB, 99 %
2026/09/22 19:19:55.069, 0, P0, 1905 MHz, 14001 MHz, 170.52 W, [N/A], 85, 20286 MiB, 100 %
2026/09/22 19:19:56.071, 0, P0, 2055 MHz, 14001 MHz, 170.77 W, [N/A], 85, 20286 MiB, 100 %
2026/09/22 19:19:57.073, 0, P0, 1905 MHz, 14001 MHz, 170.96 W, [N/A], 85, 20286 MiB, 100 %
2026/09/22 19:19:58.075, 0, P0, 1897 MHz, 14001 MHz, 170.85 W, [N/A], 85, 20286 MiB, 99 %
2026/09/22 19:19:59.077, 0, P0, 2040 MHz, 14001 MHz, 168.63 W, [N/A], 85, 20286 MiB, 99 %
2026/09/22 19:20:00.079, 0, P0, 1890 MHz, 14001 MHz, 170.80 W, [N/A], 85, 20286 MiB, 100 %
2026/09/22 19:20:01.080, 0, P0, 1897 MHz, 14001 MHz, 171.11 W, [N/A], 85, 20286 MiB, 100 %
2026/09/22 19:20:02.082, 0, P0, 2077 MHz, 14001 MHz, 168.09 W, [N/A], 85, 20286 MiB, 100 %
2026/09/22 19:20:03.084, 0, P0, 1845 MHz, 14001 MHz, 171.16 W, [N/A], 85, 20286 MiB, 99 %
2026/09/22 19:20:04.086, 0, P0, 1852 MHz, 14001 MHz, 170.92 W, [N/A], 85, 20286 MiB, 99 %
2026/09/22 19:20:05.088, 0, P0, 1927 MHz, 14001 MHz, 170.55 W, [N/A], 85, 20286 MiB, 100 %
2026/09/22 19:20:06.091, 0, P0, 1867 MHz, 14001 MHz, 170.79 W, [N/A], 85, 20286 MiB, 100 %
2026/09/22 19:20:07.093, 0, P0, 1852 MHz, 14001 MHz, 170.74 W, [N/A], 85, 20286 MiB, 99 %
2026/09/22 19:20:08.095, 0, P0, 2010 MHz, 14001 MHz, 167.97 W, [N/A], 86, 20286 MiB, 98 %
2026/09/22 19:20:09.097, 0, P0, 1815 MHz, 14001 MHz, 172.40 W, [N/A], 85, 20286 MiB, 99 %
2026/09/22 19:20:10.099, 0, P0, 1845 MHz, 14001 MHz, 171.00 W, [N/A], 85, 20286 MiB, 100 %
2026/09/22 19:20:11.101, 0, P0, 1972 MHz, 14001 MHz, 170.44 W, [N/A], 85, 20286 MiB, 99 %
2026/09/22 19:20:12.103, 0, P0, 1852 MHz, 14001 MHz, 170.55 W, [N/A], 85, 20286 MiB, 97 %
2026/09/22 19:20:13.105, 0, P0, 1860 MHz, 14001 MHz, 170.53 W, [N/A], 85, 20286 MiB, 100 %
2026/09/22 19:20:14.107, 0, P0, 1972 MHz, 14001 MHz, 170.03 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:20:15.108, 0, P0, 1860 MHz, 14001 MHz, 169.70 W, [N/A], 85, 20286 MiB, 100 %
2026/09/22 19:20:16.110, 0, P0, 1875 MHz, 14001 MHz, 170.04 W, [N/A], 85, 20286 MiB, 99 %
2026/09/22 19:20:17.112, 0, P0, 1875 MHz, 14001 MHz, 169.94 W, [N/A], 86, 20286 MiB, 93 %
2026/09/22 19:20:18.126, 0, P0, 1845 MHz, 14001 MHz, 169.86 W, [N/A], 86, 20286 MiB, 95 %
2026/09/22 19:20:19.128, 0, P0, 1867 MHz, 14001 MHz, 170.56 W, [N/A], 85, 20286 MiB, 100 %
2026/09/22 19:20:20.130, 0, P0, 1867 MHz, 14001 MHz, 169.21 W, [N/A], 86, 20286 MiB, 93 %
2026/09/22 19:20:21.132, 0, P0, 1942 MHz, 14001 MHz, 169.85 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:22.134, 0, P0, 1905 MHz, 14001 MHz, 170.56 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:20:23.143, 0, P0, 1905 MHz, 14001 MHz, 170.48 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:20:24.145, 0, P0, 1972 MHz, 14001 MHz, 170.54 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:25.147, 0, P0, 1897 MHz, 14001 MHz, 170.46 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:26.149, 0, P0, 1882 MHz, 14001 MHz, 170.51 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:20:27.151, 0, P0, 2055 MHz, 14001 MHz, 170.00 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:20:28.153, 0, P0, 1912 MHz, 14001 MHz, 170.21 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:20:29.155, 0, P0, 1830 MHz, 14001 MHz, 170.91 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:30.157, 0, P0, 2017 MHz, 14001 MHz, 170.65 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:31.159, 0, P0, 1882 MHz, 14001 MHz, 170.45 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:20:32.161, 0, P0, 1882 MHz, 14001 MHz, 170.89 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:20:33.163, 0, P0, 1972 MHz, 14001 MHz, 159.74 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:34.165, 0, P0, 1867 MHz, 14001 MHz, 170.99 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:35.167, 0, P0, 1860 MHz, 14001 MHz, 170.71 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:36.169, 0, P0, 2002 MHz, 14001 MHz, 167.22 W, [N/A], 86, 20286 MiB, 98 %
2026/09/22 19:20:37.171, 0, P0, 1815 MHz, 14001 MHz, 171.57 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:38.173, 0, P0, 1837 MHz, 14001 MHz, 170.84 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:20:39.175, 0, P0, 1957 MHz, 14001 MHz, 170.42 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:20:40.176, 0, P0, 1837 MHz, 14001 MHz, 170.71 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:20:41.178, 0, P0, 1860 MHz, 14001 MHz, 170.72 W, [N/A], 86, 20286 MiB, 97 %
2026/09/22 19:20:42.180, 0, P0, 1957 MHz, 14001 MHz, 170.36 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:43.182, 0, P0, 1852 MHz, 14001 MHz, 169.95 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:44.185, 0, P0, 1860 MHz, 14001 MHz, 170.09 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:45.187, 0, P0, 1860 MHz, 14001 MHz, 169.95 W, [N/A], 87, 20286 MiB, 93 %
2026/09/22 19:20:46.189, 0, P0, 1845 MHz, 14001 MHz, 171.13 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:20:47.191, 0, P0, 1860 MHz, 14001 MHz, 170.71 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:48.193, 0, P0, 1860 MHz, 14001 MHz, 168.90 W, [N/A], 87, 20286 MiB, 92 %
2026/09/22 19:20:49.196, 0, P0, 1860 MHz, 14001 MHz, 170.21 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:20:50.198, 0, P0, 1867 MHz, 14001 MHz, 170.69 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:51.200, 0, P0, 1860 MHz, 14001 MHz, 170.43 W, [N/A], 87, 20286 MiB, 100 %
2026/09/22 19:20:52.202, 0, P0, 1770 MHz, 14001 MHz, 153.61 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:53.204, 0, P0, 1785 MHz, 14001 MHz, 158.82 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:54.206, 0, P0, 1777 MHz, 14001 MHz, 159.42 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:55.207, 0, P0, 1867 MHz, 14001 MHz, 157.81 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:20:56.209, 0, P0, 1822 MHz, 14001 MHz, 165.86 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:20:57.211, 0, P0, 1815 MHz, 14001 MHz, 165.68 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:20:58.213, 0, P0, 1875 MHz, 14001 MHz, 161.94 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:20:59.215, 0, P0, 1822 MHz, 14001 MHz, 165.67 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:00.217, 0, P0, 1822 MHz, 14001 MHz, 165.92 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:01.219, 0, P0, 1905 MHz, 14001 MHz, 160.90 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:02.221, 0, P0, 1822 MHz, 14001 MHz, 164.86 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:03.223, 0, P0, 1815 MHz, 14001 MHz, 165.92 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:21:04.225, 0, P0, 1890 MHz, 14001 MHz, 160.90 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:21:05.227, 0, P0, 1852 MHz, 14001 MHz, 167.18 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:21:06.235, 0, P0, 1845 MHz, 14001 MHz, 168.68 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:07.239, 0, P0, 1905 MHz, 14001 MHz, 166.30 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:08.241, 0, P0, 1845 MHz, 14001 MHz, 167.55 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:09.243, 0, P0, 1845 MHz, 14001 MHz, 168.68 W, [N/A], 86, 20286 MiB, 98 %
2026/09/22 19:21:10.245, 0, P0, 1912 MHz, 14001 MHz, 166.53 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:11.246, 0, P0, 1845 MHz, 14001 MHz, 165.82 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:12.248, 0, P0, 1845 MHz, 14001 MHz, 168.60 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:13.250, 0, P0, 1845 MHz, 14001 MHz, 166.32 W, [N/A], 86, 20286 MiB, 93 %
2026/09/22 19:21:14.252, 0, P0, 1852 MHz, 14001 MHz, 165.84 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:21:15.254, 0, P0, 1845 MHz, 14001 MHz, 168.86 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:16.256, 0, P0, 1845 MHz, 14001 MHz, 166.60 W, [N/A], 86, 20286 MiB, 93 %
2026/09/22 19:21:17.258, 0, P0, 1875 MHz, 14001 MHz, 165.50 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:18.260, 0, P0, 1852 MHz, 14001 MHz, 168.76 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:19.262, 0, P0, 1845 MHz, 14001 MHz, 167.72 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:21:20.264, 0, P0, 1942 MHz, 14001 MHz, 168.37 W, [N/A], 87, 20286 MiB, 99 %
2026/09/22 19:21:21.266, 0, P0, 1875 MHz, 14001 MHz, 170.64 W, [N/A], 87, 20286 MiB, 99 %
2026/09/22 19:21:22.267, 0, P0, 1860 MHz, 14001 MHz, 170.69 W, [N/A], 87, 20286 MiB, 100 %
2026/09/22 19:21:23.269, 0, P0, 1957 MHz, 14001 MHz, 167.31 W, [N/A], 87, 20286 MiB, 100 %
2026/09/22 19:21:24.271, 0, P0, 1852 MHz, 14001 MHz, 170.54 W, [N/A], 87, 20286 MiB, 99 %
2026/09/22 19:21:25.273, 0, P0, 1852 MHz, 14001 MHz, 170.66 W, [N/A], 87, 20286 MiB, 99 %
2026/09/22 19:21:26.275, 0, P0, 2010 MHz, 14001 MHz, 170.80 W, [N/A], 87, 20286 MiB, 99 %
2026/09/22 19:21:27.277, 0, P0, 1875 MHz, 14001 MHz, 170.47 W, [N/A], 87, 20286 MiB, 100 %
2026/09/22 19:21:28.278, 0, P0, 1875 MHz, 14001 MHz, 170.64 W, [N/A], 87, 20286 MiB, 100 %
2026/09/22 19:21:29.279, 0, P0, 1927 MHz, 14001 MHz, 166.46 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:30.281, 0, P0, 1777 MHz, 14001 MHz, 157.95 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:31.283, 0, P0, 1785 MHz, 14001 MHz, 163.02 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:21:32.285, 0, P0, 1837 MHz, 14001 MHz, 159.74 W, [N/A], 86, 20286 MiB, 99 %
2026/09/22 19:21:33.287, 0, P0, 1830 MHz, 14001 MHz, 165.64 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:34.289, 0, P0, 1822 MHz, 14001 MHz, 166.63 W, [N/A], 86, 20286 MiB, 100 %
2026/09/22 19:21:35.291, 0, P0, 1597 MHz, 14001 MHz, 96.18 W, [N/A], 80, 14070 MiB, 0 %
2026/09/22 19:21:36.292, 0, P0, 1590 MHz, 14001 MHz, 34.81 W, [N/A], 79, 15166 MiB, 0 %
2026/09/22 19:21:37.293, 0, P0, 1620 MHz, 14001 MHz, 35.31 W, [N/A], 78, 18750 MiB, 7 %
2026/09/22 19:21:38.294, 0, P0, 1590 MHz, 14001 MHz, 33.91 W, [N/A], 77, 19230 MiB, 0 %
2026/09/22 19:21:39.295, 0, P0, 1590 MHz, 14001 MHz, 32.99 W, [N/A], 77, 19230 MiB, 0 %
2026/09/22 19:21:40.296, 0, P0, 1710 MHz, 14001 MHz, 63.03 W, [N/A], 83, 19870 MiB, 100 %
2026/09/22 19:21:41.297, 0, P0, 1800 MHz, 14001 MHz, 171.03 W, [N/A], 84, 19870 MiB, 100 %
2026/09/22 19:21:42.299, 0, P0, 1837 MHz, 14001 MHz, 171.19 W, [N/A], 84, 19870 MiB, 100 %
2026/09/22 19:21:43.301, 0, P0, 1860 MHz, 14001 MHz, 170.70 W, [N/A], 84, 20158 MiB, 100 %
2026/09/22 19:21:44.303, 0, P0, 1852 MHz, 14001 MHz, 170.67 W, [N/A], 84, 20158 MiB, 100 %
2026/09/22 19:21:45.305, 0, P0, 1867 MHz, 14001 MHz, 170.94 W, [N/A], 84, 20158 MiB, 100 %
2026/09/22 19:21:46.307, 0, P0, 1867 MHz, 14001 MHz, 169.63 W, [N/A], 85, 20158 MiB, 92 %
2026/09/22 19:21:47.308, 0, P0, 1890 MHz, 14001 MHz, 171.29 W, [N/A], 85, 20158 MiB, 99 %
2026/09/22 19:21:48.311, 0, P0, 1882 MHz, 14001 MHz, 170.63 W, [N/A], 85, 20158 MiB, 100 %
2026/09/22 19:21:49.313, 0, P0, 1875 MHz, 14001 MHz, 169.07 W, [N/A], 86, 20318 MiB, 94 %
2026/09/22 19:21:50.314, 0, P0, 2047 MHz, 14001 MHz, 168.03 W, [N/A], 85, 20318 MiB, 100 %
2026/09/22 19:21:51.316, 0, P0, 1927 MHz, 14001 MHz, 170.41 W, [N/A], 85, 20318 MiB, 100 %
