name	dtype	shape	nbytes	shard
model.layers.15.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00004-of-00016.safetensors
model.layers.15.post_attention_layernorm.weight	BF16	4096	8192	model-00004-of-00016.safetensors
model.layers.15.self_attn.k_norm.weight	BF16	128	256	model-00003-of-00016.safetensors
model.layers.15.self_attn.k_proj.biases	BF16	1024x64	131072	model-00003-of-00016.safetensors
model.layers.15.self_attn.k_proj.scales	BF16	1024x64	131072	model-00003-of-00016.safetensors
model.layers.15.self_attn.k_proj.weight	U32	1024x512	2097152	model-00003-of-00016.safetensors
model.layers.15.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00003-of-00016.safetensors
model.layers.15.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00003-of-00016.safetensors
model.layers.15.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00003-of-00016.safetensors
model.layers.15.self_attn.q_norm.weight	BF16	128	256	model-00003-of-00016.safetensors
model.layers.15.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00003-of-00016.safetensors
model.layers.15.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00003-of-00016.safetensors
model.layers.15.self_attn.q_proj.weight	U32	8192x512	16777216	model-00003-of-00016.safetensors
model.layers.15.self_attn.v_proj.biases	BF16	1024x64	131072	model-00003-of-00016.safetensors
model.layers.15.self_attn.v_proj.scales	BF16	1024x64	131072	model-00003-of-00016.safetensors
model.layers.15.self_attn.v_proj.weight	U32	1024x512	2097152	model-00003-of-00016.safetensors
model.layers.16.input_layernorm.weight	BF16	4096	8192	model-00004-of-00016.safetensors
model.layers.16.mlp.router.expert_bias	F32	96	384	model-00004-of-00016.safetensors
model.layers.16.mlp.router.gate.biases	BF16	96x64	12288	model-00004-of-00016.safetensors
model.layers.16.mlp.router.gate.scales	BF16	96x64	12288	model-00004-of-00016.safetensors
model.layers.16.mlp.router.gate.weight	U32	96x1024	393216	model-00004-of-00016.safetensors
model.layers.16.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00004-of-00016.safetensors
model.layers.16.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00004-of-00016.safetensors
model.layers.16.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00004-of-00016.safetensors
model.layers.16.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00004-of-00016.safetensors
model.layers.16.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00004-of-00016.safetensors
model.layers.16.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00004-of-00016.safetensors
model.layers.16.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00004-of-00016.safetensors
model.layers.16.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00004-of-00016.safetensors
model.layers.16.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00004-of-00016.safetensors
model.layers.16.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00004-of-00016.safetensors
model.layers.16.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00004-of-00016.safetensors
model.layers.16.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00004-of-00016.safetensors
model.layers.16.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00004-of-00016.safetensors
model.layers.16.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00004-of-00016.safetensors
model.layers.16.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00004-of-00016.safetensors
model.layers.16.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00004-of-00016.safetensors
model.layers.16.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00004-of-00016.safetensors
model.layers.16.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00004-of-00016.safetensors
model.layers.16.post_attention_layernorm.weight	BF16	4096	8192	model-00004-of-00016.safetensors
model.layers.16.self_attn.k_norm.weight	BF16	128	256	model-00004-of-00016.safetensors
model.layers.16.self_attn.k_proj.biases	BF16	1024x64	131072	model-00004-of-00016.safetensors
model.layers.16.self_attn.k_proj.scales	BF16	1024x64	131072	model-00004-of-00016.safetensors
model.layers.16.self_attn.k_proj.weight	U32	1024x512	2097152	model-00004-of-00016.safetensors
model.layers.16.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00004-of-00016.safetensors
model.layers.16.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00004-of-00016.safetensors
model.layers.16.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00004-of-00016.safetensors
model.layers.16.self_attn.q_norm.weight	BF16	128	256	model-00004-of-00016.safetensors
model.layers.16.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00004-of-00016.safetensors
model.layers.16.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00004-of-00016.safetensors
model.layers.16.self_attn.q_proj.weight	U32	8192x512	16777216	model-00004-of-00016.safetensors
model.layers.16.self_attn.v_proj.biases	BF16	1024x64	131072	model-00004-of-00016.safetensors
model.layers.16.self_attn.v_proj.scales	BF16	1024x64	131072	model-00004-of-00016.safetensors
model.layers.16.self_attn.v_proj.weight	U32	1024x512	2097152	model-00004-of-00016.safetensors
model.layers.17.input_layernorm.weight	BF16	4096	8192	model-00004-of-00016.safetensors
model.layers.17.mlp.router.expert_bias	F32	96	384	model-00004-of-00016.safetensors
model.layers.17.mlp.router.gate.biases	BF16	96x64	12288	model-00004-of-00016.safetensors
model.layers.17.mlp.router.gate.scales	BF16	96x64	12288	model-00004-of-00016.safetensors
model.layers.17.mlp.router.gate.weight	U32	96x1024	393216	model-00004-of-00016.safetensors
model.layers.17.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00004-of-00016.safetensors
model.layers.17.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00004-of-00016.safetensors
model.layers.17.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00004-of-00016.safetensors
model.layers.17.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00004-of-00016.safetensors
model.layers.17.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00004-of-00016.safetensors
model.layers.17.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00004-of-00016.safetensors
model.layers.17.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00004-of-00016.safetensors
model.layers.17.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00004-of-00016.safetensors
model.layers.17.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00004-of-00016.safetensors
model.layers.17.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00004-of-00016.safetensors
model.layers.17.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00004-of-00016.safetensors
model.layers.17.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00004-of-00016.safetensors
model.layers.17.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00004-of-00016.safetensors
model.layers.17.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00004-of-00016.safetensors
model.layers.17.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00004-of-00016.safetensors
model.layers.17.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00004-of-00016.safetensors
model.layers.17.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00004-of-00016.safetensors
model.layers.17.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00004-of-00016.safetensors
model.layers.17.post_attention_layernorm.weight	BF16	4096	8192	model-00004-of-00016.safetensors
model.layers.17.self_attn.k_norm.weight	BF16	128	256	model-00004-of-00016.safetensors
model.layers.17.self_attn.k_proj.biases	BF16	1024x64	131072	model-00004-of-00016.safetensors
model.layers.17.self_attn.k_proj.scales	BF16	1024x64	131072	model-00004-of-00016.safetensors
model.layers.17.self_attn.k_proj.weight	U32	1024x512	2097152	model-00004-of-00016.safetensors
model.layers.17.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00004-of-00016.safetensors
model.layers.17.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00004-of-00016.safetensors
model.layers.17.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00004-of-00016.safetensors
model.layers.17.self_attn.q_norm.weight	BF16	128	256	model-00004-of-00016.safetensors
model.layers.17.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00004-of-00016.safetensors
model.layers.17.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00004-of-00016.safetensors
model.layers.17.self_attn.q_proj.weight	U32	8192x512	16777216	model-00004-of-00016.safetensors
model.layers.17.self_attn.v_proj.biases	BF16	1024x64	131072	model-00004-of-00016.safetensors
model.layers.17.self_attn.v_proj.scales	BF16	1024x64	131072	model-00004-of-00016.safetensors
model.layers.17.self_attn.v_proj.weight	U32	1024x512	2097152	model-00004-of-00016.safetensors
model.layers.18.input_layernorm.weight	BF16	4096	8192	model-00004-of-00016.safetensors
model.layers.18.mlp.router.expert_bias	F32	96	384	model-00004-of-00016.safetensors
model.layers.18.mlp.router.gate.biases	BF16	96x64	12288	model-00004-of-00016.safetensors
model.layers.18.mlp.router.gate.scales	BF16	96x64	12288	model-00004-of-00016.safetensors
model.layers.18.mlp.router.gate.weight	U32	96x1024	393216	model-00004-of-00016.safetensors
model.layers.18.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00004-of-00016.safetensors
model.layers.18.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00004-of-00016.safetensors
model.layers.18.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00004-of-00016.safetensors
model.layers.18.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00004-of-00016.safetensors
model.layers.18.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00004-of-00016.safetensors
model.layers.18.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00004-of-00016.safetensors
model.layers.18.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00004-of-00016.safetensors
model.layers.18.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00004-of-00016.safetensors
model.layers.18.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00004-of-00016.safetensors
model.layers.18.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00004-of-00016.safetensors
model.layers.18.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00004-of-00016.safetensors
model.layers.18.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00004-of-00016.safetensors
model.layers.18.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00004-of-00016.safetensors
model.layers.18.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00004-of-00016.safetensors
model.layers.18.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00004-of-00016.safetensors
model.layers.18.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00004-of-00016.safetensors
model.layers.18.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00004-of-00016.safetensors
model.layers.18.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00004-of-00016.safetensors
model.layers.18.post_attention_layernorm.weight	BF16	4096	8192	model-00004-of-00016.safetensors
model.layers.18.self_attn.k_norm.weight	BF16	128	256	model-00004-of-00016.safetensors
model.layers.18.self_attn.k_proj.biases	BF16	1024x64	131072	model-00004-of-00016.safetensors
model.layers.18.self_attn.k_proj.scales	BF16	1024x64	131072	model-00004-of-00016.safetensors
model.layers.18.self_attn.k_proj.weight	U32	1024x512	2097152	model-00004-of-00016.safetensors
model.layers.18.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00004-of-00016.safetensors
model.layers.18.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00004-of-00016.safetensors
model.layers.18.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00004-of-00016.safetensors
model.layers.18.self_attn.q_norm.weight	BF16	128	256	model-00004-of-00016.safetensors
model.layers.18.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00004-of-00016.safetensors
model.layers.18.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00004-of-00016.safetensors
model.layers.18.self_attn.q_proj.weight	U32	8192x512	16777216	model-00004-of-00016.safetensors
model.layers.18.self_attn.v_proj.biases	BF16	1024x64	131072	model-00004-of-00016.safetensors
model.layers.18.self_attn.v_proj.scales	BF16	1024x64	131072	model-00004-of-00016.safetensors
model.layers.18.self_attn.v_proj.weight	U32	1024x512	2097152	model-00004-of-00016.safetensors
model.layers.19.input_layernorm.weight	BF16	4096	8192	model-00004-of-00016.safetensors
model.layers.19.mlp.router.expert_bias	F32	96	384	model-00004-of-00016.safetensors
model.layers.19.mlp.router.gate.biases	BF16	96x64	12288	model-00004-of-00016.safetensors
model.layers.19.mlp.router.gate.scales	BF16	96x64	12288	model-00004-of-00016.safetensors
model.layers.19.mlp.router.gate.weight	U32	96x1024	393216	model-00004-of-00016.safetensors
model.layers.19.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00004-of-00016.safetensors
model.layers.19.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00004-of-00016.safetensors
model.layers.19.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00004-of-00016.safetensors
model.layers.19.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00004-of-00016.safetensors
model.layers.19.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00004-of-00016.safetensors
model.layers.19.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00004-of-00016.safetensors
model.layers.19.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00004-of-00016.safetensors
model.layers.19.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00004-of-00016.safetensors
model.layers.19.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00004-of-00016.safetensors
model.layers.19.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00004-of-00016.safetensors
model.layers.19.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00004-of-00016.safetensors
model.layers.19.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00004-of-00016.safetensors
model.layers.19.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00004-of-00016.safetensors
model.layers.19.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00004-of-00016.safetensors
model.layers.19.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00004-of-00016.safetensors
model.layers.19.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00004-of-00016.safetensors
model.layers.19.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00004-of-00016.safetensors
model.layers.19.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00004-of-00016.safetensors
model.layers.19.post_attention_layernorm.weight	BF16	4096	8192	model-00004-of-00016.safetensors
model.layers.19.self_attn.k_norm.weight	BF16	128	256	model-00004-of-00016.safetensors
model.layers.19.self_attn.k_proj.biases	BF16	1024x64	131072	model-00004-of-00016.safetensors
model.layers.19.self_attn.k_proj.scales	BF16	1024x64	131072	model-00004-of-00016.safetensors
model.layers.19.self_attn.k_proj.weight	U32	1024x512	2097152	model-00004-of-00016.safetensors
model.layers.19.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00004-of-00016.safetensors
model.layers.19.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00004-of-00016.safetensors
model.layers.19.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00004-of-00016.safetensors
model.layers.19.self_attn.q_norm.weight	BF16	128	256	model-00004-of-00016.safetensors
model.layers.19.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00004-of-00016.safetensors
model.layers.19.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00004-of-00016.safetensors
model.layers.19.self_attn.q_proj.weight	U32	8192x512	16777216	model-00004-of-00016.safetensors
model.layers.19.self_attn.v_proj.biases	BF16	1024x64	131072	model-00004-of-00016.safetensors
model.layers.19.self_attn.v_proj.scales	BF16	1024x64	131072	model-00004-of-00016.safetensors
model.layers.19.self_attn.v_proj.weight	U32	1024x512	2097152	model-00004-of-00016.safetensors
model.layers.2.input_layernorm.weight	BF16	4096	8192	model-00001-of-00016.safetensors
model.layers.2.mlp.router.expert_bias	F32	96	384	model-00001-of-00016.safetensors
model.layers.2.mlp.router.gate.biases	BF16	96x64	12288	model-00001-of-00016.safetensors
model.layers.2.mlp.router.gate.scales	BF16	96x64	12288	model-00001-of-00016.safetensors
model.layers.2.mlp.router.gate.weight	U32	96x1024	393216	model-00001-of-00016.safetensors
model.layers.2.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00001-of-00016.safetensors
model.layers.2.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00001-of-00016.safetensors
model.layers.2.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00001-of-00016.safetensors
model.layers.2.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00001-of-00016.safetensors
model.layers.2.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00001-of-00016.safetensors
model.layers.2.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00001-of-00016.safetensors
model.layers.2.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00001-of-00016.safetensors
model.layers.2.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00001-of-00016.safetensors
model.layers.2.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00001-of-00016.safetensors
model.layers.2.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00001-of-00016.safetensors
model.layers.2.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00001-of-00016.safetensors
model.layers.2.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00001-of-00016.safetensors
