timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/09/13 14:44:33.978, 99 %, 10400 MiB, 267.25 W, 2857 MHz, 13801 MHz, 52
2026/09/13 14:44:34.228, 99 %, 10400 MiB, 389.43 W, 2797 MHz, 13801 MHz, 55
2026/09/13 14:44:34.479, 99 %, 10400 MiB, 389.43 W, 2797 MHz, 13801 MHz, 55
2026/09/13 14:44:34.729, 0 %, 2 MiB, 340.29 W, 2850 MHz, 13801 MHz, 48
2026/09/13 14:44:34.979, 0 %, 544 MiB, 340.29 W, 2850 MHz, 13801 MHz, 48
2026/09/13 14:44:35.229, 0 %, 544 MiB, 179.39 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:35.479, 0 %, 2240 MiB, 179.39 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:35.729, 29 %, 4768 MiB, 85.92 W, 2865 MHz, 13801 MHz, 46
2026/09/13 14:44:35.980, 29 %, 8096 MiB, 85.92 W, 2865 MHz, 13801 MHz, 46
2026/09/13 14:44:36.230, 42 %, 10304 MiB, 92.35 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:36.480, 42 %, 10400 MiB, 92.35 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:36.730, 99 %, 10400 MiB, 178.10 W, 2775 MHz, 13801 MHz, 52
2026/09/13 14:44:36.980, 99 %, 10400 MiB, 178.10 W, 2775 MHz, 13801 MHz, 52
2026/09/13 14:44:37.230, 99 %, 10688 MiB, 312.02 W, 2857 MHz, 13801 MHz, 53
2026/09/13 14:44:37.480, 99 %, 10688 MiB, 312.02 W, 2857 MHz, 13801 MHz, 53
2026/09/13 14:44:37.731, 93 %, 10688 MiB, 378.96 W, 2827 MHz, 13801 MHz, 55
2026/09/13 14:44:37.981, 93 %, 10688 MiB, 378.96 W, 2827 MHz, 13801 MHz, 55
2026/09/13 14:44:38.231, 0 %, 2 MiB, 301.00 W, 2857 MHz, 13801 MHz, 48
2026/09/13 14:44:38.481, 0 %, 544 MiB, 301.00 W, 2857 MHz, 13801 MHz, 48
2026/09/13 14:44:38.732, 0 %, 544 MiB, 171.18 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:38.982, 0 %, 2624 MiB, 171.18 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:39.232, 26 %, 5216 MiB, 86.26 W, 2865 MHz, 13801 MHz, 46
2026/09/13 14:44:39.482, 26 %, 10304 MiB, 86.26 W, 2865 MHz, 13801 MHz, 46
2026/09/13 14:44:39.732, 65 %, 10304 MiB, 93.98 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:39.983, 65 %, 10400 MiB, 93.98 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:40.233, 99 %, 10400 MiB, 178.90 W, 2827 MHz, 13801 MHz, 52
2026/09/13 14:44:40.483, 99 %, 10400 MiB, 178.90 W, 2827 MHz, 13801 MHz, 52
2026/09/13 14:44:40.733, 99 %, 10688 MiB, 322.20 W, 2857 MHz, 13801 MHz, 53
2026/09/13 14:44:40.983, 99 %, 10688 MiB, 322.20 W, 2857 MHz, 13801 MHz, 53
2026/09/13 14:44:41.233, 96 %, 10688 MiB, 380.24 W, 2827 MHz, 13801 MHz, 54
2026/09/13 14:44:41.483, 96 %, 10688 MiB, 380.24 W, 2827 MHz, 13801 MHz, 54
2026/09/13 14:44:41.734, 0 %, 2 MiB, 303.82 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:44:41.984, 0 %, 544 MiB, 303.82 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:44:42.234, 0 %, 544 MiB, 146.73 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:42.484, 0 %, 2912 MiB, 146.73 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:42.735, 27 %, 5504 MiB, 85.89 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:42.985, 27 %, 10304 MiB, 85.89 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:43.235, 7 %, 10304 MiB, 93.71 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:43.485, 7 %, 10400 MiB, 93.71 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:43.735, 99 %, 10400 MiB, 194.16 W, 2842 MHz, 13801 MHz, 52
2026/09/13 14:44:43.986, 99 %, 10400 MiB, 194.16 W, 2842 MHz, 13801 MHz, 52
2026/09/13 14:44:44.236, 99 %, 10400 MiB, 305.97 W, 2850 MHz, 13801 MHz, 53
2026/09/13 14:44:44.486, 99 %, 10400 MiB, 305.97 W, 2850 MHz, 13801 MHz, 53
2026/09/13 14:44:44.736, 99 %, 10400 MiB, 391.02 W, 2827 MHz, 13801 MHz, 55
2026/09/13 14:44:44.986, 99 %, 10400 MiB, 391.02 W, 2827 MHz, 13801 MHz, 55
2026/09/13 14:44:45.236, 18 %, 508 MiB, 299.05 W, 2865 MHz, 14001 MHz, 48
2026/09/13 14:44:45.488, 18 %, 544 MiB, 299.05 W, 2865 MHz, 14001 MHz, 48
2026/09/13 14:44:45.739, 0 %, 1344 MiB, 126.86 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:45.989, 0 %, 3776 MiB, 126.86 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:46.239, 28 %, 6432 MiB, 85.50 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:46.489, 28 %, 10304 MiB, 85.50 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:46.739, 4 %, 10304 MiB, 93.74 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:46.990, 4 %, 10304 MiB, 93.74 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:47.240, 99 %, 10304 MiB, 218.26 W, 2857 MHz, 13801 MHz, 53
2026/09/13 14:44:47.490, 99 %, 10304 MiB, 218.26 W, 2857 MHz, 13801 MHz, 53
2026/09/13 14:44:47.740, 99 %, 10304 MiB, 362.72 W, 2835 MHz, 13801 MHz, 58
2026/09/13 14:44:47.990, 99 %, 10304 MiB, 362.72 W, 2835 MHz, 13801 MHz, 58
2026/09/13 14:44:48.240, 50 %, 10304 MiB, 385.64 W, 2835 MHz, 13801 MHz, 55
2026/09/13 14:44:48.490, 50 %, 21 MiB, 385.64 W, 2835 MHz, 13801 MHz, 55
2026/09/13 14:44:48.743, 1 %, 544 MiB, 256.30 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:44:48.994, 1 %, 544 MiB, 256.30 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:44:49.244, 35 %, 3136 MiB, 103.08 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:49.494, 35 %, 5792 MiB, 103.08 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:49.744, 28 %, 10304 MiB, 84.17 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:49.994, 28 %, 10304 MiB, 84.17 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:50.245, 98 %, 10304 MiB, 128.60 W, 2842 MHz, 13801 MHz, 53
2026/09/13 14:44:50.495, 98 %, 10304 MiB, 128.60 W, 2842 MHz, 13801 MHz, 53
2026/09/13 14:44:50.745, 99 %, 10304 MiB, 272.63 W, 2857 MHz, 13801 MHz, 53
2026/09/13 14:44:50.995, 99 %, 10592 MiB, 272.63 W, 2857 MHz, 13801 MHz, 53
2026/09/13 14:44:51.245, 92 %, 10592 MiB, 381.26 W, 2812 MHz, 13801 MHz, 55
2026/09/13 14:44:51.495, 92 %, 10592 MiB, 381.26 W, 2812 MHz, 13801 MHz, 55
2026/09/13 14:44:51.745, 0 %, 2 MiB, 336.71 W, 2850 MHz, 13801 MHz, 49
2026/09/13 14:44:51.995, 0 %, 544 MiB, 336.71 W, 2850 MHz, 13801 MHz, 49
2026/09/13 14:44:52.246, 0 %, 544 MiB, 202.91 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:44:52.496, 0 %, 2016 MiB, 202.91 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:44:52.746, 25 %, 4512 MiB, 87.30 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:52.996, 25 %, 7168 MiB, 87.30 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:53.246, 73 %, 10304 MiB, 95.52 W, 2865 MHz, 13801 MHz, 49
2026/09/13 14:44:53.497, 73 %, 10432 MiB, 95.52 W, 2865 MHz, 13801 MHz, 49
2026/09/13 14:44:53.747, 99 %, 10432 MiB, 168.84 W, 2797 MHz, 13801 MHz, 53
2026/09/13 14:44:53.997, 99 %, 10432 MiB, 168.84 W, 2797 MHz, 13801 MHz, 53
2026/09/13 14:44:54.247, 99 %, 10720 MiB, 291.11 W, 2850 MHz, 13801 MHz, 54
2026/09/13 14:44:54.497, 99 %, 10720 MiB, 291.11 W, 2850 MHz, 13801 MHz, 54
2026/09/13 14:44:54.747, 90 %, 10720 MiB, 380.06 W, 2797 MHz, 13801 MHz, 55
2026/09/13 14:44:54.997, 90 %, 10720 MiB, 380.06 W, 2797 MHz, 13801 MHz, 55
2026/09/13 14:44:55.248, 0 %, 2 MiB, 332.70 W, 2850 MHz, 13801 MHz, 49
2026/09/13 14:44:55.498, 0 %, 544 MiB, 332.70 W, 2850 MHz, 13801 MHz, 49
2026/09/13 14:44:55.748, 0 %, 544 MiB, 198.77 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:44:55.998, 0 %, 2304 MiB, 198.77 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:44:56.248, 25 %, 4832 MiB, 88.97 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:56.498, 25 %, 8480 MiB, 88.97 W, 2865 MHz, 13801 MHz, 47
2026/09/13 14:44:56.749, 62 %, 10304 MiB, 96.51 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:44:56.999, 62 %, 10432 MiB, 96.51 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:44:57.249, 99 %, 10432 MiB, 167.68 W, 2797 MHz, 13801 MHz, 53
2026/09/13 14:44:57.499, 99 %, 10432 MiB, 167.68 W, 2797 MHz, 13801 MHz, 53
2026/09/13 14:44:57.749, 99 %, 10432 MiB, 309.17 W, 2850 MHz, 13801 MHz, 54
2026/09/13 14:44:57.999, 99 %, 10432 MiB, 309.17 W, 2850 MHz, 13801 MHz, 54
2026/09/13 14:44:58.249, 99 %, 10432 MiB, 390.45 W, 2827 MHz, 13801 MHz, 56
2026/09/13 14:44:58.500, 99 %, 10432 MiB, 390.45 W, 2827 MHz, 13801 MHz, 56
2026/09/13 14:44:58.750, 0 %, 2 MiB, 325.83 W, 2857 MHz, 13801 MHz, 49
2026/09/13 14:44:59.000, 0 %, 544 MiB, 325.83 W, 2857 MHz, 13801 MHz, 49
2026/09/13 14:44:59.250, 0 %, 544 MiB, 162.78 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:44:59.500, 0 %, 2656 MiB, 162.78 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:44:59.750, 26 %, 5248 MiB, 87.74 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:45:00.001, 26 %, 10304 MiB, 87.74 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:45:00.251, 29 %, 10304 MiB, 94.54 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:45:00.501, 29 %, 10304 MiB, 94.54 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:45:00.751, 99 %, 10304 MiB, 174.35 W, 2850 MHz, 13801 MHz, 53
2026/09/13 14:45:01.001, 99 %, 10304 MiB, 174.35 W, 2850 MHz, 13801 MHz, 53
2026/09/13 14:45:01.252, 99 %, 10304 MiB, 307.43 W, 2850 MHz, 13801 MHz, 54
2026/09/13 14:45:01.502, 99 %, 10304 MiB, 307.43 W, 2850 MHz, 13801 MHz, 54
2026/09/13 14:45:01.752, 99 %, 10304 MiB, 382.22 W, 2827 MHz, 13801 MHz, 56
2026/09/13 14:45:02.002, 99 %, 10304 MiB, 382.22 W, 2827 MHz, 13801 MHz, 56
2026/09/13 14:45:02.252, 0 %, 2 MiB, 308.39 W, 2857 MHz, 13801 MHz, 49
2026/09/13 14:45:02.503, 0 %, 544 MiB, 308.39 W, 2857 MHz, 13801 MHz, 49
2026/09/13 14:45:02.753, 0 %, 544 MiB, 178.48 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:45:03.004, 0 %, 2944 MiB, 178.48 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:45:03.254, 27 %, 5600 MiB, 87.72 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:45:03.504, 27 %, 10304 MiB, 87.72 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:45:03.754, 11 %, 10304 MiB, 94.34 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:45:04.004, 11 %, 10304 MiB, 94.34 W, 2865 MHz, 13801 MHz, 48
2026/09/13 14:45:04.254, 99 %, 10304 MiB, 173.62 W, 2850 MHz, 13801 MHz, 53
2026/09/13 14:45:04.505, 99 %, 10304 MiB, 173.62 W, 2850 MHz, 13801 MHz, 53
2026/09/13 14:45:04.755, 94 %, 10592 MiB, 310.53 W, 2850 MHz, 13801 MHz, 54
2026/09/13 14:45:05.005, 94 %, 10592 MiB, 310.53 W, 2850 MHz, 13801 MHz, 54
2026/09/13 14:45:05.255, 95 %, 10592 MiB, 371.02 W, 2827 MHz, 13801 MHz, 56
