procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 34120452 1550004 380730112    0    0     0     0 2909 2382  1  1 98  0  0  0
 1  0      0 34121500 1550012 380730112    0    0     0  1872 3124 2468  2  1 98  0  0  0
 1  0      0 34116184 1550012 380730116    0    0     0    56 2930 2434  2  1 98  0  0  0
 2  0      0 34088772 1550012 380730116    0    0     0     0 2999 2444  1  1 97  0  0  0
 2  0      0 34090824 1550012 380730116    0    0     0     0 3216 2474  1  1 98  0  0  0
 1  0      0 34071332 1550012 380730128    0    0     0     4 6970 3666  2  1 97  0  0  0
 1  0      0 34056940 1550012 380730132    0    0     0    32 3189 2494  1  1 98  0  0  0
 1  0      0 34095472 1550012 380730136    0    0     0     8 3037 2407  1  1 98  0  0  0
 2  0      0 34068480 1550012 380730136    0    0     0     0 3000 2432  2  1 98  0  0  0
 1  0      0 34072768 1550012 380730136    0    0     0     0 3084 2381  1  1 97  0  0  0
 1  0      0 34098576 1550012 380730140    0    0     0     0 3066 2536  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 34118884 1550016 380730040    0    0     0    32 3321 2452  1  1 98  0  0  0
 2  0      0 34097416 1550016 380730036    0    0     0     0 4682 3039  2  1 97  0  0  0
 1  0      0 34096912 1550016 380730104    0    0     0     0 5854 3851  1  1 97  0  0  0
 2  0      0 34094280 1550016 380730104    0    0     0     0 3207 2580  1  1 97  0  0  0
 1  0      0 34130268 1550016 380730104    0    0     0     0 3206 2760  2  1 98  0  0  0
 1  0      0 34119128 1550020 380730104    0    0     0    24 3230 2376  2  1 98  0  0  0
 1  0      0 34120212 1550024 380730104    0    0     0    20 2967 2437  1  1 98  0  0  0
 1  0      0 34113208 1550024 380730104    0    0     0  1764 3070 2509  2  1 98  0  0  0
 2  0      0 34093832 1550024 380730104    0    0     0 10564 4660 3218  2  1 97  0  0  0
 1  0      0 34080360 1550024 380730112    0    0     0    68 3705 2870  1  1 97  0  0  0
 1  0      0 34077100 1550032 380730120    0    0     0   160 3304 2513  1  1 98  0  0  0
 1  0      0 34061760 1550032 380730120    0    0     0     0 2925 2599  2  1 98  0  0  0
 1  0      0 34092908 1550032 380730124    0    0     0     0 2936 2353  1  1 98  0  0  0
 2  0      0 34095404 1550032 380730124    0    0     0     0 3014 2412  1  1 98  0  0  0
 1  0      0 34109252 1550032 380730128    0    0     0     4 3178 2520  2  1 97  0  0  0
 1  0      0 34111752 1550036 380730128    0    0     0    24 3153 2492  2  1 98  0  0  0
 1  0      0 34073892 1550036 380730128    0    0     0    16 2945 2395  1  1 98  0  0  0
 1  0      0 34093420 1550036 380730132    0    0     0     0 2989 2398  2  1 98  0  0  0
 2  0      0 34097592 1550036 380730132    0    0     0     0 2911 2354  2  1 98  0  0  0
 1  0      0 34075076 1550036 380730132    0    0     0     0 3080 2556  1  1 97  0  0  0
 1  0      0 34101404 1550044 380730136    0    0     0    32 3203 2490  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 34129980 1550044 380730140    0    0     0    12 2947 2391  2  1 98  0  0  0
 1  0      0 34133412 1550044 380730180    0    0     0     0 5113 3404  2  1 97  0  0  0
 1  0      0 34136364 1550044 380730184    0    0     0     0 3063 2499  1  1 98  0  0  0
 2  0      0 34117972 1550044 380730188    0    0     0     0 3120 2449  2  1 98  0  0  0
 1  0      0 34084456 1550048 380730192    0    0     0 10204 3357 2616  2  1 97  0  0  0
 1  0      0 34086716 1550048 380730192    0    0     0    48 3425 2527  1  1 97  0  0  0
 1  0      0 34089416 1550048 380730192    0    0     0     0 3175 2520  2  1 98  0  0  0
 1  0      0 34093724 1550048 380730192    0    0     0     0 5607 3449  2  1 97  0  0  0
 1  0      0 34060592 1550048 380730192    0    0     0     0 2939 2378  1  1 98  0  0  0
 1  0      0 34097940 1550052 380730192    0    0     0    32 3226 2559  1  1 97  0  0  0
 1  0      0 34086328 1550052 380730196    0    0     0     0 3114 2523  2  1 98  0  0  0
 1  0      0 34120808 1550052 380730200    0    0     0     0 2955 2312  2  1 98  0  0  0
 1  0      0 34108832 1550052 380730200    0    0     0     0 2877 2386  1  1 98  0  0  0
 1  0      0 34112956 1550052 380730208    0    0     0     0 3010 2411  2  1 98  0  0  0
 2  0      0 34076364 1550052 380730208    0    0     0    24 3199 2540  2  1 97  0  0  0
 1  0      0 34112244 1550052 380730212    0    0     0     0 3068 2434  1  1 98  0  0  0
 1  0      0 34118936 1550052 380730212    0    0     0    20 2901 2377  1  1 98  0  0  0
 1  0      0 34108332 1550052 380730216    0    0     0     0 3000 2414  2  1 98  0  0  0
 1  0      0 34152868 1550052 380730220    0    0     0    72 3038 2461  1  1 98  0  0  0
 2  0      0 34115728 1550064 380730208    0    0     0    44 5497 3538  1  1 97  0  0  0
 1  0      0 34110016 1550064 380730220    0    0     0     0 2954 2495  2  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 34138008 1550064 380730220    0    0     0     0 3175 2460  1  1 97  0  0  0
 1  0      0 34107488 1550064 380730224    0    0     0     0 3001 2491  1  1 98  0  0  0
 1  0      0 34147232 1550064 380730224    0    0     0     0 3023 2402  1  1 98  0  0  0
 2  0      0 34136860 1550068 380730224    0    0     0    24 3031 2415  2  1 98  0  0  0
 1  0      0 34150932 1550068 380730228    0    0     0     0 2958 2453  1  1 97  0  0  0
 1  0      0 34156444 1550068 380730236    0    0     0    12 3141 2549  1  1 98  0  0  0
 1  0      0 34152408 1550068 380730260    0    0     0     0 5167 3444  2  1 97  0  0  0
 1  0      0 34144688 1550068 380730260    0    0     0     0 2930 2343  1  1 98  0  0  0
 1  0      0 34161372 1550068 380730260    0    0     0    32 3066 2452  1  1 98  0  0  0
 2  0      0 34144344 1550068 380730260    0    0     0     0 3154 2534  2  1 98  0  0  0
 1  0      0 34141576 1550068 380730260    0    0     0    16 3095 2389  2  1 98  0  0  0
 1  0      0 34140196 1550068 380730264    0    0     0    16 2879 2414  1  1 98  0  0  0
 1  0      0 34124784 1550068 380730264    0    0     0     0 2871 2389  1  1 98  0  0  0
 1  0      0 34147168 1550076 380730256    0    0     0    44 3289 2549  2  1 98  0  0  0
 1  0      0 34128380 1550076 380730268    0    0     0     0 2844 2353  1  1 98  0  0  0
 1  0      0 34153524 1550080 380730268    0    0     0    40 3128 2447  1  1 97  0  0  0
 1  0      0 34158660 1550080 380730276    0    0     0     0 2900 2410  2  1 98  0  0  0
 1  0      0 34167460 1550080 380730276    0    0     0 11180 3102 2585  2  1 97  0  0  0
 1  0      0 34165500 1550084 380730280    0    0     0    40 3181 2467  1  1 98  0  0  0
 2  0      0 34172676 1550084 380730284    0    0     0    40 2858 2402  2  1 98  0  0  0
 2  0      0 34179060 1550084 380730288    0    0     0     0 3024 2522  2  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 34167832 1550084 380730288    0    0     0     0 3051 2481  1  1 98  0  0  0
 1  0      0 34154112 1550084 380730288    0    0     0     0 2803 2398  1  1 98  0  0  0
 1  0      0 34141764 1550088 380730288    0    0     0    24 3226 2711  2  1 98  0  0  0
 1  0      0 34146708 1550088 380730292    0    0     0     0 3148 2554  1  1 98  0  0  0
 2  0      0 34104372 1550092 380730288    0    0     0    20 3665 2712  1  1 97  0  0  0
 1  0      0 34098780 1550092 380730308    0    0     0     4 6866 3824  2  1 97  0  0  0
 1  0      0 34105300 1550092 380730308    0    0     0     0 5238 3499  1  1 97  0  0  0
 1  0      0 34099624 1550100 380730308    0    0     0   180 3698 2656  1  1 98  0  0  0
 1  0      0 34111980 1550100 380730312    0    0     0     0 3684 4008  2  0 98  0  0  0
 2  0      0 34103412 1550100 380730312    0    0     0     0 3902 3301  1  1 97  0  0  0
 1  0      0 34132336 1550100 380730312    0    0     0     0 3573 2661  1  1 97  0  0  0
 1  0      0 34149128 1550100 380730312    0    0     0     0 5657 3645  1  1 97  0  0  0
 1  0      0 34138156 1550100 380730316    0    0     0     0 3686 2680  1  1 98  0  0  0
 1  0      0 34144820 1550108 380730316    0    0     0    20 3212 2537  1  1 98  0  0  0
 2  0      0 34120556 1550108 380730320    0    0     0     0 3608 3375  2  1 98  0  0  0
 1  0      0 34162864 1550108 380730320    0    0     0    16 3777 3830  2  1 97  0  0  0
 1  0      0 34130076 1550108 380730320    0    0     0     0 3377 2653  1  1 98  0  0  0
 1  0      0 34145208 1550108 380730324    0    0     0     0 3633 2581  1  1 98  0  0  0
 1  0      0 34152468 1550112 380730324    0    0     0    36 3277 2539  1  1 98  0  0  0
 2  0      0 34132344 1550112 380730324    0    0     0     0 3346 2554  1  1 98  0  0  0
 1  0      0 34133672 1550112 380730332    0    0     0    16 3606 2889  1  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 34117544 1550112 380730332    0    0     0     0 3585 4450  2  0 98  0  0  0
 3  0      0 34104272 1550112 380730336    0    0     0     0 3851 2757  1  1 98  0  0  0
 1  0      0 34140172 1550112 380730332    0    0     0    32 5088 3425  1  1 97  0  0  0
 1  0      0 34144592 1550112 380730332    0    0     0     0 3371 2646  1  1 98  0  0  0
 2  0      0 34153608 1550116 380730332    0    0     0    16 3498 2599  1  1 97  0  0  0
 1  0      0 34150132 1550116 380730332    0    0     0     0 3389 2586  1  1 98  0  0  0
 1  0      0 34155636 1550116 380730336    0    0     0     0 3683 3889  2  1 98  0  0  0
 1  0      0 34148444 1550120 380730340    0    0     0    40 3798 3460  1  1 97  0  0  0
 1  0      0 34170700 1550120 380730344    0    0     0     0 3457 2551  1  1 98  0  0  0
 2  0      0 34141468 1550128 380730340    0    0     0    24 4184 2862  1  1 97  0  0  0
 1  0      0 34160460 1550128 380730348    0    0     0     0 5401 3609  1  1 97  0  0  0
 1  0      0 34167588 1550128 380730352    0    0     0     0 3799 2697  1  1 98  0  0  0
 1  0      0 34165416 1550132 380730352    0    0     0   108 3473 3218  2  1 98  0  0  0
 1  0      0 34168424 1550132 380730368    0    0     0     0 3670 4211  2  1 98  0  0  0
 2  0      0 34171296 1550136 380730488    0    0     0    48 3495 2601  1  1 98  0  0  0
 1  0      0 34192416 1550136 380730492    0    0     0 12672 3916 2880  1  1 97  0  0  0
 1  0      0 34168836 1550136 380730492    0    0     0     0 3538 2592  1  1 98  0  0  0
 1  0      0 34167260 1550140 380730492    0    0     0   112 3400 2558  1  1 98  0  0  0
 1  0      0 34169628 1550140 380730492    0    0     0     0 3601 2721  1  1 97  0  0  0
 2  0      0 34148404 1550140 380730496    0    0     0     0 3566 2663  1  1 98  0  0  0
 1  0      0 34151828 1550140 380730504    0    0     0   120 3769 3904  2  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 34158404 1550140 380730508    0    0     0     0 3916 4064  2  1 98  0  0  0
 1  0      0 34167756 1550148 380730508    0    0     0    20 3647 2565  1  1 98  0  0  0
 1  0      0 34161496 1550148 380730508    0    0     0     0 3525 2672  1  1 98  0  0  0
 2  0      0 34164372 1550148 380730508    0    0     0    16 3313 2571  1  1 98  0  0  0
 2  0      0 34129788 1550148 380730508    0    0     0     0 3731 2568  1  1 97  0  0  0
 1  0      0 34133560 1550148 380730508    0    0     0     0 3749 2701  1  2 98  0  0  0
 1  0      0 34153416 1550148 380730508    0    0     0    32 3355 2652  1  1 98  0  0  0
 1  0      0 34150440 1550148 380730516    0    0     0     0 3589 4386  2  0 98  0  0  0
 2  0      0 34141872 1550148 380730516    0    0     0    12 3661 3476  1  1 98  0  0  0
 2  0      0 34149096 1550148 380730520    0    0     0     0 6122 3640  1  1 97  0  0  0
 1  0      0 34161488 1550148 380730520    0    0     0     0 3786 2735  1  2 98  0  0  0
 1  0      0 34161860 1550148 380730520    0    0     0    32 3222 2542  1  1 98  0  0  0
 1  0      0 34146724 1550148 380730524    0    0     0     0 3469 2550  1  1 98  0  0  0
 1  0      0 34167216 1550148 380730524    0    0     0     0 3314 2583  1  1 98  0  0  0
 4  0      0 34154436 1550148 380730528    0    0     0     8 4020 3348  1  1 97  0  0  0
 1  0      0 34159404 1550148 380730528    0    0     0     0 6057 5384  2  0 97  0  0  0
 1  0      0 34134960 1550156 380730532    0    0     0    32 3560 2889  1  1 98  0  0  0
 1  0      0 34132188 1550156 380730532    0    0     0     0 3466 2595  1  1 98  0  0  0
 1  0      0 34161572 1550156 380730532    0    0     0     0 3650 2642  1  1 97  0  0  0
 1  0      0 34151680 1550156 380730524    0    0     0     8 3564 2932  1  2 98  0  0  0
 2  0      0 34163036 1550156 380730532    0    0     0     0 3875 2640  1  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 34184808 1550156 380730536    0    0     0    32 5228 3612  1  1 97  0  0  0
 1  0      0 34168632 1550156 380730536    0    0     0     0 3656 3396  2  1 98  0  0  0
 1  0      0 34172028 1550156 380730656    0    0     0     0 4000 4827  2  1 98  0  0  0
 2  0      0 34159272 1550156 380730656    0    0     0   276 3320 2599  1  1 98  0  0  0
 2  0      0 34152456 1550156 380730656    0    0     0     0 3714 2661  1  1 97  0  0  0
 1  0      0 34104408 1550164 380730660    0    0     0   144 5486 3542  1  2 97  0  0  0
 1  0      0 34143036 1550164 380730692    0    0     0     0 5193 3057  1  1 98  0  0  0
 1  0      0 34121112 1550164 380730692    0    0     0     0 3533 2655  1  1 98  0  0  0
 1  0      0 34157544 1550164 380730696    0    0     0     0 5586 3504  1  2 97  0  0  0
 2  0      0 34148956 1550164 380730696    0    0     0    36 3723 2756  1  1 97  0  0  0
 1  0      0 34162432 1550168 380730700    0    0     0    20 3504 3270  1  1 97  0  0  0
 1  0      0 34146864 1550168 380730704    0    0     0     0 3657 5294  2  0 98  0  0  0
 1  0      0 34139236 1550168 380730704    0    0     0     0 3432 2575  1  1 98  0  0  0
 1  0      0 34125260 1550168 380730704    0    0     0    12 5030 3324  1  1 97  0  0  0
 2  0      0 34118816 1550168 380730708    0    0     0     0 4211 2959  1  2 97  0  0  0
 1  0      0 34149264 1550172 380730712    0    0     0    32 3624 2618  1  1 97  0  0  0
 1  0      0 34150000 1550172 380730712    0    0     0     0 3561 2597  1  1 98  0  0  0
 1  0      0 34150068 1550172 380730712    0    0     0     0 3546 2632  1  1 98  0  0  0
 1  0      0 34154288 1550172 380730712    0    0     0   132 3321 2561  1  1 98  0  0  0
 2  0      0 34130428 1550172 380730712    0    0     0 14800 3670 3118  1  1 97  0  0  0
 1  0      0 34141180 1550176 380730716    0    0     0    32 3787 4900  2  0 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 34135296 1550176 380730720    0    0     0     0 3562 3263  1  1 98  0  0  0
 1  0      0 34115924 1550176 380730728    0    0     0     0 3209 2522  1  1 98  0  0  0
 1  0      0 34127672 1550176 380730728    0    0     0     0 3306 2518  1  2 98  0  0  0
 2  0      0 34119712 1550176 380730728    0    0     0     0 3524 2616  1  1 98  0  0  0
 1  0      0 34116600 1550184 380730732    0    0     0    20 3722 2736  1  2 97  0  0  0
 1  0      0 34150264 1550184 380730732    0    0     0     0 3440 2603  1  1 98  0  0  0
 2  0      0 34142704 1550184 380730736    0    0     0     0 3403 2544  1  1 98  0  0  0
 1  0      0 34149172 1550184 380730736    0    0     0    20 3501 2569  1  1 98  0  0  0
 1  0      0 34167832 1550184 380730736    0    0     0     0 3951 5190  2  1 97  0  0  0
 2  0      0 34150904 1550184 380730740    0    0     0    36 3718 3285  1  1 97  0  0  0
 1  0      0 34173184 1550184 380730740    0    0     0     0 3557 2597  1  1 98  0  0  0
 1  0      0 34162532 1550184 380730740    0    0     0     0 3307 2614  2  1 98  0  0  0
 1  0      0 34183808 1550184 380730868    0    0     0    44 3983 4093  2  1 98  0  0  0
 1  0      0 34196420 1550184 380730880    0    0     0     0 5728 3661  1  1 97  0  0  0
 2  0      0 34191332 1550188 380730880    0    0     0    44 3270 2588  1  1 98  0  0  0
 2  0      0 34151012 1550188 380730888    0    0     0     0 3785 2766  1  2 97  0  0  0
 1  0      0 34152080 1550188 380730892    0    0     0     0 3379 2637  1  1 98  0  0  0
 1  0      0 34131660 1550188 380730892    0    0     0     0 3275 2563  1  2 98  0  0  0
 1  0      0 34157900 1550188 380730900    0    0     0    16 5500 3334  1  1 97  0  0  0
 2  0      0 34158164 1550196 380730888    0    0     0    32 3849 2836  1  2 98  0  0  0
 1  0      0 34157660 1550196 380730896    0    0     0    60 3656 2718  1  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 34141116 1550196 380730896    0    0     0     0 3319 2537  1  1 98  0  0  0
 1  0      0 34164184 1550196 380730896    0    0     0     0 3489 4868  2  0 98  0  0  0
 1  0      0 34172492 1550196 380730904    0    0     0    16 4023 4400  2  1 98  0  0  0
 2  0      0 34182928 1550200 380730908    0    0     0    32 3312 2672  1  2 98  0  0  0
 2  0      0 34180004 1550200 380730908    0    0     0     0 3609 2594  1  1 97  0  0  0
 1  0      0 34182704 1550200 380730908    0    0     0     0 3478 2569  1  2 98  0  0  0
 1  0      0 34172324 1550200 380730912    0    0     0     0 3380 2577  1  1 98  0  0  0
 1  0      0 34174212 1550200 380730912    0    0     0   156 3675 2773  1  2 98  0  0  0
 1  0      0 34176828 1550200 380730912    0    0     0    32 3306 2532  1  1 98  0  0  0
 2  0      0 34164288 1550200 380730912    0    0     0     0 5645 3313  1  2 97  0  0  0
 1  0      0 34200260 1550200 380730916    0    0     0     0 4028 2897  1  1 98  0  0  0
 1  0      0 34168736 1550200 380730916    0    0     0     0 3385 3412  1  1 98  0  0  0
