timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/09/13 14:42:42.322, 9 %, 21 MiB, 281.85 W, 2872 MHz, 14001 MHz, 42
2026/09/13 14:42:42.573, 0 %, 544 MiB, 156.47 W, 2872 MHz, 13801 MHz, 41
2026/09/13 14:42:42.823, 0 %, 544 MiB, 156.47 W, 2872 MHz, 13801 MHz, 41
2026/09/13 14:42:43.073, 26 %, 3392 MiB, 79.95 W, 2872 MHz, 13801 MHz, 41
2026/09/13 14:42:43.323, 26 %, 6048 MiB, 79.95 W, 2872 MHz, 13801 MHz, 41
2026/09/13 14:42:43.573, 58 %, 10304 MiB, 86.33 W, 2775 MHz, 13801 MHz, 41
2026/09/13 14:42:43.824, 58 %, 10592 MiB, 86.33 W, 2775 MHz, 13801 MHz, 41
2026/09/13 14:42:44.074, 99 %, 10592 MiB, 165.83 W, 2857 MHz, 13801 MHz, 47
2026/09/13 14:42:44.324, 99 %, 10592 MiB, 165.83 W, 2857 MHz, 13801 MHz, 47
2026/09/13 14:42:44.574, 99 %, 10592 MiB, 292.28 W, 2857 MHz, 13801 MHz, 47
2026/09/13 14:42:44.824, 99 %, 10592 MiB, 292.28 W, 2857 MHz, 13801 MHz, 47
2026/09/13 14:42:45.074, 18 %, 21 MiB, 267.56 W, 2872 MHz, 14001 MHz, 42
2026/09/13 14:42:45.325, 18 %, 544 MiB, 267.56 W, 2872 MHz, 14001 MHz, 42
2026/09/13 14:42:45.575, 0 %, 544 MiB, 129.28 W, 2872 MHz, 13801 MHz, 41
2026/09/13 14:42:45.825, 0 %, 3168 MiB, 129.28 W, 2872 MHz, 13801 MHz, 41
2026/09/13 14:42:46.076, 28 %, 5824 MiB, 81.18 W, 2872 MHz, 13801 MHz, 41
2026/09/13 14:42:46.326, 28 %, 10304 MiB, 81.18 W, 2872 MHz, 13801 MHz, 41
2026/09/13 14:42:46.576, 59 %, 10592 MiB, 96.89 W, 2872 MHz, 13801 MHz, 45
2026/09/13 14:42:46.826, 59 %, 10592 MiB, 96.89 W, 2872 MHz, 13801 MHz, 45
2026/09/13 14:42:47.076, 99 %, 10592 MiB, 226.55 W, 2857 MHz, 13801 MHz, 48
2026/09/13 14:42:47.326, 99 %, 10592 MiB, 226.55 W, 2857 MHz, 13801 MHz, 48
2026/09/13 14:42:47.577, 0 %, 10592 MiB, 320.08 W, 2857 MHz, 13801 MHz, 43
2026/09/13 14:42:47.827, 0 %, 2 MiB, 320.08 W, 2857 MHz, 13801 MHz, 43
2026/09/13 14:42:48.077, 1 %, 544 MiB, 195.62 W, 2872 MHz, 13801 MHz, 42
2026/09/13 14:42:48.327, 1 %, 544 MiB, 195.62 W, 2872 MHz, 13801 MHz, 42
2026/09/13 14:42:48.577, 41 %, 2944 MiB, 82.78 W, 2872 MHz, 13801 MHz, 41
2026/09/13 14:42:48.827, 41 %, 5536 MiB, 82.78 W, 2872 MHz, 13801 MHz, 41
2026/09/13 14:42:49.078, 28 %, 10304 MiB, 79.99 W, 2872 MHz, 13801 MHz, 43
2026/09/13 14:42:49.328, 28 %, 10592 MiB, 79.99 W, 2872 MHz, 13801 MHz, 43
2026/09/13 14:42:49.578, 99 %, 10592 MiB, 161.68 W, 2857 MHz, 13801 MHz, 47
2026/09/13 14:42:49.828, 99 %, 10592 MiB, 161.68 W, 2857 MHz, 13801 MHz, 47
2026/09/13 14:42:50.078, 99 %, 10592 MiB, 305.73 W, 2842 MHz, 13801 MHz, 49
2026/09/13 14:42:50.329, 99 %, 10592 MiB, 305.73 W, 2842 MHz, 13801 MHz, 49
2026/09/13 14:42:50.579, 18 %, 2 MiB, 284.58 W, 2865 MHz, 14001 MHz, 42
2026/09/13 14:42:50.843, 18 %, 544 MiB, 284.58 W, 2865 MHz, 14001 MHz, 42
2026/09/13 14:42:51.094, 0 %, 544 MiB, 156.85 W, 2872 MHz, 13801 MHz, 42
2026/09/13 14:42:51.344, 0 %, 2944 MiB, 156.85 W, 2872 MHz, 13801 MHz, 42
2026/09/13 14:42:51.594, 28 %, 5568 MiB, 82.88 W, 2872 MHz, 13801 MHz, 41
2026/09/13 14:42:51.844, 28 %, 10304 MiB, 82.88 W, 2872 MHz, 13801 MHz, 41
2026/09/13 14:42:52.094, 21 %, 10592 MiB, 90.77 W, 2872 MHz, 13801 MHz, 45
2026/09/13 14:42:52.344, 21 %, 10592 MiB, 90.77 W, 2872 MHz, 13801 MHz, 45
2026/09/13 14:42:52.595, 99 %, 10592 MiB, 217.13 W, 2857 MHz, 13801 MHz, 48
2026/09/13 14:42:52.845, 99 %, 10592 MiB, 217.13 W, 2857 MHz, 13801 MHz, 48
2026/09/13 14:42:53.095, 29 %, 10592 MiB, 353.78 W, 2842 MHz, 13801 MHz, 44
2026/09/13 14:42:53.345, 29 %, 2 MiB, 353.78 W, 2842 MHz, 13801 MHz, 44
2026/09/13 14:42:53.613, 1 %, 544 MiB, 231.01 W, 2872 MHz, 13801 MHz, 42
2026/09/13 14:42:53.863, 1 %, 544 MiB, 231.01 W, 2872 MHz, 13801 MHz, 42
2026/09/13 14:42:54.113, 36 %, 2912 MiB, 93.90 W, 2872 MHz, 13801 MHz, 42
2026/09/13 14:42:54.363, 36 %, 5536 MiB, 93.90 W, 2872 MHz, 13801 MHz, 42
2026/09/13 14:42:54.613, 28 %, 10304 MiB, 80.27 W, 2872 MHz, 13801 MHz, 43
2026/09/13 14:42:54.864, 28 %, 10592 MiB, 80.27 W, 2872 MHz, 13801 MHz, 43
2026/09/13 14:42:55.114, 99 %, 10592 MiB, 152.51 W, 2857 MHz, 13801 MHz, 47
2026/09/13 14:42:55.364, 99 %, 10592 MiB, 152.51 W, 2857 MHz, 13801 MHz, 47
2026/09/13 14:42:55.614, 99 %, 10592 MiB, 296.19 W, 2835 MHz, 13801 MHz, 50
2026/09/13 14:42:55.864, 99 %, 10592 MiB, 296.19 W, 2835 MHz, 13801 MHz, 50
2026/09/13 14:42:56.114, 0 %, 2 MiB, 319.88 W, 2857 MHz, 13801 MHz, 43
2026/09/13 14:42:56.364, 0 %, 544 MiB, 319.88 W, 2857 MHz, 13801 MHz, 43
2026/09/13 14:42:56.615, 0 %, 544 MiB, 199.36 W, 2872 MHz, 13801 MHz, 42
2026/09/13 14:42:56.865, 0 %, 1760 MiB, 199.36 W, 2872 MHz, 13801 MHz, 42
2026/09/13 14:42:57.115, 25 %, 4288 MiB, 83.23 W, 2880 MHz, 13801 MHz, 42
2026/09/13 14:42:57.365, 25 %, 6912 MiB, 83.23 W, 2880 MHz, 13801 MHz, 42
2026/09/13 14:42:57.615, 76 %, 10592 MiB, 88.80 W, 2872 MHz, 13801 MHz, 42
2026/09/13 14:42:57.866, 76 %, 10592 MiB, 88.80 W, 2872 MHz, 13801 MHz, 42
2026/09/13 14:42:58.116, 99 %, 10592 MiB, 178.70 W, 2857 MHz, 13801 MHz, 48
2026/09/13 14:42:58.366, 99 %, 10592 MiB, 178.70 W, 2857 MHz, 13801 MHz, 48
2026/09/13 14:42:58.616, 98 %, 10592 MiB, 312.03 W, 2835 MHz, 13801 MHz, 50
2026/09/13 14:42:58.866, 98 %, 2 MiB, 312.03 W, 2835 MHz, 13801 MHz, 50
2026/09/13 14:42:59.116, 0 %, 544 MiB, 252.82 W, 2872 MHz, 13801 MHz, 43
2026/09/13 14:42:59.366, 0 %, 1344 MiB, 252.82 W, 2872 MHz, 13801 MHz, 43
2026/09/13 14:42:59.617, 19 %, 2496 MiB, 105.87 W, 2872 MHz, 13801 MHz, 42
2026/09/13 14:42:59.867, 19 %, 4320 MiB, 105.87 W, 2872 MHz, 13801 MHz, 42
2026/09/13 14:43:00.117, 24 %, 7456 MiB, 82.73 W, 2872 MHz, 13801 MHz, 43
2026/09/13 14:43:00.367, 24 %, 7488 MiB, 82.73 W, 2872 MHz, 13801 MHz, 43
2026/09/13 14:43:00.618, 95 %, 7488 MiB, 168.57 W, 2857 MHz, 13801 MHz, 48
2026/09/13 14:43:00.868, 95 %, 7616 MiB, 168.57 W, 2857 MHz, 13801 MHz, 48
2026/09/13 14:43:01.118, 99 %, 7680 MiB, 276.02 W, 2850 MHz, 13801 MHz, 49
2026/09/13 14:43:01.368, 99 %, 7680 MiB, 276.02 W, 2850 MHz, 13801 MHz, 49
2026/09/13 14:43:01.618, 98 %, 7712 MiB, 334.84 W, 2850 MHz, 13801 MHz, 50
2026/09/13 14:43:01.868, 98 %, 7778 MiB, 334.84 W, 2850 MHz, 13801 MHz, 50
2026/09/13 14:43:02.118, 98 %, 7842 MiB, 371.29 W, 2842 MHz, 13801 MHz, 50
2026/09/13 14:43:02.369, 98 %, 7874 MiB, 371.29 W, 2842 MHz, 13801 MHz, 50
2026/09/13 14:43:02.619, 98 %, 7938 MiB, 373.35 W, 2842 MHz, 13801 MHz, 50
2026/09/13 14:43:02.869, 98 %, 7970 MiB, 373.35 W, 2842 MHz, 13801 MHz, 50
2026/09/13 14:43:03.119, 99 %, 7970 MiB, 371.51 W, 2842 MHz, 13801 MHz, 51
2026/09/13 14:43:03.369, 99 %, 2 MiB, 371.51 W, 2842 MHz, 13801 MHz, 51
2026/09/13 14:43:03.619, 0 %, 2 MiB, 258.74 W, 2865 MHz, 14001 MHz, 43
2026/09/13 14:43:03.869, 0 %, 544 MiB, 258.74 W, 2865 MHz, 14001 MHz, 43
2026/09/13 14:43:04.120, 0 %, 544 MiB, 131.26 W, 2880 MHz, 13801 MHz, 43
2026/09/13 14:43:04.370, 0 %, 2208 MiB, 131.26 W, 2880 MHz, 13801 MHz, 43
2026/09/13 14:43:04.620, 25 %, 4768 MiB, 80.86 W, 2880 MHz, 13801 MHz, 43
2026/09/13 14:43:04.870, 25 %, 8096 MiB, 80.86 W, 2880 MHz, 13801 MHz, 43
2026/09/13 14:43:05.120, 46 %, 10592 MiB, 89.25 W, 2692 MHz, 13801 MHz, 43
2026/09/13 14:43:05.370, 46 %, 10592 MiB, 89.25 W, 2692 MHz, 13801 MHz, 43
2026/09/13 14:43:05.621, 99 %, 10592 MiB, 189.40 W, 2857 MHz, 13801 MHz, 49
2026/09/13 14:43:05.871, 99 %, 10592 MiB, 189.40 W, 2857 MHz, 13801 MHz, 49
2026/09/13 14:43:06.121, 98 %, 10592 MiB, 330.88 W, 2857 MHz, 13801 MHz, 49
2026/09/13 14:43:06.371, 98 %, 10589 MiB, 330.88 W, 2857 MHz, 13801 MHz, 49
2026/09/13 14:43:06.621, 18 %, 542 MiB, 253.98 W, 2857 MHz, 14001 MHz, 44
2026/09/13 14:43:06.871, 18 %, 544 MiB, 253.98 W, 2857 MHz, 14001 MHz, 44
2026/09/13 14:43:07.121, 0 %, 1440 MiB, 137.72 W, 2865 MHz, 13801 MHz, 43
2026/09/13 14:43:07.372, 0 %, 3968 MiB, 137.72 W, 2865 MHz, 13801 MHz, 43
2026/09/13 14:43:07.622, 29 %, 6624 MiB, 82.05 W, 2865 MHz, 13801 MHz, 43
2026/09/13 14:43:07.872, 29 %, 10592 MiB, 82.05 W, 2865 MHz, 13801 MHz, 43
2026/09/13 14:43:08.122, 81 %, 10592 MiB, 108.71 W, 2857 MHz, 13801 MHz, 47
2026/09/13 14:43:08.372, 81 %, 10592 MiB, 108.71 W, 2857 MHz, 13801 MHz, 47
2026/09/13 14:43:08.623, 99 %, 10592 MiB, 236.19 W, 2857 MHz, 13801 MHz, 49
2026/09/13 14:43:08.873, 99 %, 10592 MiB, 236.19 W, 2857 MHz, 13801 MHz, 49
2026/09/13 14:43:09.123, 0 %, 10592 MiB, 337.92 W, 2857 MHz, 13801 MHz, 45
2026/09/13 14:43:09.373, 0 %, 508 MiB, 337.92 W, 2857 MHz, 13801 MHz, 45
2026/09/13 14:43:09.625, 0 %, 544 MiB, 205.82 W, 2865 MHz, 13801 MHz, 43
2026/09/13 14:43:09.875, 0 %, 1344 MiB, 205.82 W, 2865 MHz, 13801 MHz, 43
2026/09/13 14:43:10.125, 26 %, 3776 MiB, 84.14 W, 2865 MHz, 13801 MHz, 43
2026/09/13 14:43:10.375, 26 %, 6464 MiB, 84.14 W, 2865 MHz, 13801 MHz, 43
2026/09/13 14:43:10.626, 51 %, 10304 MiB, 86.24 W, 2872 MHz, 13801 MHz, 44
2026/09/13 14:43:10.876, 51 %, 10592 MiB, 86.24 W, 2872 MHz, 13801 MHz, 44
2026/09/13 14:43:11.126, 99 %, 10592 MiB, 167.72 W, 2857 MHz, 13801 MHz, 49
2026/09/13 14:43:11.376, 99 %, 10592 MiB, 167.72 W, 2857 MHz, 13801 MHz, 49
2026/09/13 14:43:11.626, 99 %, 10592 MiB, 316.60 W, 2842 MHz, 13801 MHz, 51
2026/09/13 14:43:11.876, 99 %, 10592 MiB, 316.60 W, 2842 MHz, 13801 MHz, 51
2026/09/13 14:43:12.127, 0 %, 19 MiB, 298.31 W, 2865 MHz, 14001 MHz, 44
2026/09/13 14:43:12.377, 0 %, 544 MiB, 298.31 W, 2865 MHz, 14001 MHz, 44
2026/09/13 14:43:12.627, 0 %, 544 MiB, 170.08 W, 2865 MHz, 13801 MHz, 43
2026/09/13 14:43:12.877, 0 %, 3104 MiB, 170.08 W, 2865 MHz, 13801 MHz, 43
2026/09/13 14:43:13.127, 28 %, 5728 MiB, 83.83 W, 2865 MHz, 13801 MHz, 43
2026/09/13 14:43:13.378, 28 %, 10304 MiB, 83.83 W, 2865 MHz, 13801 MHz, 43
2026/09/13 14:43:13.628, 12 %, 10592 MiB, 89.99 W, 2857 MHz, 13801 MHz, 46
2026/09/13 14:43:13.878, 12 %, 10592 MiB, 89.99 W, 2857 MHz, 13801 MHz, 46
2026/09/13 14:43:14.128, 99 %, 10592 MiB, 226.42 W, 2857 MHz, 13801 MHz, 49
2026/09/13 14:43:14.378, 99 %, 10592 MiB, 226.42 W, 2857 MHz, 13801 MHz, 49
2026/09/13 14:43:14.628, 99 %, 10592 MiB, 370.18 W, 2827 MHz, 13801 MHz, 49
2026/09/13 14:43:14.878, 99 %, 2 MiB, 370.18 W, 2827 MHz, 13801 MHz, 49
2026/09/13 14:43:15.129, 0 %, 544 MiB, 263.69 W, 2865 MHz, 13801 MHz, 44
2026/09/13 14:43:15.379, 0 %, 544 MiB, 263.69 W, 2865 MHz, 13801 MHz, 44
2026/09/13 14:43:15.629, 3 %, 2432 MiB, 126.74 W, 2872 MHz, 13801 MHz, 44
2026/09/13 14:43:15.879, 3 %, 5024 MiB, 126.74 W, 2872 MHz, 13801 MHz, 44
2026/09/13 14:43:16.129, 28 %, 9248 MiB, 83.21 W, 2880 MHz, 13801 MHz, 43
2026/09/13 14:43:16.380, 28 %, 10592 MiB, 83.21 W, 2880 MHz, 13801 MHz, 43
2026/09/13 14:43:16.630, 99 %, 10592 MiB, 131.45 W, 2850 MHz, 13801 MHz, 49
2026/09/13 14:43:16.880, 99 %, 10592 MiB, 131.45 W, 2850 MHz, 13801 MHz, 49
2026/09/13 14:43:17.130, 98 %, 10592 MiB, 277.33 W, 2842 MHz, 13801 MHz, 52
2026/09/13 14:43:17.380, 98 %, 10592 MiB, 277.33 W, 2842 MHz, 13801 MHz, 52
2026/09/13 14:43:17.630, 69 %, 10592 MiB, 378.07 W, 2835 MHz, 13801 MHz, 47
2026/09/13 14:43:17.880, 69 %, 2 MiB, 378.07 W, 2835 MHz, 13801 MHz, 47
2026/09/13 14:43:18.148, 1 %, 544 MiB, 250.88 W, 2865 MHz, 13801 MHz, 44
2026/09/13 14:43:18.398, 1 %, 544 MiB, 250.88 W, 2865 MHz, 13801 MHz, 44
2026/09/13 14:43:18.648, 27 %, 2944 MiB, 83.83 W, 2865 MHz, 13801 MHz, 44
2026/09/13 14:43:18.898, 27 %, 5568 MiB, 83.83 W, 2865 MHz, 13801 MHz, 44
2026/09/13 14:43:19.149, 28 %, 10304 MiB, 81.49 W, 2865 MHz, 13801 MHz, 44
2026/09/13 14:43:19.399, 28 %, 10592 MiB, 81.49 W, 2865 MHz, 13801 MHz, 44
2026/09/13 14:43:19.649, 99 %, 10592 MiB, 145.27 W, 2850 MHz, 13801 MHz, 49
2026/09/13 14:43:19.899, 99 %, 10592 MiB, 145.27 W, 2850 MHz, 13801 MHz, 49
2026/09/13 14:43:20.149, 97 %, 10592 MiB, 286.85 W, 2842 MHz, 13801 MHz, 51
2026/09/13 14:43:20.399, 97 %, 10592 MiB, 286.85 W, 2842 MHz, 13801 MHz, 51
2026/09/13 14:43:20.649, 0 %, 2 MiB, 323.26 W, 2857 MHz, 13801 MHz, 45
2026/09/13 14:43:20.900, 0 %, 544 MiB, 323.26 W, 2857 MHz, 13801 MHz, 45
2026/09/13 14:43:21.150, 0 %, 1344 MiB, 199.69 W, 2865 MHz, 13801 MHz, 44
2026/09/13 14:43:21.400, 0 %, 2592 MiB, 199.69 W, 2865 MHz, 13801 MHz, 44
2026/09/13 14:43:21.650, 22 %, 4416 MiB, 84.62 W, 2865 MHz, 13801 MHz, 44
2026/09/13 14:43:21.900, 22 %, 7456 MiB, 84.62 W, 2865 MHz, 13801 MHz, 44
2026/09/13 14:43:22.151, 82 %, 7488 MiB, 97.12 W, 2857 MHz, 13801 MHz, 48
2026/09/13 14:43:22.401, 82 %, 7488 MiB, 97.12 W, 2857 MHz, 13801 MHz, 48
2026/09/13 14:43:22.651, 35 %, 7616 MiB, 202.99 W, 2857 MHz, 13801 MHz, 48
2026/09/13 14:43:22.901, 35 %, 7616 MiB, 202.99 W, 2857 MHz, 13801 MHz, 48
2026/09/13 14:43:23.151, 98 %, 7648 MiB, 312.17 W, 2850 MHz, 13801 MHz, 51
2026/09/13 14:43:23.401, 98 %, 7712 MiB, 312.17 W, 2850 MHz, 13801 MHz, 51
2026/09/13 14:43:23.651, 98 %, 7778 MiB, 353.30 W, 2842 MHz, 13801 MHz, 51
2026/09/13 14:43:23.902, 98 %, 7810 MiB, 353.30 W, 2842 MHz, 13801 MHz, 51
2026/09/13 14:43:24.152, 98 %, 7874 MiB, 367.80 W, 2842 MHz, 13801 MHz, 52
2026/09/13 14:43:24.402, 98 %, 7874 MiB, 367.80 W, 2842 MHz, 13801 MHz, 52
2026/09/13 14:43:24.652, 98 %, 7938 MiB, 368.14 W, 2842 MHz, 13801 MHz, 52
2026/09/13 14:43:24.902, 98 %, 7970 MiB, 368.14 W, 2842 MHz, 13801 MHz, 52
2026/09/13 14:43:25.152, 98 %, 7970 MiB, 367.04 W, 2850 MHz, 13801 MHz, 52
2026/09/13 14:43:25.402, 98 %, 7968 MiB, 367.04 W, 2850 MHz, 13801 MHz, 52
2026/09/13 14:43:25.652, 14 %, 2 MiB, 307.56 W, 2865 MHz, 14001 MHz, 46
2026/09/13 14:43:25.903, 14 %, 21 MiB, 307.56 W, 2865 MHz, 14001 MHz, 46
2026/09/13 14:43:26.153, 1 %, 544 MiB, 160.45 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:26.403, 1 %, 544 MiB, 160.45 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:26.654, 32 %, 3104 MiB, 81.25 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:26.904, 32 %, 5728 MiB, 81.25 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:27.154, 28 %, 10304 MiB, 82.61 W, 2827 MHz, 13801 MHz, 44
2026/09/13 14:43:27.404, 28 %, 10592 MiB, 82.61 W, 2827 MHz, 13801 MHz, 44
2026/09/13 14:43:27.654, 99 %, 10592 MiB, 146.26 W, 2850 MHz, 13801 MHz, 50
2026/09/13 14:43:27.905, 99 %, 10592 MiB, 146.26 W, 2850 MHz, 13801 MHz, 50
2026/09/13 14:43:28.155, 98 %, 10592 MiB, 285.70 W, 2857 MHz, 13801 MHz, 51
2026/09/13 14:43:28.405, 98 %, 10592 MiB, 285.70 W, 2857 MHz, 13801 MHz, 51
2026/09/13 14:43:28.655, 0 %, 2 MiB, 317.89 W, 2865 MHz, 13801 MHz, 46
2026/09/13 14:43:28.905, 0 %, 544 MiB, 317.89 W, 2865 MHz, 13801 MHz, 46
2026/09/13 14:43:29.155, 0 %, 544 MiB, 195.53 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:29.405, 0 %, 1952 MiB, 195.53 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:29.656, 25 %, 4480 MiB, 84.55 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:29.906, 25 %, 7136 MiB, 84.55 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:30.156, 67 %, 10592 MiB, 90.88 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:30.406, 67 %, 10592 MiB, 90.88 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:30.656, 99 %, 10592 MiB, 186.75 W, 2857 MHz, 13801 MHz, 50
2026/09/13 14:43:30.906, 99 %, 10592 MiB, 186.75 W, 2857 MHz, 13801 MHz, 50
2026/09/13 14:43:31.157, 98 %, 10592 MiB, 321.35 W, 2857 MHz, 13801 MHz, 52
2026/09/13 14:43:31.407, 98 %, 10592 MiB, 321.35 W, 2857 MHz, 13801 MHz, 52
2026/09/13 14:43:31.657, 11 %, 21 MiB, 285.22 W, 2865 MHz, 14001 MHz, 46
2026/09/13 14:43:31.907, 11 %, 544 MiB, 285.22 W, 2865 MHz, 14001 MHz, 46
2026/09/13 14:43:32.158, 0 %, 544 MiB, 164.20 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:32.408, 0 %, 3392 MiB, 164.20 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:32.658, 28 %, 6016 MiB, 85.04 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:32.908, 28 %, 10304 MiB, 85.04 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:33.158, 11 %, 10592 MiB, 92.46 W, 2850 MHz, 13801 MHz, 47
2026/09/13 14:43:33.408, 11 %, 10592 MiB, 92.46 W, 2850 MHz, 13801 MHz, 47
2026/09/13 14:43:33.659, 99 %, 10592 MiB, 226.26 W, 2857 MHz, 13801 MHz, 51
2026/09/13 14:43:33.909, 99 %, 10592 MiB, 226.26 W, 2857 MHz, 13801 MHz, 51
2026/09/13 14:43:34.159, 99 %, 10592 MiB, 342.74 W, 2842 MHz, 13801 MHz, 53
2026/09/13 14:43:34.409, 99 %, 2 MiB, 342.74 W, 2842 MHz, 13801 MHz, 53
2026/09/13 14:43:34.659, 1 %, 544 MiB, 272.16 W, 2865 MHz, 14001 MHz, 46
2026/09/13 14:43:34.909, 1 %, 544 MiB, 272.16 W, 2865 MHz, 14001 MHz, 46
2026/09/13 14:43:35.159, 0 %, 2208 MiB, 109.75 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:35.410, 0 %, 4768 MiB, 109.75 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:35.660, 28 %, 8128 MiB, 82.99 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:35.910, 28 %, 10592 MiB, 82.99 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:36.160, 98 %, 10592 MiB, 116.85 W, 2857 MHz, 13801 MHz, 50
2026/09/13 14:43:36.410, 98 %, 10592 MiB, 116.85 W, 2857 MHz, 13801 MHz, 50
2026/09/13 14:43:36.660, 99 %, 10592 MiB, 262.13 W, 2850 MHz, 13801 MHz, 52
2026/09/13 14:43:36.911, 99 %, 10592 MiB, 262.13 W, 2850 MHz, 13801 MHz, 52
2026/09/13 14:43:37.161, 99 %, 10592 MiB, 382.83 W, 2820 MHz, 13801 MHz, 49
2026/09/13 14:43:37.411, 99 %, 2 MiB, 382.83 W, 2820 MHz, 13801 MHz, 49
2026/09/13 14:43:37.661, 0 %, 544 MiB, 259.94 W, 2865 MHz, 13801 MHz, 46
2026/09/13 14:43:37.911, 0 %, 544 MiB, 259.94 W, 2865 MHz, 13801 MHz, 46
2026/09/13 14:43:38.161, 0 %, 2560 MiB, 119.83 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:38.412, 0 %, 5152 MiB, 119.83 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:38.662, 28 %, 10304 MiB, 83.04 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:38.912, 28 %, 10592 MiB, 83.04 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:39.162, 99 %, 10592 MiB, 131.29 W, 2857 MHz, 13801 MHz, 50
2026/09/13 14:43:39.412, 99 %, 10592 MiB, 131.29 W, 2857 MHz, 13801 MHz, 50
2026/09/13 14:43:39.662, 98 %, 10592 MiB, 254.07 W, 2842 MHz, 13801 MHz, 52
2026/09/13 14:43:39.913, 98 %, 10592 MiB, 254.07 W, 2842 MHz, 13801 MHz, 52
2026/09/13 14:43:40.163, 99 %, 10592 MiB, 383.62 W, 2812 MHz, 13801 MHz, 54
2026/09/13 14:43:40.413, 99 %, 10589 MiB, 383.62 W, 2812 MHz, 13801 MHz, 54
