timestamp, index, uuid, memory.used [MiB], utilization.gpu [%], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/08/25 00:21:59.500, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 8225 MiB, 9 %, 91.48 W, 2317 MHz, 12481 MHz, 39
2026/08/25 00:21:59.750, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 9121 MiB, 9 %, 91.38 W, 2317 MHz, 12481 MHz, 39
2026/08/25 00:22:00.010, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 9571 MiB, 1 %, 91.48 W, 2317 MHz, 12481 MHz, 39
2026/08/25 00:22:00.261, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 10501 MiB, 9 %, 91.40 W, 2317 MHz, 12481 MHz, 39
2026/08/25 00:22:00.511, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 11397 MiB, 1 %, 91.43 W, 2317 MHz, 12481 MHz, 39
2026/08/25 00:22:00.765, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 11847 MiB, 9 %, 91.54 W, 2317 MHz, 12481 MHz, 39
2026/08/25 00:22:01.015, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 12777 MiB, 9 %, 91.44 W, 2317 MHz, 12481 MHz, 39
2026/08/25 00:22:01.266, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 13675 MiB, 1 %, 91.42 W, 2317 MHz, 12481 MHz, 39
2026/08/25 00:22:01.523, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 14123 MiB, 9 %, 91.30 W, 2317 MHz, 12481 MHz, 39
2026/08/25 00:22:01.773, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 15021 MiB, 1 %, 91.10 W, 2317 MHz, 12481 MHz, 39
2026/08/25 00:22:02.026, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 15951 MiB, 9 %, 91.21 W, 2325 MHz, 12481 MHz, 38
2026/08/25 00:22:02.286, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 16399 MiB, 9 %, 91.33 W, 2325 MHz, 12481 MHz, 38
2026/08/25 00:22:02.536, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 17297 MiB, 9 %, 91.35 W, 2317 MHz, 12481 MHz, 38
2026/08/25 00:22:02.786, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 18227 MiB, 9 %, 91.35 W, 2317 MHz, 12481 MHz, 38
2026/08/25 00:22:03.036, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 18677 MiB, 1 %, 91.30 W, 2325 MHz, 12481 MHz, 38
2026/08/25 00:22:03.286, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 19093 MiB, 9 %, 91.16 W, 2325 MHz, 12481 MHz, 38
2026/08/25 00:22:03.536, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20053 MiB, 95 %, 124.83 W, 2325 MHz, 12481 MHz, 44
2026/08/25 00:22:03.787, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20597 MiB, 94 %, 181.65 W, 2265 MHz, 12481 MHz, 45
2026/08/25 00:22:04.037, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21013 MiB, 94 %, 257.43 W, 2317 MHz, 12481 MHz, 44
2026/08/25 00:22:04.287, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21589 MiB, 94 %, 312.98 W, 2392 MHz, 12481 MHz, 45
2026/08/25 00:22:04.537, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 94 %, 356.96 W, 2392 MHz, 12481 MHz, 45
2026/08/25 00:22:04.787, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 40 %, 326.77 W, 2355 MHz, 12481 MHz, 41
2026/08/25 00:22:05.037, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 40 %, 280.60 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:05.287, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 40 %, 250.31 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:05.537, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 46 %, 205.70 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:05.787, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 41 %, 205.65 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:06.037, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 45 %, 207.38 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:06.287, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 46 %, 209.40 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:06.538, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 48 %, 209.28 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:06.788, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 41 %, 209.84 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:07.038, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 44 %, 211.54 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:07.288, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 45 %, 210.64 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:07.538, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 47 %, 211.29 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:07.788, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 210.79 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:08.038, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 44 %, 210.72 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:08.288, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 46 %, 211.42 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:08.538, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 47 %, 211.68 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:08.788, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 44 %, 210.56 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:09.038, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 212.39 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:09.288, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 48 %, 210.11 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:09.538, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 212.99 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:09.789, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 47 %, 210.89 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:10.039, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 43 %, 212.85 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:10.289, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 214.05 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:10.539, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 212.63 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:10.789, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 212.99 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:11.039, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 48 %, 211.69 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:11.289, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 214.79 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:11.539, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 44 %, 211.43 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:11.789, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 214.55 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:12.039, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 48 %, 212.75 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:12.289, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 214.10 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:12.539, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 48 %, 212.62 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:12.790, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 41 %, 212.23 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:13.040, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 47 %, 212.76 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:13.290, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 45 %, 211.98 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:13.540, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 46 %, 213.87 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:13.790, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 46 %, 211.93 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:14.040, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 214.05 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:14.290, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 47 %, 211.69 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:14.540, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 214.20 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:14.790, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 43 %, 213.66 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:15.040, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 48 %, 211.84 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:15.290, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 214.36 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:15.540, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 47 %, 212.16 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:15.790, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 213.09 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:16.041, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 211.62 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:16.291, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 45 %, 209.77 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:16.541, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 211.77 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:16.791, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 43 %, 212.31 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:17.041, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 44 %, 210.28 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:17.291, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 39 %, 211.24 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:17.541, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 41 %, 209.61 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:17.791, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 44 %, 208.85 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:18.041, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 208.46 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:18.291, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 209.21 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:18.541, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 210.95 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:18.791, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 43 %, 211.85 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:19.042, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 43 %, 209.64 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:19.292, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 43 %, 208.88 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:19.542, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 43 %, 209.17 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:19.792, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 210.91 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:20.042, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 212.12 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:20.292, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 46 %, 211.82 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:20.542, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 211.14 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:20.792, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 210.21 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:22:21.042, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 209.65 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:21.292, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 209.29 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:21.542, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 46 %, 209.32 W, 2287 MHz, 12481 MHz, 44
2026/08/25 00:22:21.792, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 46 %, 208.55 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:22.043, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 43 %, 209.45 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:22.293, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 209.52 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:22.543, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 211.05 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:22.793, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 46 %, 210.48 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:23.043, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 46 %, 211.95 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:23.293, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 212.15 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:23.543, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 212.80 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:23.793, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 213.24 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:24.043, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 46 %, 210.28 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:24.293, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 209.57 W, 2287 MHz, 12481 MHz, 44
2026/08/25 00:22:24.543, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 43 %, 209.33 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:24.793, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 43 %, 209.04 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:25.043, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 212.37 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:25.294, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 43 %, 213.33 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:25.544, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 47 %, 212.61 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:25.794, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 43 %, 212.51 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:26.044, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 213.45 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:26.294, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 44 %, 213.54 W, 2287 MHz, 12481 MHz, 44
2026/08/25 00:22:26.544, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 43 %, 213.74 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:26.794, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 212.90 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:27.044, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 46 %, 214.38 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:27.294, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 47 %, 213.27 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:27.544, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 213.13 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:27.794, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 47 %, 213.91 W, 2287 MHz, 12481 MHz, 44
2026/08/25 00:22:28.044, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 44 %, 213.46 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:28.294, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 44 %, 214.70 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:28.545, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 213.39 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:28.795, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 212.01 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:22:29.045, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 42 %, 213.39 W, 2287 MHz, 12481 MHz, 43
2026/08/25 00:22:29.295, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 44 %, 231.41 W, 2287 MHz, 12481 MHz, 46
2026/08/25 00:22:29.545, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 94 %, 271.42 W, 2347 MHz, 12481 MHz, 46
2026/08/25 00:22:29.795, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 78 %, 288.65 W, 2392 MHz, 12481 MHz, 44
2026/08/25 00:22:30.045, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 70 %, 302.00 W, 2385 MHz, 12481 MHz, 43
2026/08/25 00:22:30.295, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 71 %, 292.78 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:30.545, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 71 %, 268.60 W, 2287 MHz, 12481 MHz, 44
2026/08/25 00:22:30.795, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 259.10 W, 2265 MHz, 12481 MHz, 44
2026/08/25 00:22:31.045, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 264.38 W, 2265 MHz, 12481 MHz, 44
2026/08/25 00:22:31.295, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 71 %, 266.58 W, 2265 MHz, 12481 MHz, 44
2026/08/25 00:22:31.546, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 72 %, 262.50 W, 2340 MHz, 12481 MHz, 44
2026/08/25 00:22:31.796, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 258.40 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:32.046, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 253.21 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:32.296, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 250.57 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:32.546, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 250.66 W, 2385 MHz, 12481 MHz, 43
2026/08/25 00:22:32.796, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 72 %, 252.30 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:33.046, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 253.23 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:33.296, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 72 %, 252.43 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:33.546, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 72 %, 250.57 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:33.796, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 249.75 W, 2385 MHz, 12481 MHz, 43
2026/08/25 00:22:34.046, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 72 %, 250.58 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:34.296, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 251.81 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:34.546, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 253.32 W, 2385 MHz, 12481 MHz, 43
2026/08/25 00:22:34.797, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 72 %, 254.64 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:35.047, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 253.84 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:35.297, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 253.34 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:35.547, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 254.34 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:35.797, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 252.31 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:36.047, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 253.12 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:36.297, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 71 %, 253.64 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:36.547, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 71 %, 252.81 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:36.797, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 253.59 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:37.047, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 253.82 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:37.297, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 253.77 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:37.547, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 71 %, 254.25 W, 2385 MHz, 12481 MHz, 44
