timestamp, index, uuid, memory.used [MiB], utilization.gpu [%], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/08/25 00:20:35.994, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 72 %, 263.35 W, 2265 MHz, 12481 MHz, 38
2026/08/25 00:20:36.244, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 73 %, 264.37 W, 2265 MHz, 12481 MHz, 38
2026/08/25 00:20:36.495, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 73 %, 264.19 W, 2265 MHz, 12481 MHz, 38
2026/08/25 00:20:36.745, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 73 %, 264.99 W, 2265 MHz, 12481 MHz, 39
2026/08/25 00:20:36.995, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 73 %, 266.26 W, 2265 MHz, 12481 MHz, 38
2026/08/25 00:20:37.245, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 73 %, 266.19 W, 2265 MHz, 12481 MHz, 38
2026/08/25 00:20:37.495, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 72 %, 266.94 W, 2265 MHz, 12481 MHz, 39
2026/08/25 00:20:37.745, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 73 %, 266.87 W, 2265 MHz, 12481 MHz, 39
2026/08/25 00:20:37.995, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 73 %, 266.12 W, 2265 MHz, 12481 MHz, 38
2026/08/25 00:20:38.245, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 73 %, 266.11 W, 2265 MHz, 12481 MHz, 39
2026/08/25 00:20:38.495, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 72 %, 265.38 W, 2265 MHz, 12481 MHz, 39
2026/08/25 00:20:38.745, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 73 %, 266.53 W, 2265 MHz, 12481 MHz, 39
2026/08/25 00:20:38.995, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 73 %, 266.49 W, 2265 MHz, 12481 MHz, 39
2026/08/25 00:20:39.245, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 73 %, 267.04 W, 2265 MHz, 12481 MHz, 39
2026/08/25 00:20:39.496, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 73 %, 266.83 W, 2265 MHz, 12481 MHz, 39
2026/08/25 00:20:39.746, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 73 %, 266.14 W, 2265 MHz, 12481 MHz, 40
2026/08/25 00:20:39.996, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 73 %, 266.52 W, 2265 MHz, 12481 MHz, 40
2026/08/25 00:20:40.246, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 73 %, 266.57 W, 2265 MHz, 12481 MHz, 39
2026/08/25 00:20:40.496, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 73 %, 267.18 W, 2265 MHz, 12481 MHz, 39
2026/08/25 00:20:40.746, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 72 %, 267.98 W, 2265 MHz, 12481 MHz, 41
2026/08/25 00:20:40.996, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20757 MiB, 94 %, 286.40 W, 2265 MHz, 12481 MHz, 42
2026/08/25 00:20:41.246, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 20917 MiB, 94 %, 317.89 W, 2265 MHz, 12481 MHz, 43
2026/08/25 00:20:41.496, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21333 MiB, 94 %, 338.74 W, 2265 MHz, 12481 MHz, 42
2026/08/25 00:20:41.746, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21781 MiB, 94 %, 371.42 W, 2272 MHz, 12481 MHz, 43
2026/08/25 00:20:41.996, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 71 %, 366.36 W, 2272 MHz, 12481 MHz, 41
2026/08/25 00:20:42.246, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 315.75 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:42.496, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 283.73 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:42.747, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 233.55 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:42.997, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 205.95 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:43.247, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 205.35 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:43.497, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 207.11 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:43.747, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 207.15 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:43.997, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 206.40 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:44.247, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 207.22 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:44.497, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 205.86 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:44.747, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 206.49 W, 2287 MHz, 12481 MHz, 38
2026/08/25 00:20:44.997, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 206.62 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:45.247, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 206.48 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:45.497, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 207.42 W, 2295 MHz, 12481 MHz, 39
2026/08/25 00:20:45.747, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 207.21 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:45.998, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 207.43 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:46.248, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 39 %, 209.12 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:20:46.498, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 209.73 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:46.748, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 210.07 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:46.998, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 209.87 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:47.248, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 209.10 W, 2295 MHz, 12481 MHz, 40
2026/08/25 00:20:47.498, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 208.39 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:47.748, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 206.38 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:47.998, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 207.96 W, 2295 MHz, 12481 MHz, 39
2026/08/25 00:20:48.248, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 208.99 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:48.498, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 210.95 W, 2295 MHz, 12481 MHz, 40
2026/08/25 00:20:48.748, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 38 %, 209.48 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:20:48.998, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 207.92 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:49.249, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 208.43 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:49.499, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 206.11 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:49.749, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 208.43 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:49.999, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 210.00 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:50.249, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 210.52 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:50.499, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 40 %, 210.45 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:20:50.749, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 209.32 W, 2295 MHz, 12481 MHz, 40
2026/08/25 00:20:50.999, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 209.29 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:51.249, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 208.29 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:51.499, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 208.43 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:51.749, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 207.63 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:51.999, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 210.24 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:52.249, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 210.40 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:52.500, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 210.20 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:52.750, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 210.87 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:20:53.000, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 209.34 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:20:53.250, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 208.18 W, 2295 MHz, 12481 MHz, 41
2026/08/25 00:20:53.500, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 208.78 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:53.750, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 208.60 W, 2287 MHz, 12481 MHz, 39
2026/08/25 00:20:54.000, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 209.19 W, 2295 MHz, 12481 MHz, 39
2026/08/25 00:20:54.250, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 209.46 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:54.500, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 212.23 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:54.750, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 210.98 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:20:55.000, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 211.51 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:20:55.250, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 209.91 W, 2295 MHz, 12481 MHz, 41
2026/08/25 00:20:55.501, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 210.44 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:20:55.751, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 209.95 W, 2295 MHz, 12481 MHz, 40
2026/08/25 00:20:56.001, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 209.00 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:56.251, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 209.27 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:56.501, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 209.07 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:56.751, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 212.41 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:57.001, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 211.69 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:20:57.251, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 38 %, 210.09 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:20:57.501, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 209.53 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:57.751, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 209.23 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:58.001, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 208.01 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:58.251, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 211.08 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:58.502, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 211.74 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:20:58.752, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 211.48 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:20:59.002, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 211.48 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:20:59.252, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 42 %, 210.69 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:20:59.502, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 209.36 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:20:59.752, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 208.97 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:21:00.002, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 208.76 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:21:00.252, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 210.94 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:21:00.502, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 210.26 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:21:00.752, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 210.00 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:21:01.002, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 210.94 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:21:01.252, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 209.23 W, 2295 MHz, 12481 MHz, 40
2026/08/25 00:21:01.502, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 209.49 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:21:01.753, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 211.00 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:21:02.003, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 210.53 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:21:02.253, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 212.65 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:21:02.503, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 212.54 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:21:02.753, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 211.69 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:21:03.003, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 212.34 W, 2287 MHz, 12481 MHz, 41
2026/08/25 00:21:03.253, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 211.37 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:21:03.503, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 211.13 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:21:03.753, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 211.33 W, 2287 MHz, 12481 MHz, 40
2026/08/25 00:21:04.003, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 43 %, 213.74 W, 2295 MHz, 12481 MHz, 41
2026/08/25 00:21:04.253, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 212.59 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:21:04.503, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 213.44 W, 2287 MHz, 12481 MHz, 42
2026/08/25 00:21:04.754, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21909 MiB, 41 %, 211.56 W, 2295 MHz, 12481 MHz, 42
