t	layer	projection	row	bit_diffs	current_argmax	fused_argmax	status
7	6	0	5	0	5894	5894	PASS
7	6	0	6	0	5894	5894	PASS
7	6	1	0	0	5849	5849	PASS
7	6	1	1	0	5849	5849	PASS
7	6	1	2	0	5849	5849	PASS
7	6	1	3	0	155	155	PASS
7	6	1	4	0	6440	6440	PASS
7	6	1	5	0	6213	6213	PASS
7	6	1	6	0	5849	5849	PASS
7	6	2	0	0	980	980	PASS
7	6	2	1	0	980	980	PASS
7	6	2	2	0	980	980	PASS
7	6	2	3	0	980	980	PASS
7	6	2	4	0	980	980	PASS
7	6	2	5	0	980	980	PASS
7	6	2	6	0	980	980	PASS
7	6	3	0	0	12	12	PASS
7	6	3	1	0	72	72	PASS
7	6	3	2	0	29	29	PASS
7	6	3	3	0	10	10	PASS
7	6	3	4	0	29	29	PASS
7	6	3	5	0	24	24	PASS
7	6	3	6	0	72	72	PASS
7	6	4	0	0	33	33	PASS
7	6	4	1	0	3	3	PASS
7	6	4	2	0	33	33	PASS
7	6	4	3	0	33	33	PASS
7	6	4	4	0	83	83	PASS
7	6	4	5	0	33	33	PASS
7	6	4	6	0	33	33	PASS
7	6	5	0	0	32	32	PASS
7	6	5	1	0	42	42	PASS
7	6	5	2	0	12	12	PASS
7	6	5	3	0	32	32	PASS
7	6	5	4	0	32	32	PASS
7	6	5	5	0	28	28	PASS
7	6	5	6	0	55	55	PASS
7	8	0	0	0	1918	1918	PASS
7	8	0	1	0	1918	1918	PASS
7	8	0	2	0	1918	1918	PASS
7	8	0	3	0	1918	1918	PASS
7	8	0	4	0	3697	3697	PASS
7	8	0	5	0	1918	1918	PASS
7	8	0	6	0	1918	1918	PASS
7	8	1	0	0	7829	7829	PASS
7	8	1	1	0	7829	7829	PASS
7	8	1	2	0	4393	4393	PASS
7	8	1	3	0	7829	7829	PASS
7	8	1	4	0	4393	4393	PASS
7	8	1	5	0	4393	4393	PASS
7	8	1	6	0	7829	7829	PASS
7	8	2	0	0	2518	2518	PASS
7	8	2	1	0	2518	2518	PASS
7	8	2	2	0	2518	2518	PASS
7	8	2	3	0	2518	2518	PASS
7	8	2	4	0	804	804	PASS
7	8	2	5	0	2518	2518	PASS
7	8	2	6	0	2518	2518	PASS
7	8	3	0	0	47	47	PASS
7	8	3	1	0	126	126	PASS
7	8	3	2	0	108	108	PASS
7	8	3	3	0	15	15	PASS
7	8	3	4	0	115	115	PASS
7	8	3	5	0	5	5	PASS
7	8	3	6	0	57	57	PASS
7	8	4	0	0	13	13	PASS
7	8	4	1	0	84	84	PASS
7	8	4	2	0	51	51	PASS
7	8	4	3	0	102	102	PASS
7	8	4	4	0	37	37	PASS
7	8	4	5	0	13	13	PASS
7	8	4	6	0	83	83	PASS
7	8	5	0	0	61	61	PASS
7	8	5	1	0	61	61	PASS
7	8	5	2	0	15	15	PASS
7	8	5	3	0	61	61	PASS
7	8	5	4	0	19	19	PASS
7	8	5	5	0	63	63	PASS
7	8	5	6	0	61	61	PASS
7	9	0	0	0	3786	3786	PASS
7	9	0	1	0	3786	3786	PASS
7	9	0	2	0	3786	3786	PASS
7	9	0	3	0	3786	3786	PASS
7	9	0	4	0	3786	3786	PASS
7	9	0	5	0	3786	3786	PASS
7	9	0	6	0	3786	3786	PASS
7	9	1	0	0	4710	4710	PASS
7	9	1	1	0	3828	3828	PASS
7	9	1	2	0	8178	8178	PASS
7	9	1	3	0	2488	2488	PASS
7	9	1	4	0	4219	4219	PASS
7	9	1	5	0	4710	4710	PASS
7	9	1	6	0	1253	1253	PASS
7	9	2	0	0	7223	7223	PASS
7	9	2	1	0	7223	7223	PASS
7	9	2	2	0	489	489	PASS
7	9	2	3	0	7223	7223	PASS
7	9	2	4	0	7944	7944	PASS
7	9	2	5	0	833	833	PASS
7	9	2	6	0	3150	3150	PASS
7	9	3	0	0	9	9	PASS
7	9	3	1	0	95	95	PASS
7	9	3	2	0	27	27	PASS
7	9	3	3	0	95	95	PASS
7	9	3	4	0	95	95	PASS
7	9	3	5	0	74	74	PASS
7	9	3	6	0	60	60	PASS
7	9	4	0	0	45	45	PASS
7	9	4	1	0	46	46	PASS
7	9	4	2	0	45	45	PASS
7	9	4	3	0	46	46	PASS
7	9	4	4	0	108	108	PASS
7	9	4	5	0	45	45	PASS
7	9	4	6	0	71	71	PASS
7	9	5	0	0	29	29	PASS
7	9	5	1	0	29	29	PASS
7	9	5	2	0	38	38	PASS
7	9	5	3	0	50	50	PASS
7	9	5	4	0	21	21	PASS
7	9	5	5	0	26	26	PASS
7	9	5	6	0	50	50	PASS
7	10	0	0	0	8091	8091	PASS
7	10	0	1	0	8091	8091	PASS
7	10	0	2	0	8091	8091	PASS
7	10	0	3	0	8091	8091	PASS
7	10	0	4	0	8091	8091	PASS
7	10	0	5	0	8091	8091	PASS
7	10	0	6	0	8091	8091	PASS
7	10	1	0	0	3911	3911	PASS
7	10	1	1	0	3911	3911	PASS
7	10	1	2	0	3071	3071	PASS
7	10	1	3	0	4524	4524	PASS
7	10	1	4	0	5893	5893	PASS
7	10	1	5	0	4524	4524	PASS
7	10	1	6	0	4524	4524	PASS
7	10	2	0	0	6072	6072	PASS
7	10	2	1	0	933	933	PASS
7	10	2	2	0	270	270	PASS
7	10	2	3	0	6335	6335	PASS
7	10	2	4	0	6836	6836	PASS
7	10	2	5	0	6836	6836	PASS
7	10	2	6	0	6626	6626	PASS
7	10	3	0	0	79	79	PASS
7	10	3	1	0	81	81	PASS
7	10	3	2	0	119	119	PASS
7	10	3	3	0	90	90	PASS
7	10	3	4	0	24	24	PASS
7	10	3	5	0	24	24	PASS
7	10	3	6	0	68	68	PASS
7	10	4	0	0	58	58	PASS
7	10	4	1	0	74	74	PASS
7	10	4	2	0	58	58	PASS
7	10	4	3	0	74	74	PASS
7	10	4	4	0	24	24	PASS
7	10	4	5	0	73	73	PASS
7	10	4	6	0	21	21	PASS
7	10	5	0	0	47	47	PASS
7	10	5	1	0	62	62	PASS
7	10	5	2	0	32	32	PASS
7	10	5	3	0	44	44	PASS
7	10	5	4	0	30	30	PASS
7	10	5	5	0	4	4	PASS
7	10	5	6	0	62	62	PASS
7	12	0	0	0	3118	3118	PASS
7	12	0	1	0	543	543	PASS
7	12	0	2	0	543	543	PASS
7	12	0	3	0	3118	3118	PASS
7	12	0	4	0	2193	2193	PASS
7	12	0	5	0	543	543	PASS
7	12	0	6	0	543	543	PASS
7	12	1	0	0	4538	4538	PASS
7	12	1	1	0	519	519	PASS
7	12	1	2	0	7745	7745	PASS
7	12	1	3	0	519	519	PASS
7	12	1	4	0	1132	1132	PASS
7	12	1	5	0	5107	5107	PASS
7	12	1	6	0	3255	3255	PASS
7	12	2	0	0	633	633	PASS
7	12	2	1	0	633	633	PASS
7	12	2	2	0	633	633	PASS
7	12	2	3	0	633	633	PASS
7	12	2	4	0	633	633	PASS
7	12	2	5	0	633	633	PASS
7	12	2	6	0	633	633	PASS
7	12	3	0	0	124	124	PASS
7	12	3	1	0	106	106	PASS
7	12	3	2	0	93	93	PASS
7	12	3	3	0	18	18	PASS
7	12	3	4	0	18	18	PASS
7	12	3	5	0	70	70	PASS
7	12	3	6	0	101	101	PASS
7	12	4	0	0	121	121	PASS
7	12	4	1	0	121	121	PASS
7	12	4	2	0	13	13	PASS
7	12	4	3	0	121	121	PASS
7	12	4	4	0	21	21	PASS
7	12	4	5	0	88	88	PASS
7	12	4	6	0	88	88	PASS
7	12	5	0	0	11	11	PASS
7	12	5	1	0	11	11	PASS
7	12	5	2	0	62	62	PASS
7	12	5	3	0	11	11	PASS
7	12	5	4	0	40	40	PASS
7	12	5	5	0	11	11	PASS
7	12	5	6	0	11	11	PASS
7	13	0	0	0	1889	1889	PASS
7	13	0	1	0	1889	1889	PASS
7	13	0	2	0	1889	1889	PASS
7	13	0	3	0	1889	1889	PASS
7	13	0	4	0	1889	1889	PASS
7	13	0	5	0	1889	1889	PASS
7	13	0	6	0	1889	1889	PASS
7	13	1	0	0	5663	5663	PASS
7	13	1	1	0	5663	5663	PASS
7	13	1	2	0	5663	5663	PASS
7	13	1	3	0	1541	1541	PASS
7	13	1	4	0	5663	5663	PASS
7	13	1	5	0	5663	5663	PASS
7	13	1	6	0	4297	4297	PASS
7	13	2	0	0	5640	5640	PASS
7	13	2	1	0	5640	5640	PASS
7	13	2	2	0	5640	5640	PASS
7	13	2	3	0	5640	5640	PASS
7	13	2	4	0	5640	5640	PASS
7	13	2	5	0	5413	5413	PASS
7	13	2	6	0	5413	5413	PASS
7	13	3	0	0	83	83	PASS
7	13	3	1	0	60	60	PASS
7	13	3	2	0	76	76	PASS
7	13	3	3	0	62	62	PASS
7	13	3	4	0	83	83	PASS
7	13	3	5	0	9	9	PASS
7	13	3	6	0	60	60	PASS
7	13	4	0	0	123	123	PASS
7	13	4	1	0	123	123	PASS
7	13	4	2	0	123	123	PASS
7	13	4	3	0	27	27	PASS
7	13	4	4	0	123	123	PASS
7	13	4	5	0	123	123	PASS
7	13	4	6	0	8	8	PASS
7	13	5	0	0	44	44	PASS
7	13	5	1	0	45	45	PASS
7	13	5	2	0	27	27	PASS
7	13	5	3	0	44	44	PASS
7	13	5	4	0	44	44	PASS
7	13	5	5	0	55	55	PASS
7	13	5	6	0	45	45	PASS
7	14	0	0	0	5997	5997	PASS
7	14	0	1	0	7207	7207	PASS
7	14	0	2	0	7207	7207	PASS
7	14	0	3	0	7207	7207	PASS
7	14	0	4	0	7207	7207	PASS
7	14	0	5	0	7207	7207	PASS
7	14	0	6	0	7207	7207	PASS
7	14	1	0	0	8059	8059	PASS
7	14	1	1	0	6980	6980	PASS
7	14	1	2	0	8059	8059	PASS
7	14	1	3	0	6566	6566	PASS
7	14	1	4	0	2075	2075	PASS
7	14	1	5	0	6995	6995	PASS
7	14	1	6	0	5126	5126	PASS
7	14	2	0	0	7173	7173	PASS
7	14	2	1	0	7173	7173	PASS
7	14	2	2	0	7173	7173	PASS
7	14	2	3	0	7173	7173	PASS
7	14	2	4	0	7173	7173	PASS
7	14	2	5	0	7173	7173	PASS
7	14	2	6	0	7173	7173	PASS
7	14	3	0	0	51	51	PASS
7	14	3	1	0	67	67	PASS
7	14	3	2	0	39	39	PASS
7	14	3	3	0	79	79	PASS
7	14	3	4	0	117	117	PASS
7	14	3	5	0	77	77	PASS
7	14	3	6	0	27	27	PASS
7	14	4	0	0	106	106	PASS
7	14	4	1	0	106	106	PASS
7	14	4	2	0	106	106	PASS
7	14	4	3	0	106	106	PASS
7	14	4	4	0	106	106	PASS
7	14	4	5	0	106	106	PASS
7	14	4	6	0	106	106	PASS
7	14	5	0	0	3	3	PASS
7	14	5	1	0	3	3	PASS
7	14	5	2	0	3	3	PASS
7	14	5	3	0	3	3	PASS
7	14	5	4	0	3	3	PASS
7	14	5	5	0	3	3	PASS
7	14	5	6	0	3	3	PASS
7	16	0	0	0	7619	7619	PASS
7	16	0	1	0	7619	7619	PASS
7	16	0	2	0	7619	7619	PASS
7	16	0	3	0	7619	7619	PASS
7	16	0	4	0	7619	7619	PASS
7	16	0	5	0	7619	7619	PASS
7	16	0	6	0	7619	7619	PASS
7	16	1	0	0	827	827	PASS
7	16	1	1	0	2878	2878	PASS
7	16	1	2	0	2878	2878	PASS
7	16	1	3	0	2878	2878	PASS
7	16	1	4	0	6369	6369	PASS
7	16	1	5	0	6369	6369	PASS
7	16	1	6	0	2878	2878	PASS
7	16	2	0	0	4430	4430	PASS
7	16	2	1	0	5069	5069	PASS
7	16	2	2	0	4430	4430	PASS
7	16	2	3	0	5069	5069	PASS
7	16	2	4	0	5069	5069	PASS
7	16	2	5	0	5069	5069	PASS
7	16	2	6	0	4430	4430	PASS
7	16	3	0	0	6	6	PASS
7	16	3	1	0	25	25	PASS
7	16	3	2	0	81	81	PASS
7	16	3	3	0	81	81	PASS
7	16	3	4	0	105	105	PASS
7	16	3	5	0	105	105	PASS
7	16	3	6	0	28	28	PASS
7	16	4	0	0	60	60	PASS
7	16	4	1	0	60	60	PASS
7	16	4	2	0	81	81	PASS
7	16	4	3	0	60	60	PASS
7	16	4	4	0	15	15	PASS
7	16	4	5	0	15	15	PASS
7	16	4	6	0	60	60	PASS
7	16	5	0	0	49	49	PASS
7	16	5	1	0	49	49	PASS
7	16	5	2	0	0	0	PASS
7	16	5	3	0	55	55	PASS
7	16	5	4	0	49	49	PASS
7	16	5	5	0	46	46	PASS
7	16	5	6	0	52	52	PASS
7	17	0	0	0	1992	1992	PASS
7	17	0	1	0	1992	1992	PASS
7	17	0	2	0	1992	1992	PASS
7	17	0	3	0	1992	1992	PASS
7	17	0	4	0	1992	1992	PASS
7	17	0	5	0	1992	1992	PASS
7	17	0	6	0	1992	1992	PASS
7	17	1	0	0	1992	1992	PASS
7	17	1	1	0	4367	4367	PASS
7	17	1	2	0	6903	6903	PASS
7	17	1	3	0	3029	3029	PASS
7	17	1	4	0	1928	1928	PASS
7	17	1	5	0	5144	5144	PASS
7	17	1	6	0	4367	4367	PASS
7	17	2	0	0	7163	7163	PASS
7	17	2	1	0	7163	7163	PASS
7	17	2	2	0	7163	7163	PASS
7	17	2	3	0	7163	7163	PASS
7	17	2	4	0	2004	2004	PASS
7	17	2	5	0	7163	7163	PASS
7	17	2	6	0	7163	7163	PASS
7	17	3	0	0	76	76	PASS
7	17	3	1	0	63	63	PASS
7	17	3	2	0	98	98	PASS
7	17	3	3	0	76	76	PASS
7	17	3	4	0	35	35	PASS
7	17	3	5	0	98	98	PASS
7	17	3	6	0	19	19	PASS
7	17	4	0	0	97	97	PASS
7	17	4	1	0	90	90	PASS
7	17	4	2	0	36	36	PASS
7	17	4	3	0	90	90	PASS
7	17	4	4	0	90	90	PASS
7	17	4	5	0	36	36	PASS
7	17	4	6	0	19	19	PASS
7	17	5	0	0	53	53	PASS
7	17	5	1	0	54	54	PASS
7	17	5	2	0	15	15	PASS
7	17	5	3	0	54	54	PASS
7	17	5	4	0	53	53	PASS
7	17	5	5	0	54	54	PASS
7	17	5	6	0	53	53	PASS
7	18	0	0	0	5754	5754	PASS
7	18	0	1	0	4423	4423	PASS
7	18	0	2	0	5669	5669	PASS
7	18	0	3	0	870	870	PASS
7	18	0	4	0	5697	5697	PASS
7	18	0	5	0	5754	5754	PASS
7	18	0	6	0	5697	5697	PASS
7	18	1	0	0	6850	6850	PASS
7	18	1	1	0	6850	6850	PASS
7	18	1	2	0	6850	6850	PASS
7	18	1	3	0	6850	6850	PASS
7	18	1	4	0	6850	6850	PASS
7	18	1	5	0	6850	6850	PASS
7	18	1	6	0	6850	6850	PASS
7	18	2	0	0	5636	5636	PASS
7	18	2	1	0	5636	5636	PASS
7	18	2	2	0	6834	6834	PASS
7	18	2	3	0	5636	5636	PASS
7	18	2	4	0	7526	7526	PASS
7	18	2	5	0	7526	7526	PASS
7	18	2	6	0	5697	5697	PASS
7	18	3	0	0	7	7	PASS
7	18	3	1	0	60	60	PASS
7	18	3	2	0	79	79	PASS
7	18	3	3	0	18	18	PASS
7	18	3	4	0	8	8	PASS
7	18	3	5	0	7	7	PASS
7	18	3	6	0	7	7	PASS
7	18	4	0	0	115	115	PASS
7	18	4	1	0	115	115	PASS
7	18	4	2	0	44	44	PASS
7	18	4	3	0	115	115	PASS
7	18	4	4	0	2	2	PASS
7	18	4	5	0	44	44	PASS
7	18	4	6	0	44	44	PASS
7	18	5	0	0	44	44	PASS
7	18	5	1	0	53	53	PASS
7	18	5	2	0	53	53	PASS
7	18	5	3	0	53	53	PASS
7	18	5	4	0	44	44	PASS
7	18	5	5	0	37	37	PASS
7	18	5	6	0	53	53	PASS
7	20	0	0	0	2330	2330	PASS
7	20	0	1	0	2228	2228	PASS
7	20	0	2	0	6836	6836	PASS
7	20	0	3	0	2181	2181	PASS
7	20	0	4	0	2228	2228	PASS
7	20	0	5	0	6836	6836	PASS
7	20	0	6	0	6836	6836	PASS
7	20	1	0	0	2015	2015	PASS
7	20	1	1	0	2015	2015	PASS
7	20	1	2	0	6887	6887	PASS
7	20	1	3	0	6887	6887	PASS
7	20	1	4	0	2015	2015	PASS
7	20	1	5	0	6887	6887	PASS
7	20	1	6	0	2015	2015	PASS
7	20	2	0	0	6823	6823	PASS
7	20	2	1	0	7241	7241	PASS
7	20	2	2	0	6823	6823	PASS
7	20	2	3	0	7268	7268	PASS
7	20	2	4	0	5566	5566	PASS
7	20	2	5	0	7679	7679	PASS
7	20	2	6	0	6823	6823	PASS
7	20	3	0	0	124	124	PASS
7	20	3	1	0	80	80	PASS
7	20	3	2	0	75	75	PASS
7	20	3	3	0	75	75	PASS
7	20	3	4	0	75	75	PASS
7	20	3	5	0	75	75	PASS
7	20	3	6	0	125	125	PASS
7	20	4	0	0	23	23	PASS
7	20	4	1	0	112	112	PASS
7	20	4	2	0	60	60	PASS
7	20	4	3	0	112	112	PASS
7	20	4	4	0	55	55	PASS
7	20	4	5	0	97	97	PASS
7	20	4	6	0	113	113	PASS
7	20	5	0	0	51	51	PASS
7	20	5	1	0	15	15	PASS
7	20	5	2	0	51	51	PASS
7	20	5	3	0	10	10	PASS
7	20	5	4	0	51	51	PASS
7	20	5	5	0	51	51	PASS
7	20	5	6	0	51	51	PASS
7	21	0	0	0	4546	4546	PASS
7	21	0	1	0	7173	7173	PASS
7	21	0	2	0	7173	7173	PASS
7	21	0	3	0	4546	4546	PASS
7	21	0	4	0	7235	7235	PASS
7	21	0	5	0	7173	7173	PASS
7	21	0	6	0	7173	7173	PASS
7	21	1	0	0	2558	2558	PASS
7	21	1	1	0	2977	2977	PASS
7	21	1	2	0	403	403	PASS
7	21	1	3	0	3519	3519	PASS
7	21	1	4	0	7235	7235	PASS
7	21	1	5	0	7349	7349	PASS
7	21	1	6	0	2977	2977	PASS
7	21	2	0	0	5512	5512	PASS
7	21	2	1	0	696	696	PASS
7	21	2	2	0	6890	6890	PASS
7	21	2	3	0	3409	3409	PASS
7	21	2	4	0	5418	5418	PASS
7	21	2	5	0	7609	7609	PASS
7	21	2	6	0	696	696	PASS
7	21	3	0	0	68	68	PASS
7	21	3	1	0	37	37	PASS
7	21	3	2	0	96	96	PASS
7	21	3	3	0	37	37	PASS
7	21	3	4	0	39	39	PASS
7	21	3	5	0	39	39	PASS
7	21	3	6	0	109	109	PASS
7	21	4	0	0	50	50	PASS
7	21	4	1	0	1	1	PASS
7	21	4	2	0	8	8	PASS
7	21	4	3	0	84	84	PASS
7	21	4	4	0	15	15	PASS
7	21	4	5	0	37	37	PASS
7	21	4	6	0	37	37	PASS
7	21	5	0	0	1	1	PASS
7	21	5	1	0	34	34	PASS
7	21	5	2	0	1	1	PASS
7	21	5	3	0	1	1	PASS
7	21	5	4	0	26	26	PASS
7	21	5	5	0	8	8	PASS
7	21	5	6	0	26	26	PASS
7	22	0	0	0	3720	3720	PASS
7	22	0	1	0	3720	3720	PASS
7	22	0	2	0	3720	3720	PASS
7	22	0	3	0	3720	3720	PASS
7	22	0	4	0	3720	3720	PASS
7	22	0	5	0	3720	3720	PASS
7	22	0	6	0	3720	3720	PASS
7	22	1	0	0	4844	4844	PASS
7	22	1	1	0	4844	4844	PASS
7	22	1	2	0	5800	5800	PASS
7	22	1	3	0	4844	4844	PASS
7	22	1	4	0	4844	4844	PASS
7	22	1	5	0	4844	4844	PASS
7	22	1	6	0	4844	4844	PASS
7	22	2	0	0	6970	6970	PASS
7	22	2	1	0	6970	6970	PASS
7	22	2	2	0	6970	6970	PASS
7	22	2	3	0	7545	7545	PASS
7	22	2	4	0	6970	6970	PASS
7	22	2	5	0	6970	6970	PASS
7	22	2	6	0	5085	5085	PASS
7	22	3	0	0	125	125	PASS
7	22	3	1	0	63	63	PASS
7	22	3	2	0	27	27	PASS
7	22	3	3	0	22	22	PASS
7	22	3	4	0	63	63	PASS
7	22	3	5	0	125	125	PASS
7	22	3	6	0	26	26	PASS
7	22	4	0	0	38	38	PASS
7	22	4	1	0	126	126	PASS
7	22	4	2	0	122	122	PASS
7	22	4	3	0	110	110	PASS
7	22	4	4	0	46	46	PASS
7	22	4	5	0	118	118	PASS
7	22	4	6	0	96	96	PASS
7	22	5	0	0	5	5	PASS
7	22	5	1	0	27	27	PASS
7	22	5	2	0	57	57	PASS
7	22	5	3	0	5	5	PASS
7	22	5	4	0	5	5	PASS
7	22	5	5	0	55	55	PASS
7	22	5	6	0	27	27	PASS
7	24	0	0	0	296	296	PASS
7	24	0	1	0	4468	4468	PASS
7	24	0	2	0	296	296	PASS
7	24	0	3	0	4398	4398	PASS
7	24	0	4	0	1134	1134	PASS
7	24	0	5	0	3338	3338	PASS
7	24	0	6	0	296	296	PASS
7	24	1	0	0	72	72	PASS
7	24	1	1	0	72	72	PASS
7	24	1	2	0	3806	3806	PASS
7	24	1	3	0	72	72	PASS
7	24	1	4	0	782	782	PASS
7	24	1	5	0	5963	5963	PASS
7	24	1	6	0	116	116	PASS
7	24	2	0	0	765	765	PASS
7	24	2	1	0	765	765	PASS
7	24	2	2	0	3689	3689	PASS
7	24	2	3	0	4965	4965	PASS
7	24	2	4	0	3689	3689	PASS
7	24	2	5	0	650	650	PASS
7	24	2	6	0	4872	4872	PASS
7	24	3	0	0	14	14	PASS
7	24	3	1	0	14	14	PASS
7	24	3	2	0	58	58	PASS
7	24	3	3	0	14	14	PASS
7	24	3	4	0	103	103	PASS
7	24	3	5	0	103	103	PASS
7	24	3	6	0	69	69	PASS
7	24	4	0	0	15	15	PASS
7	24	4	1	0	89	89	PASS
7	24	4	2	0	15	15	PASS
7	24	4	3	0	126	126	PASS
7	24	4	4	0	67	67	PASS
7	24	4	5	0	67	67	PASS
7	24	4	6	0	8	8	PASS
7	24	5	0	0	36	36	PASS
7	24	5	1	0	34	34	PASS
7	24	5	2	0	34	34	PASS
7	24	5	3	0	34	34	PASS
7	24	5	4	0	34	34	PASS
7	24	5	5	0	36	36	PASS
7	24	5	6	0	34	34	PASS
7	25	0	0	0	2656	2656	PASS
7	25	0	1	0	2656	2656	PASS
7	25	0	2	0	5742	5742	PASS
7	25	0	3	0	7221	7221	PASS
7	25	0	4	0	2591	2591	PASS
7	25	0	5	0	7825	7825	PASS
7	25	0	6	0	7221	7221	PASS
7	25	1	0	0	4373	4373	PASS
7	25	1	1	0	4373	4373	PASS
7	25	1	2	0	5356	5356	PASS
7	25	1	3	0	4373	4373	PASS
7	25	1	4	0	2654	2654	PASS
7	25	1	5	0	4373	4373	PASS
7	25	1	6	0	4373	4373	PASS
7	25	2	0	0	6016	6016	PASS
7	25	2	1	0	6016	6016	PASS
7	25	2	2	0	6016	6016	PASS
7	25	2	3	0	6016	6016	PASS
7	25	2	4	0	6016	6016	PASS
7	25	2	5	0	6016	6016	PASS
7	25	2	6	0	6016	6016	PASS
7	25	3	0	0	37	37	PASS
7	25	3	1	0	37	37	PASS
7	25	3	2	0	61	61	PASS
7	25	3	3	0	12	12	PASS
7	25	3	4	0	12	12	PASS
7	25	3	5	0	83	83	PASS
7	25	3	6	0	106	106	PASS
7	25	4	0	0	105	105	PASS
7	25	4	1	0	105	105	PASS
7	25	4	2	0	112	112	PASS
7	25	4	3	0	112	112	PASS
7	25	4	4	0	114	114	PASS
7	25	4	5	0	112	112	PASS
7	25	4	6	0	114	114	PASS
7	25	5	0	0	47	47	PASS
7	25	5	1	0	44	44	PASS
7	25	5	2	0	47	47	PASS
7	25	5	3	0	28	28	PASS
7	25	5	4	0	28	28	PASS
7	25	5	5	0	47	47	PASS
7	25	5	6	0	28	28	PASS
7	26	0	0	0	7550	7550	PASS
7	26	0	1	0	5638	5638	PASS
7	26	0	2	0	5725	5725	PASS
7	26	0	3	0	5638	5638	PASS
7	26	0	4	0	5638	5638	PASS
7	26	0	5	0	5725	5725	PASS
7	26	0	6	0	5638	5638	PASS
7	26	1	0	0	2988	2988	PASS
7	26	1	1	0	7338	7338	PASS
7	26	1	2	0	7550	7550	PASS
7	26	1	3	0	7338	7338	PASS
7	26	1	4	0	2233	2233	PASS
7	26	1	5	0	7550	7550	PASS
7	26	1	6	0	7338	7338	PASS
7	26	2	0	0	5810	5810	PASS
7	26	2	1	0	5810	5810	PASS
7	26	2	2	0	5810	5810	PASS
7	26	2	3	0	5810	5810	PASS
7	26	2	4	0	5810	5810	PASS
7	26	2	5	0	7804	7804	PASS
7	26	2	6	0	5810	5810	PASS
7	26	3	0	0	90	90	PASS
7	26	3	1	0	6	6	PASS
7	26	3	2	0	111	111	PASS
7	26	3	3	0	90	90	PASS
7	26	3	4	0	68	68	PASS
7	26	3	5	0	8	8	PASS
7	26	3	6	0	8	8	PASS
7	26	4	0	0	2	2	PASS
7	26	4	1	0	101	101	PASS
7	26	4	2	0	67	67	PASS
7	26	4	3	0	95	95	PASS
7	26	4	4	0	2	2	PASS
7	26	4	5	0	2	2	PASS
7	26	4	6	0	95	95	PASS
7	26	5	0	0	58	58	PASS
7	26	5	1	0	58	58	PASS
7	26	5	2	0	44	44	PASS
7	26	5	3	0	44	44	PASS
7	26	5	4	0	58	58	PASS
7	26	5	5	0	58	58	PASS
7	26	5	6	0	58	58	PASS
7	28	0	0	0	869	869	PASS
7	28	0	1	0	6533	6533	PASS
7	28	0	2	0	7878	7878	PASS
7	28	0	3	0	6245	6245	PASS
7	28	0	4	0	4797	4797	PASS
7	28	0	5	0	869	869	PASS
7	28	0	6	0	6245	6245	PASS
7	28	1	0	0	1124	1124	PASS
7	28	1	1	0	600	600	PASS
7	28	1	2	0	2468	2468	PASS
7	28	1	3	0	5832	5832	PASS
7	28	1	4	0	5350	5350	PASS
7	28	1	5	0	5486	5486	PASS
7	28	1	6	0	2420	2420	PASS
7	28	2	0	0	6847	6847	PASS
7	28	2	1	0	6847	6847	PASS
7	28	2	2	0	7062	7062	PASS
7	28	2	3	0	2247	2247	PASS
7	28	2	4	0	776	776	PASS
7	28	2	5	0	2781	2781	PASS
7	28	2	6	0	2781	2781	PASS
7	28	3	0	0	33	33	PASS
7	28	3	1	0	33	33	PASS
7	28	3	2	0	13	13	PASS
7	28	3	3	0	33	33	PASS
7	28	3	4	0	31	31	PASS
7	28	3	5	0	33	33	PASS
7	28	3	6	0	33	33	PASS
7	28	4	0	0	35	35	PASS
7	28	4	1	0	106	106	PASS
7	28	4	2	0	34	34	PASS
7	28	4	3	0	35	35	PASS
7	28	4	4	0	108	108	PASS
7	28	4	5	0	35	35	PASS
7	28	4	6	0	35	35	PASS
7	28	5	0	0	31	31	PASS
7	28	5	1	0	51	51	PASS
7	28	5	2	0	63	63	PASS
7	28	5	3	0	6	6	PASS
7	28	5	4	0	6	6	PASS
7	28	5	5	0	63	63	PASS
7	28	5	6	0	6	6	PASS
7	29	0	0	0	6688	6688	PASS
7	29	0	1	0	2412	2412	PASS
7	29	0	2	0	6688	6688	PASS
7	29	0	3	0	6688	6688	PASS
7	29	0	4	0	6688	6688	PASS
7	29	0	5	0	6688	6688	PASS
7	29	0	6	0	6688	6688	PASS
7	29	1	0	0	6668	6668	PASS
7	29	1	1	0	6668	6668	PASS
7	29	1	2	0	6689	6689	PASS
7	29	1	3	0	6689	6689	PASS
7	29	1	4	0	6714	6714	PASS
7	29	1	5	0	6668	6668	PASS
7	29	1	6	0	6668	6668	PASS
7	29	2	0	0	1702	1702	PASS
7	29	2	1	0	3779	3779	PASS
7	29	2	2	0	1257	1257	PASS
7	29	2	3	0	1107	1107	PASS
7	29	2	4	0	1284	1284	PASS
7	29	2	5	0	1107	1107	PASS
7	29	2	6	0	560	560	PASS
7	29	3	0	0	39	39	PASS
7	29	3	1	0	39	39	PASS
7	29	3	2	0	11	11	PASS
7	29	3	3	0	39	39	PASS
7	29	3	4	0	23	23	PASS
7	29	3	5	0	58	58	PASS
7	29	3	6	0	3	3	PASS
7	29	4	0	0	13	13	PASS
7	29	4	1	0	65	65	PASS
