timestamp, power.draw [W], clocks.current.sm [MHz], temperature.gpu, utilization.gpu [%], memory.used [MiB]
2026/08/04 19:42:11.016, 524.42 W, 2797 MHz, 56, 100 %, 19444 MiB
2026/08/04 19:42:12.016, 528.55 W, 2797 MHz, 57, 99 %, 19444 MiB
2026/08/04 19:42:13.016, 524.48 W, 2797 MHz, 57, 100 %, 19444 MiB
2026/08/04 19:42:14.016, 529.55 W, 2797 MHz, 57, 100 %, 19444 MiB
2026/08/04 19:42:15.017, 524.55 W, 2805 MHz, 57, 100 %, 19444 MiB
2026/08/04 19:42:16.017, 530.14 W, 2797 MHz, 57, 100 %, 19444 MiB
2026/08/04 19:42:17.017, 529.23 W, 2797 MHz, 58, 100 %, 19444 MiB
2026/08/04 19:42:18.017, 525.29 W, 2797 MHz, 58, 100 %, 19444 MiB
2026/08/04 19:42:19.017, 531.25 W, 2797 MHz, 58, 100 %, 19444 MiB
2026/08/04 19:42:20.017, 483.99 W, 2842 MHz, 57, 91 %, 19444 MiB
2026/08/04 19:42:21.017, 523.60 W, 2797 MHz, 58, 100 %, 19444 MiB
2026/08/04 19:42:22.017, 532.12 W, 2797 MHz, 58, 100 %, 19444 MiB
2026/08/04 19:42:23.017, 526.74 W, 2797 MHz, 59, 100 %, 19444 MiB
2026/08/04 19:42:24.018, 532.92 W, 2797 MHz, 59, 100 %, 19444 MiB
2026/08/04 19:42:25.018, 527.55 W, 2805 MHz, 59, 100 %, 19444 MiB
2026/08/04 19:42:26.018, 533.43 W, 2797 MHz, 59, 100 %, 19444 MiB
2026/08/04 19:42:27.018, 533.36 W, 2797 MHz, 59, 100 %, 19444 MiB
2026/08/04 19:42:28.018, 529.03 W, 2797 MHz, 60, 100 %, 19444 MiB
2026/08/04 19:42:29.018, 532.91 W, 2797 MHz, 60, 100 %, 19444 MiB
2026/08/04 19:42:30.018, 528.70 W, 2797 MHz, 60, 100 %, 19444 MiB
2026/08/04 19:42:31.018, 535.30 W, 2797 MHz, 60, 100 %, 19444 MiB
2026/08/04 19:42:32.018, 534.55 W, 2797 MHz, 60, 100 %, 19444 MiB
2026/08/04 19:42:33.019, 530.98 W, 2797 MHz, 61, 100 %, 19444 MiB
2026/08/04 19:42:34.019, 535.22 W, 2797 MHz, 61, 100 %, 19444 MiB
2026/08/04 19:42:35.019, 531.13 W, 2797 MHz, 61, 100 %, 19444 MiB
2026/08/04 19:42:36.019, 537.31 W, 2797 MHz, 61, 100 %, 19444 MiB
2026/08/04 19:42:37.019, 531.44 W, 2797 MHz, 61, 100 %, 19444 MiB
2026/08/04 19:42:38.019, 535.71 W, 2797 MHz, 61, 100 %, 19444 MiB
2026/08/04 19:42:39.020, 535.73 W, 2797 MHz, 61, 99 %, 19444 MiB
2026/08/04 19:42:40.020, 213.46 W, 2865 MHz, 51, 0 %, 2 MiB
2026/08/04 19:42:41.020, 116.08 W, 2865 MHz, 51, 0 %, 2 MiB
2026/08/04 19:42:42.020, 94.93 W, 2625 MHz, 49, 13 %, 2164 MiB
2026/08/04 19:42:43.021, 91.86 W, 2625 MHz, 48, 8 %, 5812 MiB
2026/08/04 19:42:44.021, 91.47 W, 2625 MHz, 47, 7 %, 9364 MiB
2026/08/04 19:42:45.021, 91.36 W, 2625 MHz, 47, 7 %, 12948 MiB
2026/08/04 19:42:46.022, 90.61 W, 2617 MHz, 47, 0 %, 14740 MiB
2026/08/04 19:42:47.022, 88.81 W, 2610 MHz, 46, 0 %, 14740 MiB
2026/08/04 19:42:48.022, 172.70 W, 2745 MHz, 53, 97 %, 20628 MiB
2026/08/04 19:42:49.022, 520.69 W, 2790 MHz, 57, 100 %, 20628 MiB
2026/08/04 19:42:50.022, 533.42 W, 2790 MHz, 58, 100 %, 20628 MiB
2026/08/04 19:42:51.022, 527.74 W, 2790 MHz, 58, 100 %, 21172 MiB
2026/08/04 19:42:52.023, 533.62 W, 2790 MHz, 59, 100 %, 21172 MiB
2026/08/04 19:42:53.023, 528.82 W, 2797 MHz, 59, 100 %, 21172 MiB
2026/08/04 19:42:54.023, 535.86 W, 2790 MHz, 60, 100 %, 21172 MiB
2026/08/04 19:42:55.023, 535.75 W, 2797 MHz, 60, 100 %, 21172 MiB
2026/08/04 19:42:56.023, 531.65 W, 2790 MHz, 60, 100 %, 21172 MiB
2026/08/04 19:42:57.023, 536.87 W, 2797 MHz, 60, 100 %, 21172 MiB
2026/08/04 19:42:58.023, 533.09 W, 2797 MHz, 60, 100 %, 21172 MiB
2026/08/04 19:42:59.024, 539.18 W, 2797 MHz, 61, 100 %, 21172 MiB
2026/08/04 19:43:00.024, 537.55 W, 2797 MHz, 61, 100 %, 21172 MiB
2026/08/04 19:43:01.024, 533.24 W, 2790 MHz, 61, 100 %, 21172 MiB
2026/08/04 19:43:02.024, 538.70 W, 2797 MHz, 61, 100 %, 21172 MiB
2026/08/04 19:43:03.024, 534.24 W, 2790 MHz, 61, 100 %, 21172 MiB
2026/08/04 19:43:04.025, 538.23 W, 2790 MHz, 61, 98 %, 21172 MiB
2026/08/04 19:43:05.025, 533.40 W, 2797 MHz, 61, 90 %, 21172 MiB
2026/08/04 19:43:06.025, 540.70 W, 2790 MHz, 62, 100 %, 21172 MiB
2026/08/04 19:43:07.025, 539.86 W, 2797 MHz, 62, 100 %, 21172 MiB
2026/08/04 19:43:08.025, 494.83 W, 2790 MHz, 62, 100 %, 21172 MiB
2026/08/04 19:43:09.025, 541.14 W, 2790 MHz, 62, 100 %, 21172 MiB
2026/08/04 19:43:10.025, 538.48 W, 2790 MHz, 62, 92 %, 21172 MiB
2026/08/04 19:43:11.025, 536.60 W, 2790 MHz, 63, 100 %, 21172 MiB
2026/08/04 19:43:12.026, 540.90 W, 2790 MHz, 63, 100 %, 21172 MiB
2026/08/04 19:43:13.026, 534.06 W, 2790 MHz, 63, 100 %, 21172 MiB
2026/08/04 19:43:14.026, 541.32 W, 2790 MHz, 63, 100 %, 21172 MiB
2026/08/04 19:43:15.026, 536.19 W, 2797 MHz, 63, 100 %, 21172 MiB
2026/08/04 19:43:16.026, 542.07 W, 2782 MHz, 63, 100 %, 21172 MiB
2026/08/04 19:43:17.026, 540.89 W, 2782 MHz, 64, 100 %, 21172 MiB
2026/08/04 19:43:18.026, 537.22 W, 2790 MHz, 64, 100 %, 21172 MiB
2026/08/04 19:43:19.026, 541.20 W, 2782 MHz, 64, 100 %, 21172 MiB
2026/08/04 19:43:20.026, 537.79 W, 2790 MHz, 64, 100 %, 21172 MiB
2026/08/04 19:43:21.027, 543.22 W, 2790 MHz, 64, 100 %, 21172 MiB
2026/08/04 19:43:22.027, 542.35 W, 2782 MHz, 64, 100 %, 21172 MiB
2026/08/04 19:43:23.027, 537.41 W, 2782 MHz, 64, 100 %, 21172 MiB
2026/08/04 19:43:24.027, 541.46 W, 2782 MHz, 64, 99 %, 21172 MiB
2026/08/04 19:43:25.027, 536.82 W, 2782 MHz, 64, 100 %, 21172 MiB
2026/08/04 19:43:26.027, 544.43 W, 2782 MHz, 65, 99 %, 21172 MiB
2026/08/04 19:43:27.027, 515.87 W, 2782 MHz, 61, 72 %, 21172 MiB
2026/08/04 19:43:28.027, 504.70 W, 2782 MHz, 65, 100 %, 21172 MiB
2026/08/04 19:43:29.027, 542.43 W, 2782 MHz, 65, 100 %, 21172 MiB
2026/08/04 19:43:30.028, 536.97 W, 2782 MHz, 65, 100 %, 21172 MiB
2026/08/04 19:43:31.028, 543.85 W, 2782 MHz, 65, 100 %, 21172 MiB
2026/08/04 19:43:32.028, 543.12 W, 2782 MHz, 65, 98 %, 21172 MiB
2026/08/04 19:43:33.028, 539.15 W, 2782 MHz, 65, 100 %, 21172 MiB
2026/08/04 19:43:34.028, 544.25 W, 2782 MHz, 65, 100 %, 21172 MiB
2026/08/04 19:43:35.028, 538.96 W, 2782 MHz, 65, 100 %, 21172 MiB
2026/08/04 19:43:36.028, 544.44 W, 2782 MHz, 65, 100 %, 21172 MiB
2026/08/04 19:43:37.028, 539.45 W, 2782 MHz, 65, 100 %, 21172 MiB
2026/08/04 19:43:38.029, 545.60 W, 2782 MHz, 66, 100 %, 21172 MiB
2026/08/04 19:43:39.029, 544.40 W, 2782 MHz, 66, 99 %, 21172 MiB
2026/08/04 19:43:40.029, 540.45 W, 2782 MHz, 66, 100 %, 21172 MiB
2026/08/04 19:43:41.029, 544.87 W, 2782 MHz, 66, 100 %, 21172 MiB
2026/08/04 19:43:42.029, 539.37 W, 2790 MHz, 66, 100 %, 21172 MiB
2026/08/04 19:43:43.029, 544.21 W, 2782 MHz, 66, 100 %, 21172 MiB
2026/08/04 19:43:44.029, 542.94 W, 2782 MHz, 66, 99 %, 21172 MiB
2026/08/04 19:43:45.029, 540.41 W, 2782 MHz, 66, 100 %, 21172 MiB
2026/08/04 19:43:46.030, 545.78 W, 2790 MHz, 66, 100 %, 21172 MiB
2026/08/04 19:43:47.030, 331.93 W, 2857 MHz, 56, 0 %, 2 MiB
2026/08/04 19:43:48.030, 119.38 W, 2857 MHz, 55, 0 %, 2 MiB
2026/08/04 19:43:49.030, 94.70 W, 922 MHz, 53, 0 %, 1460 MiB
2026/08/04 19:43:50.030, 92.82 W, 2617 MHz, 52, 6 %, 4372 MiB
2026/08/04 19:43:51.030, 92.50 W, 2617 MHz, 52, 7 %, 7636 MiB
2026/08/04 19:43:52.030, 92.85 W, 2625 MHz, 51, 6 %, 10900 MiB
2026/08/04 19:43:53.031, 92.74 W, 2617 MHz, 51, 7 %, 13844 MiB
2026/08/04 19:43:54.031, 91.36 W, 2610 MHz, 50, 0 %, 14740 MiB
2026/08/04 19:43:55.031, 112.32 W, 2617 MHz, 57, 66 %, 17044 MiB
2026/08/04 19:43:56.032, 485.80 W, 2790 MHz, 61, 100 %, 26900 MiB
2026/08/04 19:43:57.032, 538.57 W, 2790 MHz, 62, 100 %, 26900 MiB
2026/08/04 19:43:58.032, 532.03 W, 2797 MHz, 62, 100 %, 28148 MiB
2026/08/04 19:43:59.032, 540.01 W, 2790 MHz, 62, 100 %, 28148 MiB
2026/08/04 19:44:00.032, 539.87 W, 2790 MHz, 63, 99 %, 28148 MiB
2026/08/04 19:44:01.032, 535.26 W, 2790 MHz, 63, 100 %, 28148 MiB
2026/08/04 19:44:02.032, 541.13 W, 2790 MHz, 63, 99 %, 28148 MiB
2026/08/04 19:44:03.032, 538.22 W, 2790 MHz, 63, 100 %, 28148 MiB
2026/08/04 19:44:04.033, 541.49 W, 2790 MHz, 64, 97 %, 28148 MiB
2026/08/04 19:44:05.033, 537.32 W, 2782 MHz, 62, 91 %, 28148 MiB
2026/08/04 19:44:06.033, 538.26 W, 2782 MHz, 64, 100 %, 28148 MiB
2026/08/04 19:44:07.033, 542.77 W, 2782 MHz, 64, 99 %, 28148 MiB
2026/08/04 19:44:08.033, 538.24 W, 2782 MHz, 64, 100 %, 28148 MiB
2026/08/04 19:44:09.033, 544.02 W, 2782 MHz, 64, 100 %, 28148 MiB
2026/08/04 19:44:10.033, 538.37 W, 2790 MHz, 65, 100 %, 28148 MiB
2026/08/04 19:44:11.033, 545.01 W, 2782 MHz, 65, 100 %, 28148 MiB
2026/08/04 19:44:12.033, 543.92 W, 2782 MHz, 65, 99 %, 28148 MiB
2026/08/04 19:44:13.034, 540.02 W, 2782 MHz, 65, 100 %, 28148 MiB
2026/08/04 19:44:14.034, 543.52 W, 2782 MHz, 65, 100 %, 28148 MiB
2026/08/04 19:44:15.034, 497.11 W, 2842 MHz, 64, 100 %, 28148 MiB
2026/08/04 19:44:16.034, 545.49 W, 2782 MHz, 65, 100 %, 28148 MiB
2026/08/04 19:44:17.034, 546.28 W, 2782 MHz, 65, 100 %, 28148 MiB
2026/08/04 19:44:18.034, 540.18 W, 2782 MHz, 66, 100 %, 28148 MiB
2026/08/04 19:44:19.035, 546.80 W, 2782 MHz, 66, 100 %, 28148 MiB
2026/08/04 19:44:20.035, 540.53 W, 2790 MHz, 66, 100 %, 28148 MiB
2026/08/04 19:44:21.035, 546.22 W, 2782 MHz, 66, 99 %, 28148 MiB
2026/08/04 19:44:22.035, 545.59 W, 2782 MHz, 66, 99 %, 28148 MiB
2026/08/04 19:44:23.035, 542.10 W, 2782 MHz, 66, 100 %, 28148 MiB
2026/08/04 19:44:24.035, 545.95 W, 2782 MHz, 66, 100 %, 28148 MiB
2026/08/04 19:44:25.035, 541.51 W, 2782 MHz, 66, 100 %, 28148 MiB
2026/08/04 19:44:26.035, 547.25 W, 2782 MHz, 66, 100 %, 28148 MiB
2026/08/04 19:44:27.035, 547.15 W, 2782 MHz, 66, 98 %, 28148 MiB
2026/08/04 19:44:28.035, 543.74 W, 2782 MHz, 67, 100 %, 28148 MiB
2026/08/04 19:44:29.036, 547.17 W, 2782 MHz, 67, 99 %, 28148 MiB
2026/08/04 19:44:30.036, 542.79 W, 2782 MHz, 67, 100 %, 28148 MiB
2026/08/04 19:44:31.036, 548.03 W, 2782 MHz, 67, 100 %, 28148 MiB
2026/08/04 19:44:32.036, 542.97 W, 2782 MHz, 67, 100 %, 28148 MiB
2026/08/04 19:44:33.036, 548.73 W, 2782 MHz, 67, 100 %, 28148 MiB
2026/08/04 19:44:34.036, 546.78 W, 2782 MHz, 67, 99 %, 28148 MiB
2026/08/04 19:44:35.036, 491.27 W, 2782 MHz, 67, 100 %, 28148 MiB
2026/08/04 19:44:36.036, 547.50 W, 2782 MHz, 67, 100 %, 28148 MiB
2026/08/04 19:44:37.037, 542.21 W, 2782 MHz, 66, 92 %, 28148 MiB
2026/08/04 19:44:38.037, 542.13 W, 2782 MHz, 67, 100 %, 28148 MiB
2026/08/04 19:44:39.037, 547.74 W, 2782 MHz, 67, 100 %, 28148 MiB
2026/08/04 19:44:40.037, 542.89 W, 2782 MHz, 67, 100 %, 28148 MiB
2026/08/04 19:44:41.037, 549.03 W, 2782 MHz, 67, 100 %, 28148 MiB
2026/08/04 19:44:42.037, 542.74 W, 2790 MHz, 67, 100 %, 28148 MiB
2026/08/04 19:44:43.037, 548.27 W, 2782 MHz, 67, 100 %, 28148 MiB
2026/08/04 19:44:44.037, 546.74 W, 2782 MHz, 67, 99 %, 28148 MiB
2026/08/04 19:44:45.037, 543.59 W, 2782 MHz, 68, 100 %, 28148 MiB
2026/08/04 19:44:46.038, 547.98 W, 2782 MHz, 68, 99 %, 28148 MiB
2026/08/04 19:44:47.038, 542.77 W, 2790 MHz, 68, 100 %, 28148 MiB
2026/08/04 19:44:48.038, 549.40 W, 2782 MHz, 68, 100 %, 28148 MiB
2026/08/04 19:44:49.038, 548.67 W, 2782 MHz, 68, 99 %, 28148 MiB
2026/08/04 19:44:50.038, 544.19 W, 2782 MHz, 68, 100 %, 28148 MiB
2026/08/04 19:44:51.038, 548.28 W, 2782 MHz, 68, 100 %, 28148 MiB
2026/08/04 19:44:52.038, 544.03 W, 2782 MHz, 68, 100 %, 28148 MiB
2026/08/04 19:44:53.038, 550.91 W, 2782 MHz, 68, 99 %, 28148 MiB
2026/08/04 19:44:54.039, 503.92 W, 2782 MHz, 61, 0 %, 2 MiB
2026/08/04 19:44:55.039, 122.50 W, 2857 MHz, 57, 0 %, 2 MiB
2026/08/04 19:44:56.039, 119.48 W, 2857 MHz, 57, 0 %, 2 MiB
2026/08/04 19:44:57.047, 92.28 W, 2610 MHz, 54, 0 %, 596 MiB
2026/08/04 19:44:58.047, 92.42 W, 2610 MHz, 54, 0 %, 596 MiB
2026/08/04 19:44:59.047, 90.02 W, 2610 MHz, 53, 0 %, 596 MiB
2026/08/04 19:45:00.047, 89.70 W, 2610 MHz, 53, 0 %, 596 MiB
2026/08/04 19:45:01.047, 89.23 W, 2610 MHz, 52, 0 %, 596 MiB
2026/08/04 19:45:02.048, 89.00 W, 2610 MHz, 52, 0 %, 596 MiB
2026/08/04 19:45:03.048, 88.61 W, 2610 MHz, 51, 0 %, 596 MiB
2026/08/04 19:45:04.049, 88.42 W, 2610 MHz, 51, 0 %, 1155 MiB
2026/08/04 19:45:05.050, 90.96 W, 2610 MHz, 50, 1 %, 596 MiB
2026/08/04 19:45:06.051, 88.45 W, 2610 MHz, 50, 0 %, 596 MiB
2026/08/04 19:45:07.051, 87.57 W, 2610 MHz, 49, 0 %, 596 MiB
2026/08/04 19:45:08.051, 87.97 W, 2610 MHz, 49, 0 %, 596 MiB
2026/08/04 19:45:09.051, 88.39 W, 2617 MHz, 49, 13 %, 1300 MiB
2026/08/04 19:45:10.051, 87.85 W, 2610 MHz, 48, 1 %, 1332 MiB
2026/08/04 19:45:11.051, 87.75 W, 2617 MHz, 48, 0 %, 1364 MiB
2026/08/04 19:45:12.052, 86.38 W, 2610 MHz, 48, 0 %, 1556 MiB
2026/08/04 19:45:13.052, 85.64 W, 2610 MHz, 47, 0 %, 1652 MiB
2026/08/04 19:45:14.052, 85.99 W, 2610 MHz, 47, 3 %, 1812 MiB
2026/08/04 19:45:15.052, 86.14 W, 2610 MHz, 47, 0 %, 1876 MiB
2026/08/04 19:45:16.052, 86.01 W, 2617 MHz, 46, 0 %, 1908 MiB
2026/08/04 19:45:17.052, 85.24 W, 2610 MHz, 46, 0 %, 2068 MiB
2026/08/04 19:45:18.052, 85.15 W, 2610 MHz, 46, 0 %, 2164 MiB
2026/08/04 19:45:19.052, 86.83 W, 2610 MHz, 45, 0 %, 2324 MiB
2026/08/04 19:45:20.052, 87.27 W, 2610 MHz, 45, 0 %, 2388 MiB
2026/08/04 19:45:21.053, 86.71 W, 2610 MHz, 45, 0 %, 2580 MiB
2026/08/04 19:45:22.053, 86.13 W, 2610 MHz, 45, 0 %, 2580 MiB
2026/08/04 19:45:23.053, 85.55 W, 2610 MHz, 44, 1 %, 2676 MiB
2026/08/04 19:45:24.053, 85.48 W, 2617 MHz, 44, 0 %, 2836 MiB
2026/08/04 19:45:25.053, 84.99 W, 2610 MHz, 44, 0 %, 2900 MiB
2026/08/04 19:45:26.053, 85.04 W, 2610 MHz, 44, 0 %, 3124 MiB
2026/08/04 19:45:27.053, 85.30 W, 2610 MHz, 43, 0 %, 3124 MiB
2026/08/04 19:45:28.053, 84.86 W, 2610 MHz, 43, 0 %, 3252 MiB
2026/08/04 19:45:29.053, 85.12 W, 2610 MHz, 43, 0 %, 3348 MiB
2026/08/04 19:45:30.054, 84.62 W, 2610 MHz, 43, 0 %, 3444 MiB
2026/08/04 19:45:31.054, 84.81 W, 2617 MHz, 43, 0 %, 3636 MiB
2026/08/04 19:45:32.054, 84.63 W, 2610 MHz, 42, 0 %, 3668 MiB
2026/08/04 19:45:33.054, 84.24 W, 2617 MHz, 42, 0 %, 3700 MiB
2026/08/04 19:45:34.054, 84.68 W, 2610 MHz, 42, 0 %, 3892 MiB
2026/08/04 19:45:35.054, 84.34 W, 2610 MHz, 42, 0 %, 3956 MiB
2026/08/04 19:45:36.054, 84.74 W, 2610 MHz, 42, 2 %, 4148 MiB
2026/08/04 19:45:37.054, 84.89 W, 2610 MHz, 41, 0 %, 4212 MiB
2026/08/04 19:45:38.054, 83.97 W, 2610 MHz, 41, 3 %, 4404 MiB
2026/08/04 19:45:39.054, 83.43 W, 2610 MHz, 41, 0 %, 4436 MiB
2026/08/04 19:45:40.055, 83.16 W, 2617 MHz, 41, 0 %, 4468 MiB
2026/08/04 19:45:41.055, 84.11 W, 2610 MHz, 41, 0 %, 4660 MiB
2026/08/04 19:45:42.055, 84.05 W, 2610 MHz, 41, 0 %, 4692 MiB
2026/08/04 19:45:43.055, 83.78 W, 2610 MHz, 40, 0 %, 4916 MiB
2026/08/04 19:45:44.055, 83.67 W, 2610 MHz, 40, 0 %, 4980 MiB
2026/08/04 19:45:45.055, 83.32 W, 2610 MHz, 40, 1 %, 5012 MiB
2026/08/04 19:45:46.055, 83.50 W, 2617 MHz, 40, 0 %, 5172 MiB
2026/08/04 19:45:47.055, 83.75 W, 2610 MHz, 40, 0 %, 5236 MiB
2026/08/04 19:45:48.055, 83.71 W, 2617 MHz, 40, 0 %, 5428 MiB
2026/08/04 19:45:49.055, 83.51 W, 2610 MHz, 40, 0 %, 5492 MiB
2026/08/04 19:45:50.056, 83.02 W, 2610 MHz, 39, 0 %, 5652 MiB
2026/08/04 19:45:51.056, 83.83 W, 2610 MHz, 39, 0 %, 5684 MiB
2026/08/04 19:45:52.056, 83.93 W, 2610 MHz, 39, 0 %, 5780 MiB
2026/08/04 19:45:53.056, 83.88 W, 2617 MHz, 39, 0 %, 5940 MiB
2026/08/04 19:45:54.056, 83.64 W, 2610 MHz, 39, 0 %, 6004 MiB
2026/08/04 19:45:55.056, 83.57 W, 2610 MHz, 39, 0 %, 6164 MiB
2026/08/04 19:45:56.056, 83.17 W, 2610 MHz, 39, 0 %, 6196 MiB
2026/08/04 19:45:57.056, 82.59 W, 2610 MHz, 38, 0 %, 6420 MiB
2026/08/04 19:45:58.057, 82.17 W, 2610 MHz, 38, 0 %, 6452 MiB
2026/08/04 19:45:59.057, 81.74 W, 2610 MHz, 38, 0 %, 6548 MiB
2026/08/04 19:46:00.057, 81.94 W, 2617 MHz, 38, 0 %, 6708 MiB
2026/08/04 19:46:01.057, 82.19 W, 2610 MHz, 38, 0 %, 6772 MiB
2026/08/04 19:46:02.057, 81.77 W, 2610 MHz, 38, 0 %, 6932 MiB
2026/08/04 19:46:03.057, 82.28 W, 2610 MHz, 38, 0 %, 6964 MiB
2026/08/04 19:46:04.057, 82.51 W, 2610 MHz, 38, 0 %, 7060 MiB
2026/08/04 19:46:05.057, 82.90 W, 2617 MHz, 38, 0 %, 7252 MiB
2026/08/04 19:46:06.057, 82.38 W, 2610 MHz, 38, 0 %, 7316 MiB
2026/08/04 19:46:07.057, 82.33 W, 2617 MHz, 37, 0 %, 7476 MiB
2026/08/04 19:46:08.058, 82.10 W, 2610 MHz, 37, 0 %, 7540 MiB
2026/08/04 19:46:09.058, 82.59 W, 2610 MHz, 37, 0 %, 7604 MiB
2026/08/04 19:46:10.058, 82.88 W, 2610 MHz, 37, 0 %, 7764 MiB
2026/08/04 19:46:11.058, 82.32 W, 2610 MHz, 37, 0 %, 7828 MiB
2026/08/04 19:46:12.058, 82.47 W, 2617 MHz, 37, 0 %, 8020 MiB
2026/08/04 19:46:13.058, 82.39 W, 2610 MHz, 37, 0 %, 8052 MiB
2026/08/04 19:46:14.058, 82.80 W, 2610 MHz, 37, 0 %, 8180 MiB
2026/08/04 19:46:15.058, 82.71 W, 2610 MHz, 37, 0 %, 8276 MiB
2026/08/04 19:46:16.058, 82.19 W, 2610 MHz, 37, 0 %, 8372 MiB
2026/08/04 19:46:17.058, 82.20 W, 2610 MHz, 37, 0 %, 8532 MiB
2026/08/04 19:46:18.059, 82.19 W, 2610 MHz, 36, 0 %, 8596 MiB
2026/08/04 19:46:19.059, 82.27 W, 2617 MHz, 36, 0 %, 8788 MiB
2026/08/04 19:46:20.059, 82.19 W, 2610 MHz, 36, 0 %, 8852 MiB
2026/08/04 19:46:21.059, 81.39 W, 2610 MHz, 36, 0 %, 9012 MiB
2026/08/04 19:46:22.059, 81.14 W, 2610 MHz, 36, 0 %, 9044 MiB
2026/08/04 19:46:23.059, 80.42 W, 2610 MHz, 36, 0 %, 9140 MiB
2026/08/04 19:46:24.059, 80.61 W, 2617 MHz, 36, 0 %, 9300 MiB
2026/08/04 19:46:25.059, 80.99 W, 2610 MHz, 36, 0 %, 9396 MiB
2026/08/04 19:46:26.060, 80.63 W, 2617 MHz, 36, 0 %, 9556 MiB
2026/08/04 19:46:27.060, 81.41 W, 2610 MHz, 36, 0 %, 9620 MiB
2026/08/04 19:46:28.060, 80.99 W, 2610 MHz, 36, 0 %, 9812 MiB
2026/08/04 19:46:29.060, 81.35 W, 2610 MHz, 36, 0 %, 9812 MiB
2026/08/04 19:46:30.060, 81.65 W, 2610 MHz, 36, 1 %, 9908 MiB
2026/08/04 19:46:31.060, 82.22 W, 2617 MHz, 35, 0 %, 10068 MiB
2026/08/04 19:46:32.060, 82.30 W, 2610 MHz, 35, 0 %, 10132 MiB
2026/08/04 19:46:33.061, 81.51 W, 2610 MHz, 35, 0 %, 10324 MiB
2026/08/04 19:46:34.061, 82.18 W, 2610 MHz, 35, 0 %, 10324 MiB
2026/08/04 19:46:35.061, 82.20 W, 2610 MHz, 35, 0 %, 10580 MiB
