timestamp, power.draw [W], clocks.current.sm [MHz], temperature.gpu, utilization.gpu [%], memory.used [MiB]
2026/08/04 18:40:45.712, 471.20 W, 2842 MHz, 51, 100 %, 28180 MiB
2026/08/04 18:40:46.712, 459.26 W, 2842 MHz, 51, 100 %, 28180 MiB
2026/08/04 18:40:47.712, 478.84 W, 2850 MHz, 52, 100 %, 28180 MiB
2026/08/04 18:40:48.712, 479.06 W, 2850 MHz, 52, 100 %, 28180 MiB
2026/08/04 18:40:49.712, 480.12 W, 2850 MHz, 52, 100 %, 28180 MiB
2026/08/04 18:40:50.712, 480.15 W, 2850 MHz, 53, 100 %, 28180 MiB
2026/08/04 18:40:51.713, 479.97 W, 2850 MHz, 53, 100 %, 28180 MiB
2026/08/04 18:40:52.713, 480.72 W, 2850 MHz, 53, 100 %, 28180 MiB
2026/08/04 18:40:53.713, 481.14 W, 2850 MHz, 53, 100 %, 28180 MiB
2026/08/04 18:40:54.713, 520.72 W, 2767 MHz, 59, 100 %, 28884 MiB
2026/08/04 18:40:55.713, 513.12 W, 2842 MHz, 54, 100 %, 28884 MiB
2026/08/04 18:40:56.713, 483.95 W, 2842 MHz, 54, 100 %, 28884 MiB
2026/08/04 18:40:57.713, 349.56 W, 2865 MHz, 48, 0 %, 28884 MiB
2026/08/04 18:40:58.713, 116.24 W, 2865 MHz, 47, 0 %, 40 MiB
2026/08/04 18:40:59.714, 102.04 W, 2625 MHz, 45, 6 %, 3188 MiB
2026/08/04 18:41:00.714, 90.01 W, 2617 MHz, 45, 6 %, 6164 MiB
2026/08/04 18:41:01.714, 89.13 W, 2625 MHz, 44, 6 %, 9108 MiB
2026/08/04 18:41:02.714, 88.94 W, 2617 MHz, 44, 6 %, 12020 MiB
2026/08/04 18:41:03.714, 88.49 W, 2625 MHz, 43, 2 %, 15348 MiB
2026/08/04 18:41:04.715, 396.13 W, 2842 MHz, 51, 100 %, 15668 MiB
2026/08/04 18:41:05.715, 454.11 W, 2842 MHz, 52, 95 %, 15668 MiB
2026/08/04 18:41:06.715, 473.20 W, 2842 MHz, 53, 99 %, 15668 MiB
2026/08/04 18:41:07.715, 474.43 W, 2842 MHz, 53, 100 %, 15668 MiB
2026/08/04 18:41:08.715, 476.80 W, 2842 MHz, 54, 100 %, 15668 MiB
2026/08/04 18:41:09.716, 476.90 W, 2842 MHz, 54, 99 %, 15668 MiB
2026/08/04 18:41:10.716, 538.19 W, 2692 MHz, 55, 100 %, 16372 MiB
2026/08/04 18:41:11.716, 479.92 W, 2835 MHz, 55, 100 %, 16372 MiB
2026/08/04 18:41:12.716, 210.24 W, 2865 MHz, 47, 0 %, 16372 MiB
2026/08/04 18:41:13.717, 115.51 W, 2865 MHz, 46, 16 %, 2292 MiB
2026/08/04 18:41:14.717, 91.88 W, 2625 MHz, 45, 16 %, 10964 MiB
2026/08/04 18:41:15.717, 91.48 W, 2625 MHz, 44, 20 %, 20628 MiB
2026/08/04 18:41:16.717, 90.30 W, 2625 MHz, 44, 10 %, 27860 MiB
2026/08/04 18:41:17.717, 392.43 W, 2850 MHz, 51, 100 %, 28180 MiB
2026/08/04 18:41:18.718, 457.64 W, 2842 MHz, 51, 100 %, 28180 MiB
2026/08/04 18:41:19.718, 475.06 W, 2850 MHz, 52, 100 %, 28180 MiB
2026/08/04 18:41:20.718, 479.48 W, 2850 MHz, 53, 100 %, 28180 MiB
2026/08/04 18:41:21.718, 480.44 W, 2850 MHz, 53, 100 %, 28180 MiB
2026/08/04 18:41:22.719, 480.77 W, 2850 MHz, 53, 100 %, 28180 MiB
2026/08/04 18:41:23.719, 481.50 W, 2850 MHz, 53, 100 %, 28180 MiB
2026/08/04 18:41:24.720, 481.51 W, 2850 MHz, 54, 100 %, 28180 MiB
2026/08/04 18:41:25.720, 482.54 W, 2850 MHz, 54, 100 %, 28180 MiB
2026/08/04 18:41:26.720, 482.40 W, 2850 MHz, 54, 100 %, 28884 MiB
2026/08/04 18:41:27.720, 536.88 W, 2842 MHz, 55, 100 %, 28884 MiB
2026/08/04 18:41:28.720, 484.49 W, 2842 MHz, 55, 100 %, 28884 MiB
2026/08/04 18:41:29.720, 472.43 W, 2842 MHz, 52, 55 %, 28884 MiB
2026/08/04 18:41:30.720, 165.31 W, 2865 MHz, 47, 0 %, 28884 MiB
2026/08/04 18:41:31.721, 113.95 W, 2857 MHz, 46, 6 %, 2004 MiB
2026/08/04 18:41:32.721, 89.49 W, 2625 MHz, 45, 6 %, 5044 MiB
2026/08/04 18:41:33.721, 88.89 W, 2617 MHz, 45, 6 %, 8052 MiB
2026/08/04 18:41:34.721, 88.92 W, 2617 MHz, 45, 6 %, 11092 MiB
2026/08/04 18:41:35.721, 88.43 W, 2617 MHz, 44, 6 %, 14068 MiB
2026/08/04 18:41:36.721, 331.11 W, 2700 MHz, 58, 100 %, 15636 MiB
2026/08/04 18:41:37.722, 171.63 W, 2865 MHz, 45, 25 %, 23 MiB
2026/08/04 18:41:38.722, 108.03 W, 2625 MHz, 44, 17 %, 4884 MiB
2026/08/04 18:41:39.722, 91.10 W, 2625 MHz, 44, 18 %, 13556 MiB
2026/08/04 18:41:40.723, 91.60 W, 2625 MHz, 43, 19 %, 23508 MiB
2026/08/04 18:41:41.723, 172.88 W, 2617 MHz, 54, 100 %, 28148 MiB
2026/08/04 18:41:42.723, 246.00 W, 2865 MHz, 44, 0 %, 28148 MiB
2026/08/04 18:41:43.723, 115.26 W, 2820 MHz, 43, 0 %, 596 MiB
2026/08/04 18:41:44.723, 89.03 W, 2625 MHz, 42, 5 %, 4116 MiB
2026/08/04 18:41:45.724, 87.79 W, 2617 MHz, 42, 5 %, 7028 MiB
2026/08/04 18:41:46.724, 87.47 W, 2625 MHz, 42, 6 %, 9972 MiB
2026/08/04 18:41:47.724, 87.16 W, 2617 MHz, 42, 6 %, 12980 MiB
2026/08/04 18:41:48.724, 134.08 W, 2685 MHz, 52, 94 %, 15636 MiB
2026/08/04 18:41:49.724, 334.59 W, 2880 MHz, 43, 0 %, 15636 MiB
2026/08/04 18:41:50.725, 112.89 W, 2880 MHz, 42, 0 %, 1908 MiB
2026/08/04 18:41:51.725, 94.57 W, 2625 MHz, 41, 16 %, 10068 MiB
2026/08/04 18:41:52.725, 90.56 W, 2625 MHz, 41, 20 %, 19572 MiB
2026/08/04 18:41:53.725, 89.57 W, 2617 MHz, 41, 3 %, 27860 MiB
2026/08/04 18:41:54.725, 328.34 W, 2880 MHz, 43, 0 %, 28148 MiB
2026/08/04 18:41:55.725, 111.50 W, 2880 MHz, 42, 17 %, 4 MiB
2026/08/04 18:41:56.726, 101.18 W, 2625 MHz, 41, 7 %, 3092 MiB
2026/08/04 18:41:57.726, 87.50 W, 2625 MHz, 40, 6 %, 6100 MiB
2026/08/04 18:41:58.727, 87.20 W, 2617 MHz, 40, 6 %, 9108 MiB
2026/08/04 18:41:59.727, 87.75 W, 2625 MHz, 40, 6 %, 12116 MiB
2026/08/04 18:42:00.727, 86.56 W, 2617 MHz, 40, 1 %, 15348 MiB
2026/08/04 18:42:01.727, 353.59 W, 2880 MHz, 42, 0 %, 15636 MiB
2026/08/04 18:42:02.727, 112.56 W, 2880 MHz, 41, 0 %, 596 MiB
2026/08/04 18:42:03.727, 97.86 W, 2625 MHz, 40, 16 %, 7892 MiB
2026/08/04 18:42:04.728, 90.08 W, 2632 MHz, 40, 19 %, 16756 MiB
2026/08/04 18:42:05.728, 90.57 W, 2625 MHz, 39, 18 %, 26388 MiB
2026/08/04 18:42:06.728, 322.40 W, 2707 MHz, 46, 48 %, 28148 MiB
2026/08/04 18:42:07.728, 176.92 W, 2880 MHz, 40, 0 %, 28148 MiB
2026/08/04 18:42:08.729, 110.52 W, 2625 MHz, 39, 7 %, 2228 MiB
2026/08/04 18:42:09.729, 87.59 W, 2617 MHz, 39, 6 %, 5236 MiB
2026/08/04 18:42:10.729, 86.64 W, 2625 MHz, 39, 5 %, 8308 MiB
2026/08/04 18:42:11.729, 85.72 W, 2625 MHz, 39, 5 %, 11348 MiB
2026/08/04 18:42:12.730, 85.61 W, 2625 MHz, 38, 6 %, 14388 MiB
2026/08/04 18:42:13.730, 346.75 W, 2782 MHz, 44, 24 %, 15636 MiB
2026/08/04 18:42:14.730, 111.71 W, 2880 MHz, 40, 0 %, 596 MiB
2026/08/04 18:42:15.730, 106.06 W, 2625 MHz, 39, 16 %, 5876 MiB
2026/08/04 18:42:16.730, 89.58 W, 2625 MHz, 39, 18 %, 14836 MiB
2026/08/04 18:42:17.730, 90.11 W, 2625 MHz, 38, 18 %, 24564 MiB
2026/08/04 18:42:18.731, 236.07 W, 2587 MHz, 51, 100 %, 28148 MiB
2026/08/04 18:42:19.731, 213.45 W, 2880 MHz, 39, 0 %, 28148 MiB
2026/08/04 18:42:20.731, 114.39 W, 2820 MHz, 39, 12 %, 1908 MiB
2026/08/04 18:42:21.731, 89.01 W, 2625 MHz, 38, 5 %, 4980 MiB
2026/08/04 18:42:22.731, 87.18 W, 2625 MHz, 38, 7 %, 7924 MiB
2026/08/04 18:42:23.731, 86.59 W, 2625 MHz, 38, 6 %, 10996 MiB
2026/08/04 18:42:24.732, 85.33 W, 2617 MHz, 38, 6 %, 14004 MiB
2026/08/04 18:42:25.732, 318.81 W, 2707 MHz, 52, 100 %, 15636 MiB
2026/08/04 18:42:26.732, 177.68 W, 2880 MHz, 39, 25 %, 23 MiB
2026/08/04 18:42:27.732, 104.77 W, 2625 MHz, 38, 17 %, 4980 MiB
2026/08/04 18:42:28.732, 89.03 W, 2625 MHz, 38, 18 %, 13780 MiB
2026/08/04 18:42:29.733, 89.56 W, 2625 MHz, 38, 19 %, 23508 MiB
2026/08/04 18:42:30.733, 183.18 W, 2625 MHz, 49, 100 %, 28148 MiB
2026/08/04 18:42:31.733, 272.84 W, 2880 MHz, 39, 0 %, 28148 MiB
2026/08/04 18:42:32.733, 112.12 W, 2820 MHz, 38, 0 %, 1460 MiB
2026/08/04 18:42:33.733, 87.76 W, 2617 MHz, 37, 6 %, 4468 MiB
2026/08/04 18:42:34.733, 84.82 W, 2617 MHz, 37, 6 %, 7476 MiB
2026/08/04 18:42:35.734, 84.30 W, 2617 MHz, 37, 5 %, 10548 MiB
2026/08/04 18:42:36.734, 84.34 W, 2625 MHz, 37, 6 %, 13556 MiB
2026/08/04 18:42:37.734, 227.95 W, 2655 MHz, 50, 100 %, 18580 MiB
2026/08/04 18:42:38.734, 601.11 W, 2632 MHz, 53, 100 %, 18580 MiB
2026/08/04 18:42:39.734, 600.34 W, 2632 MHz, 54, 100 %, 18580 MiB
2026/08/04 18:42:40.735, 599.94 W, 2625 MHz, 55, 100 %, 18580 MiB
2026/08/04 18:42:41.735, 600.24 W, 2625 MHz, 55, 100 %, 18580 MiB
2026/08/04 18:42:42.735, 600.12 W, 2625 MHz, 56, 100 %, 18580 MiB
2026/08/04 18:42:43.735, 600.00 W, 2640 MHz, 57, 100 %, 18580 MiB
2026/08/04 18:42:44.735, 133.64 W, 2880 MHz, 43, 30 %, 23 MiB
2026/08/04 18:42:45.736, 110.71 W, 2625 MHz, 41, 17 %, 4980 MiB
2026/08/04 18:42:46.736, 90.92 W, 2625 MHz, 40, 18 %, 13780 MiB
2026/08/04 18:42:47.736, 91.25 W, 2625 MHz, 40, 19 %, 23540 MiB
2026/08/04 18:42:48.737, 175.51 W, 2632 MHz, 51, 100 %, 31124 MiB
2026/08/04 18:42:49.737, 604.26 W, 2550 MHz, 55, 100 %, 31124 MiB
2026/08/04 18:42:50.737, 600.20 W, 2557 MHz, 56, 100 %, 31124 MiB
2026/08/04 18:42:51.737, 599.55 W, 2535 MHz, 56, 100 %, 31124 MiB
2026/08/04 18:42:52.737, 599.91 W, 2542 MHz, 57, 100 %, 31124 MiB
2026/08/04 18:42:53.738, 600.23 W, 2542 MHz, 57, 100 %, 31124 MiB
2026/08/04 18:42:54.738, 368.55 W, 2865 MHz, 45, 0 %, 31124 MiB
2026/08/04 18:42:55.738, 116.81 W, 2865 MHz, 44, 0 %, 596 MiB
2026/08/04 18:42:56.738, 93.17 W, 2625 MHz, 42, 5 %, 3476 MiB
2026/08/04 18:42:57.738, 88.10 W, 2625 MHz, 42, 6 %, 6516 MiB
2026/08/04 18:42:58.738, 87.67 W, 2617 MHz, 41, 6 %, 9556 MiB
2026/08/04 18:42:59.739, 87.58 W, 2625 MHz, 41, 6 %, 12596 MiB
2026/08/04 18:43:00.739, 87.29 W, 2625 MHz, 40, 10 %, 18580 MiB
2026/08/04 18:43:01.739, 533.97 W, 2625 MHz, 56, 100 %, 18580 MiB
2026/08/04 18:43:02.739, 600.31 W, 2625 MHz, 58, 100 %, 18580 MiB
2026/08/04 18:43:03.739, 600.04 W, 2617 MHz, 58, 100 %, 18580 MiB
2026/08/04 18:43:04.740, 599.98 W, 2610 MHz, 59, 100 %, 18580 MiB
2026/08/04 18:43:05.741, 600.01 W, 2610 MHz, 60, 100 %, 18580 MiB
2026/08/04 18:43:06.741, 599.47 W, 2610 MHz, 60, 100 %, 18580 MiB
2026/08/04 18:43:07.741, 314.12 W, 2865 MHz, 46, 0 %, 18580 MiB
2026/08/04 18:43:08.741, 115.18 W, 2865 MHz, 44, 0 %, 1908 MiB
2026/08/04 18:43:09.741, 96.85 W, 2625 MHz, 43, 16 %, 10196 MiB
2026/08/04 18:43:10.741, 91.42 W, 2625 MHz, 43, 20 %, 19700 MiB
2026/08/04 18:43:11.742, 91.09 W, 2617 MHz, 42, 5 %, 27860 MiB
2026/08/04 18:43:12.742, 496.92 W, 2535 MHz, 55, 100 %, 31124 MiB
2026/08/04 18:43:13.742, 600.35 W, 2542 MHz, 58, 100 %, 31124 MiB
2026/08/04 18:43:14.742, 600.53 W, 2535 MHz, 58, 100 %, 31124 MiB
2026/08/04 18:43:15.742, 599.28 W, 2535 MHz, 59, 100 %, 31124 MiB
2026/08/04 18:43:16.743, 600.39 W, 2535 MHz, 59, 100 %, 31124 MiB
2026/08/04 18:43:17.743, 545.82 W, 2782 MHz, 50, 0 %, 31124 MiB
2026/08/04 18:43:18.743, 110.54 W, 2865 MHz, 46, 0 %, 2 MiB
2026/08/04 18:43:19.761, 110.61 W, 2625 MHz, 44, 6 %, 2580 MiB
2026/08/04 18:43:20.761, 89.31 W, 2617 MHz, 44, 6 %, 5524 MiB
2026/08/04 18:43:21.762, 88.28 W, 2625 MHz, 43, 5 %, 8500 MiB
2026/08/04 18:43:22.762, 88.36 W, 2617 MHz, 43, 6 %, 11508 MiB
2026/08/04 18:43:23.762, 87.46 W, 2625 MHz, 42, 5 %, 14420 MiB
2026/08/04 18:43:24.762, 369.20 W, 2632 MHz, 56, 100 %, 18580 MiB
2026/08/04 18:43:25.763, 600.33 W, 2617 MHz, 59, 100 %, 18580 MiB
2026/08/04 18:43:26.763, 600.07 W, 2610 MHz, 59, 100 %, 18580 MiB
2026/08/04 18:43:27.763, 599.97 W, 2610 MHz, 60, 100 %, 18580 MiB
2026/08/04 18:43:28.763, 600.05 W, 2610 MHz, 61, 100 %, 18580 MiB
2026/08/04 18:43:29.763, 600.26 W, 2602 MHz, 61, 100 %, 18580 MiB
2026/08/04 18:43:30.763, 519.49 W, 2842 MHz, 50, 0 %, 18580 MiB
2026/08/04 18:43:31.763, 116.94 W, 2865 MHz, 47, 1 %, 596 MiB
2026/08/04 18:43:32.763, 105.96 W, 2625 MHz, 45, 17 %, 6836 MiB
2026/08/04 18:43:33.764, 92.02 W, 2625 MHz, 44, 19 %, 15796 MiB
2026/08/04 18:43:34.764, 92.04 W, 2625 MHz, 44, 17 %, 25492 MiB
2026/08/04 18:43:35.764, 280.29 W, 2565 MHz, 57, 100 %, 31124 MiB
2026/08/04 18:43:36.764, 601.47 W, 2535 MHz, 58, 100 %, 31124 MiB
2026/08/04 18:43:37.764, 600.26 W, 2527 MHz, 60, 100 %, 31124 MiB
2026/08/04 18:43:38.764, 599.29 W, 2527 MHz, 60, 100 %, 31124 MiB
2026/08/04 18:43:39.765, 600.47 W, 2527 MHz, 61, 100 %, 31124 MiB
2026/08/04 18:43:40.765, 600.62 W, 2520 MHz, 61, 100 %, 31124 MiB
2026/08/04 18:43:41.765, 261.58 W, 2865 MHz, 47, 0 %, 31124 MiB
2026/08/04 18:43:42.765, 117.70 W, 2865 MHz, 46, 0 %, 1460 MiB
2026/08/04 18:43:43.765, 93.92 W, 2625 MHz, 45, 6 %, 4980 MiB
2026/08/04 18:43:44.766, 88.55 W, 2625 MHz, 44, 7 %, 8564 MiB
2026/08/04 18:43:45.766, 88.17 W, 2625 MHz, 44, 7 %, 12180 MiB
2026/08/04 18:43:46.766, 87.31 W, 2617 MHz, 43, 8 %, 18580 MiB
2026/08/04 18:43:47.766, 558.14 W, 2617 MHz, 59, 100 %, 18580 MiB
2026/08/04 18:43:48.766, 600.15 W, 2610 MHz, 59, 100 %, 18580 MiB
2026/08/04 18:43:49.766, 600.01 W, 2610 MHz, 60, 100 %, 18580 MiB
2026/08/04 18:43:50.767, 600.22 W, 2610 MHz, 61, 100 %, 18580 MiB
2026/08/04 18:43:51.767, 600.04 W, 2610 MHz, 62, 100 %, 18580 MiB
