[02:03:25Z] floor pp512 rep1 pre: 50, 180 MHz, 9.01 W
[02:39:48Z] arma pp6257 rep1 pre: 67, 1582 MHz, 30.99 W
[02:41:45Z] arma pp6257 rep1 post: 67, 1582 MHz, 31.31 W | rc=0 | pp-only MEDIAN: 6257 tok in 14.2520s = 439.0 tok/s | oom=0
[02:41:45Z] floor pp6257 rep2 pre: 67, 1582 MHz, 31.31 W
[02:43:27Z] floor pp6257 rep2 post: 66, 1590 MHz, 30.94 W | rc=0 | pp-only MEDIAN: 6257 tok in 14.2899s = 437.9 tok/s | oom=0
[02:43:27Z] mmq pp6257 rep2 pre: 66, 1590 MHz, 30.94 W
[02:45:00Z] mmq pp6257 rep2 post: 67, 1582 MHz, 31.15 W | rc=0 | pp-only MEDIAN: 6257 tok in 14.2947s = 437.7 tok/s | oom=0
[02:45:00Z] arma pp6257 rep2 pre: 67, 1582 MHz, 31.15 W
[02:46:57Z] arma pp6257 rep2 post: 67, 1582 MHz, 31.13 W | rc=0 | pp-only MEDIAN: 6257 tok in 14.2523s = 439.0 tok/s | oom=0
[02:46:57Z] floor pp6257 rep3 pre: 67, 1582 MHz, 31.13 W
[02:48:31Z] floor pp6257 rep3 post: 67, 1582 MHz, 31.30 W | rc=0 | pp-only MEDIAN: 6257 tok in 14.2680s = 438.5 tok/s | oom=0
[02:48:31Z] mmq pp6257 rep3 pre: 67, 1582 MHz, 31.30 W
[02:50:04Z] mmq pp6257 rep3 post: 67, 1582 MHz, 31.37 W | rc=0 | pp-only MEDIAN: 6257 tok in 14.2877s = 437.9 tok/s | oom=0
[02:50:04Z] arma pp6257 rep3 pre: 67, 1582 MHz, 31.37 W
[02:52:01Z] arma pp6257 rep3 post: 67, 1582 MHz, 31.25 W | rc=0 | pp-only MEDIAN: 6257 tok in 14.2582s = 438.8 tok/s | oom=0
[02:52:01Z] floor pp6257 rep4 pre: 67, 1582 MHz, 31.25 W
[02:53:35Z] floor pp6257 rep4 post: 67, 1582 MHz, 31.36 W | rc=0 | pp-only MEDIAN: 6257 tok in 14.3115s = 437.2 tok/s | oom=0
[02:53:35Z] mmq pp6257 rep4 pre: 67, 1582 MHz, 31.36 W
[02:55:09Z] mmq pp6257 rep4 post: 68, 1582 MHz, 31.58 W | rc=0 | pp-only MEDIAN: 6257 tok in 14.2797s = 438.2 tok/s | oom=0
[02:55:09Z] arma pp6257 rep4 pre: 68, 1582 MHz, 31.58 W
[02:57:06Z] arma pp6257 rep4 post: 66, 1582 MHz, 31.01 W | rc=0 | pp-only MEDIAN: 6257 tok in 14.2647s = 438.6 tok/s | oom=0
[02:57:06Z] floor pp6257 rep5 pre: 66, 1582 MHz, 31.01 W
[02:58:39Z] floor pp6257 rep5 post: 65, 1582 MHz, 30.74 W | rc=0 | pp-only MEDIAN: 6257 tok in 14.2695s = 438.5 tok/s | oom=0
[02:58:39Z] mmq pp6257 rep5 pre: 65, 1582 MHz, 30.74 W
[03:00:12Z] mmq pp6257 rep5 post: 65, 1582 MHz, 30.64 W | rc=0 | pp-only MEDIAN: 6257 tok in 14.2678s = 438.5 tok/s | oom=0
[03:00:12Z] arma pp6257 rep5 pre: 65, 1582 MHz, 30.64 W
[03:02:23Z] arma pp6257 rep5 post: 79, 1980 MHz, 173.76 W | rc=0 | pp-only MEDIAN: 6257 tok in 14.2775s = 438.2 tok/s | oom=0
[03:02:23Z] PERF BATTERY DONE
