rank,expert_percent,aggregate_route_share_percent,aggregate_cumulative_percent,layer_p10_cumulative_percent,layer_median_cumulative_percent,layer_p90_cumulative_percent
56,29.166666666666668,0.6105263867297023,51.69220592020751,48.829853312853025,51.440480634481574,55.25587635931925
57,29.6875,0.6055387076816107,52.29774462788913,49.44853098666536,52.055119363070574,55.85209504984425
58,30.208333333333332,0.6018901783371707,52.899634806226295,50.07432271172335,52.67327686969506,56.44507034496264
59,30.729166666666668,0.5977584706108637,53.49739327683716,50.715000397774915,53.28684466583848,57.03477164660454
60,31.25,0.59323363578428,54.090626912621445,51.34350005201672,53.89176850724256,57.614452080362774
61,31.770833333333332,0.5888269327464495,54.67945384536789,51.9675476870919,54.48804839390731,58.18772221848246
62,32.29166666666667,0.5849886179053243,55.26444246327321,52.587770563432855,55.089606447625286,58.75632615094639
63,32.8125,0.5809314687670009,55.84537393204021,53.204841838576826,55.706693021804185,59.32165608993385
64,33.33333333333333,0.5775095200665629,56.422883452106774,53.8193887729562,56.32247917801345,59.883207167291886
65,33.85416666666667,0.5729275559323035,56.99581100803908,54.39909980478431,56.93566449828345,60.42935211646849
66,34.375,0.5693119485617784,57.56512295660086,54.97240054097388,57.548084866806605,60.97024949666175
67,34.89583333333333,0.5649865821653843,58.13010953876624,55.544492653403424,58.11682649058498,61.50762809881953
68,35.41666666666667,0.5604859546725616,58.6905954934388,56.11176556982785,58.671110526347995,62.03363951801921
69,35.9375,0.5568287106879678,59.24742420412677,56.67639175320821,59.22287022134644,62.55844231345887
70,36.45833333333333,0.5526146980268738,59.80003890215365,57.238906669767275,59.771493614182816,63.08228126969751
71,36.97916666666667,0.548966168682434,60.34900507083608,57.79969279537847,60.31874009387488,63.601958888433316
72,37.5,0.5455771419559107,60.894582212791995,58.3564705738362,60.844338439131256,64.1193875490334
73,38.02083333333333,0.5417407637014865,61.43632297649347,58.90423722071612,61.38202302198777,64.6340776823798
74,38.54166666666667,0.5377165365370777,61.974039513030554,59.45068815059146,61.936460048100166,65.13805849127036
75,39.0625,0.5340612291391849,62.50810074216974,59.991463138505225,62.47643948619721,65.64104486289006
76,39.58333333333333,0.5288760182476043,63.03697676041734,60.530111560562766,63.005556609489076,66.13934972981905
77,40.10416666666667,0.5245806689450738,63.561557429362416,61.06816332025776,63.53459723760625,66.63893971568272
78,40.625,0.5216593279068108,64.08321675726924,61.60385902857248,64.06126651530822,67.14175779791812
79,41.14583333333333,0.518271269473638,64.60148802674287,62.13449075632309,64.58434051980001,67.64087351369875
80,41.66666666666667,0.5149732623220558,65.11646128906492,62.66310301146204,65.10374275590696,68.13411440006364
81,42.1875,0.5108425228890991,65.62730381195402,63.18986408337362,65.6031032562466,68.62291856629683
82,42.70833333333333,0.5069248079932384,66.13422861994727,63.71247911681732,66.08349295326451,69.11056000587483
83,43.22916666666667,0.5030516345914976,66.63728025453875,64.23611918560178,66.58377139570035,69.59515693750038
84,43.75,0.49863331203346173,67.13591356657223,64.75871892001052,67.09162286042996,70.07536304609906
85,44.27083333333333,0.49502932418314194,67.63094289075536,65.27304187651843,67.59473162432914,70.55399335409922
86,44.79166666666667,0.4914185582793691,68.12236144903473,65.78271392640552,68.08475971335729,71.03043590010343
87,45.3125,0.488078914513718,68.61044036354845,66.29160572551083,68.55543452319027,71.50527204743925
88,45.83333333333333,0.4852001783828742,69.09564054193133,66.80003855356804,69.02603283784859,71.97807342312848
89,46.35416666666667,0.4817917857893423,69.57743232772067,67.30131143327478,69.48622780874983,72.44929899821919
90,46.875,0.4787145495216592,70.05614687724233,67.80524634506055,69.95223641292708,72.91474153810377
91,47.39583333333333,0.4753090618081786,70.5314559390505,68.30352061391967,70.42994877883103,73.37817990441164
92,47.91666666666667,0.4713071053908299,71.00276304444134,68.79573646494379,70.89312706154496,73.83545275963992
93,48.4375,0.4675598101246457,71.47032285456598,69.28541267616839,71.32570727438514,74.28792171789804
94,48.95833333333333,0.4644719226301078,71.93479477719609,69.77441572985576,71.78054758305846,74.73786633539157
95,49.47916666666667,0.460636512669034,72.39543128986512,70.25956342673904,72.25106940254209,75.1739959243371
96,50.0,0.45778682533870324,72.85321811520382,70.73455256442423,72.73314199340305,75.60792245225171
97,50.520833333333336,0.4547396061648837,73.30795772136871,71.20216756726985,73.18339259159532,76.03787123108275
98,51.041666666666664,0.4513883428790274,73.75934606424774,71.66837505890128,73.64542344668898,76.45455574662351
99,51.5625,0.4477707989218015,74.20711686316955,72.13297615186434,74.09513857865846,76.87420827494202
100,52.083333333333336,0.4445744625720149,74.65169132574155,72.59555777221573,74.53873409665319,77.3075381404941
101,52.604166666666664,0.4406887013567184,75.09238002709827,73.04856219669664,74.97766340899216,77.73017398062531
102,53.125,0.4367961620879689,75.52917618918624,73.4985680103299,75.40947867008549,78.15040787227142
103,53.645833333333336,0.43231393216880437,75.96149012135504,73.94705921950444,75.8380046386674,78.56931074787802
104,54.166666666666664,0.4295872180939788,76.39107733944903,74.39423471167439,76.26132893537076,78.98561278754536
105,54.6875,0.42641024761120094,76.81748758706021,74.84032397236382,76.68304683340575,79.39625418428605
106,55.208333333333336,0.42320132344785866,77.24068891050808,75.27649945841416,77.09918058368878,79.80522798621864
107,55.729166666666664,0.41937753300699004,77.66006644351508,75.68859426347386,77.51118359453886,80.21265658562258
108,56.25,0.41605822340169824,78.07612466691677,76.10053607818418,77.91614904931797,80.61739255487763
109,56.770833333333336,0.41256268440662713,78.48868735132339,76.52214688297462,78.32180296066925,81.01821197118886
110,57.291666666666664,0.4090322868509404,78.89771963817434,76.94221248523642,78.77228304438556,81.417593278216
111,57.8125,0.40599571890397557,79.3037153570783,77.36042690427088,79.22138621495756,81.8159495499024
112,58.333333333333336,0.4025021164956054,79.70621747357391,77.77812115611746,79.63423067272916,82.20939483137406
113,58.854166666666664,0.3991731239568091,80.10539059753073,78.19306158167544,80.0385841661108,82.60219755337835
114,59.375,0.39597194614027037,80.501362543671,78.60607432883134,80.42802110042898,82.99288900856133
115,59.895833333333336,0.39203002391064873,80.89339256758164,79.01767956477305,80.80812562343567,83.37674179512757
116,60.416666666666664,0.3892820073821136,81.28267457496376,79.42819856923425,81.18784767056894,83.7517211414304
117,60.9375,0.38518709480312313,81.66786166976688,79.83241437130145,81.56703425147941,84.1210857419114
118,61.458333333333336,0.382163114669714,82.05002478443659,80.22844518967743,81.94201359778225,84.48947120415644
119,61.979166666666664,0.37833641934879403,82.4283612037854,80.61343010482898,82.31584551646482,84.84572453169653
120,62.5,0.3746956363511577,82.80305684013655,80.99228010697087,82.68944794962334,85.19772472752419
121,63.020833333333336,0.37159322445636334,83.17465006459291,81.37019686798158,83.0609085178907,85.54065259563427
122,63.541666666666664,0.3685295442955863,83.5431796088885,81.74759346180443,83.44950400528735,85.87695598161669
123,64.0625,0.36487907836444566,83.90805868725295,82.12271049942169,83.82792563445098,86.20414114277672
124,64.58333333333334,0.36202745444741397,84.27008614170036,82.49765924765467,84.18783543134099,86.52704257415441
125,65.10416666666666,0.35832179579529844,84.62840793749565,82.86858434969923,84.56189683554761,86.84640992846171
126,65.625,0.3546287249567386,84.98303666245239,83.23637314958172,84.93756463842261,87.16323764296948
127,66.14583333333334,0.35094146387828135,85.33397812633068,83.60249435465612,85.30275260236584,87.47758691381748
128,66.66666666666666,0.34776933486225564,85.68174746119294,83.96664198422363,85.64499201390376,87.78915176030696
129,67.1875,0.3446088253664351,86.02635628655936,84.32829587109646,85.9856250267733,88.09210325012698
130,67.70833333333334,0.34135826458902413,86.3677145511484,84.68845045254545,86.32449865062512,88.38722163405933
131,68.22916666666666,0.3374996155875399,86.70521416673593,85.04513215306379,86.65931803021866,88.68171275755925
132,68.75,0.3342819767840437,87.03949614351998,85.3982797765117,86.98985368002987,88.971399984089
133,69.27083333333334,0.33117085024909537,87.37066699376908,85.74911724568415,87.31924190222081,89.26506495970236
134,69.79166666666666,0.3276094673061947,87.69827646107527,86.08516054807262,87.64786517266491,89.59202063533833
135,70.3125,0.32478786048302655,88.0230643215583,86.42016351608541,87.97044532430894,89.89336572648998
136,70.83333333333334,0.32185102675115657,88.34491534830946,86.75401905647792,88.29050113518839,90.17274140347227
137,71.35416666666666,0.31869535872208826,88.66361070703154,87.08684956152965,88.60604373076147,90.44754266900844
138,71.875,0.3152859978352059,88.97889670486674,87.41897631097432,88.9212803456358,90.72145659051827
139,72.39583333333334,0.31191440038899054,89.29081110525573,87.7490070926326,89.22404824703658,91.03300613797282
140,72.91666666666666,0.3081583904826524,89.59896949573839,88.07473884547363,89.52444479802215,91.3379312032997
141,73.4375,0.30460572217990567,89.9035752179183,88.39947616104376,89.82759517529634,91.6239466614446
142,73.95833333333334,0.3014975005250086,90.2050727184433,88.7209394831374,90.12378449167427,91.89894681443495
143,74.47916666666666,0.29748198800075387,90.50255470644404,89.03870043877632,90.42792930621937,92.17042818938981
144,75.0,0.2940861832207776,90.79664088966484,89.35505388320105,90.73000875104799,92.43305142311623
145,75.52083333333334,0.28992929986735927,91.0865701895322,89.66856170712751,91.02589208672717,92.68921846409927
146,76.04166666666666,0.2862875485763725,91.37285773810856,89.98027954396636,91.31649725535313,92.94177493283723
147,76.5625,0.2829469365173711,91.65580467462593,90.2876371558482,91.60082981965498,93.1932145720248
148,77.08333333333334,0.27927129495911907,91.93507596958506,90.5928987999437,91.88279103354161,93.4393607451242
149,77.60416666666666,0.27586871212568975,92.21094468171074,90.88633429003299,92.15457838919521,93.68491025586106
150,78.125,0.27284763687233193,92.48379231858308,91.17459870631362,92.4225409861146,93.9277059403093
151,78.64583333333334,0.2695273589736896,92.75331967755676,91.46047647314407,92.69608773078595,94.16545294322833
152,79.16666666666666,0.265022858307465,93.01834253586424,91.74171863238867,92.9744536714624,94.39902330960963
153,79.6875,0.26183330001113153,93.28017583587535,92.02190515822261,93.25259012661482,94.62928908444457
154,80.20833333333334,0.25833679272271,93.53851262859807,92.30092895740137,93.51458609990881,94.85891229981213
155,80.72916666666666,0.2541721630224882,93.79268479162056,92.57903481448389,93.76082406721784,95.08628655704399
156,81.25,0.2510252096335738,94.04371000125413,92.86740632400908,94.01478804716999,95.31081519377759
157,81.77083333333334,0.24728566071419303,94.29099566196832,93.15261093330233,94.24174923045854,95.5325747051876
158,82.29166666666666,0.24319655789530517,94.53419221986363,93.43533709893579,94.47268816283069,95.74538428115955
159,82.8125,0.2398598190097055,94.77405203887334,93.71134698823198,94.71142960302065,95.95432320129245
160,83.33333333333334,0.2362316238256248,95.01028366269895,93.98483253676358,94.95238940327644,96.16000342698382
161,83.85416666666666,0.2320679624187534,95.24235162511772,94.25773672196758,95.19327270835755,96.35653482978293
162,84.375,0.2278200594903942,95.4701716846081,94.5067591136351,95.40921858649156,96.56550434798572
163,84.89583333333334,0.2248193183973955,95.6949910030055,94.75516954390517,95.64643012318783,96.75533477348249
164,85.41666666666666,0.22108848411816867,95.91607948712367,94.9992503472881,95.88693095239552,96.93496074267634
165,85.9375,0.21653169561102062,96.13261118273469,95.2427038902386,96.11733441854487,97.13963123206189
166,86.45833333333334,0.21289962725353817,96.34551080998823,95.4742088869034,96.32639573095729,97.3151723589276
167,86.97916666666666,0.20929273452316705,96.5548035445114,95.70332723411808,96.53430961574944,97.47576632865997
168,87.5,0.20533919277334012,96.76014273728474,95.94050817274447,96.7412290632707,97.64018505712659
169,88.02083333333334,0.20070881397155899,96.9608515512563,96.1690757547014,96.94440024723241,97.8008708210686
170,88.54166666666666,0.19476058791983555,97.15561213917614,96.39392567116866,97.15170217062708,97.9508931576596
171,89.0625,0.19050106547127107,97.3461132046474,96.61247238524194,97.34584692397604,98.09759560366933
172,89.58333333333334,0.18486172499833647,97.53097492964574,96.82877014117949,97.53134772258566,98.24047329094482
173,90.10416666666666,0.1809236759421165,97.71189860558785,97.04898445006089,97.70835755680531,98.38059715193165
174,90.625,0.1765576412250042,97.88845624681286,97.27888304805734,97.89485279268584,98.51285730896095
175,91.14583333333334,0.17164742564494728,98.06010367245781,97.50108623148051,98.07247458830297,98.64831496429206
176,91.66666666666666,0.1668417857467374,98.22694545820455,97.7068582513815,98.24795451902894,98.77457789962608
177,92.1875,0.16132057706255584,98.38826603526711,97.89850926203576,98.40522859818003,98.90042776101683
178,92.70833333333334,0.1565827176988764,98.54484875296598,98.08589184194261,98.55462367433863,99.022055088765
179,93.22916666666666,0.15090948695867656,98.69575823992466,98.27007692354766,98.69399788261356,99.14553359974053
180,93.75,0.14554320521056469,98.84130144513522,98.44391985753539,98.82641102999223,99.26413171857119
181,94.27083333333334,0.1393354765409246,98.98063692167615,98.6063497114602,98.96540276239375,99.35488559381676
182,94.79166666666666,0.13458115619028777,99.11521807786643,98.77150279360377,99.10454748514464,99.4388008004455
183,95.3125,0.12864454965876954,99.2438626275252,98.92285614623431,99.23390082553593,99.519870386576
184,95.83333333333334,0.12147821057219862,99.36534083809741,99.08204260475249,99.36554902116775,99.62775918095086
185,96.35416666666666,0.1144135422874234,99.47975438038482,99.23593559718253,99.47524310166514,99.71552974438373
186,96.875,0.10693057127526015,99.58668495166009,99.38848227453812,99.58149489930175,99.78832255261338
187,97.39583333333334,0.09811329202619722,99.68479824368627,99.51466871469748,99.68040316016865,99.85773427412198
188,97.91666666666666,0.0881882851842364,99.77298652887052,99.6412223316953,99.77571614782539,99.91770649107454
189,98.4375,0.07619500374574599,99.84918153261626,99.75204854077803,99.85213482733509,99.96049789179298
190,98.95833333333334,0.0656183354789423,99.9147998680952,99.84858545122974,99.92304585426751,99.98159526097095
191,99.47916666666666,0.05106488642190121,99.96586475451711,99.92921136534707,99.96886646390345,99.99773574282935
192,100.0,0.03413524548289215,100.0,100.0,100.0,100.0
