Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
27634912,1280,467786,,,,,,,,,,3.146,2457600.000,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27638720,3168,467788,,,,,,,,,,3.146,992967.918,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27642560,768,467792,,,,,,,,,,0.123,159999.959,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27645728,1056,467794,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27649408,1280,467798,,,,,,,,,,3.146,2457600.000,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27652832,2816,467800,,,,,,,,,,3.146,1117088.907,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27657504,736,467804,,,,,,,,,,0.123,166956.442,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27660224,1056,467806,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27663776,1248,467810,,,,,,,,,,3.146,2520615.223,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27667552,2912,467812,,,,,,,,,,3.146,1080261.870,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27671488,736,467816,,,,,,,,,,0.123,166956.442,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27674240,1024,467818,,,,,,,,,,0.123,119999.939,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27677792,1344,467822,,,,,,,,,,3.146,2340569.481,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27680992,3104,467824,,,,,,,,,,3.146,1013440.315,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27684768,768,467828,,,,,,,,,,0.123,159999.959,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27689056,1024,467830,,,,,,,,,,0.123,119999.939,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27692032,1280,467834,,,,,,,,,,3.146,2457600.000,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27695936,3328,467836,,,,,,,,,,3.146,945228.349,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27700448,768,467840,,,,,,,,,,0.123,159999.959,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27702720,1056,467842,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27706368,1280,467846,,,,,,,,,,3.146,2457600.000,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27709920,3744,467848,,,,,,,,,,3.146,840205.074,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27714432,768,467852,,,,,,,,,,0.123,159999.959,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27716768,1056,467854,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27720544,1280,467858,,,,,,,,,,3.146,2457600.000,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27724064,3552,467860,,,,,,,,,,3.146,885619.950,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27729280,736,467864,,,,,,,,,,0.123,166956.442,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27730848,1056,467866,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27734464,1311,467870,,,,,,,,,,3.146,2399485.821,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27738335,3552,467872,,,,,,,,,,3.146,885619.950,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27743615,736,467876,,,,,,,,,,0.123,166956.442,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27744991,1056,467878,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27749471,1280,467882,,,,,,,,,,3.146,2457600.000,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27752479,3584,467884,,,,,,,,,,3.146,877711.589,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27757887,736,467888,,,,,,,,,,0.123,166956.442,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27759679,1120,467890,,,,,,,,,,0.123,109714.268,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27764447,1280,467894,,,,,,,,,,3.146,2457600.000,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27768031,3808,467896,,,,,,,,,,3.146,826083.901,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27772959,768,467900,,,,,,,,,,0.123,159999.959,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27774975,1120,467902,,,,,,,,,,0.123,109714.268,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27787551,1280,467906,,,,,,,,,,3.146,2457600.000,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27790847,3648,467908,,,,,,,,,,3.146,862313.251,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27795999,736,467912,,,,,,,,,,0.123,166956.442,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27798335,1056,467914,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27801887,1248,467918,,,,,,,,,,3.146,2520615.223,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27805503,3648,467920,,,,,,,,,,3.146,862313.251,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27812607,768,467924,,,,,,,,,,0.123,159999.959,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27815231,1056,467926,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27819007,1376,467930,,,,,,,,,,3.146,2286138.950,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27823807,3616,467932,,,,,,,,,,3.146,869944.787,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27829631,736,467936,,,,,,,,,,0.123,166956.442,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27831679,1120,467938,,,,,,,,,,0.123,109714.268,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27833567,1312,467942,,,,,,,,,,3.146,2397658.153,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27837055,3552,467944,,,,,,,,,,3.146,885619.950,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27844031,768,467948,,,,,,,,,,0.123,159999.959,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27846687,1344,467950,,,,,,,,,,0.123,91428.495,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27850271,1280,467954,,,,,,,,,,3.146,2457600.000,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27854975,3615,467956,,,,,,,,,,3.146,870187.008,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27859166,768,467960,,,,,,,,,,0.123,159999.959,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27861118,1024,467962,,,,,,,,,,0.123,119999.939,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27864574,1280,467966,,,,,,,,,,3.146,2457600.000,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27870910,4064,467968,,,,,,,,,,3.146,774044.123,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27876734,736,467972,,,,,,,,,,0.123,166956.442,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27878782,1216,467974,,,,,,,,,,0.123,101052.580,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27880958,1344,467978,,,,,,,,,,3.146,2340569.481,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27884574,3584,467980,,,,,,,,,,3.146,877711.589,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27889278,736,467984,,,,,,,,,,0.123,166956.442,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27891614,1056,467986,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27898494,1344,467990,,,,,,,,,,3.146,2340569.481,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27901918,4000,467992,,,,,,,,,,3.146,786432.000,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27906622,736,467996,,,,,,,,,,0.123,166956.442,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27908862,1152,467998,,,,,,,,,,0.123,106666.598,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27913438,1312,468002,,,,,,,,,,3.146,2397658.153,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27916638,3488,468004,,,,,,,,,,3.146,901870.780,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27922046,736,468008,,,,,,,,,,0.123,166956.442,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27923838,1216,468010,,,,,,,,,,0.123,101052.580,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27930782,1312,468014,,,,,,,,,,3.146,2397658.153,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27933918,3360,468016,,,,,,,,,,3.146,936228.422,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27939102,768,468020,,,,,,,,,,0.123,159999.959,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27941726,1056,468022,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27945246,1280,468026,,,,,,,,,,3.146,2457600.000,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27949246,4064,468028,,,,,,,,,,3.146,774044.123,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27955838,736,468032,,,,,,,,,,0.123,166956.442,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27958590,1056,468034,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27962206,1376,468038,,,,,,,,,,3.146,2286138.950,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27966622,3712,468040,,,,,,,,,,3.146,847446.540,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27971966,736,468044,,,,,,,,,,0.123,166956.442,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27974014,1024,468046,,,,,,,,,,0.123,119999.939,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27976414,1408,468050,,,,,,,,,,3.146,2234180.960,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27980317,4160,468052,,,,,,,,,,3.146,756182.680,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27986781,736,468056,,,,,,,,,,0.123,166956.442,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27989245,1184,468058,,,,,,,,,,0.123,103783.711,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
27992893,1248,468062,,,,,,,,,,3.146,2520615.223,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
27996541,3680,468064,,,,,,,,,,3.146,854816.981,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
28000829,736,468068,,,,,,,,,,0.123,166956.442,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
28003133,1056,468070,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
28006621,1248,468074,,,,,,,,,,3.146,2520615.223,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
28013181,3648,468076,,,,,,,,,,3.146,862313.251,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
28017437,768,468080,,,,,,,,,,0.123,159999.959,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
28019453,1056,468082,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
28023229,1248,468086,,,,,,,,,,3.146,2520615.223,Device,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memset]
28026493,3360,468088,,,,,,,,,,3.146,936228.422,Device,Device,NVIDIA RTX PRO 6000 Blackwell Workstation Edition (0),1,,13,[CUDA memcpy Device-to-Device]
