# ollama.com/library?sort=popular, fetched 2026-08-01 (all-time pulls)
llama3.1                        118M pulls | updated 1 year ago
starcoder2                      2.9M pulls | updated 1 year ago
deepseek-coder-v2               2.9M pulls | updated 1 year ago
nemotron-3-super                2.9M pulls | updated 4 months ago
mixtral                         2.8M pulls | updated 1 year ago
llama2-uncensored               2.7M pulls | updated 2 years ago
falcon3                         2.6M pulls | updated 1 year ago
mistral-small3.2                2.4M pulls | updated 1 year ago
minimax-m2.7                    2.3M pulls | updated 2 years ago
qwq                             2.3M pulls | updated 1 year ago
gemini-3-flash-preview          2.1M pulls | updated 1 year ago
smollm                            2M pulls | updated 1 year ago
dolphin-llama3                    2M pulls | updated 2 years ago
gemma3n                         1.9M pulls | updated 1 year ago
translategemma                  1.9M pulls | updated 6 months ago
qwen3-coder-next                1.9M pulls | updated 5 months ago
dolphin-mixtral                 1.8M pulls | updated 1 year ago
llama4                          1.8M pulls | updated 1 year ago
phi4-reasoning                  1.7M pulls | updated 1 year ago
dolphin-mistral                 1.6M pulls | updated 2 years ago
dolphin-phi                     1.6M pulls | updated 2 years ago
hermes3                         1.5M pulls | updated 1 year ago
embeddinggemma                  1.5M pulls | updated 10 months ago
phi                             1.5M pulls | updated 2 years ago
moondream                       1.5M pulls | updated 2 years ago
command-r                       1.5M pulls | updated 1 year ago
granite-code                    1.5M pulls | updated 1 year ago
magistral                       1.4M pulls | updated 1 year ago
glm-4.7-flash                   1.4M pulls | updated 1 month ago
granite4                        1.4M pulls | updated 9 months ago
sqlcoder                        1.4M pulls | updated 2 years ago
ministral-3                     1.4M pulls | updated 7 months ago
phi4-mini                       1.3M pulls | updated 1 year ago
yi                              1.3M pulls | updated 2 years ago
codestral                       1.3M pulls | updated 1 year ago
mistral-large                   1.3M pulls | updated 1 year ago
deepscaler                      1.3M pulls | updated 1 year ago
lfm2.5-thinking                 1.2M pulls | updated 6 months ago
wizard-vicuna-uncensored        1.2M pulls | updated 2 years ago
zephyr                          1.2M pulls | updated 2 years ago
openchat                        1.2M pulls | updated 2 years ago
starcoder                       1.2M pulls | updated 2 years ago
glm4                            1.2M pulls | updated 2 years ago
nous-hermes                     1.2M pulls | updated 2 years ago
deepseek-v2                     1.2M pulls | updated 2 years ago
wizardlm2                       1.2M pulls | updated 2 years ago
deepseek-llm                    1.2M pulls | updated 2 years ago
vicuna                          1.1M pulls | updated 2 years ago
openthinker                     1.1M pulls | updated 1 year ago
falcon                          1.1M pulls | updated 2 years ago
lfm2                            1.1M pulls | updated 5 months ago
openhermes                      1.1M pulls | updated 2 years ago
codeqwen                        1.1M pulls | updated 2 years ago
qwen2-math                      1.1M pulls | updated 1 year ago
granite3.3                      1.1M pulls | updated 1 year ago
aya                             1.1M pulls | updated 2 years ago
nous-hermes2                    1.1M pulls | updated 2 years ago
neural-chat                     1.1M pulls | updated 2 years ago
llama2-chinese                    1M pulls | updated 2 years ago
stable-code                       1M pulls | updated 2 years ago
yi-coder                          1M pulls | updated 1 year ago
wizardcoder                       1M pulls | updated 2 years ago
stablelm2                         1M pulls | updated 2 years ago
granite3-dense                    1M pulls | updated 1 year ago
llama3-chatqa                     1M pulls | updated 2 years ago
llama-guard3                   1000K pulls | updated 1 year ago
granite3.1-dense              999.3K pulls | updated 1 year ago
phi3.5                        997.1K pulls | updated 1 year ago
wizard-math                   993.8K pulls | updated 2 years ago
devstral                      993.1K pulls | updated 1 year ago
dolphincoder                  983.8K pulls | updated 2 years ago
internlm2                       982K pulls | updated 1 year ago
aya-expanse                   981.9K pulls | updated 1 year ago
llama3-gradient               977.4K pulls | updated 2 years ago
samantha-mistral              976.6K pulls | updated 2 years ago
llama3-groq-tool-use          971.3K pulls | updated 2 years ago
xwinlm                          959K pulls | updated 2 years ago
granite3.2-vision             955.8K pulls | updated 1 year ago
starling-lm                   949.5K pulls | updated 2 years ago
phind-codellama               947.4K pulls | updated 2 years ago
solar                         943.8K pulls | updated 2 years ago
yarn-llama2                   942.9K pulls | updated 2 years ago
deepcoder                     936.6K pulls | updated 1 year ago
paraphrase-multilingual       931.6K pulls | updated 1 year ago
granite3-moe                  930.7K pulls | updated 1 year ago
devstral-small-2              922.4K pulls | updated 7 months ago
orca2                         913.6K pulls | updated 2 years ago
stable-beluga                 913.1K pulls | updated 2 years ago
reader-lm                       905K pulls | updated 1 year ago
shieldgemma                   903.9K pulls | updated 1 year ago
llama-pro                     886.4K pulls | updated 2 years ago
yarn-mistral                  880.5K pulls | updated 2 years ago
nexusraven                    875.9K pulls | updated 2 years ago
wizardlm                      873.4K pulls | updated 2 years ago
bakllava                      870.6K pulls | updated 2 years ago
meditron                      792.5K pulls | updated 2 years ago
command-r-plus                783.5K pulls | updated 1 year ago
mistral-small3.1              768.6K pulls | updated 1 year ago
exaone-deep                   754.7K pulls | updated 1 year ago
deepseek-v3.1                   718K pulls | updated 10 months ago
tinydolphin                   710.2K pulls | updated 2 years ago
nemotron-mini                 692.9K pulls | updated 1 year ago
codegeex4                     673.4K pulls | updated 2 years ago
mistral-openorca              667.3K pulls | updated 2 years ago
nemotron-3-nano               657.9K pulls | updated 4 months ago
medllama2                     630.8K pulls | updated 2 years ago
wizardlm-uncensored           629.7K pulls | updated 2 years ago
nemotron3                     626.6K pulls | updated 3 months ago
opencoder                     611.7K pulls | updated 1 year ago
nomic-embed-text-v2-moe       604.6K pulls | updated 1 year ago
nemotron                      600.9K pulls | updated 1 year ago
nous-hermes2-mixtral            578K pulls | updated 1 year ago
codeup                        577.8K pulls | updated 2 years ago
athene-v2                     576.8K pulls | updated 1 year ago
qwen3-next                    576.4K pulls | updated 7 months ago
megadolphin                   556.1K pulls | updated 2 years ago
everythinglm                  552.9K pulls | updated 2 years ago
solar-pro                     545.5K pulls | updated 1 year ago
magicoder                     542.3K pulls | updated 2 years ago
mathstral                     536.2K pulls | updated 2 years ago
exaone3.5                     536.1K pulls | updated 1 year ago
falcon2                         528K pulls | updated 2 years ago
notus                         526.8K pulls | updated 2 years ago
notux                           526K pulls | updated 2 years ago
nuextract                     524.2K pulls | updated 2 years ago
stablelm-zephyr               520.8K pulls | updated 2 years ago
bespoke-minicheck               516K pulls | updated 1 year ago
duckdb-nsql                   515.3K pulls | updated 2 years ago
mistrallite                     512K pulls | updated 2 years ago
firefunction-v2               511.1K pulls | updated 2 years ago
wizard-vicuna                   506K pulls | updated 2 years ago
deepseek-ocr                  501.9K pulls | updated 8 months ago
open-orca-platypus2           498.3K pulls | updated 2 years ago
rnj-1                         496.2K pulls | updated 7 months ago
codebooga                     485.5K pulls | updated 2 years ago
goliath                       468.1K pulls | updated 2 years ago
granite3.2                    447.2K pulls | updated 1 year ago
olmo-3                        445.4K pulls | updated 7 months ago
snowflake-arctic-embed2       431.6K pulls | updated 1 year ago
r1-1776                       413.5K pulls | updated 1 year ago
kimi-k2.6                     403.3K pulls | updated 1 year ago
tulu3                         377.2K pulls | updated 1 year ago
dbrx                          360.6K pulls | updated 2 years ago
devstral-2                    348.5K pulls | updated 7 months ago
minimax-m3                    345.5K pulls | updated 1 year ago
granite3-guardian             327.6K pulls | updated 1 year ago
ornith                        323.3K pulls | updated 1 month ago
deepseek-v4-pro                 301K pulls | updated 2 years ago
granite4.1                    297.5K pulls | updated 2 months ago
deepseek-v4-flash             295.6K pulls | updated 6 hours ago
command-r7b                   285.8K pulls | updated 1 year ago
glm-5.2                         285K pulls | updated 1 year ago
deepseek-v2.5                 282.9K pulls | updated 1 year ago
olmo-3.1                      282.7K pulls | updated 7 months ago
bge-large                     277.5K pulls | updated 1 year ago
mistral-medium-3.5            273.6K pulls | updated 2 months ago
smallthinker                  253.6K pulls | updated 1 year ago
alfred                        235.2K pulls | updated 2 years ago
medgemma                      224.3K pulls | updated 3 months ago
command-a                     222.6K pulls | updated 1 year ago
marco-o1                      208.4K pulls | updated 1 year ago
cogito-2.1                    203.4K pulls | updated 8 months ago
kimi-k2.7-code                199.1K pulls | updated 1 year ago
functiongemma                 176.2K pulls | updated 7 months ago
gpt-oss-safeguard             149.2K pulls | updated 9 months ago
nemotron-cascade-2            137.8K pulls | updated 4 months ago
medgemma1.5                   105.6K pulls | updated 3 months ago
lfm2.5                         96.6K pulls | updated 2 months ago
mistral-large-3                79.8K pulls | updated 6 days ago
nemotron-3-ultra                 34K pulls | updated 1 month ago
laguna-s-2.1                   32.6K pulls | updated 4 days ago
minicpm-v4.6                   24.7K pulls | updated 2 months ago
laguna-xs.2                    23.2K pulls | updated 6 days ago
minicpm-v4.5                   19.8K pulls | updated 2 months ago
kimi-k3                          498 pulls | updated 1 month ago
